Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg21246783__CLGN	0.066634	0.06826	0.063049	0.072374	0.026763	0.68347	0.097415	0.060297	0.080992	0.040672	0.049215	0.072343	0.0552	0.078537	0.038241	0.049859	0.048164	0.15459	0.096854	0.043036	0.032529	0.054884	0.05228	0.060776	0.040409	0.068776	0.083714	0.073776	0.11713	0.070461	0.036822	0.045312	0.062191	0.18887	0.041053	0.034049	0.1493	0.046158	0.052029	0.086142
Meth__cg00079563__ARFGAP3	0.49946	0.064006	0.94786	0.25071	0.26973	0.88165	0.13735	0.62679	0.17188	0.14859	0.22018	0.22652	0.37041	0.50483	0.25107	0.14752	0.055597	0.68015	0.061319	0.029406	0.64224	0.2641	0.74695	0.20047	0.66242	0.9059	0.35341	0.063893	0.070083	0.11326	0.02648	0.083741	0.38178	0.29954	0.030279	0.22017	0.30574	0.20916	0.69528	0.88799
Meth__cg04739570__PODXL2	0.066825	0.058281	0.60351	0.069193	0.044006	0.67678	0.67613	0.86933	0.052799	0.065917	0.084987	0.055498	0.61847	0.79551	0.0417	0.052468	0.11182	0.55203	0.18264	0.32317	0.71109	0.28045	0.060963	0.8478	0.097177	0.84827	0.73387	0.12336	0.89681	0.098513	0.062706	0.36705	0.083231	0.10311	0.071464	0.070805	0.12386	0.068793	0.058443	0.05713
Meth__cg06491924__ZNF613	0.051917	0.03151	0.045107	0.030373	0.033402	0.023872	0.030197	0.1009	0.026098	0.031579	0.026876	0.044504	0.036639	0.058123	0.0179	0.032006	0.041616	0.024547	0.054059	0.039249	0.2391	0.18392	0.060355	0.084553	0.01894	0.0697	0.041849	0.043901	0.057706	0.046227	0.033455	0.037209	0.031108	0.040765	0.022666	0.040916	0.10628	0.043919	0.048652	0.045264
Meth__cg06722216__NOL4	0.52991	0.017395	0.42015	0.028435	0.022763	0.62269	0.031126	0.36983	0.045316	0.015469	0.021478	0.57875	0.062601	0.097868	0.015301	0.01905	0.034785	0.50901	0.29391	0.01833	0.21401	0.045061	0.051276	0.048119	0.024028	0.93513	0.032874	0.03104	0.043399	0.039975	0.029471	0.016852	0.093633	0.02766	0.023999	0.16792	0.78514	0.027343	0.020311	0.024443
Meth__cg18632631__TNK1	0.077581	0.074345	0.069311	0.30098	0.12296	0.91056	0.090107	0.89213	0.16021	0.074216	0.16496	0.055767	0.20824	0.15506	0.053027	0.063953	0.12668	0.071963	0.154	0.15037	0.57419	0.085491	0.11383	0.4706	0.092031	0.51033	0.10315	0.13565	0.19858	0.1639	0.074421	0.04577	0.2563	0.069572	0.04849	0.053219	0.20182	0.10416	0.091175	0.076539
Meth__cg08097973__NUMA1	0.10976	0.053274	0.079607	0.058325	0.052638	0.94915	0.10459	0.875	0.2317	0.085981	0.054927	0.076555	0.3951	0.068898	0.060773	0.089345	0.25135	0.89769	0.10156	0.83911	0.043424	0.060262	0.1116	0.90976	0.049792	0.88489	0.086794	0.12639	0.094368	0.084836	0.67872	0.9615	0.93089	0.059462	0.049918	0.063393	0.12064	0.078519	0.080645	0.049587
Meth__cg06428055__ELF4	0.57661	0.025155	0.025397	0.69954	0.54642	0.011146	0.031995	0.017532	0.40963	0.96472	0.49193	0.024339	0.025005	0.03261	0.60192	0.80519	0.46713	0.62134	0.13962	0.015785	0.019749	0.030405	0.57731	0.68889	0.56235	0.029853	0.040481	0.51687	0.50852	0.040263	0.92509	0.018224	0.64925	0.018523	0.015942	0.70956	0.071261	0.66081	0.48175	0.019253
Meth__cg09553358__BM88	0.19551	0.032216	0.18956	0.62024	0.066284	0.67366	0.5422	0.92599	0.92269	0.60857	0.060298	0.96309	0.91798	0.68254	0.74966	0.52351	0.14619	0.92848	0.22437	0.89478	0.81504	0.76277	0.16346	0.86417	0.04737	0.88758	0.51789	0.12487	0.9519	0.05399	0.028121	0.30309	0.7356	0.64381	0.048992	0.49317	0.070658	0.054393	0.13521	0.16752
Meth__cg24587268__OSBPL2	0.019344	0.017478	0.026162	0.028641	0.018624	0.052622	0.018197	0.05286	0.018536	0.021423	0.016813	0.025221	0.035884	0.019264	0.014483	0.021701	0.021001	0.019787	0.035418	0.18	0.01372	0.018005	0.03179	0.01958	0.016953	0.12966	0.01759	0.038929	0.037631	0.026672	0.01873	0.017569	0.026851	0.026673	0.015451	0.01488	0.057308	0.01783	0.028611	0.018246
Meth__cg07558455__ANKRD38	0.15664	0.055732	0.95922	0.18515	0.06569	0.91346	0.83406	0.65526	0.97891	0.047595	0.47034	0.045722	0.032759	0.29193	0.028676	0.042149	0.58766	0.061025	0.089104	0.25065	0.85432	0.85269	0.042228	0.54229	0.26311	0.85373	0.070127	0.11501	0.89199	0.069522	0.044892	0.025405	0.21701	0.039612	0.026117	0.48337	0.17379	0.051345	0.36084	0.59838
Meth__cg06817264__CTSF	0.53073	0.03767	0.87244	0.88137	0.031296	0.57818	0.51155	0.94611	0.35377	0.20183	0.0807	0.27005	0.36991	0.36198	0.029885	0.21379	0.78105	0.63718	0.16416	0.18156	0.97975	0.95959	0.97134	0.50659	0.15752	0.95173	0.93593	0.038318	0.89548	0.078404	0.087226	0.32194	0.081848	0.071109	0.052576	0.7412	0.22317	0.5478	0.046346	0.064282
Meth__cg19110523__ADRB2	0.088686	0.060577	0.78505	0.10847	0.83385	0.54839	0.092314	0.022394	0.054837	0.91311	0.3748	0.89507	0.94718	0.65744	0.50847	0.67749	0.031363	0.13932	0.93108	0.25875	0.088651	0.099612	0.28453	0.079393	0.0702	0.045333	0.073206	0.049006	0.86594	0.079473	0.63702	0.035455	0.092911	0.086909	0.035075	0.94119	0.045059	0.56553	0.82264	0.73407
Meth__cg20839149__SH2D2A	0.096749	0.056931	0.14129	0.30143	0.51643	0.70924	0.29303	0.14687	0.13897	0.076653	0.10487	0.49311	0.42082	0.33941	0.060066	0.088864	0.33205	0.73804	0.093495	0.094381	0.62748	0.63744	0.85401	0.15071	0.44692	0.42154	0.62426	0.04162	0.32457	0.17495	0.12274	0.052655	0.12959	0.43072	0.046703	0.43073	0.31379	0.4742	0.36011	0.4825
Meth__cg21850254__ZNF570	0.063072	0.051688	0.10148	0.061619	0.057016	0.059767	0.30679	0.4295	0.57295	0.042644	0.064563	0.055994	0.078957	0.54068	0.046258	0.060553	0.055582	0.041636	0.15971	0.099613	0.32416	0.3458	0.064711	0.052555	0.047453	0.72905	0.076168	0.103	0.43015	0.17888	0.045399	0.13364	0.065382	0.34451	0.032561	0.38207	0.074552	0.050947	0.46503	0.71107
Meth__cg01667702__TRAPPC1	0.056086	0.093665	0.067437	0.23535	0.12356	0.041146	0.096364	0.22684	0.099384	0.42794	0.076868	0.14167	0.76621	0.082978	0.057922	0.26212	0.12527	0.053302	0.088277	0.05771	0.068763	0.049359	0.10977	0.054223	0.12843	0.051052	0.075316	0.065084	0.15968	0.082492	0.070067	0.11255	0.096967	0.059343	0.098483	0.060585	0.20306	0.094997	0.082504	0.063562
Meth__cg04609859__HOXB4	0.93434	0.03755	0.044684	0.64059	0.036734	0.031238	0.82236	0.11576	0.87354	0.48533	0.42034	0.32749	0.94638	0.73548	0.16273	0.41116	0.11962	0.030202	0.074571	0.44629	0.89809	0.69944	0.30421	0.28431	0.94034	0.75829	0.63583	0.04459	0.48567	0.070417	0.29009	0.036709	0.21774	0.38674	0.043763	0.048776	0.72442	0.10772	0.47201	0.83944
Meth__cg03891319__ACY1	0.043496	0.067761	0.05102	0.063529	0.057028	0.1529	0.10483	0.053154	0.40392	0.048061	0.063932	0.061134	0.11928	0.19048	0.032142	0.056929	0.089607	0.041441	0.080921	0.33429	0.086526	0.051391	0.090423	0.088996	0.19994	0.15804	0.052598	0.11202	0.080786	0.067437	0.049142	0.037829	0.043501	0.084861	0.036389	0.043111	0.065182	0.067309	0.051075	0.049409
Meth__cg10791260__TNFSF15	0.063499	0.047533	0.096825	0.15591	0.16778	0.79699	0.12137	0.28169	0.048539	0.064008	0.10244	0.068652	0.090707	0.13126	0.059254	0.06082	0.078524	0.50453	0.073248	0.31012	0.53554	0.36587	0.28377	0.51436	0.08116	0.23391	0.052663	0.095217	0.32487	0.087398	0.074021	0.05697	0.09523	0.029384	0.050163	0.045672	0.070673	0.083844	0.07551	0.18477
Meth__cg22438810__LCN2	0.096322	0.082367	0.077039	0.91478	0.77873	0.69911	0.84289	0.59628	0.12421	0.079803	0.55347	0.07845	0.060536	0.11655	0.2856	0.081367	0.091684	0.2564	0.1315	0.56287	0.88305	0.89348	0.85773	0.79054	0.69375	0.64329	0.87664	0.39209	0.61878	0.14833	0.20988	0.059498	0.58788	0.8106	0.10382	0.6635	0.64901	0.71867	0.58609	0.68639
Meth__cg14817542__HIF1AN	0.028021	0.023617	0.038158	0.02068	0.017799	0.020981	0.032418	0.043226	0.037469	0.022934	0.023118	0.024025	0.04606	0.041475	0.024956	0.029077	0.026935	0.027827	0.042894	0.027689	0.025728	0.028737	0.031754	0.54978	0.020746	0.068348	0.0349	0.033602	0.072153	0.060223	0.018322	0.02127	0.022435	0.014491	0.024995	0.021167	0.029942	0.02517	0.024644	0.032316
Meth__cg08604885__TRIM4	0.038462	0.022602	0.036225	0.92411	0.032267	0.038442	0.03088	0.10418	0.027872	0.032513	0.036775	0.027763	0.075	0.11964	0.012138	0.0332	0.13361	0.043384	0.074588	0.11002	0.077152	0.1717	0.042041	0.037991	0.034416	0.043303	0.053072	0.051325	0.055192	0.048843	0.030605	0.026606	0.033019	0.12985	0.042226	0.68453	0.085746	0.045621	0.039393	0.034833
Meth__cg03998173__RHEB	0.048895	0.22675	0.05538	0.060176	0.036119	0.38593	0.23656	0.065781	0.096819	0.061489	0.043316	0.046265	0.071217	0.12839	0.029476	0.038253	0.037719	0.047139	0.065615	0.033367	0.6314	0.56573	0.087834	0.057387	0.030793	0.14866	0.83685	0.11174	0.083929	0.1126	0.027059	0.029239	0.28881	0.039079	0.038971	0.082078	0.10491	0.054418	0.043655	0.069379
Meth__cg10951619__FAM5C	0.26611	0.056186	0.20346	0.10926	0.068854	0.83588	0.1214	0.45455	0.36509	0.085425	0.19165	0.32089	0.20645	0.47664	0.064942	0.099781	0.56795	0.09	0.24176	0.17204	0.24914	0.19525	0.42525	0.16094	0.074318	0.59223	0.14799	0.33596	0.36968	0.1029	0.14526	0.31904	0.24864	0.71609	0.076741	0.6712	0.13338	0.063958	0.089048	0.11531
Meth__cg13841804__ANP32E	0.090498	0.11386	0.16002	0.14925	0.068596	0.10445	0.13185	0.085649	0.16056	0.055544	0.069148	0.11095	0.11489	0.13752	0.0644	0.058405	0.10416	0.084188	0.12156	0.056227	0.60004	0.36344	0.070035	0.12918	0.050375	0.17523	0.13019	0.11731	0.13244	0.10779	0.073875	0.051095	0.063302	0.059364	0.051439	0.06144	0.13373	0.057512	0.075995	0.095561
Meth__cg26954174__CARD15	0.13211	0.06679	0.13352	0.54645	0.29619	0.82761	0.51913	0.36345	0.6878	0.19285	0.066857	0.10567	0.066309	0.15922	0.12767	0.1526	0.16524	0.47391	0.082013	0.197	0.66403	0.35469	0.10198	0.84217	0.18737	0.22941	0.20111	0.11898	0.44461	0.099246	0.63913	0.046006	0.11981	0.091632	0.028301	0.071004	0.18774	0.094787	0.14956	0.10857
Meth__cg03056007__FBXO25	0.041154	0.041588	0.045978	0.047163	0.032914	0.059979	0.039009	0.31431	0.070386	0.058969	0.041441	0.042667	0.085986	0.15371	0.031871	0.053538	0.049345	0.044392	0.072241	0.035499	0.039018	0.047663	0.050936	0.047508	0.032774	0.1228	0.039146	0.10843	0.090835	0.082371	0.033466	0.035656	0.038533	0.053437	0.032742	0.034309	0.12171	0.038342	0.034569	0.048576
Meth__cg19438514__C20orf102	0.42817	0.025636	0.14814	0.19224	0.1901	0.52035	0.45603	0.55047	0.6118	0.030986	0.49177	0.88569	0.49954	0.10883	0.20986	0.10978	0.10256	0.61137	0.25153	0.03469	0.53504	0.88301	0.43099	0.043654	0.44714	0.81591	0.22685	0.40816	0.82765	0.10526	0.033983	0.70624	0.036767	0.10486	0.040814	0.35758	0.75055	0.080043	0.56976	0.44705
Meth__cg10319505__RASEF	0.032554	0.050956	0.033968	0.030579	0.024923	0.3371	0.037964	0.54446	0.040259	0.033299	0.03729	0.53325	0.052946	0.044266	0.033803	0.038316	0.79861	0.060373	0.071304	0.86788	0.021098	0.040247	0.031526	0.13888	0.028043	0.30772	0.046326	0.066157	0.10272	0.042103	0.036387	0.02885	0.57453	0.049797	0.030744	0.026773	0.051753	0.046076	0.030581	0.066791
Meth__cg17166812__NDUFS2	0.054794	0.076204	0.7796	0.40362	0.082996	0.59875	0.028252	0.51294	0.4427	0.059238	0.15819	0.033123	0.5924	0.55252	0.019692	0.097334	0.03554	0.51934	0.12157	0.17111	0.60312	0.60821	0.24145	0.51534	0.51955	0.42064	0.33425	0.10799	0.061672	0.16592	0.068168	0.12734	0.17616	0.71849	0.032159	0.03004	0.14572	0.11037	0.10232	0.089542
Meth__cg19099850__LGALS3	0.037625	0.95633	0.055015	0.041555	0.82758	0.036459	0.063113	0.039138	0.032948	0.96985	0.74365	0.059761	0.038673	0.05796	0.7002	0.69294	0.94981	0.037601	0.16576	0.036196	0.032656	0.043856	0.96122	0.045414	0.032773	0.065897	0.045603	0.12342	0.076191	0.93928	0.042398	0.034995	0.048755	0.034622	0.033994	0.9715	0.062692	0.044209	0.046305	0.039479
Meth__cg10995380__TGFB1I1	0.078329	0.071068	0.62091	0.11611	0.18946	0.26531	0.56675	0.10903	0.671	0.13663	0.083915	0.096771	0.39132	0.92751	0.043677	0.081529	0.81328	0.086509	0.11502	0.066738	0.59345	0.44357	0.11405	0.14042	0.061599	0.14501	0.14373	0.075651	0.7769	0.10542	0.055965	0.05531	0.0739	0.16484	0.0591	0.21227	0.23889	0.085988	0.26861	0.090638
Meth__cg24751129__GNMT	0.043883	0.032461	0.0557	0.03855	0.043119	0.97311	0.060176	0.94309	0.64365	0.036655	0.054782	0.94092	0.59977	0.44173	0.029946	0.048643	0.23701	0.9499	0.097011	0.95368	0.2285	0.084266	0.11061	0.96769	0.072045	0.93344	0.046872	0.061993	0.13716	0.104	0.89644	0.32309	0.96014	0.17536	0.034706	0.10769	0.099678	0.046854	0.045469	0.059799
Meth__cg03565081__C14orf93	0.5648	0.25483	0.43173	0.31894	0.28647	0.16453	0.58903	0.076971	0.58964	0.10881	0.13611	0.074692	0.41248	0.23514	0.206	0.11426	0.42725	0.34852	0.15225	0.062252	0.072549	0.23644	0.70816	0.13793	0.23651	0.67726	0.23807	0.12477	0.15296	0.25265	0.091634	0.055094	0.090355	0.5778	0.058006	0.31214	0.11782	0.063679	0.23948	0.35896
Meth__cg13158571__CYP4X1	0.04061	0.22216	0.94788	0.043895	0.028983	0.71473	0.76414	0.29692	0.03723	0.029636	0.30967	0.65769	0.76576	0.94681	0.03143	0.026072	0.24715	0.049216	0.068625	0.022797	0.84663	0.89114	0.92693	0.088618	0.12825	0.54104	0.8731	0.069048	0.75053	0.051412	0.257	0.024996	0.046543	0.80389	0.033404	0.045871	0.2217	0.062353	0.43288	0.88393
Meth__cg05243804__FECH	0.070834	0.023199	0.083309	0.042453	0.043833	0.12142	0.03541	0.32242	0.048551	0.20504	0.026723	0.18577	0.23621	0.1519	0.034029	0.17921	0.090486	0.11396	0.068656	0.02256	0.053792	0.059413	0.082064	0.11134	0.029917	0.13225	0.043542	0.091697	0.15981	0.074788	0.019461	0.016699	0.027107	0.097283	0.026419	0.039995	0.15627	0.035325	0.063933	0.072118
Meth__cg18896687__MAFK	0.045843	0.032897	0.055727	0.049904	0.034113	0.28606	0.049495	0.55064	0.039053	0.030884	0.067594	0.034067	0.10547	0.081248	0.028992	0.040847	0.052913	0.037044	0.080759	0.049039	0.055001	0.043271	0.056075	0.44648	0.038202	0.12476	0.067258	0.062575	0.097657	0.070442	0.035439	0.035438	0.035134	0.029125	0.031151	0.026311	0.11302	0.054486	0.032553	0.03722
Meth__cg23910835__SFRP2	0.30301	0.070523	0.37448	0.21503	0.070477	0.17463	0.20075	0.33671	0.44089	0.067969	0.072834	0.44984	0.1105	0.17267	0.070812	0.089004	0.2404	0.19606	0.24881	0.077012	0.092311	0.1344	0.3495	0.43317	0.3125	0.14959	0.22596	0.080456	0.24072	0.092015	0.083219	0.048535	0.078605	0.63636	0.050042	0.052525	0.071665	0.16108	0.094754	0.089463
Meth__cg15977272__EFNB1	0.64255	0.095643	0.068074	0.054832	0.4532	0.051197	0.066995	0.045958	0.053418	0.4842	0.056394	0.057803	0.053889	0.075259	0.60304	0.43584	0.085162	0.30261	0.46283	0.057172	0.049753	0.054902	0.61491	0.37196	0.59633	0.074135	0.060833	0.56905	0.62572	0.66863	0.62991	0.039375	0.5958	0.054074	0.039476	0.49777	0.20416	0.54533	0.23917	0.048194
Meth__cg07570421__PTER	0.087007	0.11557	0.12413	0.14188	0.066791	0.084263	0.14097	0.25179	0.097183	0.07557	0.088295	0.11441	0.10796	0.12726	0.078431	0.07729	0.11649	0.096699	0.093147	0.16673	0.13066	0.085158	0.63073	0.090578	0.063327	0.14979	0.12917	0.18034	0.12982	0.14444	0.1076	0.082829	0.38224	0.050631	0.091706	0.085779	0.18458	0.10688	0.37446	0.22433
Meth__cg05477024__KIAA1804	0.042171	0.05547	0.054894	0.7115	0.07499	0.95555	0.38025	0.17125	0.1294	0.099291	0.10481	0.12273	0.12661	0.1409	0.076768	0.083836	0.04945	0.36513	0.15555	0.72905	0.16474	0.090833	0.077069	0.62023	0.047776	0.415	0.072545	0.12454	0.93919	0.13434	0.062241	0.043208	0.15847	0.13379	0.056759	0.080794	0.093571	0.081494	0.12233	0.14707
Meth__cg22336401__ENTPD8	0.050641	0.036239	0.082373	0.29926	0.049389	0.44466	0.17227	0.50433	0.48434	0.032093	0.042157	0.038205	0.15717	0.42184	0.037921	0.044488	0.062299	0.038708	0.36257	0.57135	0.06529	0.05999	0.059523	0.041404	0.055638	0.87815	0.071196	0.068182	0.18698	0.11862	0.041892	0.040456	0.088966	0.26223	0.035566	0.70901	0.04703	0.044599	0.12272	0.10213
Meth__cg25483003__ENTPD2	0.027448	0.026395	0.25123	0.046992	0.030778	0.96981	0.048842	0.95166	0.038498	0.043032	0.048717	0.041365	0.31006	0.59165	0.017567	0.061762	0.037064	0.60325	0.06407	0.96028	0.15813	0.095541	0.060063	0.97156	0.035769	0.92223	0.23298	0.073487	0.066875	0.079761	0.090844	0.019244	0.30212	0.044924	0.021951	0.019893	0.05442	0.043149	0.025799	0.026923
Meth__cg15646782__FAM55C	0.029361	0.025501	0.034486	0.023432	0.1133	0.02589	0.030691	0.042402	0.02982	0.030079	0.018506	0.02351	0.031156	0.054928	0.017534	0.025537	0.025034	0.037187	0.042028	0.020058	0.033231	0.025457	0.023604	0.029718	0.019083	0.048203	0.034733	0.037438	0.050452	0.030901	0.015327	0.020065	0.026182	0.0355	0.028122	0.021186	0.025793	0.022548	0.29278	0.48403
Meth__cg01620308__PRNP	0.066443	0.053402	0.059464	0.070485	0.08	0.051948	0.2321	0.12446	0.10298	0.045827	0.13543	0.051533	0.080336	0.097613	0.056614	0.070227	0.082049	0.0445	0.10648	0.063535	0.069015	0.096599	0.53722	0.06355	0.051111	0.085722	0.089502	0.20085	0.16358	0.095789	0.073393	0.05011	0.056856	0.088006	0.055344	0.060263	0.27647	0.075113	0.097014	0.08717
Meth__cg22115808__NUDT16L1	0.036766	0.054667	0.027799	0.022875	0.020153	0.015589	0.029511	0.049197	0.029169	0.019986	0.025948	0.020315	0.026523	0.032343	0.012821	0.023238	0.023628	0.024021	0.028847	0.22384	0.018119	0.023603	0.020261	0.026314	0.013332	0.061709	0.068374	0.024219	0.091785	0.030949	0.019729	0.021164	0.016946	0.022353	0.022649	0.023216	0.026753	0.020395	0.031811	0.044028
Meth__cg08806153__HOXD11	0.16955	0.028823	0.55343	0.30099	0.022961	0.92144	0.88024	0.31173	0.04869	0.026703	0.027612	0.034781	0.045008	0.036129	0.025364	0.025252	0.23966	0.14371	0.047724	0.35318	0.044519	0.057122	0.30353	0.027353	0.18591	0.90769	0.028045	0.023683	0.66209	0.19953	0.017439	0.021575	0.016175	0.018622	0.022895	0.16861	0.028417	0.57985	0.53078	0.68602
Meth__cg25869832__RPS4X	0.030823	0.020693	0.064086	0.05702	0.028854	0.029713	0.061454	0.099593	0.026087	0.036258	0.03071	0.040775	0.1599	0.061247	0.043855	0.030005	0.05223	0.026412	0.079146	0.072088	0.06314	0.060136	0.041177	0.033416	0.029171	0.067174	0.059403	0.11296	0.064393	0.037653	0.059243	0.031899	0.034008	0.064537	0.02983	0.024993	0.14433	0.039259	0.042018	0.042579
Meth__cg04856043__HS1BP3	0.046779	0.040913	0.10598	0.04961	0.036032	0.13053	0.036265	0.045414	0.70706	0.037203	0.043326	0.054773	0.19949	0.30616	0.031072	0.051374	0.048479	0.051069	0.069107	0.039262	0.049456	0.046575	0.057196	0.066015	0.034703	0.19391	0.050813	0.07946	0.093413	0.09053	0.040375	0.036157	0.03327	0.049359	0.033702	0.038875	0.11949	0.042188	0.039642	0.042528
Meth__cg14252569__DACT1	0.19244	0.078128	0.1568	0.09595	0.10206	0.090047	0.18259	0.088336	0.11541	0.09713	0.09092	0.16193	0.22637	0.29083	0.068009	0.075745	0.33514	0.07368	0.24612	0.097459	0.10755	0.10376	0.27907	0.084773	0.089924	0.75852	0.09325	0.22402	0.17311	0.16465	0.076753	0.068393	0.088022	0.41031	0.071193	0.13104	0.13776	0.07813	0.099295	0.14045
Meth__cg14951292__HMOX2	0.076695	0.050266	0.82708	0.60329	0.034155	0.6606	0.040776	0.70182	0.207	0.072583	0.096613	0.043425	0.91105	0.63914	0.26354	0.070819	0.35668	0.70137	0.31101	0.836	0.25534	0.08564	0.18092	0.66715	0.03782	0.81729	0.78936	0.27735	0.076686	0.047243	0.29313	0.52981	0.11927	0.59146	0.68052	0.068838	0.072353	0.033655	0.099825	0.035873
Meth__cg02575859__RPS4X	0.085627	0.055661	0.1098	0.10231	0.073193	0.083569	0.086547	0.21255	0.12354	0.059095	0.06085	0.072207	0.13801	0.11739	0.070188	0.07036	0.078291	0.060564	0.12886	0.10052	0.10982	0.089023	0.090427	0.052575	0.057615	0.21293	0.11414	0.17674	0.17066	0.22122	0.10092	0.065523	0.084317	0.14585	0.067373	0.071876	0.35233	0.070488	0.072122	0.088082
Meth__cg23843812__FLJ43582	0.076205	0.051596	0.064641	0.12175	0.43118	0.48328	0.26401	0.07099	0.077203	0.036823	0.14489	0.053034	0.35818	0.33311	0.059343	0.051706	0.07426	0.1456	0.22097	0.045782	0.47387	0.37129	0.78416	0.14663	0.41174	0.11787	0.31109	0.24535	0.25626	0.087721	0.042347	0.32327	0.052672	0.70902	0.065053	0.13055	0.11797	0.27829	0.26723	0.50326
Meth__cg17561435__BMPER	0.53784	0.2462	0.87641	0.19042	0.55397	0.047735	0.099031	0.11312	0.13012	0.057437	0.18885	0.23283	0.17551	0.67478	0.57934	0.066488	0.060558	0.077382	0.10191	0.052129	0.38963	0.36161	0.079599	0.055996	0.48071	0.21108	0.076494	0.1237	0.86731	0.10907	0.054751	0.051981	0.18621	0.046374	0.058797	0.66539	0.475	0.18678	0.063465	0.075046
Meth__cg11251858__ESR1	0.043122	0.021661	0.051909	0.040506	0.045889	0.86898	0.054319	0.62465	0.40646	0.033301	0.037621	0.41743	0.047859	0.48639	0.035909	0.032628	0.83028	0.15516	0.065008	0.038652	0.27508	0.036017	0.035955	0.13767	0.035238	0.80311	0.035203	0.090744	0.085968	0.091545	0.04171	0.033429	0.062001	0.060344	0.028998	0.32228	0.10342	0.037232	0.04162	0.050561
Meth__cg04872051__CHST7	0.66589	0.021583	0.045138	0.38282	0.96257	0.026263	0.057911	0.055532	0.020534	0.42909	0.11798	0.17823	0.63333	0.59275	0.90669	0.4512	0.77742	0.03926	0.70698	0.024517	0.026745	0.035959	0.62582	0.64602	0.5716	0.053628	0.62888	0.55763	0.92514	0.57583	0.62303	0.027617	0.70128	0.03786	0.044729	0.9657	0.067134	0.56987	0.31417	0.035185
Meth__cg05494069__PRKAA2	0.039206	0.041975	0.053651	0.038468	0.04841	0.34609	0.08133	0.20534	0.038752	0.35388	0.060833	0.12709	0.16277	0.072789	0.030242	0.3413	0.031008	0.067342	0.035976	0.17915	0.19328	0.055197	0.055083	0.060324	0.076349	0.1403	0.054184	0.069505	0.10549	0.046977	0.026299	0.029544	0.048548	0.04522	0.022528	0.04445	0.092788	0.044466	0.047685	0.048888
Meth__cg11003133__AIM2	0.11444	0.056816	0.087387	0.1735	0.059821	0.27018	0.10168	0.39671	0.5169	0.61313	0.069625	0.77495	0.56362	0.28909	0.033128	0.46667	0.55186	0.83763	0.072844	0.17965	0.091302	0.075763	0.11222	0.8	0.049254	0.69517	0.10573	0.25074	0.36955	0.077824	0.079103	0.88709	0.12508	0.064148	0.040137	0.053726	0.096249	0.098749	0.12584	0.098651
Meth__cg19511844__ORMDL3	0.0263	0.02883	0.93714	0.82419	0.6125	0.18871	0.03638	0.11258	0.034751	0.50429	0.13289	0.055745	0.052792	0.48829	0.032826	0.42103	0.025669	0.073937	0.4559	0.030466	0.17747	0.31716	0.030721	0.048531	0.3058	0.18701	0.71615	0.094236	0.55925	0.10034	0.026971	0.041576	0.55691	0.28517	0.65722	0.026665	0.033513	0.39507	0.033229	0.032844
Meth__cg13589108__FAM5B	0.037459	0.017425	0.68142	0.041757	0.15175	0.53422	0.91667	0.72235	0.28683	0.026398	0.66225	0.87585	0.31053	0.90391	0.033021	0.028506	0.040242	0.063808	0.074245	0.063991	0.75245	0.74069	0.56729	0.03957	0.050542	0.87954	0.88877	0.058467	0.94294	0.035125	0.034404	0.022843	0.024807	0.71101	0.036963	0.83935	0.067968	0.038663	0.079297	0.053664
Meth__cg26450866__KCNA7	0.92992	0.029783	0.90152	0.21574	0.0403	0.928	0.91957	0.82577	0.045822	0.05275	0.038762	0.89627	0.048724	0.77996	0.35212	0.042008	0.64038	0.051125	0.067629	0.67558	0.45337	0.33932	0.7392	0.78589	0.94928	0.86947	0.91423	0.083401	0.86319	0.057572	0.042269	0.039778	0.10207	0.12793	0.032644	0.67489	0.066625	0.057512	0.20249	0.72036
Meth__cg02121427__LRRC15	0.17036	0.058151	0.54648	0.62453	0.32408	0.072343	0.51388	0.59387	0.66406	0.093584	0.23917	0.29768	0.72387	0.25263	0.11307	0.074922	0.31442	0.65481	0.13715	0.040348	0.24688	0.50145	0.8732	0.67776	0.69201	0.24183	0.67445	0.068844	0.10749	0.064115	0.17112	0.068451	0.06156	0.3169	0.063455	0.13669	0.16599	0.53201	0.20882	0.16868
Meth__cg15812873__SULT1A1	0.07856	0.069042	0.92125	0.26235	0.037515	0.63037	0.19664	0.34577	0.40718	0.033968	0.036431	0.88408	0.080069	0.23832	0.031131	0.0391	0.76217	0.024731	0.090532	0.034752	0.52741	0.41266	0.069379	0.54389	0.028935	0.61971	0.1655	0.07046	0.15973	0.034532	0.10808	0.031093	0.056955	0.1047	0.032165	0.040765	0.20961	0.040436	0.033749	0.049032
