Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
SNP__LOC252840	-1.369	-0.166	-0.156	-1.636	-1.134	-1.45	-1.316	0.101	0.844	0.22	-0.028	0.258	-1.046	0.725	-0.294	-0.08	-1.531	0.477	0.248	-0.429	-0.153	0.11	-0.212	0.549	-0.217	-1.546	-0.193	-1.583	-0.318	-0.144	0.247	0.357	-0.431	-0.364
RS_G1039__SYT1__SYT1	1.123	2.1228	4.824	8.2377	4.8047	0.86198	1.222	0.68231	5.6408	5.3681	0	3.4414	1.3791	4.1984	3.5518	1.2674	3.4954	4.8334	2.6812	3.3681	5.8949	3.3375	2.2683	0.18611	4.36	5.568	0.54555	2.9818	2.9818	4.8527	4.0193	0.88003	2.2162	0.63215
RS_G3267__ITGB8__ITGB8	5.1564	0.27889	2.0303	3.4893	0.14738	0.36513	4.6975	2.6815	3.0352	2.3442	8.4305	4.611	4.1636	5.4276	2.5057	5.2617	1.3995	6.1267	1.6822	0.35153	0.93842	0.53386	0.59803	0.30829	0.15176	0.8868	5.8392	3.6533	5.3211	1.0727	1.298	2.2218	0.45843	0.59579
SNP__LOC643827	-0.26	-0.178	-0.352	-0.211	-0.099	0.064	0.078	0.094	-0.251	-0.141	0.04	-0.124	-3.122	0.1	-2.709	-0.094	0.287	-4.747	-0.088	-0.006	-0.191	-0.159	-0.186	-0.24	0.047	-2.826	0.168	-0.293	-0.07	-0.142	-0.139	-0.296	-0.159	0.024
RS_G178__GAS7__GAS7	0.23393	0.79868	3.7512	0.60208	0.060325	0.26435	0.4579	0.89591	1.6052	0.58061	7.4591	0.81088	3.7882	3.5067	0.18004	2.8269	0.42668	0.02884	0.46526	0.091648	0.1238	0.059891	0.18529	0.057997	0.53052	0.11579	0.34439	5.4391	0.43877	3.5497	2.8263	4.9676	0.13361	0.17756
RS_G12786__IL7R__IL7R	0	0.251	0	0.50142	6.5911	0.28503	6.1027	3.2925	0	0	0.65531	4.9125	6.2297	5.4595	0	4.9738	6.5351	0.25223	5.1619	0	0	5.4855	0.070492	0.82882	0	0	3.6661	0	2.0069	0	0	0	0	0
RS_G5403__TWIST1__TWIST1	1.1861	0.26983	4.0614	2.5713	7.0209	4.5511	4.8892	6.1671	5.4578	0	2.0334	3.7229	0.6241	2.8708	0	3.3893	5.7755	0.27115	6.474	0.1556	3.8512	0	2.9119	0	0	9.2954	6.6104	1.3277	5.6725	0.46509	3.096	0.62456	5.3279	4.0443
RS_G3022__DHDH__DHDH	2.4187	2.2579	0	2.616	0.76248	0.93381	3.6498	0	0.9645	2.8425	5.3073	3.5907	4.9283	1.7072	3.3883	2.7314	0.60282	5.2884	0.84227	3.6193	2.6151	1.1133	1.3322	1.9645	0	4.6054	2.7517	4.3504	4.0578	3.0985	3.2846	4.2986	3.1819	1.8332
RS_G17087__KRT5__KRT5	0	2.3682	3.2544	0.87342	2.2491	1.3894	13.5262	9.5837	1.8734	1.1887	4.0154	14.3688	13.5652	7.6892	1.3019	10.3691	4.1397	12.707	1.2187	4.3174	1.3229	0.83413	2.4598	5.6981	3.0627	2.8132	13.5919	11.225	14.182	8.7706	0.4696	1.6355	0.16138	1.5571
RS_G10310__B3GNT7__B3GNT7	1.9575	6.7957	2.5367	2.8094	0.71449	2.0155	3.0554	2.9018	4.9398	2.4987	5.2298	3.0633	2.2075	0.78054	1.7377	4.3722	1.6533	5.1816	0.60552	2.4525	1.9281	1.8291	1.8655	1.1453	2.2539	0.5586	2.7381	2.8803	5.1953	1.9897	1.9283	2.9366	1.892	3.3691
RS_G3823__CCND1__CCND1	11.467	10.2873	9.7956	11.0955	7.5774	10.8624	12.4704	7.9377	9.8988	10.1898	6.9323	10.1513	11.3166	11.978	7.0419	7.8671	9.0157	9.3554	10.1335	11.149	10.4301	10.5959	11.1601	10.8596	8.7887	8.7105	7.5246	10.0655	9.6036	9.6678	8.5391	10.1398	11.3211	11.0084
RS_G14428__C7orf10__C7orf10	3.7743	1.0982	0.7662	0.89114	5.2894	0.14994	3.7882	2.8196	2.0669	0.37628	4.9639	4.3508	2.6963	2.255	0.88611	2.9243	4.0509	0.65512	4.1949	0.3938	0.96976	2.0049	0.13633	0	0	4.8912	2.9044	0	1.2329	0.30448	2.8094	1.8546	1.8441	2.0889
RS_G424__FHL1__FHL1	2.0586	0.14817	0	0.62912	8.4195	0	7.8581	7.6811	0	0.22544	5.2396	7.0935	5.4999	1.6533	0	8.1859	4.294	0.90187	10.0365	3.4656	2.4039	4.1986	1.521	0.52788	0.9089	7.0593	5.007	3.6967	2.9989	7.6498	0	4.6859	0.6065	1.4646
RS_G12365__PIP5KL1__PIP5KL1	3.8726	1.8077	2.7048	3.2152	2.4851	3.6896	2.9426	2.4418	1.81	5.3705	5.4668	2.3325	3.5827	3.0411	5.0313	2.4172	3.0142	3.2625	2.4229	2.5715	2.1711	1.6469	3.6043	3.2783	3.6177	9.1978	5.9581	2.1291	4.1476	2.354	3.0809	5.8063	3.8891	1.8081
RS_G2624__MXRA5__MXRA5	5.0837	3.4195	7.5759	6.375	0.20632	0	1.6586	1.0157	0.058217	0	0.23401	2.3124	1.2112	3.8501	6.5451	0	4.6149	4.8628	3.9665	0.15856	0.66448	0	0	0.09952	1.2267	2.57	0	4.8102	3.7177	0.22955	0	4.5144	4.9451	1.5408
RS_G15082__CALML5__CALML5	11.7504	5.995	7.7426	8.9148	0	1.712	8.0382	0.59303	6.3786	3.1741	1.3594	9.9227	7.5464	1.881	12.2335	4.7952	0	8.3003	0	8.8111	7.1102	0	12.1395	12.0061	2.3509	1.4107	5.5412	12.4513	4.9212	4.2737	1.4794	8.3879	5.0572	5.5081
RS_G3666__COL1A1__COL1A1	7.0178	5.8669	5.2157	4.9805	12.7199	4.4818	5.4327	8.3594	5.664	5.5108	5.3331	4.4917	5.1978	3.203	7.0058	7.323	12.3383	4.2739	13.8339	5.4774	4.6523	3.9943	8.6679	8.3648	4.2095	10.3027	7.4964	3.5388	6.309	6.4214	6.9884	4.6794	7.4222	4.774
RS_G7469__GATA4__GATA4	0	0.071455	5.0461	5.7202	0	0.15928	0	0.25613	0.24147	7.6513	4.2841	4.4421	0	0	0	0	0	0	0.17587	4.1894	0.48135	0.28015	2.9878	3.9039	0	1.7774	0	1.5872	2.7153	0	1.8259	4.0538	0.86042	0
RS_G7254__AC021066.37__AC021066.37	8.1194	8.0151	1.9938	1.7593	0	1.8586	2.6817	0.47574	1.6761	3.8582	8.4794	1.4097	5.2308	5.7233	4.4262	7.9259	1.4142	2.5484	0.25763	5.3005	1.7531	0.40172	4.3953	1.5203	6.4764	0	10.2525	9.2565	3.039	7.9921	3.4039	4.1756	1.157	2.2421
RS_G16181__NKX2-5__NKX2-5	0	0.14799	0	2.2776	0.30376	0	0	4.2666	0.17603	0	5.648	0	7.2823	0	0	7.3849	5.2771	0	7.6837	0	0	6.4732	5.7523	0.52732	0	0.74346	0	0	0.82108	4.6758	0	0	3.6568	0
RS_G22491__AC008734.7__AC008734.7	2.8709	6.4765	0.59515	2.5045	0	0	6.2257	0.13237	0.12501	0.078348	0.813	3.8512	5.8028	0.55869	3.9361	3.0198	0	3.8887	0	0.17013	1.8018	0	0.13791	0.54559	6.0522	0	3.4623	2.5347	4.1309	0	0	1.7923	1.6888	0.84556
RS_G8841__BOC__BOC	3.3987	3.812	2.6923	4.1468	5.7883	6.2704	2.7079	5.6154	1.8777	4.9295	3.0221	0.95373	3.9221	1.324	3.0435	4.0079	3.4844	0.91426	4.8738	3.0677	0.81298	2.1279	3.2277	3.7861	2.4018	4.5654	1.6691	5.1536	0.19148	3.1072	2.204	3.2129	4.2148	1.8986
RS_G7691__FXYD6__FXYD6	5.7685	2.1274	2.1789	3.8716	0	0.3027	5.739	1.3528	0.57647	6.4826	6.0859	0.24504	4.7351	0.27962	0.541	4.212	1.002	0.38471	0.17696	4.1257	3.1482	0	2.9596	0	0	1.1793	0.55351	2.1815	0	0	5.0247	3.1366	2.8838	1.5806
RS_G17030__AL391099.12__AL391099.12	0.79472	0	0.34856	3.2495	7.0864	0.12082	0.50749	2.7995	0.34788	1.7984	0.38468	6.4598	0.47817	0.21289	0.22544	3.135	7.1336	0.29773	4.0806	0	0.59638	5.5472	0.11398	0.92648	0	5.2696	1.9796	0	2.6767	0	3.4413	0.35791	0.16657	3.3942
RS_G2058__PTGS1__PTGS1	1.2823	5.5913	0.41366	0.89833	0.19889	0.15627	0.3255	0.42546	1.1935	0.50646	0	3.0479	5.1685	2.3629	0.91684	0	0.59629	4.5669	2.8314	3.7334	1.0897	0	0.14514	0.49771	5.6939	0	6.3472	1.0494	7.7469	0.65876	0.72306	0	0.28281	0.28682
RS_G4338__RBP1__RBP1	1.987	3.1128	6.0775	5.3745	0	5.1226	10.5498	1.9031	1.2883	8.8629	1.8734	6.0151	9.7819	9.0972	2.2301	5.2502	6.3557	8.9415	0.38579	0	2.1658	1.3317	2.4359	1.5538	0	2.5823	8.2226	11.0804	5.7116	0	2.3228	6.7232	0.47168	0
RS_G1735__HSD17B2__HSD17B2	1.8766	6.0188	2.0365	0.48433	0	0	1.2357	0	1.522	2.4537	0	4.7163	5.7492	1.6943	7.1172	3.2596	0	4.7601	4.3823	0	0.18232	0.32372	5.396	0	5.9517	0	0	8.5345	3.3103	8.1036	4.1073	2.4832	4.4738	0
RS_G11812__GEM__GEM	3.4128	0.39241	0.65863	3.922	5.2987	6.9453	3.3766	6.9016	3.2647	1.7787	5.7468	2.6702	1.7895	3.1414	1.255	3.4334	7.1501	4.5528	7.2633	2.3845	2.808	6.6694	2.2264	0	0	9.784	1.7987	4.2186	4.1378	1.5477	3.517	5.196	2.6213	0.81572
RS_G22652__SERPINB3__SERPINB3	0	0.25379	0	0	0	0	0	0.57895	0	0	0.82008	1.9225	3.3203	7.064	0	0.7401	0	9.5735	0	0	0	0	0	0	0	0	5.6438	0	4.325	0	0	0	0	0
RS_G406__GPR124__GPR124	1.8829	1.7232	0.053107	4.3719	5.7625	0.78853	2.0625	4.8648	1.0604	1.6615	8.1524	1.1026	2.1843	1.0762	1.0557	3.9021	3.3607	3.4824	6.1456	1.9608	1.1512	1.8291	1.3221	0.94288	0.60658	4.189	0.5674	3.2144	1.2619	2.3916	2.0141	2.5418	2.0064	1.8159
RS_G4297__DPYSL3__DPYSL3	4.2682	0.83739	3.5608	4.3315	0.35313	0.36739	0.99867	6.742	0.05365	0.13571	4.9268	2.2627	1.653	0.09219	0.18951	1.0895	7.5919	1.2393	9.5025	2.118	0.35981	2.376	1.1786	0.17482	0	3.4451	0.51889	1.7287	1.6933	7.2656	3.9465	1.8393	2.248	4.8161
RS_G826__SLC2A3__SLC2A3	0.69254	0.061538	0	0.37073	6.4407	0.13515	2.8137	5.088	0.55696	0.3447	0.23364	3.3262	0.29792	0.064317	0	6.6068	0.25129	0.43349	3.7661	0.3097	0.19758	5.7836	0.18471	0.77274	1.0205	3.9255	2.1931	0	0	0.33768	0	0.046556	3.5598	0.099332
RS_G13778__EFEMP2__EFEMP2	3.0368	3.7343	0.81802	2.088	8.8475	3.118	2.2097	3.9482	1.5864	2.5361	6.5803	2.2688	2.9904	1.7266	1.3615	2.9066	5.1189	3.1477	9.4284	3.0727	2.0559	0.87765	2.6978	3.2133	3.4775	8.8083	6.8745	0	2.7641	2.1223	3.9946	1.3992	5.2468	2.7263
RS_G19250__ABCA4__ABCA4	2.5925	1.8337	3.9603	5.4901	0.26948	0.28068	0.23368	4.4163	1.9681	6.1509	2.5443	0.3723	2.4337	1.3841	6.106	1.9661	0.29762	0.88168	1.2798	2.2154	0.99615	1.4951	0.99526	0.25117	3.5587	1.6032	3.7364	1.1507	1.4958	1.6978	2.6309	6.0141	4.9307	0.65076
RS_G10836__FGFR4__FGFR4	5.2034	7.7635	8.2284	8.4723	3.6823	11.0861	6.4162	5.236	9.6719	7.2021	7.4945	6.5832	6.241	8.4301	9.4006	5.9966	6.3794	4.5084	2.9314	7.9454	7.7888	4.8446	12.8321	13.6847	6.4864	6.0949	5.9918	9.5218	6.8846	7.9866	6.6089	9.7925	10.4536	9.5726
RS_G8562__RGS16__RGS16	3.6383	7.9152	3.1434	4.2812	0	2.3833	0.82754	4.8652	7.453	2.0693	4.5062	4.3101	2.672	4.8678	2.4771	1.5237	0.53533	2.5687	0.83849	5.7894	7.078	2.0042	4.5416	3.1614	6.6121	8.0521	3.1614	5.7208	4.6667	4.6968	5.3382	4.7611	6.9381	6.5567
RS_G11159__AC013480.3__AC013480.3	2.5096	5.1382	0.84262	2.1165	4.1201	2.8716	0.28818	5.3213	0.27702	0	5.9502	0.39959	3.0285	3.3463	0	2.3403	5.281	3.6272	4.1734	2.2538	0.89116	3.387	4.0187	0	0.11989	3.9565	3.5317	1.5217	1.0292	2.6498	0	3.4541	4.7062	2.7291
RS_G5405__GLIPR2__GLIPR2	1.6539	7.0819	0.90362	2.8754	5.1543	2.2968	4.6416	4.6861	1.7021	0.87288	5.9912	1.4785	4.9724	4.2248	0.6752	6.7986	6.3415	6.008	5.354	5.1586	3.0034	3.8964	3.8901	0.45074	4.0647	4.7593	4.2732	2.4767	2.3158	2.7256	3.5392	3.6892	1.1076	2.0736
RS_G7887__RASGEF1B__RASGEF1B	4.5234	3.0685	3.1092	2.1049	0	2.6887	2.0377	3.4467	1.2394	0.30568	7.4825	0	2.1076	3.6157	2.2784	4.0506	0	6.5017	0	0.4149	1.5545	0.56239	1.9391	0.94464	3.8842	4.0339	2.498	5.1872	0	4.6456	1.7787	2.0873	2.8939	2.4747
RS_G2877__XYLT1__XYLT1	2.0844	5.3814	2.4407	4.4724	0	0	0	4.3641	0.50241	0.97748	5.7699	1.0611	4.0689	2.9429	0.11321	0	0.084142	2.9742	6.5261	3.5265	3.3908	0	2.621	0.37812	5.1266	7.6523	3.9492	2.7842	1.0292	1.651	2.5806	4.1291	2.3564	1.7844
RS_G1513__PTPRH__PTPRH	3.6863	4.9381	0.81529	4.0987	4.148	0.13715	3.7678	1.6872	4.3044	1.2026	3.5699	1.7871	4.2665	5.5253	2.6446	1.1762	1.6527	5.0929	3.5538	2.4093	0.67046	2.2747	0.48253	0	4.3622	8.1775	1.54	3.0494	4.222	5.0748	0.53648	2.1391	4.5197	5.4053
SNP__CRKRS	0.376	1.965	1.862	0.242	-0.07	0.096	-0.445	-0.316	-0.482	-0.411	1.819	-0.144	-0.141	2.696	1.605	0.201	0.424	-0.268	-0.207	-0.434	-0.505	0.11	1.182	-0.013	1.946	-0.191	-0.193	2.422	0.282	-0.144	0.294	1.743	-0.034	0.021
SNP__GALNTL2	0.008	-0.153	-0.037	-0.153	0.023	0.075	-3.222	0.09	0.098	-0.031	0.19	-0.145	0.058	-0.028	-0.314	0.178	0.002	0.741	-3.463	0.551	0.212	0.123	-0.208	-0.058	-0.248	-0.132	-0.101	-0.361	-0.361	0.216	0.05	0.062	0.009	0.298
RS_G9902__PLEKHG4B__PLEKHG4B	6.3025	1.1634	6.0986	2.2017	4.8105	1.1858	2.7352	4.7612	1.0371	0.79057	0.80203	3.5459	3.1902	0.29089	2.4023	0.15565	6.0216	0.17461	2.09	1.2126	0.3254	0.64973	0.83209	0.45843	2.5006	0.52445	0.43644	4.1108	0.1378	1.1431	7.1028	2.3368	0.7708	0.83625
SNP__GSTM1	1.308	0.102	-0.243	-0.13	1.142	0.296	0.868	-0.31	1.245	0.005	1.479	-0.132	2.103	1.379	1.676	-0.444	2.34	1.976	1.276	2.435	2.546	1.813	-0.172	-0.063	1.282	0.164	0.188	-0.384	-0.27	0.043	-0.303	-0.303	1.499	1.386
RS_G15166__FAM132B__FAM132B	3.6329	1.5782	0.57287	2.2309	5.0949	1.8967	4.6932	4.968	1.5716	1.833	8.137	2.1946	1.3189	4.7947	0.32541	3.4335	5.8446	5.0424	4.4631	2.6238	2.7471	5.3574	3.3649	2.0017	1.0046	5.1436	2.6266	4.1437	4.5079	0	0	0.84686	3.7901	4.2921
RS_G1180__TRIP13__TRIP13	7.5721	7.4435	7.9846	7.1647	9.1263	8.0353	8.804	9.0066	7.5718	7.523	7.8106	9.3162	9.2501	12.9158	8.25	9.1767	9.4439	9.3182	8.6357	6.9338	7.2772	8.7378	7.7527	7.2485	8.6847	6.8113	6.8324	5.5775	8.2887	8.6085	8.8612	7.3171	7.5677	7.2672
RS_G16452__NPW__NPW	0.92642	1.4213	0	2.4697	0.2454	0.65448	1.172	0.5077	0.26622	1.0368	5.9176	4.5334	4.1669	0	3.1399	0	0.4498	2.1341	0	2.1758	1.085	0	2.8689	1.2498	1.1663	5.1687	4.4809	0	6.0124	1.5207	4.5138	6.4954	4.8912	1.5426
RS_G7673__TMPRSS4__TMPRSS4	2.699	7.5287	3.7492	3.3157	0	0	4.5026	0.31816	8.8153	1.9174	1.9884	4.8015	5.6948	7.7551	0.89178	4.0871	0	6.8365	0.168	5.3764	5.8953	0.26802	3.6486	0.47906	7.1336	0	0	5.449	4.4458	0.96487	0	3.3235	5.4337	1.2718
RS_G692__DKK3__DKK3	0.44322	0	0	0.54068	8.236	0.18041	2.3601	6.9924	0	0.99415	0	5.0446	1.443	0.084903	0.33102	3.855	7.9864	1.2245	6.1166	0.81839	0	3.1985	0	0.7714	0	6.645	0.60379	0	5.2981	0	0	0	0	0
RS_G2087__CRISP3__CRISP3	12.2314	7.1355	1.9518	1.8899	0.23487	0	0	0	7.5024	2.8094	1.3866	0	1.6931	3.6823	4.0308	1.6394	0.1214	6.0817	0.26944	0.2365	2.9367	0	2.0069	0	8.4934	0	1.1939	2.3662	0.36223	12.7601	5.5423	0.31278	4.6837	1.6889
RS_G11780__GPR30__GPR30	0.78743	1.3949	2.9158	1.7559	0.30558	3.7144	2.5551	2.5452	3.2315	2.6799	0.62738	1.4092	3.8532	1.1675	3.2541	2.4931	4.3017	5.6098	2.3456	7.1539	6.6849	3.9508	5.808	0.53026	2.787	1.2363	2.5352	4.338	2.3624	0.73872	1.7272	1.6963	1.2609	2.1461
RS_G7852__SLC40A1__SLC40A1	8.1261	6.0053	7.765	8.1177	0	7.1984	1.8182	1.1013	7.0717	9.5596	4.9572	4.0017	0.11962	2.6831	6.1944	2.3757	3.5437	5.1833	0	0	0.15331	2.5055	7.5995	9.0335	6.8656	0.27233	0.42348	6.3631	0.91534	4.6019	10.0753	3.8126	7.1722	6.288
RS_G5570__C20orf95__C20orf95	7.1527	5.7301	0.36922	6.5895	0	0.95995	0	0.53327	0	3.1196	6.5813	3.8441	4.4064	3.3533	0.32432	0	0.17468	1.2766	0.37972	0	0.4825	5.4557	7.0925	1.4186	5.6898	0.31651	5.4739	9.1567	5.0249	8.2665	6.8861	10.0052	5.7786	3.3218
RS_G12055__IFI27__IFI27	4.0922	4.7513	0.72205	6.7926	1.0972	0	3.8876	3.2258	0.38186	2.8312	8.1137	6.5826	10.0905	12.0844	8.451	3.6058	0.89527	13.3216	2.2262	7.8184	2.6569	0.62258	1.4227	1.8776	0	3.5761	10.5207	14.2497	10.7408	1.7041	6.718	0.48054	1.8182	1.1944
RS_G7049__FST__FST	0.37356	1.2178	0	0.32105	8.0293	0.17319	7.5365	0.99188	0	0.42735	1.6952	9.288	7.5214	6.4096	0.98646	5.0857	2.5122	0.29056	8.3569	3.785	0	8.5197	1.1726	0.93095	0	1.1072	1.0014	1.8478	6.3474	1.9509	0.36358	2.0237	0.77804	6.4408
RS_G13007__BNC1__BNC1	0.17496	0	0	0	0.11319	0	0.81886	0.88733	0	0	1.8404	7.2166	2.397	0	0	6.2808	4.4389	4.6488	0	1.7106	0.22246	0.10882	0	0	0	0	6.3515	0.85312	0.33644	0	0	0	0.16295	0.16536
RS_G29779__HMX1__HMX1	0	0.12473	3.8952	5.4103	0	0	0	0	0	0.63916	6.1664	3.6621	2.6571	2.9916	0	1.7597	0.2596	0	0.29934	0	0	0	0	0	0	1.3222	0	4.5457	0	2.5287	4.5008	5.8831	0.6615	4.6114
RS_G1435__LAMP3__LAMP3	0.62064	1.9683	1.0047	1.3769	0.22252	1.1839	5.1333	1.5909	0.88608	2.8659	9.5505	4.2488	5.5942	4.0768	1.8962	4.792	1.4715	6.877	0.97266	1.1293	1.0233	1.085	0.59349	0.78725	0	3.2642	2.8191	5.5633	3.373	4.535	5.5329	0.78899	0.7314	0.65096
RS_G10592__HOXB13__HOXB13	0.13852	0.41729	7.3933	4.8456	3.0727	0.090791	3.2697	0.58562	4.225	0	4.5096	4.0837	3.6472	0	7.497	0.82986	4.5798	0	2.4854	0.90775	0.86504	0	1.7184	0	0	2.9856	0	5.5425	3.0351	5.4196	0	6.077	0	0
RS_G7642__TLR2__TLR2	2.5793	0.14593	0.67119	2.3389	0	0.88694	1.7219	0	0	0.22213	6.8794	3.7904	3.5507	0.63858	1.1242	0	0.71287	4.8139	0	0.30188	1.4172	0	0.83802	0.28381	0	0	4.1149	3.9822	4.0658	0	0	0.99692	1.6521	0
RS_G3962__OAS2__OAS2	4.3877	1.8619	0.23744	7.0052	0.056976	0.1167	0	2.5129	0.6103	3.2922	9.1157	5.693	5.8469	5.639	6.1434	0.22552	2.2623	9.5512	0.30327	2.3693	1.4216	0.76221	0.49092	0	0.28245	0.20349	2.0593	8.8459	3.6212	4.2907	6.5074	0.28765	1.9355	0.55898
RS_G8626__S100A7__S100A7	0	2.9737	0	3.7002	0	1.3655	0	0	0.49492	1.8871	4.1975	0	3.9463	5.5511	0	7.4029	0	5.0528	0	0	0	0	0.92604	0	6.0961	0	0	1.8616	6.3833	0	0	4.4876	5.5475	2.3016
RS_G1983__CCDC80__CCDC80	3.047	4.5842	0.24634	0.95276	10.2098	0.12049	5.2177	5.0089	0	1.3406	1.1731	5.231	6.9418	3.9554	0.11679	7.2517	8.6794	7.4749	9.7159	2.3768	1.9402	6.4667	0.23618	0.2076	1.7652	4.6926	6.5604	0.13246	6.081	5.2147	2.8761	0.70055	0.45007	0.086745
RS_G9703__CCL28__CCL28	3.4659	1.8114	1.1828	4.438	0	1.1414	6.2787	1.3718	4.9862	9.1727	1.1825	4.8766	4.8853	6.2531	5.4816	2.9553	0.54407	7.5796	1.2174	0	4.6088	3.507	3.2631	6.3013	2.2221	0.52257	0	5.2953	3.2568	4.8865	5.5501	6.523	6.8023	2.0285
RS_G4919__CTGF__CTGF	9.505	4.4992	0.78195	1.8219	12.8527	0	8.7089	7.2404	1.2136	1.2462	8.3956	5.4822	6.3887	7.5308	2.5085	10.7526	9.5522	5.6891	12.5646	2.5154	1.758	10.5691	3.2516	1.4824	4.5607	6.2663	7.3857	6.1576	5.3545	6.591	2.1019	4.4628	1.8454	1.1337
RS_G10476__CLSTN2__CLSTN2	5.8455	0.55251	6.1216	6.7817	1.1877	8.6981	5.6714	2.6739	4.8612	6.8926	0	0	2.5088	1.3812	0	5.16	5.5442	0	2.1758	1.5753	6.5852	0	4.6367	6.445	0.59842	0.72	0.84752	2.8968	0	1.6132	4.7589	7.2315	4.8856	0.39654
RS_G12720__CMAH__CMAH	0.48171	5.6554	5.1662	4.0198	2.0013	5.0915	2.5327	4.4091	1.3797	0	0.089889	0	4.3521	0.4123	1.4282	5.4981	2.3863	1.1419	2.4096	0.19054	2.3585	0.41732	1.4534	0	6.3681	0.33939	3.9595	2.7635	0	0.63247	0	0.8565	2.4873	4.7647
RS_G21817__COL5A2__COL5A2	2.0325	2.4879	4.2716	1.7192	11.4161	1.8125	2.7886	3.2901	2.1766	2.6395	1.0823	4.7681	2.9836	1.2547	1.4858	2.2847	10.9635	3.0288	8.2933	2.2846	2.8326	2.519	1.951	2.3008	2.4832	10.0055	1.6485	5.2249	1.7676	2.5043	3.9287	1.6189	2.0477	2.0215
RS_G1258__GSDMB__GSDMB	4.7283	10.0772	7.4928	3.7606	2.7807	2.9772	3.6969	4.6781	3.5467	4.7565	3.2791	2.1913	5.0688	9.6147	3.0898	4.5209	5.8219	4.5338	0.96991	2.7699	2.573	1.526	2.9419	4.2907	11.4397	2.1741	3.0874	3.2711	4.2586	4.6204	4.528	6.4607	4.3342	3.4357
RS_G5394__HOXA7__HOXA7	2.1316	0	0.91753	0.40299	2.1784	0.11467	1.9831	5.33	0.89799	1.7442	0.7897	6.9085	5.3889	1.1347	0	1.2664	4.1871	4.3038	4.4576	4.0079	2.4767	0	0.24811	0	0	2.2872	1.7227	5.8073	3.9677	0.23142	1.0135	0	0.76165	1.3313
RS_G15784__C6orf223__C6orf223	0.47075	0.45509	0.20525	0.56515	0	0.27765	2.5749	1.3141	0.29015	0	2.345	0.15117	4.2321	0.77079	0.49844	4.872	0.094198	6.6822	0.20753	0.34916	0.096796	1.0311	0.67737	1.8618	0.935	0	2.4532	4.7918	2.4237	5.8193	0	0.86728	0.1369	0
RS_G29783__AC144831.2__AC144831.2	0	4.3952	3.2758	6.2777	0	0.3922	0	2.6289	2.7059	1.1858	0.34947	1.3084	1.2662	3.4779	5.9703	3.4223	0	5.2168	6.3619	7.8127	7.1816	0.36377	2.6483	0	3.9376	0	4.0265	2.1563	5.3041	1.2159	0.75936	4.1777	0	1.8723
RS_G11561__PRSS12__PRSS12	1.496	0.54609	0.25057	0.080545	5.6392	0.8661	5.8391	2.788	0.085993	0.31015	10.2082	5.2016	4.7765	2.0344	0.29579	9.7569	4.8767	1.5091	5.9064	0.22633	0.48493	4.7183	0.48861	0.70177	0	4.227	6.4227	1.9942	5.4288	0.17025	0	0.1576	1.3084	2.2724
RS_G13648__CALB2__CALB2	7.6915	2.1737	1.662	6.2908	0	0	5.2036	3.9799	1.7043	5.3998	10.1444	5.0336	6.1106	8.6075	1.028	8.2301	3.0522	9.9809	0.80746	0.82851	2.3077	2.8203	1.4489	0.55944	0	0.79094	2.0732	8.9452	4.5404	7.127	0.38243	3.7476	2.8904	0.46928
RS_G3505__UNC5B__UNC5B	1.569	4.6928	2.858	2.9021	1.2545	2.3139	2.4338	4.1346	1.5493	1.6312	3.6245	5.6769	5.2498	2.9491	2.4618	5.1625	2.3407	2.4117	4.4737	4.1222	2.8653	0.54177	6.0143	8.494	6.1432	7.6038	5.3655	9.7414	6.9528	3.0871	3.181	5.8601	5.5405	5.4248
RS_G5810__CD70__CD70	2.1298	0	0	0	9.7205	0	0	1.7744	0	0	2.6289	1.0273	7.8922	0	0	6.1861	6.9112	1.3388	6.277	2.7908	0	0	0	0	0	9.1854	7.1955	0	5.7209	1.9353	4.0443	2.049	2.2205	0
RS_G11512__MFI2__MFI2	4.3376	4.3429	1.2557	4.4132	3.628	2.9574	6.8524	3.5305	2.1402	3.1866	5.8231	4.626	7.4331	3.2695	3.5363	6.2704	6.235	7.1904	3.2178	6.123	3.9668	6.0568	3.3973	2.8792	3.1469	3.4065	6.6324	4.2985	6.8699	3.7922	4.9251	5.1397	4.8503	5.4993
RS_G3762__SLC2A9__SLC2A9	1.4954	0.57568	0.93317	0	0	0.89166	2.8768	0.14422	0.84178	0	2.7674	2.9945	4.708	2.8274	0	3.9188	0.23875	4.7518	0	0	0	0	2.0806	2.3324	0.56566	0	0.79858	5.2984	5.7181	2.0498	0	3.8285	2.6854	0.18248
RS_G17492__ISG15__ISG15	6.4321	6.9046	2.9269	10.0182	6.764	6.0566	9.1661	6.4525	4.276	6.7748	13.2442	8.6945	9.4258	8.5081	9.9575	5.4459	6.6266	12.9362	7.4773	9.9405	9.4628	8.7902	9.0957	8.6562	5.7117	9.647	11.3793	11.8597	10.9453	4.6944	7.2104	7.2107	6.6969	5.3683
