Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg01806808__PTK2	0.025869	0.027772	0.024423	0.022732	0.025009	0.027848	0.038139	0.01834	0.024869	0.027575	0.024411	0.010935	0.088707	0.020698	0.024803	0.027586	0.03321	0.18296	0.019497	0.021524	0.028069	0.027686	0.027782	0.021828	0.056161	0.024905	0.066771	0.018743	0.065576	0.026578	0.037626	0.028937	0.026601	0.023852	0.026929	0.069284	0.029535	0.028943	0.061751	0.033506
Meth__cg27522780__ACADS	0.27181	0.93236	0.61378	0.03838	0.90669	0.057469	0.082546	0.070684	0.059688	0.051587	0.067793	0.045218	0.90492	0.9594	0.21392	0.042916	0.060234	0.074826	0.039682	0.037993	0.054974	0.084471	0.051346	0.065356	0.27217	0.9326	0.16179	0.04117	0.8247	0.05568	0.87292	0.052332	0.078226	0.043056	0.041032	0.55731	0.059695	0.93336	0.47432	0.92335
Meth__cg19072037__NAT10	0.0186	0.015408	0.018854	0.022291	0.022081	0.021414	0.039947	0.011107	0.31185	0.021539	0.017964	0.029885	0.048581	0.02275	0.20768	0.012417	0.017375	0.057756	0.0168	0.014962	0.021878	0.015759	0.022143	0.014989	0.046863	0.024574	0.01553	0.012682	0.043156	0.01594	0.021902	0.01958	0.015676	0.016014	0.017389	0.077195	0.020175	0.021264	0.025228	0.020776
Meth__cg11879577__ARL6IP	0.091481	0.22247	0.17639	0.17902	0.13008	0.16823	0.46514	0.033371	0.053303	0.43612	0.049331	0.19038	0.30291	0.074795	0.067888	0.055335	0.062934	0.14489	0.15251	0.59804	0.39463	0.16813	0.10301	0.072186	0.060851	0.3248	0.1469	0.040693	0.2377	0.075379	0.12886	0.030389	0.59513	0.14811	0.10155	0.22058	0.37202	0.43772	0.24485	0.48985
Meth__cg09501516__RGS4	0.07035	0.035424	0.18713	0.031031	0.63998	0.085297	0.33388	0.93843	0.64129	0.096045	0.18267	0.185	0.51168	0.034783	0.48656	0.26763	0.043154	0.12887	0.87273	0.082842	0.097699	0.90525	0.070265	0.11652	0.66185	0.079933	0.10619	0.73086	0.31798	0.12393	0.09019	0.036895	0.095636	0.85667	0.16365	0.13359	0.057454	0.063214	0.23828	0.10391
Meth__cg25423576__RFXDC1	0.39365	0.0176	0.13155	0.05609	0.56215	0.87674	0.023582	0.71483	0.027333	0.039989	0.58258	0.10995	0.79969	0.51217	0.044453	0.81693	0.02117	0.08594	0.028931	0.804	0.4377	0.93514	0.69372	0.07803	0.83154	0.56876	0.017197	0.38216	0.73886	0.42858	0.047023	0.017841	0.090927	0.84681	0.87223	0.05479	0.033197	0.12934	0.084989	0.08402
Meth__cg12025941__RFX4	0.32157	0.046208	0.29885	0.092531	0.4207	0.18774	0.06133	0.054555	0.072232	0.23457	0.23974	0.45601	0.42701	0.082844	0.08656	0.49124	0.052885	0.10298	0.052067	0.10476	0.18502	0.39548	0.44644	0.44727	0.1482	0.14821	0.10361	0.64028	0.21854	0.10687	0.068543	0.058579	0.058415	0.067099	0.061578	0.052674	0.44045	0.15078	0.10117	0.20078
Meth__cg25681177__GAPDHS	0.86922	0.035781	0.7624	0.67321	0.073626	0.66002	0.19562	0.54981	0.022437	0.75298	0.25316	0.59743	0.50738	0.55088	0.026871	0.46011	0.39201	0.055809	0.020322	0.7453	0.36131	0.93176	0.56633	0.45383	0.44287	0.67222	0.041747	0.34317	0.38954	0.69803	0.052058	0.045291	0.050538	0.69349	0.3732	0.092973	0.080932	0.38612	0.37392	0.34061
Meth__cg09867835__GLP1R	0.15352	0.10312	0.86711	0.63697	0.13408	0.65337	0.054279	0.19233	0.11382	0.82283	0.72702	0.35199	0.60813	0.098182	0.13977	0.40053	0.09669	0.12185	0.085549	0.54435	0.36926	0.67857	0.1114	0.4987	0.21352	0.45995	0.14169	0.13739	0.08486	0.36847	0.095833	0.10138	0.090277	0.72046	0.46237	0.171	0.44269	0.12394	0.63834	0.2224
Meth__cg25277950__EML2	0.070708	0.03837	0.29039	0.3492	0.65546	0.20648	0.78409	0.31344	0.039152	0.45474	0.77888	0.71925	0.57633	0.17786	0.029097	0.48903	0.77558	0.79567	0.10553	0.30213	0.36702	0.89183	0.33556	0.066005	0.75021	0.35771	0.06563	0.20929	0.13745	0.59464	0.057218	0.054401	0.39318	0.55899	0.26892	0.097465	0.15018	0.12326	0.3429	0.14543
Meth__cg07836370__GLTP	0.044944	0.045083	0.16144	0.052904	0.063889	0.059004	0.038382	0.046052	0.048627	0.06761	0.041173	0.086678	0.096755	0.031665	0.061816	0.048389	0.071374	0.074576	0.40135	0.085637	0.08971	0.12973	0.064575	0.14881	0.083941	0.076223	0.066547	0.055027	0.12398	0.11522	0.059821	0.034799	0.036111	0.26517	0.056391	0.062645	0.047005	0.057322	0.11469	0.04402
Meth__cg02062650__HCFC1R1	0.03147	0.019576	0.052872	0.027453	0.059975	0.034744	0.034858	0.036045	0.054834	0.029808	0.038475	0.27621	0.070997	0.03566	0.056681	0.061224	0.36703	0.1192	0.16399	0.020782	0.041731	0.038627	0.082806	0.059956	0.065952	0.032613	0.047589	0.033355	0.045775	0.040622	0.048166	0.02155	0.031679	0.039766	0.041188	0.046469	0.039632	0.027698	0.023113	0.026588
Meth__cg06630567__AMBP	0.060551	0.045937	0.62034	0.12004	0.91838	0.046955	0.90471	0.96103	0.55236	0.91101	0.73781	0.9312	0.89558	0.045827	0.45718	0.74209	0.77212	0.095961	0.09228	0.95057	0.94774	0.84749	0.72632	0.78194	0.84774	0.042518	0.58833	0.95225	0.37785	0.22968	0.14407	0.80315	0.067775	0.8787	0.086604	0.4545	0.058747	0.48146	0.2261	0.079583
Meth__cg14592099__PCDHB13	0.42486	0.031692	0.83858	0.024439	0.41555	0.3397	0.31398	0.8628	0.82236	0.06088	0.52474	0.22947	0.43908	0.71543	0.42554	0.44084	0.094061	0.12519	0.076299	0.053853	0.3699	0.68808	0.76535	0.60188	0.077865	0.45489	0.053525	0.23927	0.3187	0.31929	0.099615	0.098111	0.0875	0.53507	0.10903	0.073681	0.19962	0.18653	0.32653	0.34402
Meth__cg26943001__SPAG8	0.066645	0.052132	0.099093	0.036187	0.88252	0.054619	0.058703	0.03303	0.57004	0.048965	0.86742	0.29843	0.33551	0.03127	0.25323	0.032334	0.29023	0.061096	0.031152	0.34126	0.041883	0.039576	0.043585	0.046593	0.36335	0.043838	0.097545	0.21584	0.27991	0.41259	0.079895	0.04966	0.13763	0.044459	0.31698	0.083983	0.045869	0.064219	0.084967	0.30472
Meth__cg04878152__AGTR1	0.064804	0.057266	0.42543	0.19453	0.082538	0.71426	0.21602	0.83194	0.099409	0.20352	0.49504	0.56508	0.6597	0.93517	0.095417	0.43253	0.23367	0.34082	0.072659	0.32162	0.17439	0.83751	0.13216	0.26779	0.80285	0.28033	0.13025	0.24059	0.7376	0.1275	0.062836	0.32472	0.32172	0.89359	0.36451	0.25677	0.088112	0.45577	0.21878	0.73323
Meth__cg03411288__C10orf47	0.050263	0.043573	0.071078	0.033476	0.042411	0.072645	0.075798	0.056307	0.033886	0.049407	0.05947	0.039785	0.060842	0.042644	0.046115	0.044316	0.038659	0.097715	0.30261	0.041518	0.064541	0.1234	0.067705	0.095092	0.1339	0.066302	0.23637	0.045327	0.88056	0.049089	0.060586	0.042257	0.036358	0.043594	0.23303	0.1056	0.040758	0.051308	0.073631	0.042608
Meth__cg01798589__STAC	0.40775	0.055888	0.73801	0.17076	0.1859	0.5078	0.37746	0.18959	0.17414	0.25612	0.49614	0.3848	0.37017	0.76253	0.10344	0.40438	0.098271	0.15934	0.19036	0.27297	0.26719	0.13715	0.17653	0.91251	0.07462	0.26199	0.092414	0.14321	0.20794	0.20187	0.090772	0.042413	0.092184	0.46842	0.10829	0.065069	0.12448	0.77931	0.21564	0.38727
Meth__cg22374901__TESC	0.044337	0.038243	0.40528	0.25748	0.063486	0.88629	0.11893	0.7302	0.038204	0.039568	0.91139	0.1896	0.69537	0.067222	0.052804	0.059091	0.30593	0.1441	0.3871	0.10561	0.091574	0.43547	0.049762	0.11288	0.48576	0.07693	0.11239	0.046887	0.8538	0.57626	0.078453	0.0357	0.036605	0.058642	0.13799	0.068246	0.06202	0.048696	0.61372	0.044533
Meth__cg06073471__FAM55C	0.034369	0.036062	0.089176	0.63421	0.029712	0.037169	0.14961	0.029649	0.067554	0.041905	0.034207	0.042181	0.092386	0.033955	0.044623	0.044374	0.050675	0.04114	0.029734	0.045611	0.032717	0.060319	0.057385	0.035138	0.16039	0.051098	0.092211	0.040972	0.097286	0.042899	0.081574	0.02397	0.038106	0.13045	0.35068	0.089947	0.058747	0.83445	0.0739	0.95488
Meth__cg11794728__KLF12	0.18137	0.04594	0.098127	0.052129	0.051523	0.10397	0.23797	0.068403	0.14391	0.10359	0.07982	0.11266	0.097295	0.062703	0.10767	0.075387	0.18302	0.076899	0.055073	0.44204	0.13123	0.087675	0.12737	0.038805	0.23296	0.14377	0.083864	0.0637	0.37698	0.1279	0.083015	0.048917	0.13672	0.091612	0.29483	0.12583	0.035202	0.44087	0.12096	0.63485
Meth__cg23578193__LGR6	0.11042	0.037091	0.10668	0.083996	0.62655	0.30678	0.60674	0.50555	0.053826	0.092765	0.62422	0.56839	0.29728	0.033593	0.05162	0.69831	0.046476	0.076956	0.063393	0.21195	0.24559	0.44904	0.67998	0.14063	0.37511	0.10597	0.10489	0.53523	0.35977	0.062784	0.071104	0.049839	0.042982	0.053063	0.45413	0.072044	0.042608	0.077217	0.11607	0.070247
Meth__cg17925542__IDH2	0.051405	0.03767	0.044125	0.034412	0.48989	0.051442	0.30638	0.10616	0.05074	0.031579	0.074811	0.060327	0.17516	0.039205	0.029297	0.24193	0.083802	0.10188	0.46357	0.030233	0.066522	0.23444	0.045341	0.029161	0.65163	0.037749	0.094133	0.30505	0.10479	0.046064	0.04765	0.039095	0.040781	0.33063	0.028984	0.064945	0.033591	0.029402	0.069815	0.081668
Meth__cg21016177__EXOC7	0.08582	0.020781	0.068543	0.061949	0.033705	0.030807	0.13175	0.36	0.08663	0.045847	0.084942	0.091741	0.13357	0.2243	0.080245	0.079414	0.053404	0.054516	0.036827	0.075561	0.071941	0.11503	0.080346	0.11636	0.24862	0.08998	0.040462	0.029213	0.091774	0.10466	0.03161	0.02057	0.033198	0.10681	0.026083	0.038315	0.044891	0.022699	0.13679	0.025736
Meth__cg16978070__FLJ39370	0.030112	0.035838	0.031336	0.033929	0.30178	0.037686	0.11715	0.027011	0.030327	0.024456	0.023606	0.073508	0.041925	0.021546	0.03714	0.025095	0.039746	0.063027	0.026891	0.037744	0.033233	0.034313	0.028077	0.01517	0.088647	0.036088	0.066242	0.030824	0.05615	0.029656	0.034855	0.026363	0.039917	0.035001	0.031311	0.074014	0.035594	0.029279	0.051582	0.024081
Meth__cg10061117__SORL1	0.016696	0.013689	0.021845	0.02058	0.44619	0.021847	0.47707	0.023665	0.01197	0.018013	0.081166	0.15029	0.11838	0.018924	0.01507	0.08672	0.042547	0.2004	0.01206	0.052458	0.059021	0.17787	0.033392	0.018312	0.83941	0.011425	0.038462	0.83386	0.053218	0.064578	0.020979	0.024111	0.029946	0.23923	0.01447	0.022636	0.016701	0.01898	0.048916	0.031188
Meth__cg18993334__C1orf182	0.068844	0.075306	0.050319	0.054784	0.06857	0.078068	0.52661	0.072671	0.084713	0.13646	0.10406	0.32946	0.078918	0.050957	0.085697	0.085502	0.073754	0.12406	0.13652	0.077632	0.091339	0.099719	0.09476	0.076271	0.36302	0.12524	0.16549	0.12588	0.078219	0.14603	0.11351	0.070906	0.11262	0.08022	0.098055	0.13261	0.067261	0.070645	0.050041	0.075038
Meth__cg23499129__MGC35308	0.15067	0.045932	0.12326	0.27734	0.88508	0.84744	0.38551	0.68312	0.09588	0.56578	0.95797	0.07829	0.36426	0.066817	0.074696	0.91067	0.073658	0.096783	0.13224	0.83879	0.92222	0.16999	0.87674	0.61327	0.74105	0.067702	0.23971	0.33767	0.9095	0.10588	0.050177	0.077898	0.062591	0.083574	0.82258	0.86293	0.073425	0.069667	0.28025	0.065076
Meth__cg24385322__HDAC3	0.043344	0.34733	0.575	0.27353	0.24998	0.1036	0.66732	0.88376	0.90819	0.8947	0.16223	0.18905	0.25841	0.40673	0.70096	0.27282	0.054844	0.49692	0.50692	0.040845	0.21122	0.13096	0.089693	0.068147	0.38164	0.056985	0.080767	0.83539	0.34211	0.5405	0.50483	0.029212	0.059958	0.25393	0.047285	0.033917	0.054493	0.0357	0.65045	0.040706
Meth__cg24139739__EFNB1	0.58174	0.034729	0.0563	0.41381	0.042172	0.052601	0.056282	0.033496	0.5238	0.042989	0.04445	0.042416	0.096779	0.36881	0.46932	0.16162	0.42375	0.25124	0.033191	0.07956	0.055323	0.58154	0.48465	0.52856	0.1051	0.038464	0.35562	0.31258	0.39216	0.039445	0.48648	0.63014	0.63745	0.056276	0.46624	0.12233	0.49761	0.35562	0.51031	0.043834
Meth__cg01124420__EDAR	0.026976	0.020655	0.17069	0.041342	0.060678	0.052899	0.27028	0.95085	0.090051	0.032888	0.17397	0.044727	0.41504	0.027805	0.0659	0.52541	0.025934	0.092154	0.021796	0.037408	0.034573	0.69804	0.45909	0.15452	0.06687	0.11133	0.047798	0.42482	0.061634	0.097687	0.049651	0.33316	0.028086	0.4661	0.23182	0.11435	0.029316	0.033753	0.050373	0.054907
Meth__cg10604333__ZNF222	0.50262	0.18439	0.19594	0.14595	0.27022	0.24567	0.53802	0.85411	0.28584	0.035988	0.23396	0.15854	0.55959	0.031111	0.27641	0.15831	0.032595	0.090339	0.04266	0.41509	0.10704	0.39237	0.079712	0.18697	0.15024	0.11728	0.10539	0.066859	0.27014	0.23306	0.10135	0.045127	0.52183	0.11871	0.25671	0.3862	0.055516	0.18306	0.13994	0.49693
Meth__cg12087643__GFRA1	0.20784	0.034729	0.040385	0.024357	0.066206	0.49287	0.094701	0.44012	0.032198	0.039237	0.79914	0.84149	0.68784	0.063144	0.040693	0.63465	0.043338	0.097445	0.48424	0.028801	0.03114	0.12166	0.065343	0.10278	0.7715	0.031025	0.08874	0.21573	0.76701	0.7932	0.13606	0.040793	0.47195	0.057184	0.37639	0.0704	0.55096	0.04325	0.088118	0.045719
Meth__cg02976617__NUDT12	0.058631	0.047604	0.27527	0.042255	0.047436	0.044748	0.043855	0.033228	0.038036	0.040623	0.047939	0.039096	0.24549	0.029864	0.0455	0.04576	0.043204	0.091078	0.032205	0.047242	0.039591	0.044147	0.047849	0.0439	0.10394	0.047409	0.071123	0.046521	0.074915	0.041256	0.09054	0.039899	0.049733	0.038537	0.039066	0.080738	0.048871	0.43988	0.10271	0.34763
Meth__cg11277126__TRPC4AP	0.30289	0.087517	0.44624	0.22811	0.78252	0.29128	0.073144	0.04296	0.56295	0.27113	0.04158	0.050766	0.14513	0.23796	0.36974	0.053482	0.12715	0.16172	0.052772	0.19142	0.16469	0.45197	0.11806	0.37763	0.061186	0.25411	0.15735	0.026033	0.064025	0.10852	0.087562	0.18368	0.04048	0.68496	0.58642	0.4985	0.39588	0.45499	0.52854	0.71864
Meth__cg17441778__MYO7A	0.041543	0.026715	0.5204	0.13517	0.15432	0.94153	0.070496	0.090965	0.029441	0.082496	0.54726	0.084782	0.94667	0.031245	0.076833	0.8669	0.057487	0.051386	0.029372	0.020918	0.30169	0.67358	0.63978	0.057999	0.31507	0.041935	0.070552	0.2898	0.36831	0.46462	0.031131	0.030424	0.029151	0.048078	0.93453	0.84677	0.49887	0.039541	0.099865	0.037856
Meth__cg19759064__PHKG1	0.019916	0.017709	0.20044	0.01781	0.018986	0.021363	0.201	0.38986	0.014	0.019038	0.019541	0.026409	0.027098	0.013185	0.017173	0.018599	0.01328	0.046314	0.014262	0.026653	0.036318	0.553	0.028274	0.091717	0.033122	0.026063	0.036615	0.046201	0.034228	0.01594	0.033551	0.01832	0.024148	0.90076	0.018199	0.028411	0.03078	0.018764	0.029948	0.023156
Meth__cg02430692__PEX5L	0.083123	0.042468	0.60438	0.049606	0.45257	0.69856	0.19553	0.88833	0.080092	0.058632	0.44078	0.55406	0.48601	0.84722	0.109	0.10839	0.13236	0.21011	0.15516	0.09387	0.19981	0.20466	0.10245	0.092431	0.73765	0.12777	0.081752	0.18648	0.43664	0.12429	0.12434	0.043781	0.11493	0.22032	0.18069	0.17088	0.31478	0.10606	0.84448	0.091176
Meth__cg04887278__RWDD2	0.034996	0.023841	0.01826	0.04139	0.18252	0.045917	0.91198	0.12612	0.024532	0.034131	0.56475	0.26393	0.19504	0.016819	0.030293	0.041415	0.029792	0.59098	0.81045	0.037658	0.032752	0.83629	0.086115	0.033528	0.67829	0.02715	0.052314	0.11913	0.035987	0.12466	0.064266	0.026441	0.9081	0.055914	0.02022	0.039494	0.10745	0.029523	0.038303	0.021736
Meth__cg25011395__CNTROB	0.051226	0.039344	0.68558	0.080987	0.080343	0.74778	0.33821	0.37847	0.88509	0.45812	0.053134	0.95333	0.094578	0.25182	0.89777	0.12471	0.14142	0.55589	0.43692	0.062362	0.081381	0.073631	0.22346	0.17022	0.16517	0.37836	0.098185	0.12071	0.4474	0.36752	0.08216	0.034559	0.054851	0.41081	0.051896	0.12507	0.60673	0.075056	0.40891	0.053749
Meth__cg07955356__DNASE2	0.053314	0.077527	0.04529	0.081898	0.048087	0.068728	0.10467	0.040392	0.038	0.098558	0.066284	0.056143	0.090375	0.032066	0.050171	0.077591	0.047095	0.086312	0.043128	0.05846	0.059814	0.065004	0.058568	0.039632	0.08901	0.099629	0.079551	0.03955	0.11982	0.044056	0.12509	0.045241	0.08413	0.59377	0.090845	0.10847	0.093437	0.088357	0.17677	0.067876
Meth__cg06123346__ATP4A	0.072149	0.042943	0.57984	0.37544	0.08304	0.096061	0.10458	0.4533	0.037512	0.13282	0.20349	0.57916	0.12375	0.021091	0.049899	0.41215	0.15139	0.054883	0.044314	0.4666	0.24426	0.36028	0.11383	0.38825	0.09273	0.089856	0.10716	0.1593	0.069293	0.092651	0.10134	0.093641	0.054402	0.093918	0.12284	0.12559	0.11846	0.097931	0.15137	0.063226
Meth__cg03117949__USP16	0.79301	0.20569	0.26837	0.31529	0.44988	0.5662	0.24541	0.31764	0.22456	0.12244	0.12553	0.13814	0.36378	0.12568	0.21578	0.12807	0.22002	0.24012	0.15127	0.28538	0.20133	0.55631	0.090531	0.31153	0.41182	0.14164	0.25119	0.084991	0.45919	0.29939	0.22545	0.073702	0.1406	0.11347	0.65139	0.33012	0.10353	0.74768	0.46611	0.76773
Meth__cg12629515__HIST1H2BO	0.095199	0.08997	0.24938	0.25148	0.2817	0.26667	0.13754	0.79658	0.10255	0.42968	0.15514	0.10375	0.39883	0.18275	0.092617	0.46033	0.057069	0.27624	0.80332	0.083422	0.095998	0.54527	0.15017	0.13884	0.20628	0.10935	0.14107	0.11348	0.13099	0.080824	0.14685	0.83318	0.41481	0.59145	0.13378	0.17471	0.16182	0.098686	0.53546	0.10157
Meth__cg25933726__RPGR	0.67075	0.26274	0.02364	0.34912	0.033652	0.033927	0.16521	0.041244	0.60908	0.029148	0.027725	0.60578	0.47933	0.66987	0.47221	0.055181	0.037832	0.088424	0.035577	0.029357	0.03863	0.59506	0.27783	0.41454	0.11615	0.63294	0.25972	0.027897	0.55218	0.031342	0.1461	0.64841	0.69109	0.62441	0.058441	0.048625	0.51087	0.16358	0.68926	0.038994
Meth__cg24364574__PREX1	0.12318	0.097304	0.095746	0.15155	0.60984	0.15835	0.10647	0.64209	0.092831	0.12227	0.79751	0.66963	0.65158	0.62208	0.13384	0.66788	0.70847	0.15872	0.546	0.069166	0.12186	0.12154	0.21781	0.40838	0.71055	0.15715	0.19649	0.15298	0.27523	0.57638	0.14049	0.14124	0.80915	0.46806	0.099181	0.14508	0.12998	0.10377	0.22023	0.129
Meth__cg00828602__WNT5A	0.070454	0.062573	0.22455	0.095627	0.16773	0.097	0.099114	0.16989	0.086671	0.10079	0.15365	0.069598	0.20235	0.11975	0.12104	0.29112	0.078195	0.097623	0.058729	0.11024	0.14772	0.19158	0.09727	0.092821	0.1483	0.068354	0.17479	0.074499	0.13837	0.15936	0.13583	0.055947	0.082193	0.22167	0.89483	0.14621	0.081666	0.059196	0.16143	0.085327
Meth__cg11285003__HCN1	0.076021	0.035795	0.076644	0.058888	0.63537	0.91933	0.40449	0.92069	0.052142	0.21373	0.92123	0.33388	0.18006	0.82536	0.046172	0.075699	0.048528	0.072012	0.13654	0.11062	0.1132	0.14165	0.07781	0.049488	0.64376	0.043658	0.086165	0.24106	0.84442	0.17443	0.060172	0.24829	0.13568	0.49354	0.6014	0.24794	0.089569	0.038745	0.45798	0.053639
Meth__cg20203395__MGC33648	0.25079	0.8173	0.74611	0.083219	0.94487	0.11522	0.40057	0.16348	0.94786	0.10516	0.093608	0.3571	0.89998	0.12738	0.84761	0.16156	0.062059	0.15722	0.10113	0.16709	0.10312	0.095903	0.07848	0.27674	0.59332	0.75326	0.18916	0.093628	0.29532	0.13186	0.5085	0.093226	0.09405	0.093549	0.12276	0.10219	0.10657	0.16814	0.23013	0.28271
Meth__cg17688525__L3MBTL4	0.033335	0.023344	0.97819	0.097095	0.97544	0.97884	0.60768	0.030222	0.019732	0.026168	0.02715	0.26105	0.93282	0.36319	0.43944	0.019772	0.064812	0.089705	0.1605	0.95616	0.96272	0.032291	0.26747	0.028125	0.96234	0.90432	0.056613	0.02665	0.9542	0.37955	0.83548	0.045274	0.14933	0.02866	0.98446	0.49391	0.9819	0.72474	0.96153	0.52759
Meth__cg02616808__UNC5A	0.017892	0.020295	0.044405	0.019717	0.25837	0.5858	0.19546	0.31477	0.025793	0.019322	0.34175	0.63467	0.37562	0.081979	0.023828	0.11268	0.018248	0.039691	0.014221	0.018692	0.030316	0.071819	0.055133	0.038758	0.35885	0.021295	0.023314	0.019155	0.48107	0.047425	0.018025	0.020053	0.019157	0.024082	0.076818	0.018827	0.02629	0.033162	0.073447	0.046057
Meth__cg06797533__ADFP	0.55927	0.072518	0.056011	0.10917	0.05701	0.075904	0.421	0.0349	0.25849	0.043526	0.035856	0.35618	0.25783	0.047978	0.22762	0.8241	0.030857	0.10296	0.94575	0.035983	0.040489	0.42579	0.040085	0.03979	0.10744	0.063345	0.094254	0.042214	0.79608	0.057559	0.077388	0.3987	0.96713	0.069806	0.85779	0.10663	0.059871	0.04496	0.10894	0.54673
Meth__cg07952391__FLJ10916	0.59586	0.083142	0.48449	0.77352	0.24325	0.056572	0.33663	0.052394	0.081273	0.048732	0.68364	0.043486	0.51814	0.077179	0.31516	0.035884	0.23569	0.12708	0.027633	0.51337	0.47671	0.080967	0.26088	0.30249	0.79233	0.42018	0.06885	0.078806	0.37624	0.051378	0.075241	0.037054	0.37363	0.70105	0.53908	0.092938	0.038893	0.64494	0.49052	0.65036
Meth__cg01805540__CACNB2	0.032936	0.02738	0.9699	0.01655	0.028852	0.51156	0.10553	0.5614	0.017973	0.046834	0.62556	0.10517	0.72104	0.15695	0.17035	0.03808	0.021279	0.063798	0.056028	0.026081	0.35864	0.055334	0.035203	0.024224	0.95892	0.89087	0.16906	0.030705	0.93058	0.72268	0.051593	0.031119	0.022716	0.61113	0.97042	0.1059	0.02946	0.025316	0.9238	0.02553
Meth__cg03642357__ADRBK2	0.12388	0.093804	0.90915	0.86367	0.16574	0.37308	0.3594	0.28483	0.11311	0.31027	0.12878	0.23859	0.48324	0.60485	0.14367	0.24591	0.084798	0.15666	0.36927	0.22967	0.13031	0.70283	0.39199	0.1885	0.69821	0.1961	0.12465	0.19654	0.35214	0.33508	0.12976	0.11381	0.10101	0.90682	0.80096	0.20582	0.19361	0.16973	0.34727	0.8541
Meth__cg06745740__HGF	0.29978	0.044027	0.59438	0.072332	0.77124	0.43395	0.60991	0.76494	0.76497	0.14101	0.67729	0.17938	0.66156	0.16301	0.69123	0.46762	0.40309	0.14987	0.74311	0.04926	0.10446	0.77996	0.39733	0.16352	0.69808	0.25872	0.14927	0.8513	0.48233	0.3444	0.058748	0.098878	0.33275	0.69128	0.13428	0.084993	0.22309	0.21883	0.21957	0.14132
Meth__cg07017477__THEM4	0.089527	0.082648	0.3779	0.051138	0.97404	0.07852	0.053293	0.18118	0.55421	0.050499	0.099522	0.031753	0.059076	0.1465	0.57613	0.044125	0.069562	0.11334	0.03855	0.065162	0.098797	0.06475	0.087851	0.058771	0.064998	0.084305	0.079942	0.065391	0.692	0.049714	0.12539	0.043447	0.046191	0.06356	0.85043	0.1823	0.059359	0.33762	0.1099	0.62824
Meth__cg05388361__STAT2	0.033582	0.33056	0.026561	0.016398	0.029645	0.029845	0.039761	0.027495	0.038412	0.034735	0.038306	0.023556	0.10997	0.021245	0.041499	0.033709	0.025911	0.08477	0.019853	0.023861	0.028001	0.023166	0.027008	0.02284	0.052705	0.033738	0.046046	0.034028	0.045676	0.03342	0.078092	0.030811	0.034215	0.027194	0.033766	0.089608	0.028605	0.028637	0.06943	0.027618
Meth__cg18630855__CEBPZ	0.035045	0.027175	0.042162	0.028061	0.033215	0.091294	0.032062	0.32679	0.027638	0.12257	0.040312	0.040333	0.041202	0.08967	0.033706	0.032798	0.022076	0.045624	0.020671	0.036567	0.031182	0.038797	0.038422	0.029386	0.17277	0.037151	0.046815	0.20463	0.13235	0.04108	0.049783	0.040675	0.030131	0.0288	0.026784	0.063402	0.035112	0.029094	0.11458	0.039861
Meth__cg03969997__WBSCR27	0.043598	0.031496	0.042714	0.033648	0.043853	0.037687	0.038431	0.04311	0.49123	0.045946	0.038238	0.052884	0.053355	0.025913	0.41617	0.033367	0.036208	0.13561	0.029081	0.032715	0.04111	0.032273	0.045805	0.033214	0.078195	0.05032	0.043287	0.044465	0.056715	0.044913	0.093843	0.04801	0.038693	0.031247	0.037384	0.065745	0.051995	0.043406	0.085863	0.046016
Meth__cg14243026__HMP19	0.029157	0.016915	0.021452	0.020985	0.25275	0.020538	0.062147	0.053464	0.03675	0.033939	0.047975	0.021071	0.057917	0.01671	0.02547	0.021972	0.079914	0.060018	0.027121	0.019779	0.017093	0.026439	0.023094	0.018548	0.027461	0.031554	0.027802	0.016162	0.067716	0.019212	0.037653	0.016387	0.029724	0.023655	0.017356	0.090172	0.028639	0.03171	0.042928	0.022116
Meth__cg02854288__FHIT	0.072634	0.061897	0.06852	0.056135	0.16638	0.055975	0.61879	0.059663	0.061664	0.057463	0.053334	0.03789	0.17927	0.046348	0.064595	0.047255	0.12118	0.095371	0.079046	0.20832	0.064975	0.080901	0.10348	0.072132	0.11123	0.068869	0.10789	0.067466	0.079872	0.072118	0.084777	0.061742	0.071365	0.059179	0.073696	0.068494	0.073866	0.060924	0.11733	0.06024
Meth__cg07014174__KRTAP11-1	0.80108	0.066227	0.61858	0.40092	0.083158	0.59849	0.2214	0.86289	0.34802	0.075982	0.69621	0.56912	0.16808	0.60216	0.30272	0.42553	0.2621	0.16827	0.086181	0.047993	0.10855	0.4179	0.099673	0.79426	0.17119	0.092457	0.10378	0.11318	0.25505	0.062227	0.087419	0.065658	0.11364	0.54941	0.094361	0.11243	0.06405	0.26889	0.3429	0.3176
