Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR7530
Meth__cg18289259__TIMM8A	0.24011	0.046987	0.051643	0.054558	0.24724	0.032102	0.053628	0.20105	0.054585	0.26128	0.048875	0.047866	0.098918	0.053193	0.056844	0.34101	0.31497	0.091813	0.045246	0.024924	0.048809	0.35387	0.37794	0.36112	0.11138	0.057617	0.060751	0.27065	0.095721	0.051813	0.096047	0.048311	0.12064	0.096117	0.46424	0.28785
Meth__cg17740645__GRB7	0.026383	0.020314	0.02887	0.024664	0.016207	0.96282	0.017445	0.021405	0.022197	0.031168	0.015845	0.021025	0.029935	0.011674	0.031476	0.022543	0.65322	0.037018	0.20297	0.021618	0.025644	0.021321	0.95615	0.020539	0.14106	0.018997	0.040881	0.043819	0.032267	0.91443	0.28615	0.019383	0.018701	0.027146	0.017684	0.032877
Meth__cg22858728__MPP1	0.45521	0.03453	0.04255	0.059386	0.044658	0.053564	0.049863	0.47618	0.037436	0.041517	0.041691	0.046325	0.35962	0.05275	0.042796	0.32329	0.3494	0.1364	0.037222	0.043549	0.051167	0.4816	0.043123	0.3831	0.13988	0.091914	0.075499	0.24929	0.10309	0.28604	0.043992	0.3019	0.17708	0.10999	0.51132	0.45944
Meth__cg27092035__ARL10	0.40588	0.067793	0.94661	0.85203	0.32766	0.040972	0.59624	0.06741	0.051138	0.8727	0.87907	0.065483	0.93513	0.57341	0.053125	0.90462	0.062879	0.22191	0.029583	0.96244	0.92796	0.48795	0.70547	0.288	0.91342	0.62491	0.07472	0.87819	0.15939	0.043555	0.16562	0.39065	0.94684	0.88277	0.077733	0.74303
Meth__cg24139739__EFNB1	0.58174	0.034729	0.054913	0.0563	0.41381	0.042172	0.052601	0.033496	0.5238	0.042989	0.04445	0.042416	0.096779	0.36881	0.46932	0.16162	0.42375	0.25124	0.033191	0.07956	0.055323	0.58154	0.48465	0.52856	0.1051	0.038464	0.35562	0.39216	0.48648	0.63014	0.63745	0.056276	0.46624	0.12233	0.49761	0.51031
Meth__cg15305511__EVC2	0.0444	0.049507	0.14346	0.13006	0.086679	0.43689	0.56967	0.69158	0.12165	0.42168	0.069873	0.30475	0.39571	0.17272	0.26035	0.19398	0.068553	0.11403	0.064558	0.66871	0.86134	0.59221	0.16777	0.10047	0.11079	0.09734	0.10996	0.098365	0.071815	0.056832	0.066053	0.063624	0.36113	0.071203	0.056033	0.3609
Meth__cg15357945__PRG2	0.12219	0.035874	0.58889	0.097261	0.28883	0.048279	0.083054	0.18664	0.09019	0.11543	0.089928	0.45461	0.12962	0.02192	0.068259	0.10195	0.30391	0.12841	0.043511	0.062647	0.12746	0.63045	0.065085	0.32235	0.15197	0.085994	0.054183	0.21283	0.076101	0.055269	0.074179	0.085242	0.081976	0.11866	0.12101	0.14533
Meth__cg06426831__SLC35A3	0.07428	0.15002	0.14384	0.065166	0.067389	0.68988	0.03197	0.24371	0.57418	0.045943	0.039247	0.11079	0.10114	0.033691	0.4453	0.10248	0.072932	0.063729	0.43054	0.16436	0.083273	0.25197	0.059151	0.19905	0.073329	0.048767	0.099475	0.061708	0.093556	0.15599	0.044959	0.036226	0.053065	0.082628	0.067453	0.13529
Meth__cg16256230__KIF4A	0.28417	0.065569	0.091451	0.079467	0.30339	0.057641	0.072878	0.10973	0.50662	0.068481	0.073279	0.13073	0.1369	0.22102	0.45884	0.54813	0.51329	0.37612	0.06907	0.10652	0.066486	0.54138	0.47833	0.44518	0.11447	0.074189	0.38141	0.4794	0.35381	0.52644	0.53583	0.069864	0.42533	0.10566	0.48305	0.54259
Meth__cg03860466__PRDX2	0.08008	0.039673	0.080301	0.062886	0.03408	0.07331	0.058447	0.059442	0.03434	0.049264	0.092768	0.073446	0.085777	0.033304	0.059155	0.057329	0.048155	0.15275	0.04331	0.037912	0.070466	0.040353	0.62437	0.036029	0.084652	0.063408	0.06217	0.098808	0.096439	0.44101	0.034778	0.035708	0.036494	0.11555	0.053537	0.13192
Meth__cg23681213__PNMA1	0.036904	0.0709	0.18131	0.029372	0.026128	0.0255	0.032221	0.027807	0.030569	0.034371	0.034382	0.03098	0.12415	0.031687	0.17174	0.034915	0.033283	0.079673	0.028419	0.027686	0.035327	0.035012	0.037169	0.47662	0.07749	0.1151	0.038695	0.10941	0.23919	0.029251	0.27569	0.033613	0.033916	0.046471	0.04034	0.7908
Meth__cg12717668__ZNF655	0.088573	0.075512	0.94802	0.57779	0.40265	0.094721	0.13359	0.13159	0.062314	0.088358	0.92786	0.51195	0.81142	0.14825	0.11078	0.71995	0.10372	0.21737	0.060683	0.49527	0.27842	0.10281	0.082798	0.12808	0.13749	0.1634	0.11968	0.15393	0.13806	0.074739	0.061272	0.055426	0.66091	0.13894	0.35792	0.22391
Meth__cg00419564__S100A6	0.04492	0.5113	0.08289	0.080963	0.20871	0.58613	0.066202	0.071459	0.92205	0.65521	0.17574	0.064917	0.58331	0.54911	0.69017	0.12709	0.048364	0.17592	0.049893	0.74888	0.54231	0.40383	0.068657	0.03668	0.082412	0.053672	0.11069	0.39203	0.16775	0.069532	0.057208	0.51427	0.041721	0.060747	0.30684	0.23438
Meth__cg26309951__MORF4L2	0.43388	0.027476	0.035409	0.053701	0.19072	0.027147	0.039458	0.18719	0.05875	0.035592	0.030212	0.04553	0.052568	0.66709	0.052829	0.16629	0.27349	0.081806	0.035688	0.02925	0.03622	0.0802	0.10052	0.39026	0.064256	0.047164	0.1583	0.28701	0.26416	0.035893	0.3337	0.04743	0.031053	0.1032	0.58588	0.43992
Meth__cg23384620__IL1RAPL2	0.14332	0.035478	0.7615	0.255	0.094063	0.64643	0.090166	0.20168	0.25727	0.08204	0.90229	0.095903	0.14164	0.073317	0.23663	0.18503	0.45066	0.090691	0.040909	0.054943	0.056793	0.54505	0.098593	0.30191	0.23426	0.06673	0.081361	0.36641	0.079721	0.042125	0.38346	0.059798	0.47876	0.12847	0.54314	0.23156
Meth__cg00567749__CSPG2	0.31959	0.062123	0.8552	0.29593	0.22741	0.14775	0.85842	0.051685	0.1442	0.61527	0.45644	0.60011	0.85707	0.10387	0.18311	0.84773	0.052642	0.36783	0.058871	0.84183	0.54248	0.17109	0.080247	0.70058	0.78676	0.56475	0.12826	0.85537	0.34906	0.055763	0.074334	0.87734	0.58371	0.39576	0.10578	0.6466
Meth__cg19731268__CHST3	0.62414	0.88955	0.49871	0.051443	0.95678	0.031186	0.95751	0.047517	0.025648	0.96011	0.043399	0.046132	0.68834	0.6519	0.068291	0.038981	0.03864	0.048558	0.035226	0.96015	0.9695	0.8704	0.060814	0.17342	0.061261	0.9099	0.45791	0.93924	0.81025	0.035252	0.024749	0.93729	0.96222	0.22646	0.86954	0.36346
Meth__cg16574065__RAD52B	0.047112	0.041735	0.046674	0.070755	0.039111	0.29365	0.048414	0.060684	0.054041	0.048399	0.040713	0.051117	0.34791	0.047776	0.053895	0.040426	0.040069	0.17611	0.042556	0.038887	0.046634	0.04171	0.067006	0.040409	0.40923	0.21729	0.08663	0.080327	0.08409	0.049538	0.045529	0.04312	0.036174	0.14685	0.061961	0.14721
Meth__cg10848367__SCGB1D2	0.13291	0.66283	0.56081	0.83419	0.70218	0.05649	0.67215	0.42096	0.11872	0.56893	0.73871	0.86579	0.84089	0.080035	0.26942	0.63822	0.082843	0.14277	0.070124	0.49419	0.81212	0.7017	0.069387	0.55585	0.098629	0.93195	0.35797	0.77717	0.80527	0.094425	0.081775	0.9156	0.75783	0.10726	0.16784	0.12774
Meth__cg00079563__ARFGAP3	0.49946	0.064006	0.94786	0.25071	0.26973	0.88165	0.13735	0.17188	0.14859	0.22018	0.22652	0.37041	0.50483	0.25107	0.14752	0.055597	0.68015	0.061319	0.029406	0.64224	0.2641	0.74695	0.20047	0.66242	0.9059	0.35341	0.063893	0.070083	0.11326	0.02648	0.38178	0.29954	0.22017	0.30574	0.20916	0.20178
Meth__cg12324831__VBP1	0.36615	0.057001	0.077633	0.062081	0.11317	0.04739	0.065106	0.23292	0.059686	0.050363	0.053443	0.046101	0.12274	0.033543	0.059083	0.1665	0.10656	0.077978	0.051267	0.044468	0.04946	0.094021	0.051949	0.3877	0.072195	0.051916	0.079665	0.24371	0.085023	0.056637	0.063119	0.051115	0.16347	0.088107	0.48214	0.41533
Meth__cg27324619__PIB5PA	0.047257	0.043591	0.094461	0.047492	0.041244	0.12244	0.047148	0.16717	0.047999	0.0649	0.11139	0.07087	0.074558	0.046285	0.046968	0.060777	0.060336	0.060397	0.054293	0.053668	0.085555	0.049231	0.78296	0.048124	0.075022	0.04459	0.11672	0.081483	0.070625	0.076199	0.07682	0.02863	0.041031	0.10701	0.057936	0.063861
Meth__cg19771589__ZIM2	0.36327	0.05994	0.77752	0.16632	0.28085	0.44696	0.36423	0.76194	0.22725	0.7456	0.66277	0.37352	0.18157	0.1392	0.15575	0.083465	0.37528	0.17178	0.079118	0.38462	0.2047	0.35056	0.047995	0.26382	0.3785	0.26255	0.11129	0.59242	0.38315	0.22268	0.099429	0.039748	0.15074	0.44266	0.063294	0.59574
Meth__cg03644378__CYB5D1	0.027991	0.13358	0.41734	0.030331	0.032629	0.020085	0.036969	0.035763	0.02734	0.04521	0.034322	0.053928	0.13827	0.022908	0.034489	0.032695	0.038321	0.051112	0.02651	0.021348	0.033917	0.041242	0.032444	0.035272	0.38931	0.031393	0.049283	0.094281	0.055101	0.029502	0.037486	0.031814	0.034945	0.075061	0.037044	0.10577
Meth__cg17794261__ZNF688	0.038265	0.051904	0.54838	0.037549	0.032236	0.044623	0.038252	0.030043	0.067987	0.043158	0.06597	0.087647	0.079324	0.047957	0.056929	0.037359	0.062259	0.086742	0.22367	0.033852	0.038959	0.049332	0.044803	0.038155	0.31107	0.051228	0.047783	0.09963	0.066912	0.050394	0.070243	0.053732	0.033403	0.064708	0.038873	0.072064
Meth__cg11653864__ELK1	0.60951	0.055439	0.071282	0.056944	0.15557	0.040749	0.069435	0.048833	0.28796	0.68671	0.064228	0.5504	0.38417	0.1859	0.24219	0.66258	0.066259	0.14169	0.052577	0.037824	0.051784	0.5703	0.34032	0.48167	0.24784	0.4507	0.28176	0.51721	0.10443	0.55831	0.65625	0.060264	0.086013	0.13307	0.46722	0.60491
Meth__cg03143365__MAN2B1	0.06062	0.068487	0.068883	0.046268	0.094848	0.049481	0.058016	0.58736	0.056126	0.090538	0.062836	0.24567	0.11051	0.034962	0.054384	0.059153	0.12287	0.099858	0.051371	0.06014	0.093143	0.049754	0.062752	0.075774	0.12491	0.1347	0.066801	0.093551	0.083797	0.040313	0.076171	0.07148	0.0629	0.13226	0.071597	0.14543
Meth__cg04759439__CAST1	0.11001	0.13404	0.15365	0.12158	0.084172	0.91478	0.11301	0.14707	0.095127	0.1081	0.74175	0.10827	0.12931	0.097615	0.094259	0.096029	0.11257	0.13658	0.15623	0.059358	0.14899	0.10757	0.22046	0.12125	0.20026	0.13587	0.12104	0.94331	0.099325	0.11442	0.44005	0.13799	0.093166	0.25698	0.11686	0.09806
Meth__cg03256955__TGFBR2	0.055375	0.084128	0.069305	0.14645	0.36047	0.048731	0.20211	0.042862	0.059697	0.37092	0.078094	0.084879	0.17671	0.24095	0.091266	0.050714	0.032389	0.081879	0.051855	0.33582	0.10314	0.92199	0.057966	0.31687	0.10633	0.45152	0.10365	0.28386	0.10283	0.053641	0.042829	0.68823	0.88452	0.084514	0.19387	0.29537
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.51019	0.90801	0.063655	0.41904	0.090787	0.17366	0.062756	0.3382	0.86655	0.415	0.49655	0.12529	0.078174	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.48039	0.18738	0.3953	0.78979	0.12046	0.12932	0.35276	0.077756	0.81638	0.11341	0.091017	0.10478	0.18382	0.30174	0.78382
Meth__cg11452360__C1orf93	0.047009	0.059242	0.067245	0.062566	0.024637	0.043509	0.06099	0.068251	0.053431	0.038195	0.065734	0.094425	0.0742	0.027544	0.050092	0.036254	0.068621	0.064101	0.02869	0.03627	0.053541	0.039852	0.049804	0.029018	0.11369	0.059465	0.049301	0.071101	0.042423	0.045442	0.044759	0.030437	0.03344	0.040379	0.033037	0.075765
Meth__cg08214328__CTPS2	0.46612	0.041633	0.092273	0.037228	0.041871	0.035428	0.068618	0.51525	0.076444	0.1357	0.056571	0.10613	0.17304	0.063678	0.074701	0.039938	0.06115	0.078631	0.031376	0.04029	0.05234	0.47209	0.1351	0.35637	0.1353	0.033449	0.073403	0.30277	0.11758	0.036464	0.035046	0.042361	0.046732	0.11455	0.041569	0.30326
Meth__cg20008332__SOX11	0.87163	0.47999	0.88913	0.031618	0.75936	0.89222	0.86273	0.92186	0.030594	0.88169	0.064363	0.34575	0.11328	0.028811	0.039014	0.034118	0.038924	0.12765	0.026574	0.81899	0.59649	0.85058	0.042957	0.065553	0.81723	0.035366	0.57894	0.86167	0.075014	0.82664	0.40894	0.028538	0.47643	0.68125	0.8609	0.075474
Meth__cg20070077__GADD45G	0.050047	0.058704	0.04248	0.043245	0.033135	0.94254	0.051551	0.074353	0.054223	0.033434	0.049035	0.037748	0.072132	0.015991	0.025447	0.62843	0.066822	0.11897	0.28323	0.021862	0.050543	0.025474	0.10586	0.026108	0.51212	0.038018	0.043409	0.07106	0.058737	0.42171	0.10498	0.046127	0.01816	0.15608	0.027308	0.083172
Meth__cg25359581__DYNLT3	0.37922	0.041492	0.053801	0.24455	0.22275	0.85588	0.054366	0.050574	0.11899	0.33726	0.051068	0.30468	0.26326	0.22477	0.10998	0.06063	0.045798	0.44435	0.038736	0.036317	0.052106	0.36462	0.21583	0.37655	0.10936	0.36179	0.31218	0.35453	0.1069	0.3982	0.39054	0.35173	0.046334	0.072555	0.30937	0.42937
Meth__cg08491025__SLC16A1	0.14775	0.037629	0.074021	0.060504	0.023346	0.02386	0.042976	0.0698	0.035689	0.044583	0.046598	0.037043	0.066771	0.016705	0.035545	0.018596	0.030415	0.024801	0.016905	0.021162	0.043478	0.029515	0.058205	0.02398	0.96995	0.044006	0.084615	0.11996	0.036946	0.018665	0.019811	0.02175	0.032047	0.049122	0.050368	0.07384
Meth__cg05705583__CAMLG	0.067051	0.26866	0.9462	0.50115	0.64994	0.958	0.81607	0.15239	0.58932	0.47636	0.057439	0.28253	0.91196	0.15815	0.55034	0.082768	0.092627	0.33675	0.081041	0.64709	0.15303	0.36804	0.055361	0.061825	0.25218	0.44402	0.09802	0.13901	0.2554	0.038306	0.090554	0.50223	0.61645	0.14353	0.056018	0.16433
Meth__cg17471019__TMEM67	0.044442	0.049195	0.035628	0.034705	0.028531	0.032672	0.036737	0.018983	0.033461	0.033941	0.030898	0.0278	0.075816	0.02524	0.037196	0.028642	0.031727	0.062266	0.029224	0.026931	0.031786	0.036577	0.03352	0.030624	0.069086	0.035752	0.0591	0.053568	0.11631	0.036583	0.041514	0.030434	0.028526	0.038909	0.03451	0.063098
Meth__cg02409282__ULBP1	0.25301	0.056022	0.061949	0.11258	0.27512	0.87054	0.075008	0.057817	0.065631	0.10596	0.55532	0.068321	0.82939	0.1824	0.11399	0.37607	0.048725	0.12992	0.074518	0.087454	0.069638	0.23953	0.07149	0.097615	0.83489	0.067555	0.11665	0.16518	0.10015	0.046769	0.1043	0.060807	0.60917	0.1334	0.080824	0.13124
Meth__cg26025944__SCNN1G	0.12259	0.071037	0.17129	0.097087	0.063336	0.5867	0.072317	0.10235	0.074256	0.076071	0.12204	0.18182	0.14649	0.070322	0.05984	0.078112	0.067351	0.10017	0.077117	0.086244	0.078478	0.081973	0.10674	0.059986	0.77794	0.089051	0.091553	0.11216	0.10762	0.065443	0.076044	0.08223	0.063911	0.18369	0.07452	0.1223
Meth__cg02915261__LSR	0.01703	0.016309	0.015587	0.021607	0.014638	0.95564	0.022623	0.013228	0.0098437	0.016956	0.017101	0.015379	0.039863	0.012081	0.015781	0.014933	0.034888	0.028708	0.013192	0.016132	0.018341	0.017493	0.077332	0.014506	0.027077	0.016669	0.02461	0.066667	0.052867	0.021249	0.019419	0.010828	0.016151	0.033209	0.020342	0.035196
Meth__cg09450020__STEAP2	0.022785	0.015578	0.95681	0.93432	0.36083	0.81103	0.47634	0.01343	0.023725	0.033123	0.10367	0.098396	0.91274	0.029147	0.24402	0.06557	0.017636	0.058243	0.019396	0.7363	0.3002	0.12495	0.32012	0.036372	0.073851	0.042039	0.26984	0.92318	0.10774	0.023599	0.018218	0.69522	0.046527	0.04724	0.17802	0.075957
Meth__cg21546057__FIBP	0.042839	0.1956	0.05433	0.068868	0.040679	0.053846	0.07481	0.045564	0.047296	0.049626	0.051776	0.04796	0.17821	0.041068	0.059394	0.086062	0.034149	0.068881	0.045423	0.048242	0.045267	0.099179	0.04674	0.038843	0.064641	0.041918	0.06834	0.087743	0.06776	0.036193	0.039674	0.28334	0.27513	0.0513	0.037881	0.085752
Meth__cg07748540__PDGFD	0.92117	0.055881	0.94726	0.22587	0.045015	0.91573	0.92049	0.12821	0.093231	0.07066	0.7458	0.086062	0.51114	0.94877	0.28208	0.18786	0.056548	0.12916	0.46599	0.90613	0.86263	0.91177	0.040411	0.058568	0.26933	0.92701	0.33743	0.68161	0.085288	0.042622	0.053545	0.51216	0.93753	0.453	0.059002	0.21771
Meth__cg22391400__SLK	0.036403	0.026684	0.042182	0.024108	0.031069	0.019346	0.035364	0.3481	0.031762	0.025971	0.034436	0.10415	0.078825	0.020526	0.0273	0.029219	0.027609	0.06814	0.024452	0.024515	0.031451	0.028586	0.040854	0.023971	0.075528	0.028017	0.031518	0.061558	0.078806	0.02404	0.022322	0.022691	0.013299	0.071802	0.038101	0.040467
Meth__cg25808906__DGKG	0.90887	0.044096	0.22784	0.073445	0.04123	0.85536	0.77803	0.5288	0.05435	0.060456	0.20811	0.4117	0.15454	0.048306	0.064124	0.066113	0.084417	0.088207	0.12142	0.85392	0.91359	0.22229	0.052145	0.90512	0.84297	0.17224	0.1874	0.71869	0.092653	0.066408	0.29446	0.047358	0.14023	0.19993	0.62394	0.81021
Meth__cg20964758__COVA1	0.37273	0.043827	0.049965	0.046162	0.098827	0.032092	0.041062	0.19272	0.046989	0.03056	0.041073	0.041179	0.11953	0.10406	0.051668	0.13875	0.11299	0.064576	0.038116	0.04132	0.038728	0.13243	0.033788	0.39414	0.088892	0.047215	0.065774	0.35177	0.15655	0.034126	0.072539	0.046564	0.184	0.1433	0.46398	0.4445
Meth__cg07015629__ERBB4	0.028972	0.021499	0.97683	0.028247	0.027846	0.59754	0.024187	0.028632	0.0257	0.018349	0.49682	0.037232	0.12567	0.021286	0.02063	0.17622	0.10898	0.10278	0.37226	0.029687	0.033638	0.050644	0.038869	0.46017	0.66832	0.024732	0.033371	0.10227	0.038201	0.031529	0.25318	0.016617	0.015801	0.094244	0.024886	0.032361
Meth__cg14260918__ZNF673	0.45135	0.014321	0.045672	0.020833	0.17226	0.018916	0.024595	0.026454	0.41774	0.020341	0.022444	0.45031	0.50782	0.17075	0.33504	0.61641	0.022315	0.20714	0.014566	0.015089	0.022267	0.45836	0.076064	0.41283	0.043148	0.38314	0.30492	0.26981	0.075134	0.47927	0.52735	0.032894	0.043871	0.043171	0.42155	0.44302
Meth__cg14782678__TMEM102	0.61673	0.1867	0.81228	0.8142	0.22923	0.88376	0.61119	0.049895	0.091856	0.58668	0.091939	0.8618	0.42992	0.66776	0.11579	0.66103	0.36567	0.076364	0.72101	0.10442	0.091687	0.43366	0.92176	0.36128	0.88568	0.44178	0.10248	0.098622	0.27302	0.35856	0.92011	0.089513	0.14784	0.15819	0.85484	0.37525
Meth__cg11016745__FLJ25444	0.50807	0.39266	0.092723	0.068763	0.36316	0.063544	0.089416	0.061556	0.075526	0.52786	0.065891	0.44854	0.47152	0.17161	0.070371	0.056742	0.083213	0.23874	0.3569	0.053874	0.078005	0.48636	0.50887	0.48478	0.11789	0.41351	0.54872	0.45604	0.43484	0.50545	0.30123	0.59328	0.036803	0.19816	0.4557	0.55365
Meth__cg25499017__CIT	0.039189	0.036973	0.050194	0.042242	0.028631	0.036688	0.046319	0.37242	0.031298	0.033086	0.037993	0.047483	0.053453	0.019254	0.039371	0.03218	0.034396	0.057412	0.024168	0.019771	0.033416	0.025874	0.037658	0.036303	0.071008	0.031155	0.062241	0.099676	0.13896	0.025574	0.038264	0.029971	0.024607	0.062417	0.031124	0.059274
Meth__cg13310628__SOLH	0.029142	0.038679	0.036998	0.035364	0.028556	0.027348	0.039208	0.028994	0.028493	0.043006	0.026466	0.15882	0.075633	0.027108	0.034177	0.052248	0.028331	0.045527	0.026787	0.026404	0.033461	0.026953	0.24622	0.043262	0.081443	0.030928	0.10431	0.05564	0.063367	0.035322	0.035969	0.021411	0.02279	0.037627	0.050456	0.13026
Meth__cg19130550__OLFML2B	0.24758	0.043855	0.37675	0.28863	0.12507	0.069825	0.076973	0.096812	0.047297	0.10522	0.66019	0.12277	0.22923	0.077552	0.066593	0.17956	0.052978	0.17822	0.067211	0.1461	0.08659	0.099855	0.05897	0.063048	0.11719	0.091845	0.1151	0.25711	0.13751	0.048606	0.073264	0.15232	0.62751	0.14286	0.30766	0.10334
Meth__cg22289810__NF1	0.076821	0.12771	0.16332	0.12721	0.081126	0.16761	0.073305	0.24903	0.11935	0.12762	0.077147	0.21732	0.26268	0.082816	0.092177	0.083859	0.27489	0.20176	0.17016	0.10748	0.11892	0.071811	0.13344	0.044646	0.71402	0.085041	0.11909	0.098755	0.15505	0.093471	0.71777	0.10206	0.070683	0.16372	0.10195	0.20306
Meth__cg19451391__ZNF512	0.058964	0.060094	0.084219	0.31065	0.10534	0.050335	0.050578	0.51921	0.19779	0.090356	0.85048	0.074897	0.8197	0.44298	0.11549	0.055238	0.050017	0.1124	0.051068	0.53566	0.48579	0.060922	0.83132	0.055704	0.10916	0.58947	0.14724	0.098621	0.099559	0.058145	0.13553	0.83128	0.86721	0.081864	0.36263	0.24488
Meth__cg17416146__EIF4EBP3	0.05115	0.023416	0.97846	0.12963	0.028691	0.9683	0.031526	0.045903	0.043348	0.11252	0.040441	0.37514	0.083508	0.038669	0.037964	0.046048	0.029724	0.06054	0.020282	0.80588	0.076777	0.027637	0.70673	0.028358	0.97223	0.48936	0.021311	0.44074	0.055373	0.020938	0.94221	0.22402	0.025902	0.78935	0.98082	0.069438
Meth__cg21240812__TSNARE1	0.025316	0.020914	0.1329	0.023989	0.020142	0.34981	0.038036	0.16336	0.15569	0.049829	0.026368	0.35678	0.079234	0.017022	0.089771	0.017773	0.037378	0.053613	0.021837	0.05188	0.067355	0.018944	0.47549	0.025475	0.18227	0.025721	0.059358	0.063669	0.031423	0.03687	0.027741	0.013687	0.023453	0.041016	0.024071	0.059599
Meth__cg00554682__C2orf10	0.067629	0.064646	0.51368	0.06194	0.055556	0.054582	0.064292	0.65066	0.049824	0.056993	0.069886	0.12428	0.11051	0.04629	0.064739	0.052607	0.052741	0.10157	0.048197	0.046739	0.062667	0.14828	0.056254	0.066366	0.40048	0.061795	0.058946	0.60219	0.072454	0.052578	0.051475	0.04831	0.43263	0.10612	0.061256	0.10683
Meth__cg23214267__EYA2	0.13012	0.041452	0.063208	0.066323	0.072243	0.33143	0.26573	0.4521	0.22896	0.11503	0.05441	0.12731	0.15669	0.12348	0.0978	0.10914	0.036758	0.11621	0.078278	0.04738	0.066854	0.072539	0.15779	0.046772	0.54219	0.11905	0.068192	0.75113	0.052775	0.20899	0.076223	0.05568	0.061703	0.36769	0.10194	0.12725
Meth__cg22424444__TOLLIP	0.10094	0.9322	0.059372	0.72383	0.27583	0.78316	0.23379	0.10221	0.76155	0.39618	0.061843	0.51628	0.77123	0.88917	0.61813	0.12382	0.10192	0.1663	0.080916	0.11346	0.08943	0.4458	0.72343	0.21328	0.8913	0.89195	0.1021	0.83568	0.81409	0.048869	0.57236	0.084304	0.10431	0.85661	0.34285	0.37977
Meth__cg17733331__CDH3	0.055541	0.46526	0.12778	0.12653	0.091512	0.251	0.079288	0.066645	0.054239	0.07651	0.059315	0.066213	0.066388	0.046345	0.059992	0.052123	0.06037	0.1193	0.16738	0.064316	0.061577	0.091371	0.87712	0.055254	0.86286	0.07354	0.10765	0.10746	0.51852	0.17745	0.16761	0.045346	0.075066	0.09189	0.057975	0.078942
Meth__cg03609102__MUC5B	0.023048	0.018929	0.86477	0.025664	0.01365	0.56322	0.019154	0.91849	0.56227	0.02859	0.22949	0.8021	0.19173	0.020787	0.46585	0.54421	0.88815	0.036661	0.035204	0.032847	0.23739	0.047714	0.85014	0.29075	0.20239	0.031602	0.022187	0.27103	0.073333	0.86762	0.016475	0.31998	0.69896	0.097923	0.030479	0.15769
Meth__cg07473175__AMIGO2	0.04225	0.043518	0.02678	0.057197	0.038041	0.03376	0.037565	0.02472	0.049633	0.051827	0.8596	0.047224	0.082188	0.049438	0.39211	0.26337	0.25893	0.12306	0.043465	0.054569	0.044907	0.85862	0.049553	0.031229	0.080373	0.039247	0.064333	0.11935	0.11652	0.045313	0.03696	0.81204	0.12505	0.17572	0.076159	0.075247
Meth__cg03843852__PIGB	0.019481	0.023627	0.018849	0.63616	0.018679	0.019122	0.024784	0.54003	0.020871	0.018709	0.014205	0.048229	0.028221	0.016047	0.023056	0.020565	0.018013	0.019397	0.013483	0.011058	0.019644	0.022047	0.02595	0.016145	0.029337	0.021647	0.040296	0.023748	0.029366	0.019603	0.089271	0.024185	0.018319	0.063308	0.025581	0.01796
Meth__cg20029652__PGBD1	0.13387	0.053372	0.055841	0.062228	0.1619	0.041018	0.86096	0.57047	0.035635	0.13054	0.074735	0.14444	0.86122	0.68366	0.058263	0.044337	0.042048	0.17565	0.042676	0.047817	0.051119	0.10565	0.064587	0.043869	0.18974	0.046168	0.093004	0.12974	0.059391	0.045883	0.055606	0.70534	0.91891	0.063773	0.065139	0.090036
Meth__cg10368842__C10orf81	0.055587	0.074196	0.11267	0.41947	0.72482	0.17317	0.22386	0.067547	0.26772	0.6454	0.10997	0.82713	0.13807	0.51517	0.2853	0.55218	0.46544	0.20335	0.077989	0.37712	0.58684	0.84941	0.21809	0.049479	0.33891	0.17911	0.059146	0.42421	0.11967	0.088451	0.10295	0.36277	0.30658	0.32467	0.14951	0.10699
Meth__cg21616088__FBXL4	0.12102	0.066762	0.51374	0.16508	0.071176	0.23133	0.082192	0.34213	0.10577	0.081806	0.069694	0.045282	0.13833	0.094065	0.10761	0.071314	0.069254	0.10865	0.074791	0.071178	0.073897	0.13093	0.065968	0.060842	0.12756	0.11166	0.12733	0.24574	0.10535	0.074806	0.15603	0.0439	0.050855	0.24382	0.074514	0.20705
Meth__cg14764661__MRC2	0.23022	0.070608	0.90005	0.63036	0.43995	0.028614	0.71593	0.043478	0.21353	0.91882	0.41204	0.20403	0.55596	0.11772	0.16919	0.054793	0.021784	0.29415	0.029233	0.86795	0.66311	0.71308	0.030227	0.76292	0.31665	0.83346	0.38775	0.80433	0.067731	0.025495	0.14614	0.84397	0.87605	0.50349	0.041548	0.69046
Meth__cg14541939__NDUFA1	0.58069	0.044255	0.065848	0.042752	0.36834	0.039396	0.05624	0.4453	0.2569	0.53122	0.04755	0.02284	0.065808	0.031963	0.27728	0.37229	0.55841	0.098003	0.036232	0.055681	0.047549	0.50105	0.046492	0.49815	0.14131	0.044457	0.16491	0.39787	0.055993	0.53043	0.17869	0.040171	0.29021	0.067666	0.57756	0.6085
