Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg13948987__HCRTR2	0.67377	0.022729	0.90693	0.66716	0.36555	0.81381	0.9165	0.98124	0.034487	0.030035	0.4965	0.04801	0.33855	0.7274	0.11763	0.52767	0.032308	0.069981	0.035593	0.40848	0.85279	0.88684	0.16071	0.9529	0.82127	0.92598	0.044001	0.5418	0.062438	0.019771	0.39618	0.3958	0.021432	0.52506	0.020242	0.38517	0.31672	0.053469
Meth__cg05368341__SYT6	0.79814	0.022642	0.9656	0.20845	0.72944	0.86968	0.67266	0.6689	0.028894	0.042782	0.95141	0.90911	0.70965	0.15055	0.2834	0.059179	0.067418	0.058789	0.030863	0.58044	0.58842	0.29454	0.064623	0.94632	0.66216	0.74312	0.056169	0.9145	0.092273	0.028532	0.032918	0.062222	0.029653	0.54873	0.4523	0.88991	0.23627	0.14639
Meth__cg14711709__C16orf51	0.041717	0.14236	0.054743	0.046349	0.030765	0.042393	0.039289	0.063817	0.047593	0.043417	0.053778	0.035194	0.11289	0.032551	0.047623	0.03742	0.026358	0.095471	0.040457	0.048269	0.033919	0.051241	0.04409	0.038893	0.15436	0.056802	0.087161	0.088032	0.056099	0.036806	0.036341	0.04549	0.028232	0.037251	0.064943	0.03059	0.036751	0.04089
Meth__cg09423836__NUP54	0.041644	0.031988	0.067687	0.10518	0.061416	0.041167	0.049745	0.31063	0.3921	0.054514	0.034738	0.20281	0.11093	0.030371	0.34773	0.0457	0.066653	0.075006	0.041815	0.049592	0.18047	0.21449	0.068518	0.19789	0.12224	0.21322	0.072037	0.35902	0.095864	0.025967	0.033925	0.036483	0.044804	0.0729	0.20567	0.32643	0.046276	0.033933
Meth__cg11314684__AKT3	0.27401	0.061147	0.91953	0.66658	0.057193	0.89691	0.10636	0.12165	0.037263	0.089902	0.16762	0.14106	0.11191	0.045578	0.054893	0.078065	0.046884	0.098958	0.070976	0.057976	0.083675	0.07975	0.17948	0.45803	0.10866	0.08961	0.13039	0.11027	0.082789	0.065657	0.68383	0.10105	0.041501	0.043773	0.13961	0.35915	0.078934	0.053659
Meth__cg27581839__AMOT	0.54661	0.056427	0.23578	0.077821	0.18017	0.055763	0.21882	0.50527	0.072586	0.062519	0.065599	0.10607	0.094585	0.11606	0.081513	0.11164	0.39542	0.16512	0.083702	0.78505	0.063987	0.54016	0.057	0.52701	0.83109	0.072167	0.16493	0.3588	0.13356	0.58847	0.071729	0.25963	0.043049	0.43162	0.22093	0.61365	0.1876	0.05216
Meth__cg05037688__EGFL7	0.60852	0.025764	0.40687	0.87743	0.45817	0.28269	0.18166	0.90601	0.19282	0.25725	0.34493	0.69217	0.62238	0.049403	0.16313	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.55967	0.75719	0.94846	0.095959	0.45193	0.07071	0.080223	0.036826	0.030985	0.024599	0.040182	0.028588	0.051787	0.064121	0.82383	0.18022	0.088519
Meth__cg02046340__ZNF313	0.053671	0.035625	0.27459	0.04985	0.030803	0.090698	0.054967	0.062568	0.037698	0.045952	0.051844	0.037493	0.2344	0.041134	0.034669	0.16107	0.056945	0.11071	0.030718	0.042135	0.037207	0.08856	0.041271	0.038134	0.069032	0.11803	0.058196	0.19492	0.048675	0.059151	0.043669	0.061591	0.031486	0.04666	0.041197	0.045413	0.048908	0.061658
Meth__cg20166532__EDG1	0.49884	0.059168	0.53655	0.1478	0.57552	0.056678	0.87288	0.91116	0.056329	0.63674	0.3702	0.14198	0.70214	0.37579	0.055415	0.65042	0.047442	0.15215	0.46839	0.66689	0.85237	0.73482	0.065538	0.89128	0.77479	0.81224	0.35453	0.82819	0.11004	0.077375	0.04496	0.26194	0.063692	0.47955	0.6098	0.56245	0.61782	0.43341
Meth__cg20357628__PHACTR3	0.9349	0.058864	0.97001	0.50054	0.15719	0.95907	0.87801	0.90163	0.10616	0.25535	0.84338	0.31704	0.75298	0.21721	0.3417	0.26647	0.13507	0.13214	0.099705	0.96877	0.92536	0.86668	0.28655	0.79684	0.92704	0.56329	0.32814	0.9187	0.14264	0.063981	0.042294	0.083001	0.14198	0.75052	0.16696	0.17618	0.19773	0.10794
Meth__cg11366015__C20orf27	0.20766	0.02729	0.044389	0.036395	0.024758	0.026559	0.035125	0.022486	0.022463	0.036406	0.036304	0.0204	0.067893	0.020382	0.023901	0.029982	0.023665	0.049339	0.022554	0.024047	0.034148	0.051148	0.030206	0.026715	0.11221	0.031158	0.070495	0.064486	0.042657	0.023643	0.021062	0.028104	0.024033	0.029526	0.062354	0.034437	0.026848	0.029485
Meth__cg07428182__PLXNA3	0.7751	0.041092	0.04687	0.046452	0.71352	0.034594	0.041688	0.55584	0.036036	0.83942	0.03121	0.10342	0.088314	0.024936	0.036005	0.6907	0.61119	0.14962	0.047095	0.042712	0.049926	0.74411	0.89152	0.77305	0.071139	0.043006	0.087662	0.3095	0.077108	0.64159	0.033016	0.24001	0.035293	0.46179	0.1332	0.85771	0.39443	0.033844
Meth__cg08350173__B2M	0.03223	0.02914	0.042914	0.033453	0.029199	0.028322	0.033656	0.018805	0.031877	0.029365	0.043075	0.026	0.048782	0.018761	0.037421	0.029786	0.02257	0.09262	0.025612	0.029158	0.029633	0.033928	0.52515	0.027407	0.056734	0.037911	0.070117	0.067404	0.078523	0.026782	0.025224	0.039131	0.025065	0.026844	0.070801	0.032407	0.033018	0.032624
Meth__cg02620470__EXT2	0.043439	0.043947	0.043811	0.047649	0.030817	0.036255	0.044152	0.48823	0.028542	0.0389	0.048526	0.051918	0.073579	0.028318	0.041188	0.031791	0.046994	0.074983	0.036367	0.043023	0.049254	0.051163	0.05222	0.030051	0.087999	0.066235	0.063973	0.099177	0.13308	0.040464	0.025765	0.034761	0.028445	0.024221	0.090969	0.04141	0.042958	0.045326
Meth__cg23066860__GPRASP2	0.50862	0.091992	0.11872	0.099321	0.28962	0.052416	0.14221	0.74688	0.48172	0.18491	0.11061	0.093106	0.20274	0.33141	0.45876	0.45935	0.55019	0.1965	0.060634	0.1581	0.086935	0.47388	0.11062	0.27573	0.18661	0.099613	0.36183	0.62757	0.13158	0.084087	0.074891	0.30445	0.076113	0.63517	0.15634	0.55006	0.076287	0.084623
Meth__cg03030757__FANCE	0.10944	0.22164	0.63334	0.18579	0.26856	0.050695	0.17469	0.10046	0.28604	0.35693	0.078745	0.3264	0.29097	0.040585	0.25948	0.077891	0.085586	0.058284	0.027718	0.28298	0.35677	0.43572	0.52293	0.76477	0.093084	0.1683	0.073325	0.069136	0.36646	0.041195	0.037409	0.055829	0.11252	0.041262	0.089129	0.61831	0.44209	0.33228
Meth__cg01438829__TMEM97	0.04727	0.052098	0.044444	0.039409	0.032446	0.04136	0.049993	0.025034	0.044474	0.05343	0.040757	0.031876	0.063936	0.039847	0.048323	0.046412	0.038441	0.067579	0.03929	0.041543	0.040099	0.047138	0.051475	0.041876	0.06512	0.35487	0.08663	0.11708	0.088324	0.079501	0.043068	0.15674	0.047833	0.034686	0.036808	0.047175	0.045212	0.044973
Meth__cg11010122__DNAJB14	0.025451	0.022283	0.041617	0.029039	0.027861	0.028316	0.028287	0.036867	0.026817	0.035947	0.016866	0.055805	0.079046	0.020574	0.028069	0.026425	0.018119	0.06208	0.062444	0.13363	0.044204	0.046482	0.052337	0.041165	0.051135	0.040266	0.16417	0.050797	0.029953	0.027665	0.37323	0.03492	0.029055	0.02195	0.061506	0.031917	0.033448	0.032086
Meth__cg21046413__PDCD8	0.43045	0.045092	0.057625	0.082794	0.1247	0.04803	0.077082	0.29791	0.047946	0.045706	0.054553	0.069749	0.098473	0.12154	0.062552	0.28362	0.3052	0.15626	0.045039	0.040806	0.046691	0.4144	0.06956	0.41937	0.11995	0.074813	0.18943	0.32722	0.10459	0.40206	0.05833	0.38095	0.03995	0.16309	0.092126	0.54553	0.28404	0.045508
Meth__cg27495845__FCRLM2	0.5036	0.028987	0.40779	0.64864	0.77647	0.068506	0.18094	0.56939	0.36124	0.076687	0.26636	0.43119	0.35158	0.023051	0.25728	0.2694	0.13469	0.13626	0.066583	0.43877	0.29772	0.92441	0.28949	0.94486	0.50068	0.34684	0.1279	0.14032	0.072702	0.33034	0.40404	0.50163	0.036937	0.22983	0.14646	0.89484	0.46677	0.23621
Meth__cg00290028__RFXAP	0.047331	0.029322	0.095903	0.036749	0.027944	0.051549	0.033723	0.029269	0.03161	0.032576	0.037758	0.099786	0.12222	0.025438	0.03558	0.031469	0.066709	0.066852	0.028975	0.029684	0.036454	0.036551	0.077577	0.029607	0.065511	0.028954	0.078195	0.08213	0.067116	0.028535	0.025878	0.42691	0.027911	0.031256	0.075547	0.043223	0.027014	0.039146
Meth__cg01308501__IL12A	0.02427	0.018936	0.55739	0.049325	0.047401	0.01831	0.024478	0.039178	0.022998	0.023728	0.032443	0.025217	0.14594	0.013089	0.028836	0.025838	0.027344	0.06152	0.017937	0.026578	0.036817	0.16012	0.036527	0.021733	0.058364	0.044734	0.059201	0.057087	0.037465	0.020284	0.019844	0.022639	0.018721	0.076701	0.040964	0.029446	0.031753	0.024613
Meth__cg01655355__SLC5A5	0.27949	0.06467	0.40045	0.30092	0.40528	0.18487	0.17057	0.74151	0.029736	0.068632	0.52589	0.51692	0.46918	0.024411	0.034425	0.41315	0.089636	0.060936	0.026614	0.12232	0.11068	0.69482	0.70778	0.66102	0.16371	0.12148	0.091823	0.41387	0.11588	0.14825	0.10617	0.066154	0.026688	0.089795	0.064233	0.052179	0.28606	0.35365
Meth__cg05801573__SLITRK4	0.38878	0.048392	0.91647	0.066849	0.25583	0.044247	0.060075	0.9147	0.041321	0.41904	0.88456	0.85289	0.51438	0.51858	0.053207	0.30925	0.3828	0.23393	0.078705	0.38061	0.46796	0.46213	0.33429	0.32886	0.86207	0.88896	0.27649	0.21631	0.11823	0.4354	0.043055	0.71999	0.035278	0.9071	0.11619	0.48754	0.29216	0.052595
Meth__cg11049305__KIAA1166	0.41774	0.030688	0.26628	0.23303	0.031885	0.034565	0.063736	0.42929	0.064555	0.040155	0.07274	0.34509	0.12674	0.046276	0.067803	0.039686	0.28095	0.058835	0.038922	0.077568	0.058758	0.49041	0.068003	0.30508	0.21684	0.050709	0.056927	0.35401	0.057343	0.033153	0.35658	0.040907	0.033768	0.70108	0.1175	0.36554	0.044591	0.064677
Meth__cg25661884__RDH8	0.081234	0.059298	0.79416	0.29093	0.11973	0.10045	0.18663	0.6501	0.050253	0.073595	0.56484	0.83948	0.63812	0.054698	0.053901	0.31018	0.098273	0.1221	0.23613	0.26862	0.45993	0.54122	0.84376	0.46762	0.15237	0.17146	0.13788	0.18652	0.10604	0.29765	0.048661	0.31285	0.044243	0.46591	0.13964	0.39482	0.20005	0.48093
Meth__cg02275989__SMPDL3A	0.057368	0.039703	0.061206	0.047644	0.042962	0.041642	0.058256	0.049989	0.031363	0.037626	0.05077	0.033234	0.066472	0.024372	0.033907	0.038375	0.040604	0.069141	0.037439	0.033724	0.054785	0.29837	0.041518	0.028993	0.083352	0.064155	0.047963	0.080349	0.062851	0.038091	0.029675	0.048726	0.033603	0.033012	0.14573	0.040801	0.043362	0.037214
Meth__cg03890877__PTK9L	0.043177	0.022184	0.058292	0.12029	0.066172	0.020999	0.18551	0.031891	0.029142	0.049605	0.028148	0.61522	0.10087	0.032542	0.039854	0.028772	0.036061	0.11083	0.023959	0.13956	0.16039	0.056723	0.048517	0.68863	0.058576	0.48117	0.34058	0.068095	0.057404	0.032929	0.027556	0.035181	0.037349	0.032996	0.48304	0.18621	0.038765	0.048599
Meth__cg02168291__CDH13	0.80182	0.10518	0.77297	0.77721	0.50704	0.77059	0.24662	0.93195	0.06427	0.084976	0.12063	0.83067	0.62766	0.061224	0.071013	0.30828	0.085621	0.08024	0.25261	0.26226	0.15825	0.2241	0.53333	0.90436	0.66994	0.22847	0.11167	0.16795	0.15593	0.067965	0.24111	0.16166	0.10705	0.17943	0.13801	0.75109	0.23887	0.2317
Meth__cg10926623__L1CAM	0.060328	0.03659	0.13713	0.050729	0.053003	0.033717	0.052004	0.11716	0.43825	0.039676	0.03884	0.057658	0.058577	0.024854	0.35293	0.038963	0.073406	0.10185	0.041242	0.1267	0.050938	0.067061	0.18535	0.064701	0.099559	0.059059	0.097116	0.10228	0.080589	0.033859	0.3091	0.036695	0.037079	0.15427	0.081735	0.23493	0.042623	0.061615
Meth__cg07874284__PRPS2	0.56704	0.058171	0.096824	0.083776	0.063553	0.54753	0.06352	0.14557	0.071486	0.46173	0.068334	0.80647	0.45297	0.10126	0.0745	0.052893	0.081518	0.24289	0.18409	0.064343	0.078326	0.53809	0.096071	0.53872	0.62838	0.17462	0.14603	0.40632	0.23096	0.54082	0.073417	0.30303	0.067033	0.048111	0.13899	0.39743	0.064349	0.072581
Meth__cg10805667__FLJ20625	0.047619	0.036854	0.036616	0.030538	0.027912	0.027664	0.043695	0.052856	0.030615	0.032784	0.044854	0.045391	0.095083	0.02349	0.036792	0.027482	0.02933	0.17677	0.022504	0.028141	0.034399	0.033698	0.035578	0.026079	0.072433	0.045929	0.081014	0.10282	0.054555	0.032851	0.030153	0.03177	0.024105	0.030507	0.038781	0.034995	0.032519	0.025735
Meth__cg10090585__COVA1	0.18126	0.056761	0.038837	0.05808	0.044065	0.038064	0.046125	0.057381	0.044096	0.030865	0.048695	0.027371	0.21221	0.05424	0.040084	0.060981	0.066882	0.1218	0.069951	0.049679	0.047296	0.39134	0.032461	0.22638	0.13768	0.072322	0.051491	0.15231	0.090494	0.036149	0.04495	0.058242	0.042729	0.073725	0.086612	0.084199	0.14037	0.043275
Meth__cg03595428__MTCP1	0.63238	0.073376	0.095107	0.091559	0.17762	0.044998	0.12146	0.21896	0.069721	0.056973	0.088517	0.11223	0.13848	0.038686	0.08555	0.33164	0.44043	0.097104	0.088767	0.058122	0.074961	0.6008	0.077662	0.48653	0.13701	0.087033	0.11435	0.24105	0.12562	0.48274	0.027407	0.67626	0.065422	0.20161	0.21848	0.69866	0.38005	0.085513
Meth__cg21142188__ATP7A	0.53124	0.063409	0.065334	0.066372	0.20052	0.057715	0.064128	0.51713	0.48941	0.065297	0.067199	0.055533	0.092699	0.63928	0.46353	0.44246	0.47781	0.267	0.048443	0.079778	0.061685	0.52309	0.070336	0.53207	0.15704	0.061533	0.28332	0.4549	0.35044	0.057807	0.05303	0.3185	0.043566	0.42434	0.094283	0.53908	0.41943	0.056569
Meth__cg00840403__CHST4	0.68798	0.13743	0.64635	0.59808	0.72164	0.17181	0.29794	0.3626	0.13456	0.39528	0.29915	0.15736	0.72158	0.080954	0.15335	0.2376	0.089323	0.11359	0.1217	0.064861	0.3702	0.77542	0.10685	0.72535	0.12549	0.42741	0.14759	0.43117	0.24417	0.10142	0.10629	0.12731	0.0714	0.37496	0.2194	0.7805	0.36761	0.39253
Meth__cg00053647__C7orf28B	0.038115	0.034542	0.059559	0.041712	0.026802	0.036205	0.040281	0.071843	0.035479	0.042955	0.041159	0.039047	0.099737	0.037132	0.051791	0.042157	0.034973	0.12273	0.034707	0.036531	0.043907	0.037036	0.049427	0.030118	0.081725	0.036623	0.045487	0.13898	0.062492	0.027616	0.030129	0.071675	0.031067	0.024632	0.062407	0.036488	0.035079	0.035305
Meth__cg17615007__ZNF134	0.025968	0.015959	0.029149	0.043306	0.01671	0.020589	0.028307	0.052721	0.017221	0.016214	0.022515	0.024148	0.034007	0.011338	0.015297	0.01655	0.016759	0.048457	0.025849	0.029801	0.029365	0.031731	0.027905	0.023134	0.029765	0.019625	0.080836	0.44973	0.018877	0.022054	0.036893	0.019972	0.025122	0.026079	0.02426	0.030433	0.039299	0.01824
Meth__cg09754413__RNF182	0.52061	0.078875	0.88807	0.38098	0.13669	0.043119	0.81428	0.10896	0.16347	0.13314	0.54797	0.14382	0.64177	0.47783	0.14404	0.34766	0.052158	0.11597	0.42179	0.70165	0.70021	0.87644	0.22684	0.75151	0.3453	0.2409	0.43985	0.66826	0.17378	0.05675	0.11934	0.53729	0.077711	0.8306	0.33042	0.083261	0.27329	0.20727
Meth__cg14174099__SLC8A3	0.93505	0.030799	0.97101	0.037643	0.072794	0.58138	0.06282	0.03186	0.041145	0.049264	0.44845	0.029918	0.64616	0.033684	0.044094	0.035667	0.035792	0.11201	0.035598	0.43067	0.041758	0.1017	0.037166	0.19851	0.93496	0.044654	0.065807	0.96189	0.069653	0.033557	0.034865	0.04554	0.025635	0.605	0.071253	0.068282	0.05978	0.040633
Meth__cg10523019__RHBDD1	0.38741	0.29378	0.5372	0.17292	0.028289	0.035746	0.64707	0.053845	0.029574	0.047621	0.053765	0.12852	0.54156	0.026207	0.034104	0.29826	0.03446	0.078996	0.90812	0.030207	0.047841	0.13481	0.43937	0.40612	0.065069	0.65314	0.070616	0.073263	0.094858	0.027141	0.23809	0.89746	0.025026	0.40089	0.025887	0.034372	0.03106	0.3405
Meth__cg08675664__ALDH7A1	0.14198	0.066356	0.88185	0.060548	0.12573	0.050203	0.061157	0.70032	0.055282	0.064831	0.072447	0.026134	0.38095	0.18011	0.060894	0.058953	0.05799	0.11351	0.071636	0.091446	0.061238	0.099011	0.063634	0.095934	0.12685	0.059311	0.090109	0.10335	0.051032	0.057728	0.052565	0.11879	0.056535	0.31554	0.068857	0.063204	0.064608	0.090936
Meth__cg05724065__PHKG1	0.020622	0.026511	0.034904	0.42662	0.17173	0.02882	0.023	0.65511	0.022667	0.029374	0.031873	0.31323	0.11256	0.015784	0.033519	0.070799	0.028997	0.053038	0.016667	0.34072	0.43259	0.78927	0.033319	0.38793	0.15066	0.1711	0.39287	0.082454	0.046785	0.034386	0.62099	0.085268	0.025862	0.048328	0.26257	0.4637	0.032396	0.13811
Meth__cg17166812__NDUFS2	0.054794	0.076204	0.7796	0.40362	0.082996	0.59875	0.028252	0.4427	0.059238	0.15819	0.033123	0.5924	0.55252	0.019692	0.097334	0.03554	0.51934	0.12157	0.17111	0.60312	0.60821	0.24145	0.51534	0.51955	0.42064	0.33425	0.10799	0.061672	0.16592	0.068168	0.12734	0.17616	0.032159	0.03004	0.14572	0.11037	0.10232	0.089542
Meth__cg07293947__SFXN1	0.39563	0.13265	0.93385	0.57156	0.064983	0.19776	0.056538	0.18644	0.049481	0.050917	0.044179	0.40177	0.54961	0.029579	0.078693	0.13145	0.034925	0.089854	0.040359	0.59835	0.27361	0.36529	0.056097	0.075205	0.56626	0.40193	0.070354	0.092017	0.11961	0.022717	0.033047	0.2341	0.029669	0.15475	0.091582	0.040211	0.10336	0.11226
Meth__cg04344997__EMD	0.69451	0.088366	0.12727	0.1439	0.63721	0.053393	0.13674	0.85011	0.10512	0.76433	0.12558	0.14549	0.18768	0.094826	0.10694	0.69129	0.72247	0.28039	0.11684	0.094505	0.12336	0.6886	0.76525	0.72949	0.16483	0.094217	0.1485	0.46611	0.25801	0.60729	0.04864	0.74242	0.085558	0.49658	0.22113	0.73374	0.65075	0.092254
Meth__cg07872652__CNIH2	0.11246	0.11742	0.97101	0.090942	0.068616	0.088866	0.081363	0.083948	0.058783	0.10788	0.091944	0.69163	0.72727	0.97579	0.055992	0.072072	0.073184	0.13595	0.050787	0.83856	0.39876	0.12689	0.074314	0.12508	0.50716	0.39189	0.11901	0.15755	0.18605	0.063286	0.041526	0.10596	0.78287	0.076108	0.11855	0.13248	0.12748	0.12359
Meth__cg11053574__NT5C3L	0.025659	0.021106	0.041009	0.082851	0.02998	0.042406	0.037001	0.054812	0.027077	0.032634	0.032111	0.043786	0.50984	0.021464	0.033069	0.027072	0.023923	0.038705	0.024043	0.041496	0.027006	0.042283	0.031597	0.66536	0.14417	0.062865	0.048873	0.036276	0.045724	0.024304	0.027189	0.016093	0.022364	0.029462	0.061398	0.034532	0.030079	0.042379
Meth__cg01692572__SIAHBP1	0.038123	0.045145	0.4047	0.062333	0.083293	0.056387	0.076846	0.037303	0.083619	0.052586	0.046135	0.25144	0.12588	0.046438	0.077884	0.054462	0.037935	0.060848	0.1538	0.26996	0.080032	0.28216	0.068779	0.1302	0.12409	0.28139	0.08209	0.090196	0.10408	0.034761	0.042062	0.038505	0.052132	0.048275	0.076764	0.075476	0.051846	0.032932
Meth__cg09189428__ZNF278	0.041156	0.068069	0.050845	0.041196	0.025797	0.022794	0.0358	0.033009	0.02688	0.031575	0.037178	0.04009	0.29199	0.021352	0.03583	0.028059	0.028365	0.056403	0.029217	0.032838	0.050325	0.030378	0.53659	0.024141	0.045574	0.030114	0.053193	0.044821	0.045098	0.029153	0.02423	0.43322	0.022497	0.024485	0.059196	0.029999	0.024913	0.027072
Meth__cg13323474__TTC18	0.065403	0.050665	0.070834	0.051438	0.046778	0.045007	0.059374	0.93053	0.050594	0.056243	0.068481	0.14759	0.084144	0.064178	0.059623	0.055429	0.047321	0.089379	0.053423	0.074221	0.059439	0.054732	0.47093	0.046008	0.065562	0.052252	0.069567	0.10632	0.073135	0.28114	0.049735	0.065638	0.054234	0.053328	0.07042	0.058275	0.051985	0.062331
Meth__cg03391040__ZNF420	0.044302	0.034536	0.040632	0.038582	0.027768	0.033863	0.04934	0.03798	0.033628	0.03392	0.037416	0.024105	0.065096	0.028289	0.035031	0.025988	0.03013	0.096331	0.02831	0.032037	0.042547	0.030622	0.043134	0.026485	0.27859	0.040368	0.048723	0.11249	0.10187	0.030714	0.028651	0.032534	0.029534	0.028357	0.043113	0.035356	0.030341	0.034638
Meth__cg09759260__ITGA2	0.037986	0.040643	0.079552	0.051669	0.025083	0.55592	0.041609	0.057247	0.043209	0.036763	0.07006	0.031042	0.08375	0.029135	0.039969	0.028779	0.033685	0.088573	0.030675	0.029102	0.035866	0.063418	0.048341	0.054944	0.078473	0.06605	0.034244	0.062571	0.073622	0.035652	0.034147	0.038913	0.030197	0.023977	0.049145	0.0623	0.045865	0.049826
Meth__cg14892037__SNX12	0.39855	0.024263	0.067465	0.059318	0.28255	0.045472	0.042957	0.043643	0.17732	0.048427	0.041643	0.052388	0.073428	0.25693	0.19416	0.3317	0.37694	0.24467	0.058431	0.062694	0.056525	0.30712	0.11529	0.44262	0.10311	0.061037	0.33152	0.33577	0.2009	0.047804	0.030499	0.26864	0.036426	0.30654	0.18422	0.23028	0.15174	0.042546
Meth__cg01116966__TCF7	0.29582	0.021816	0.30711	0.056336	0.023155	0.62987	0.28248	0.038427	0.020988	0.034332	0.1675	0.017862	0.12615	0.027278	0.021659	0.034669	0.018378	0.035643	0.029488	0.25765	0.02535	0.054086	0.046766	0.29196	0.070231	0.028737	0.023714	0.83891	0.016935	0.032791	0.02527	0.22247	0.01139	0.014548	0.028966	0.018027	0.025386	0.022346
Meth__cg20509080__ARHGEF3	0.036028	0.03429	0.061163	0.03638	0.035775	0.040703	0.047674	0.94139	0.030267	0.032663	0.04218	0.03574	0.067043	0.024337	0.038226	0.040983	0.035712	0.051025	0.028221	0.047026	0.044025	0.035744	0.048255	0.036428	0.049657	0.030183	0.046318	0.10378	0.082521	0.029926	0.029197	0.029937	0.038147	0.021931	0.15174	0.04053	0.028535	0.051533
Meth__cg21712685__UNQ3045	0.046434	0.04306	0.50889	0.058518	0.041605	0.61885	0.093688	0.14421	0.031645	0.042702	0.045603	0.064123	0.39538	0.057493	0.038326	0.86026	0.039921	0.11903	0.11086	0.054947	0.060668	0.043765	0.17914	0.074765	0.041079	0.038582	0.078509	0.18845	0.079435	0.04887	0.038831	0.060926	0.039312	0.039876	0.042503	0.045876	0.043031	0.044983
Meth__cg21888438__MID1IP1	0.57708	0.076484	0.15808	0.067477	0.064673	0.1572	0.10863	0.043569	0.2029	0.28635	0.10525	0.5753	0.51733	0.53577	0.17767	0.064955	0.05407	0.41169	0.04578	0.047347	0.12655	0.47762	0.16874	0.41626	0.10343	0.5446	0.24744	0.47331	0.31632	0.58224	0.046756	0.47434	0.055239	0.064573	0.11795	0.3828	0.2366	0.061978
Meth__cg24068372__LOC349136	0.8477	0.051241	0.93235	0.45726	0.097925	0.63174	0.69218	0.92824	0.059541	0.061344	0.91491	0.50124	0.8908	0.054972	0.065705	0.78863	0.056575	0.174	0.069926	0.81568	0.75095	0.72471	0.06966	0.73136	0.84662	0.07374	0.19202	0.89893	0.097022	0.058381	0.10776	0.12176	0.056617	0.87202	0.25901	0.72422	0.19681	0.49989
Meth__cg01410472__CRISPLD1	0.0654	0.043874	0.85681	0.60379	0.035429	0.43457	0.67575	0.1153	0.027772	0.2652	0.055383	0.23167	0.7894	0.027545	0.30728	0.054689	0.060168	0.17469	0.047962	0.26307	0.054295	0.16215	0.25566	0.04105	0.50885	0.65428	0.46549	0.8487	0.059264	0.034384	0.042865	0.082939	0.35484	0.82948	0.05	0.46402	0.028972	0.050342
Meth__cg15480941__PIM2	0.60104	0.35192	0.79318	0.032323	0.47551	0.043202	0.031966	0.032674	0.52564	0.72049	0.035671	0.72594	0.61134	0.51941	0.48673	0.68699	0.033771	0.32763	0.10983	0.023041	0.037722	0.60709	0.63353	0.56867	0.080345	0.61448	0.42044	0.5313	0.32743	0.6228	0.022449	0.57262	0.031655	0.034919	0.072065	0.55459	0.13373	0.032027
Meth__cg23326785__TMEM25	0.17773	0.0648	0.084953	0.092991	0.050587	0.13852	0.15457	0.072711	0.093389	0.086466	0.057096	0.041788	0.086482	0.075859	0.057606	0.087614	0.085332	0.082519	0.059589	0.35066	0.15211	0.13188	0.084906	0.15315	0.11883	0.10591	0.16643	0.11732	0.093534	0.20969	0.05035	0.14265	0.04611	0.11009	0.043037	0.080632	0.10414	0.079142
Meth__cg19332303__COMMD2	0.058172	0.056988	0.066145	0.053954	0.041731	0.050572	0.060108	0.044768	0.058331	0.055964	0.052389	0.044793	0.068955	0.040605	0.059958	0.036402	0.034951	0.10828	0.04236	0.061055	0.051449	0.058765	0.054209	0.037113	0.34793	0.05853	0.10848	0.14042	0.086082	0.037203	0.036482	0.051216	0.040953	0.034014	0.066639	0.059056	0.053438	0.061306
Meth__cg08872550__CA2	0.32794	0.058366	0.12393	0.20261	0.10177	0.16497	0.14689	0.22042	0.077294	0.047818	0.045223	0.15849	0.31413	0.043011	0.081562	0.081969	0.067918	0.15011	0.034685	0.09065	0.20221	0.44683	0.17496	0.10843	0.17967	0.13066	0.097716	0.39148	0.11276	0.2994	0.076754	0.06371	0.041168	0.11921	0.04603	0.05958	0.069973	0.094479
Meth__cg25317260__PDCD8	0.43316	0.072882	0.066703	0.12405	0.1381	0.052078	0.11104	0.34104	0.076661	0.043452	0.081279	0.076394	0.12222	0.097015	0.067855	0.21079	0.19808	0.10826	0.096855	0.060576	0.064341	0.33492	0.055172	0.29703	0.11348	0.10724	0.15074	0.36953	0.18304	0.29459	0.050979	0.17383	0.082803	0.08502	0.26231	0.46875	0.096459	0.092699
Meth__cg15910208__KLK10	0.085643	0.055867	0.95581	0.50333	0.26313	0.51875	0.48264	0.037851	0.041635	0.08114	0.13663	0.039091	0.89495	0.09518	0.04103	0.61557	0.062531	0.072841	0.042038	0.87052	0.93067	0.62154	0.66336	0.54281	0.66981	0.5322	0.34834	0.9042	0.12569	0.062375	0.034558	0.050064	0.032881	0.94977	0.092333	0.4356	0.27874	0.068856
