Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg06800962__TM4SF1	0.10009	0.078313	0.091478	0.075285	0.16879	0.10368	0.066951	0.053961	0.097168	0.18063	0.15181	0.13165	0.30188	0.09103	0.13012	0.15477	0.11873	0.1444	0.13005	0.25901	0.14823	0.17442	0.08307	0.066552	0.13479	0.17179	0.12656	0.094084	0.11006
Meth__cg04154812__CALCOCO2	0.10316	0.080807	0.1052	0.077931	0.10371	0.12899	0.80262	0.12315	0.1061	0.091949	0.10021	0.09581	0.099247	0.10044	0.095021	0.12751	0.13449	0.11725	0.12413	0.10941	0.1404	0.11866	0.12429	0.096002	0.097895	0.10081	0.12909	0.076412	0.089138
Meth__cg06890553__ZNF223	0.097822	0.079281	0.79006	0.07396	0.053227	0.084743	0.64549	0.083424	0.74871	0.046932	0.11173	0.078816	0.064198	0.11798	0.22249	0.076062	0.088369	0.065969	0.14498	0.081563	0.18804	0.089774	0.06473	0.50951	0.16641	0.091936	0.08396	0.080961	0.064802
Meth__cg18964732__TMCO1	0.067258	0.049654	0.93385	0.045444	0.051022	0.30667	0.07031	0.095639	0.87795	0.092462	0.11572	0.089128	0.066604	0.11722	0.084483	0.094875	0.12437	0.068935	0.13479	0.101	0.15754	0.15251	0.046913	0.097039	0.068457	0.083038	0.077343	0.084453	0.045012
Meth__cg09712527__KBTBD7	0.51917	0.029763	0.036051	0.020427	0.024412	0.036685	0.026752	0.030503	0.035215	0.02241	0.098008	0.024974	0.021301	0.080356	0.023084	0.032186	0.039348	0.026252	0.046396	0.031563	0.24087	0.045201	0.023062	0.024844	0.026855	0.071475	0.029748	0.023354	0.032922
Meth__cg00297584__FLJ42957	0.068555	0.050934	0.68024	0.35158	0.066487	0.061862	0.4674	0.086549	0.057106	0.16307	0.62407	0.075134	0.31746	0.1702	0.060088	0.054098	0.14686	0.28942	0.070898	0.42892	0.87938	0.06476	0.05001	0.13507	0.13774	0.057907	0.10765	0.62389	0.41665
Meth__cg16691616__INPP1	0.020083	0.050768	0.021568	0.022434	0.60404	0.029176	0.019081	0.027808	0.023092	0.036357	0.19616	0.5702	0.01994	0.042406	0.034009	0.034323	0.038597	0.089252	0.027849	0.022019	0.34971	0.041232	0.055988	0.11605	0.91339	0.68588	0.033032	0.034672	0.028064
Meth__cg02810773__ITPA	0.026789	0.015565	0.025691	0.017278	0.024206	0.029746	0.024845	0.47727	0.027432	0.030968	0.046441	0.024354	0.017203	0.066972	0.018801	0.032323	0.02616	0.081078	0.053471	0.031772	0.044061	0.033445	0.026772	0.01756	0.020305	0.041561	0.035062	0.029218	0.029067
Meth__cg04033650__NSUN5	0.048686	0.025784	0.043602	0.028471	0.043279	0.043464	0.37804	0.046484	0.040509	0.043167	0.15212	0.043419	0.035144	0.094968	0.03154	0.043138	0.04507	0.027719	0.049805	0.051364	0.10407	0.071017	0.040772	0.032048	0.041147	0.04808	0.050687	0.047955	0.043971
Meth__cg09816912__MARCKS	0.91854	0.04504	0.047589	0.046857	0.036366	0.068434	0.042588	0.074944	0.050772	0.042979	0.49703	0.048773	0.043719	0.077224	0.043421	0.043701	0.040189	0.044921	0.14431	0.050671	0.35891	0.06279	0.044075	0.047376	0.037866	0.8364	0.27277	0.07333	0.051219
Meth__cg06856528__TMEFF2	0.51451	0.083097	0.49665	0.053589	0.037271	0.87811	0.32069	0.58687	0.90077	0.47739	0.81099	0.054293	0.067046	0.24035	0.85886	0.65844	0.57009	0.41344	0.8661	0.80104	0.86563	0.069072	0.035192	0.13109	0.85876	0.77515	0.86888	0.4165	0.77391
Meth__cg01924993__H2AFX	0.056537	0.020928	0.04219	0.042241	0.023957	0.049799	0.035776	0.029948	0.4543	0.037391	0.058005	0.030958	0.03227	0.072779	0.017359	0.017137	0.042134	0.035589	0.059124	0.041245	0.042463	0.033238	0.049952	0.018038	0.035105	0.090799	0.053439	0.056991	0.042516
Meth__cg20389709__KLF11	0.055435	0.033604	0.40083	0.39273	0.032288	0.052322	0.32384	0.43649	0.052268	0.049703	0.093311	0.040708	0.38857	0.084151	0.050356	0.048464	0.052609	0.054544	0.098209	0.057085	0.31709	0.066548	0.046603	0.45565	0.032353	0.28953	0.071643	0.068202	0.067327
Meth__cg01017147__DNM3	0.91203	0.064695	0.95273	0.53796	0.19398	0.8203	0.94542	0.58	0.11301	0.58535	0.92322	0.047225	0.11499	0.032638	0.45349	0.61229	0.92902	0.94097	0.11614	0.36312	0.66365	0.16922	0.19277	0.45911	0.65491	0.10257	0.88443	0.63158	0.53617
Meth__cg20295671__YPEL1	0.016122	0.018059	0.019201	0.011041	0.015515	0.017828	0.023154	0.46206	0.37964	0.12028	0.22685	0.01363	0.014147	0.041229	0.014442	0.021829	0.019338	0.013777	0.66664	0.047493	0.027979	0.028497	0.015202	0.19984	0.013432	0.032293	0.048609	0.018484	0.020313
Meth__cg18994063__TIMD4	0.42459	0.047759	0.59289	0.26683	0.050082	0.42186	0.1573	0.058894	0.4267	0.060698	0.13494	0.1469	0.087909	0.083951	0.068852	0.07902	0.83333	0.85484	0.062693	0.052632	0.18043	0.092432	0.040194	0.052854	0.12386	0.25469	0.083102	0.41102	0.30503
Meth__cg02499249__RARB	0.44949	0.31166	0.63782	0.30957	0.37309	0.6148	0.87737	0.1405	0.14232	0.18995	0.78952	0.10578	0.08896	0.30745	0.19845	0.45757	0.80696	0.0892	0.68223	0.67388	0.85875	0.18117	0.086096	0.12413	0.24018	0.08915	0.12514	0.33367	0.81379
Meth__cg08491025__SLC16A1	0.14775	0.037629	0.060504	0.023346	0.02386	0.042976	0.0698	0.044583	0.046598	0.037043	0.066771	0.018596	0.030415	0.024801	0.021162	0.043478	0.029515	0.02398	0.96995	0.044006	0.11996	0.036946	0.018665	0.014936	0.032047	0.049122	0.050368	0.03744	0.029652
Meth__cg17718302__HIST1H3J	0.037683	0.030638	0.96437	0.71745	0.15351	0.56176	0.9659	0.94635	0.5356	0.029211	0.50223	0.030692	0.025689	0.35911	0.023484	0.036968	0.95356	0.60413	0.49521	0.36821	0.092789	0.057543	0.82455	0.9675	0.38567	0.48105	0.035367	0.040732	0.034055
Meth__cg11538128__ZNF354C	0.3411	0.039662	0.42772	0.023673	0.026538	0.92049	0.29691	0.042473	0.034506	0.022497	0.76748	0.028823	0.025579	0.081885	0.24824	0.35578	0.741	0.027479	0.83853	0.85919	0.087925	0.083617	0.032161	0.33072	0.26094	0.043846	0.037876	0.033754	0.047652
Meth__cg12439899__TFAP2A	0.045694	0.02733	0.047692	0.036245	0.038457	0.053945	0.11453	0.047021	0.10195	0.031644	0.091145	0.024588	0.029503	0.059166	0.053793	0.04767	0.042526	0.036885	0.88258	0.061104	0.059297	0.076604	0.039045	0.035143	0.030034	0.083597	0.045631	0.061053	0.064607
Meth__cg11668844__MCF2L	0.034627	0.076284	0.056371	0.071603	0.88008	0.15511	0.43522	0.065325	0.11212	0.25772	0.20238	0.50223	0.92133	0.069243	0.12972	0.16451	0.11274	0.039789	0.072732	0.10944	0.17173	0.056807	0.85967	0.033749	0.059231	0.11185	0.070134	0.1218	0.14642
Meth__cg01226811__KCNJ8	0.78177	0.062552	0.48978	0.53771	0.75115	0.85494	0.9076	0.060662	0.43708	0.19334	0.79449	0.67185	0.097639	0.27851	0.15916	0.077664	0.85462	0.86094	0.445	0.82642	0.83167	0.084455	0.06838	0.08604	0.82504	0.32225	0.45234	0.51422	0.60203
Meth__cg00626466__GNS	0.52061	0.10206	0.19648	0.06307	0.33617	0.88945	0.43282	0.08386	0.10396	0.45968	0.35056	0.16818	0.14632	0.16392	0.058985	0.063891	0.34279	0.0824	0.81407	0.86607	0.86335	0.12318	0.089399	0.10033	0.55309	0.59178	0.25528	0.86936	0.87355
Meth__cg15201635__SMPD3	0.024534	0.023603	0.34856	0.30556	0.054589	0.030638	0.3368	0.02772	0.92001	0.02049	0.42816	0.029688	0.032948	0.3011	0.019153	0.029468	0.024723	0.43187	0.040888	0.027655	0.3454	0.040825	0.022572	0.033323	0.021187	0.056621	0.42542	0.26722	0.32376
RS_G7269__HEY2__HEY2	3.6871	0	4.2335	5.6502	1.3674	1.1515	2.5575	1.6937	2.4811	2.5058	0.93292	1.007	0	6.9965	4.8089	0.82328	5.3503	1.4155	2.29	5.3855	0.59431	0	4.2589	0.77271	3.3842	0.64409	6.0077	5.5727	5.2139
Meth__cg02233559__LOC283537	0.030469	0.033032	0.11254	0.024799	0.037084	0.19139	0.037103	0.046185	0.91335	0.016699	0.14286	0.037959	0.032435	0.094233	0.022851	0.030068	0.038991	0.025316	0.087879	0.033976	0.05821	0.04454	0.033319	0.031879	0.03084	0.095698	0.038887	0.037745	0.036053
Meth__cg08527127__C1orf94	0.55969	0.085176	0.90077	0.54252	0.15005	0.11772	0.78273	0.84332	0.25755	0.89986	0.74375	0.13585	0.076334	0.09418	0.073877	0.37123	0.91434	0.91956	0.26383	0.41057	0.86052	0.18044	0.043352	0.13291	0.82339	0.11187	0.88869	0.5842	0.11892
Meth__cg22674717__SALL1	0.83	0.027683	0.82142	0.14007	0.42428	0.58124	0.67567	0.093481	0.79281	0.53909	0.3278	0.031893	0.058559	0.069131	0.90403	0.94086	0.06232	0.78564	0.75325	0.72147	0.84567	0.042171	0.089929	0.11766	0.036499	0.065364	0.87831	0.40983	0.11469
Meth__cg02210123__RHOJ	0.53147	0.066054	0.83874	0.46828	0.089181	0.77798	0.26223	0.10681	0.12463	0.323	0.52915	0.12933	0.097066	0.15688	0.093265	0.20944	0.73425	0.083051	0.13993	0.53605	0.73062	0.073558	0.076003	0.077368	0.41626	0.34056	0.086456	0.71665	0.75144
Meth__cg13700897__RSPO2	0.51887	0.31025	0.7149	0.08137	0.12906	0.23128	0.1321	0.11024	0.42959	0.28861	0.12449	0.11721	0.1476	0.26133	0.083393	0.12314	0.10692	0.78515	0.34101	0.19041	0.15129	0.2989	0.12628	0.16427	0.14594	0.16864	0.091486	0.4274	0.20631
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.69408	0.54129	0.63981	0.67678	0.93712	0.91175	0.89279	0.68426	0.68472	0.1182	0.21361	0.044082	0.6529	0.74426	0.51341	0.80879	0.6894	0.26619	0.72558	0.045866	0.053155	0.32541	0.2685	0.13316	0.90012	0.5842	0.3511
RS_G9463__JPH2__JPH2	2.9164	6.4318	0.050524	2.0686	6.643	0.13498	3.9489	4.1973	3.0619	6.5243	4.1531	6.73	3.4244	3.5498	1.8198	0	0.64612	4.9427	0.41633	1.7217	0.15656	4.5877	0.16338	7.7631	4.0896	5.5659	1.214	1.3387	0
Meth__cg06363801__MOSPD1	0.54331	0.034886	0.040714	0.028665	0.028689	0.037942	0.38019	0.55748	0.035053	0.029485	0.18797	0.36275	0.2535	0.12209	0.034271	0.034678	0.49162	0.49505	0.052323	0.043342	0.37772	0.034575	0.59002	0.031032	0.1872	0.08039	0.46946	0.39351	0.035913
Meth__cg21616088__FBXL4	0.12102	0.066762	0.16508	0.071176	0.23133	0.082192	0.34213	0.081806	0.069694	0.045282	0.13833	0.071314	0.069254	0.10865	0.071178	0.073897	0.13093	0.060842	0.12756	0.11166	0.24574	0.10535	0.074806	0.098327	0.050855	0.24382	0.074514	0.36298	0.095815
Meth__cg21295602__PSMB6	0.011341	0.013056	0.015106	0.012869	0.01068	0.014025	0.039502	0.014071	0.013562	0.0079988	0.033668	0.011833	0.01461	0.022466	0.020281	0.012968	0.032643	0.027159	0.027393	0.015706	0.059076	0.024104	0.011666	0.01348	0.0095206	0.015793	0.014284	0.015654	0.015968
RS_G12365__PIP5KL1__PIP5KL1	3.8726	1.8077	2.7048	3.2152	2.4851	3.6896	2.9426	5.3705	5.4668	3.5827	3.0411	2.4172	3.0142	3.2625	2.5715	2.1711	4.1419	3.1834	1.6469	3.6043	3.2783	3.6177	9.1978	5.9581	2.354	3.0809	5.8063	3.8891	1.8081
Meth__cg15134628__MAPK12	0.092935	0.26078	0.075926	0.18331	0.047721	0.067444	0.16453	0.063685	0.065937	0.16213	0.79897	0.93067	0.092073	0.13954	0.38843	0.65937	0.15473	0.057199	0.11521	0.071042	0.20457	0.28467	0.0623	0.042557	0.045148	0.13573	0.06581	0.05025	0.081243
Meth__cg04394967__RDH12	0.10447	0.034143	0.60722	0.11977	0.093908	0.11532	0.91458	0.19556	0.84854	0.27881	0.48499	0.19489	0.097137	0.066573	0.1404	0.14895	0.59059	0.060387	0.62245	0.12359	0.46441	0.055994	0.053012	0.27295	0.22437	0.15966	0.16559	0.22427	0.16462
Meth__cg20395072__GNPNAT1	0.10584	0.084368	0.40924	0.082127	0.10276	0.13256	0.95063	0.11954	0.092433	0.142	0.17271	0.093694	0.1172	0.17448	0.087464	0.10947	0.10933	0.095065	0.74225	0.11124	0.19954	0.15123	0.082358	0.10657	0.066783	0.31495	0.10548	0.31163	0.11723
Meth__cg03700462__HOXA1	0.95275	0.015658	0.59155	0.64649	0.40793	0.81138	0.036591	0.20787	0.019079	0.020412	0.9121	0.012428	0.016757	0.24016	0.016337	0.023292	0.50746	0.94136	0.82178	0.43747	0.76009	0.060829	0.022495	0.015384	0.93461	0.66462	0.94285	0.68342	0.88521
Meth__cg20520725__HIST1H2AE	0.68511	0.11475	0.11202	0.072243	0.083722	0.40672	0.13377	0.10985	0.74732	0.087904	0.18634	0.072562	0.076255	0.22786	0.11059	0.083731	0.094733	0.80371	0.79344	0.10318	0.14537	0.13671	0.066236	0.33466	0.84664	0.21217	0.08135	0.1065	0.15964
Meth__cg26907768__SLC7A5	0.051804	0.049905	0.36586	0.060578	0.061389	0.057526	0.033606	0.065569	0.060312	0.064792	0.070066	0.055556	0.047732	0.094931	0.053314	0.049269	0.071215	0.144	0.47399	0.37657	0.31109	0.074901	0.13598	0.065241	0.065696	0.28512	0.080159	0.34538	0.24252
Meth__cg06201642__ST6GALNAC5	0.3758	0.04974	0.096771	0.046682	0.05237	0.080059	0.059039	0.084767	0.062299	0.042672	0.85752	0.049547	0.052242	0.071447	0.080451	0.052198	0.33433	0.048051	0.88312	0.4198	0.82741	0.075662	0.047532	0.055733	0.36279	0.10739	0.07361	0.054308	0.060495
RS_G13164__FABP6__FABP6	2.3614	5.0613	0	1.2049	0	0	0	0.68448	0	4.4541	2.3389	0.74174	0	0	3.477	3.3971	0	1.042	3.6119	0.39506	1.3707	1.4427	0	0.53013	6.9112	4.9649	4.3056	0.70066	0
Meth__cg11529128__LHFPL5	0.050328	0.026396	0.23777	0.024574	0.3616	0.037053	0.78524	0.46546	0.40548	0.32549	0.3714	0.093063	0.22104	0.73348	0.027081	0.031018	0.030473	0.064945	0.58342	0.27303	0.76486	0.048846	0.025918	0.058223	0.076911	0.06684	0.04163	0.32696	0.037838
Meth__cg12379775__LOC284739	0.038318	0.17606	0.030781	0.026256	0.91262	0.029098	0.025901	0.034562	0.76141	0.16723	0.37711	0.82612	0.12017	0.040558	0.11433	0.13197	0.026806	0.024887	0.89495	0.019316	0.089805	0.0345	0.02222	0.099072	0.037212	0.065443	0.026538	0.022424	0.029065
Meth__cg01557989__SLC24A3	0.027612	0.8211	0.022911	0.043104	0.84653	0.019666	0.018013	0.68885	0.027193	0.10095	0.47933	0.24515	0.15527	0.03942	0.56991	0.026056	0.025185	0.44139	0.88402	0.026813	0.04031	0.60577	0.42178	0.037054	0.024671	0.028118	0.21829	0.022579	0.051689
Meth__cg25107903__SPAG11	0.43403	0.059275	0.18053	0.16433	0.055349	0.19266	0.20772	0.10287	0.14834	0.14945	0.23495	0.12	0.62381	0.13316	0.082275	0.097497	0.091591	0.84361	0.19628	0.17097	0.23717	0.083809	0.052163	0.074352	0.085404	0.23429	0.10406	0.31662	0.35656
Meth__cg15853125__TIAM1	0.051712	0.053989	0.36248	0.079582	0.94339	0.34799	0.040397	0.098549	0.04384	0.79415	0.072272	0.24934	0.61031	0.079896	0.28745	0.35604	0.057715	0.045038	0.85046	0.13557	0.087928	0.046448	0.28538	0.074151	0.35937	0.34163	0.04285	0.060667	0.065067
Meth__cg13818368__SPAG7	0.024678	0.021493	0.035	0.030722	0.024441	0.037989	0.030941	0.043484	0.031712	0.027983	0.032286	0.031362	0.034671	0.083352	0.027614	0.041912	0.038269	0.034687	0.081626	0.03125	0.046198	0.035525	0.033635	0.022569	0.032736	0.040392	0.033333	0.7047	0.72172
Meth__cg03792653__C20orf77	0.48782	0.037676	0.17021	0.054524	0.60688	0.12165	0.20336	0.33893	0.15164	0.060581	0.62618	0.086803	0.033413	0.11072	0.090963	0.16611	0.064765	0.21041	0.52786	0.44791	0.10972	0.12634	0.036699	0.92672	0.055395	0.14889	0.37144	0.04596	0.087216
Meth__cg00164898__MAPK11	0.047565	0.3592	0.082924	0.090096	0.052636	0.081587	0.043256	0.069716	0.068483	0.066139	0.41898	0.43111	0.063467	0.071175	0.078524	0.084333	0.073898	0.050812	0.14588	0.12746	0.20292	0.16849	0.088681	0.28097	0.081592	0.14817	0.057129	0.052064	0.062842
Meth__cg22950391__ZNF192	0.031818	0.032846	0.032589	0.039329	0.027135	0.03112	0.057443	0.037373	0.035428	0.022717	0.052124	0.03119	0.019822	0.089139	0.031927	0.033333	0.04103	0.039497	0.065729	0.031625	0.04999	0.058019	0.018724	0.037318	0.027342	0.10048	0.038807	0.62242	0.57598
Meth__cg11360768__WHSC1L1	0.050002	0.55344	0.5035	0.023941	0.36653	0.067979	0.28254	0.030744	0.38837	0.065316	0.48883	0.50577	0.38061	0.05169	0.51022	0.49743	0.2256	0.022881	0.038052	0.088754	0.078436	0.092366	0.026236	0.044085	0.41559	0.081329	0.029903	0.033046	0.4011
Meth__cg09306577__MFN2	0.018306	0.017686	0.02202	0.021207	0.020263	0.025427	0.058935	0.03987	0.020297	0.013538	0.034572	0.020903	0.021598	0.024569	0.02225	0.023523	0.02406	0.023733	0.20562	0.02701	0.036447	0.036151	0.023115	0.019706	0.01798	0.027038	0.024909	0.026114	0.02402
Meth__cg16771596__C9orf30	0.056644	0.054083	0.066667	0.065448	0.039594	0.068474	0.057404	0.043552	0.060046	0.057305	0.066412	0.046331	0.031562	0.13781	0.046025	0.054018	0.67187	0.043587	0.18197	0.07942	0.092328	0.087387	0.043466	0.039562	0.044473	0.12031	0.07727	0.067793	0.066391
Meth__cg24482053__MLH3	0.055832	0.04902	0.072467	0.041319	0.046766	0.062144	0.077765	0.056872	0.054401	0.094477	0.35816	0.070799	0.045522	0.052747	0.03863	0.047086	0.1012	0.21878	0.071162	0.055459	0.075597	0.050725	0.044706	0.045691	0.060426	0.049927	0.048389	0.050268	0.057209
Meth__cg19133883__NSFL1C	0.028364	0.020528	0.052291	0.024322	0.024489	0.051742	0.30751	0.077251	0.0262	0.066924	0.084087	0.044838	0.022875	0.097772	0.022719	0.044495	0.032027	0.014834	0.070168	0.039072	0.08285	0.026476	0.022932	0.065569	0.020815	0.087594	0.040301	0.078639	0.054415
Meth__cg14743462__HIST3H2A	0.97834	0.01312	0.024672	0.012731	0.024907	0.4024	0.023807	0.027455	0.59778	0.018521	0.029996	0.022229	0.015041	0.047674	0.020686	0.024202	0.015717	0.91842	0.92925	0.020315	0.035416	0.033242	0.023196	0.21283	0.33321	0.041993	0.033493	0.020341	0.021263
Meth__cg23034818__BTBD6	0.078773	0.60472	0.071657	0.094049	0.23888	0.084477	0.54748	0.13192	0.056676	0.28837	0.25082	0.090473	0.25749	0.094091	0.74038	0.10019	0.15374	0.087596	0.47902	0.12458	0.089531	0.118	0.075679	0.07357	0.10751	0.101	0.11352	0.088711	0.068235
Meth__cg12188860__TOP1MT	0.062679	0.03888	0.8915	0.18936	0.31038	0.22458	0.25071	0.14131	0.04558	0.68665	0.38254	0.045873	0.037389	0.19687	0.35025	0.16217	0.42764	0.3984	0.78213	0.94101	0.38123	0.083369	0.0391	0.1427	0.041261	0.12796	0.95245	0.13675	0.049469
RS_G10165__DEPDC6__DEPDC6	5.8259	6.1946	7.7825	6.0532	2.4574	5.8304	3.868	6.4623	4.9882	3.5353	4.7511	3.252	2.4528	5.9295	4.8614	6.0803	6.7226	5.9242	1.9036	6.7617	6.0819	5.9379	4.7027	3.6608	3.9324	5.5378	6.7571	6.0442	4.9031
Meth__cg18380974__WIG1	0.079974	0.071353	0.1261	0.067096	0.080623	0.078259	0.12033	0.092054	0.084659	0.10275	0.16322	0.071436	0.072913	0.092309	0.099745	0.076182	0.11075	0.14982	0.1072	0.088324	0.16291	0.076189	0.09085	0.10931	0.075595	0.13217	0.08167	0.1037	0.075554
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.12062	0.031701	0.46022	0.19568	0.55807	0.044123	0.42277	0.022518	0.076737	0.053085	0.076754	0.10225	0.42784	0.48116	0.30425	0.31484	0.66994	0.039479	0.91688	0.069801	0.042698	0.071433	0.075516	0.1174	0.064703	0.44524	0.33317
Meth__cg10557828__PLOD2	0.17733	0.34428	0.84018	0.75757	0.045085	0.3045	0.098373	0.76474	0.096752	0.059869	0.097126	0.15086	0.04822	0.12335	0.68266	0.10566	0.7899	0.87942	0.15805	0.77553	0.64271	0.30781	0.0744	0.039385	0.35056	0.15897	0.11762	0.79237	0.83655
Meth__cg04951204__PPP1R9A	0.035442	0.026793	0.03661	0.031826	0.036713	0.037734	0.033548	0.039226	0.063672	0.032279	0.26655	0.021152	0.028479	0.083788	0.027318	0.034328	0.068168	0.029431	0.048506	0.046586	0.12977	0.046942	0.040533	0.03459	0.028161	0.063502	0.037037	0.046159	0.03293
Meth__cg26896762__ISL1	0.90657	0.056597	0.90819	0.65799	0.75567	0.90545	0.8391	0.18086	0.24321	0.13158	0.59009	0.05925	0.37601	0.093541	0.39783	0.25754	0.45048	0.88546	0.66301	0.84106	0.20926	0.094618	0.057434	0.054333	0.67172	0.52668	0.48186	0.89832	0.8553
Meth__cg11521965__PTN	0.90908	0.049189	0.79344	0.053784	0.68448	0.87009	0.90276	0.051856	0.83304	0.41866	0.52133	0.62688	0.12195	0.066036	0.11575	0.17241	0.29391	0.70797	0.2979	0.50655	0.87319	0.088534	0.39417	0.72083	0.26983	0.14866	0.070537	0.12301	0.41454
Meth__cg04605667__SIAH2	0.13023	0.088605	0.086428	0.084158	0.07069	0.091075	0.72147	0.089292	0.1062	0.052058	0.17457	0.096559	0.052242	0.16771	0.053075	0.077848	0.094171	0.084394	0.1538	0.099155	0.17839	0.18729	0.074404	0.073488	0.09207	0.11474	0.10742	0.1096	0.086729
Meth__cg14060836__HBLD2	0.024364	0.016544	0.016447	0.018171	0.01125	0.024124	0.018843	0.013943	0.01656	0.011217	0.024311	0.014795	0.0096149	0.10294	0.010337	0.014812	0.022732	0.0086526	0.065578	0.01929	0.033491	0.040143	0.011547	0.0158	0.012184	0.022152	0.01793	0.015038	0.020405
Meth__cg10857774__DMPK	0.024035	0.034976	0.26771	0.50702	0.11874	0.36504	0.89216	0.39762	0.39984	0.22398	0.059949	0.031695	0.042956	0.2566	0.53814	0.76638	0.93884	0.69299	0.12081	0.61607	0.37861	0.10137	0.50122	0.44638	0.021555	0.1229	0.52165	0.29784	0.52236
RS_G10495__KCNB1__KCNB1	1.009	1.6281	1.3342	0.69095	6.7484	0.95534	1.0196	0.64929	2.7909	4.5119	2.4749	3.1757	1.1316	0.29482	0.20345	1.4521	4.6198	3.3711	0	1.1101	0.45671	2.4428	0.46397	0.1431	4.7037	4.3103	1.4735	1.5389	0.28775
Meth__cg12181621__HIST1H3I	0.65339	0.091235	0.94651	0.79994	0.95282	0.73507	0.94952	0.94219	0.93684	0.085898	0.743	0.07074	0.069962	0.20125	0.074552	0.1135	0.95392	0.94275	0.86845	0.096863	0.63121	0.1522	0.61263	0.093056	0.96363	0.13898	0.096373	0.94145	0.92523
Meth__cg19062189__TMSL8	0.6225	0.039219	0.15572	0.55072	0.056985	0.058327	0.54371	0.64985	0.075355	0.11258	0.25534	0.58823	0.55749	0.29465	0.10667	0.075589	0.61418	0.59476	0.87459	0.045595	0.57879	0.10546	0.050092	0.18331	0.49942	0.042194	0.66592	0.60056	0.054776
Meth__cg00679738__FAM89A	0.83439	0.052309	0.032909	0.54516	0.02266	0.9787	0.19963	0.96884	0.022584	0.03139	0.035965	0.016925	0.016553	0.060236	0.017088	0.028619	0.93125	0.97369	0.031088	0.017306	0.96588	0.05351	0.033076	0.027087	0.49252	0.77447	0.024844	0.81123	0.64755
Meth__cg18540871__FUCA2	0.048891	0.040307	0.073556	0.035584	0.038769	0.076784	0.26817	0.062236	0.04273	0.044144	0.15514	0.057909	0.031765	0.093888	0.03137	0.05045	0.09473	0.041787	0.10184	0.056657	0.16241	0.072396	0.049482	0.035796	0.035866	0.18666	0.042966	0.059829	0.10944
Meth__cg16606638__GALNT4	0.079436	0.077319	0.1819	0.083024	0.35414	0.22825	0.61832	0.067714	0.074178	0.10135	0.16967	0.15194	0.0622	0.098831	0.29373	0.10298	0.15985	0.17438	0.68167	0.1583	0.25429	0.079357	0.055393	0.41218	0.064234	0.21955	0.53753	0.23619	0.22649
Meth__cg14681767__ARHGEF10	0.046954	0.046861	0.055775	0.040274	0.032611	0.051612	0.028596	0.049989	0.066104	0.049017	0.10812	0.036574	0.034622	0.14871	0.040556	0.04676	0.040348	0.032498	0.11388	0.053487	0.12895	0.046368	0.036299	0.058659	0.040274	0.08744	0.84499	0.040559	0.044143
Meth__cg16218254__IMMP2L	0.077117	0.021219	0.15551	0.099934	0.078702	0.20202	0.11639	0.037277	0.021681	0.022122	0.047654	0.027049	0.031265	0.048918	0.056209	0.032276	0.48226	0.035866	0.040412	0.045049	0.15978	0.043619	0.028048	0.022314	0.044325	0.041716	0.048483	0.10537	0.050229
Meth__cg24739326__CHST8	0.89803	0.052684	0.07301	0.068921	0.19204	0.54905	0.377	0.079407	0.90775	0.19817	0.1447	0.10026	0.080226	0.09009	0.046333	0.061677	0.95158	0.051736	0.87915	0.11971	0.42946	0.085064	0.081355	0.058642	0.64848	0.16062	0.55558	0.51748	0.33523
Meth__cg15590780__USH2A	0.83243	0.20216	0.78728	0.8049	0.56308	0.34399	0.44475	0.20933	0.38816	0.099738	0.38116	0.40347	0.60227	0.20374	0.042768	0.058923	0.81852	0.90102	0.6124	0.50598	0.21882	0.30381	0.081135	0.69327	0.087067	0.26648	0.077676	0.69207	0.27266
Meth__cg22511633__TBL2	0.044452	0.020438	0.36543	0.093252	0.25315	0.041093	0.069941	0.30099	0.11731	0.037532	0.060881	0.046313	0.36192	0.048289	0.043813	0.074612	0.42556	0.028571	0.20837	0.1793	0.44088	0.043202	0.021918	0.53199	0.027391	0.024873	0.020135	0.31147	0.049243
Meth__cg09068528__ACADL	0.08331	0.059242	0.834	0.26599	0.5813	0.94684	0.091919	0.95512	0.17972	0.19319	0.84743	0.12969	0.051532	0.12476	0.80262	0.5194	0.95827	0.95715	0.52557	0.92954	0.92491	0.13426	0.069565	0.070888	0.93346	0.80404	0.92721	0.9462	0.91709
Meth__cg09871043__PKHD1	0.18957	0.076952	0.10332	0.073151	0.088207	0.10398	0.25745	0.082903	0.3022	0.091554	0.125	0.22936	0.10187	0.2061	0.064624	0.085386	0.46458	0.077719	0.16239	0.075897	0.15169	0.13624	0.084275	0.52404	0.1801	0.097401	0.088089	0.12076	0.18092
Meth__cg01651364__FLJ23518	0.057832	0.038102	0.051285	0.071049	0.032331	0.86287	0.35407	0.050482	0.036388	0.019684	0.057677	0.032062	0.041499	0.075061	0.036508	0.058669	0.088121	0.066905	0.064622	0.04519	0.38193	0.061668	0.038651	0.035851	0.049698	0.27672	0.042902	0.082175	0.046451
