Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM229PE	SUM52PE	T47D	UACC812	UACC893	ZR751	ZR7530	ZR75B
RS_G1762__MMP2__MMP2	0.4728	0.51784	0.16333	0.14627	1.1858	0.21659	6.7222	10.4729	0.2313	0.53378	1.1497	4.3334	3.1849	4.7367	0.71871	0.74091	5.5154	4.458	10.0294	0.50701	0	0.15291	5.9153	0	0.47804	0.67254	0.71178	8.0913	6.8538	5.4073	1.6774	0	3.3427	0	0.5521	0.75427	0
RS_G12795__NPNT__NPNT	7.6213	2.5915	4.7165	6.7604	0	9.7292	6.8894	0.69471	5.5643	11.2166	9.5247	2.0807	6.5407	4.0569	8.8576	6.2473	0.95379	7.1449	0.13153	7.0112	6.9973	6.7223	3.7574	0.55913	6.476	7.469	2.3733	0.20857	2.0193	2.6366	2.0589	3.9583	5.7569	6.1796	7.4204	7.3885	3.5592
RS_G4919__CTGF__CTGF	9.505	4.4992	0.78195	1.8219	12.8527	0	8.7089	7.2404	1.2136	1.2462	8.3956	5.4822	6.3887	7.5308	2.5085	10.7526	9.5522	5.6891	12.5646	2.5154	1.758	0.22651	5.5647	10.5691	3.2516	1.4824	4.5607	6.2663	7.3857	5.3545	6.591	2.1019	4.4628	6.6375	1.8454	7.6532	1.1337
RS_G692__DKK3__DKK3	0.44322	0	0	0.54068	8.236	0.18041	2.3601	6.9924	0	0.99415	0	5.0446	1.443	0.084903	0.33102	3.855	7.9864	1.2245	6.1166	0.81839	0	5.6363	1.0711	3.1985	0	0.7714	0	6.645	0.60379	5.2981	0	0	0	0	0	0.45814	0
RS_G17280__FSCN2__FSCN2	3.3651	0.14309	2.1833	3.9111	2.8483	1.8836	3.1352	1.6658	0.45642	3.1395	1.1291	0.46463	1.209	0	3.3092	0.69383	0.6566	1.3247	2.9367	5.0988	3.3494	3.4236	4.4486	0	4.1923	3.7905	1.3597	4.1766	7.3988	1.7912	0	4.2797	3.9422	1.9776	4.0247	2.4064	4.0397
RS_G9624__KCTD14__KCTD14	1.3345	0	1.3939	0.15538	1.2875	0	1.4303	0.82766	0.44881	0.39689	4.2721	6.4763	4.9359	1.9413	0.53673	6.991	6.1103	3.674	4.8691	0.92268	1.2413	6.1017	6.5793	8.2157	0.66947	0	0	1.3039	0	0.7793	2.9725	2.6382	0	0.21085	0	0	0.41275
RS_G16329__AC005332.1__AC005332.1	1.4126	6.8891	0.52114	0.61053	0.59991	4.3973	2.5319	0	3.8846	3.0082	0.29172	0	4.0142	0.87419	1.029	1.9266	0	0.30182	0.9157	3.5412	1.9513	1.7228	4.6396	0.58014	2.4085	1.8568	3.5274	1.8698	1.0444	0.87371	0.51986	4.1958	3.3993	3.6659	1.2154	0.93769	1.6357
RS_G7114__DSC3__DSC3	0.49573	0.39677	0.62504	0.63213	0.2795	0.3894	7.5985	4.3602	0.60605	0.84273	0.60086	5.608	7.081	1.5077	0.72148	0.39204	7.2272	8.0574	1.0849	0.31427	0.28104	0.81509	3.5073	0.35268	0.20643	0.58525	0.098493	0.32785	5.5162	4.2751	0.20067	0.45929	0.40609	0.22293	0.80168	0.81169	0.44014
RS_G6735__POPDC3__POPDC3	0.57665	0.54819	0	1.155	5.5701	0	5.6997	0	1.7365	1.6638	9.4619	5.2097	3.2583	5.1209	0.49723	5.0981	5.9485	5.433	2.9252	0	1.0232	0.71731	3.294	5.9295	0.20004	0	2.4234	4.7089	4.6043	3.2768	6.8346	0.44169	0.34616	0	0	0	1.6355
RS_G2659__SYP__SYP	3.41	2.907	4.3066	4.8543	4.6996	2.4778	3.804	2.9368	6.3522	5.1021	3.8879	1.251	3.4948	2.1223	3.2776	2.2882	1.6438	1.1754	1.3775	2.8633	3.5283	8.5045	4.247	2.0866	3.5634	2.0984	3.6742	3.4633	2.7889	2.2011	2.4082	4.2616	8.0014	3.9985	5.6485	1.7103	5.9906
RS_G1589__PGR__PGR	0	0	5.8141	4.6073	0	5.1131	0	0	0	6.0643	0	0	0	0	0	0	0.29135	0	0	5.3098	2.2482	2.7384	0.085527	0	4.3203	0.097528	0	0	0	0	0.84492	7.8522	6.9785	0	6.2611	0.1234	0.35204
RS_G5632__POF1B__POF1B	3.5829	2.9715	6.5667	4.6059	0	3.611	1.8493	0	5.1177	8.4924	0.11745	1.93	0.5287	1.2403	3.8408	0.74799	0.9373	5.002	0	2.5362	5.5091	2.4432	0.41607	0	4.135	0.95867	2.3599	0	0	1.5172	1.4106	1.9519	0.56039	5.9889	5.3682	0.57793	2.3153
RS_G14507__AL133445.4__AL133445.4	3.9862	4.92	6.1168	4.9254	0	3.5289	0.34141	0	2.9907	0.73593	0	0.82434	2.311	0	0.95206	0	0.69544	1.8332	0.44594	2.7258	3.3483	6.6989	2.2186	0	2.881	3.5843	2.2355	0	0.72157	0.58825	0.76526	5.1359	4.5022	3.9357	2.6906	1.8349	0
RS_G13967__SAA1__SAA1	5.8686	2.466	0.66682	0	0.60947	0	5.8748	1.1505	0	0	7.8222	2.818	8.6219	3.2463	0	8.7643	1.3519	8.9175	0	0	0	0.35353	0.28384	2.3174	0	2.2873	2.3878	0.9773	9.2618	9.6673	1.97	0	0	1.6658	2.2783	0	0
RS_G45__SLC7A2__SLC7A2	2.2979	5.257	6.0287	7.8315	0.033499	8.2847	0.21791	3.4194	4.3532	8.2226	3.5612	3.5354	0.61206	0.31931	5.4064	0.37847	1.1688	0.031074	6.2103	6.5939	10.1412	1.0726	2.6761	5.3274	3.6823	0	0	1.1459	2.7482	0.46914	1.0828	0	4.9194	0	8.416	0	7.9142
RS_G17946__SBSN__SBSN	1.9388	3.1448	0.52859	1.4897	2.4916	0.49703	2.2271	6.162	0.70795	2.5177	0.92766	0	4.1818	2.9815	2.0545	2.7617	5.2222	2.5925	7.2725	4.2779	0.48448	1.4125	5.2712	0	1.0301	0.79145	0	2.6291	2.7459	5.4825	0.5273	1.5102	0.73069	2.2246	0	0	0.37031
RS_G11434__CXCL1__CXCL1	1.0875	1.8352	0	0	5.3309	0	8.0658	0.61499	0	0	4.5999	5.3273	7.1028	0	0	0	6.9455	7.0971	0.62898	1.7424	0	0	1.549	4.7342	0	2.9947	0	7.5646	12.5421	4.2032	0	0.63488	0	0	0	0	0
RS_G3929__WNT5B__WNT5B	0.17786	0.10307	1.1297	1.7302	8.87	0.74258	6.8221	4.4856	4.0543	1.1046	0	1.3045	5.6642	0	0.72298	6.0588	4.6812	7.2372	8.6155	3.7836	1.3629	1.0212	4.5464	6.5414	0.86647	0.68258	0	7.6602	1.0118	2.4135	0	0.36393	0.63445	1.4996	0.77869	0.13299	0.87589
RS_G17087__KRT5__KRT5	0	2.3682	3.2544	0.87342	2.2491	1.3894	13.5262	9.5837	1.8734	1.1887	4.0154	14.3688	13.5652	7.6892	1.3019	10.3691	4.1397	12.707	1.2187	4.3174	1.3229	0.60193	13.9607	0.83413	2.4598	5.6981	3.0627	2.8132	13.5919	14.182	8.7706	0.4696	1.6355	4.0164	0.16138	0.81787	1.5571
RS_G18160__AC110754.4__AC110754.4	3.9514	0.83267	6.4627	8.8805	0.22701	6.9764	1.6741	1.5048	2.9835	9.6862	2.0801	1.2005	1.0817	1.1314	1.2745	1.6006	1.8395	0.67116	1.6999	9.1222	7.6365	6.6115	1.3	1.7317	8.7503	0.67996	0.52524	1.0029	1.9295	2.3357	2.9101	7.4037	8.649	0.68639	8.6863	2.1864	4.9591
RS_G2495__BMP7__BMP7	0.16836	6.9255	10.0501	6.3611	0	2.0604	5.351	3.0984	8.6894	4.3807	4.587	3.1715	7.535	3.4675	0	6.6048	4.2437	0	0.6962	11.1485	8.2041	2.153	8.3532	0.37066	5.0916	0	7.9847	3.247	0.39782	1.2355	4.2213	2.7631	7.1515	10.4801	5.1115	0.34651	4.2664
RS_G21531__RAET1G__RAET1G	2.8144	2.9198	0.47879	0.54993	1.5764	0.57314	2.3707	3.0707	2.3424	1.2131	1.9137	2.2095	4.5472	2.9135	2.2515	1.926	1.1822	3.9902	1.8867	2.2481	1.3469	1.073	3.1325	3.5775	1.9008	0.51649	3.4867	1.5783	5.3644	7.7615	3.7997	4.5337	4.51	1.403	1.2429	1.4779	1.1426
RS_G3659__HSD17B1__HSD17B1	5.8365	2.4827	4.4911	5.7119	4.0726	5.4731	3.7446	3.268	6.922	7.5683	4.2638	3.3437	4.3834	3.8508	4.5426	4.2272	3.9286	3.54	4.533	5.73	4.4391	4.5804	6.3999	4.764	4.834	4.7038	5.4724	6.7728	4.8417	4.9203	4.1527	9.086	10.6507	7.7076	5.8783	3.3506	4.547
RS_G13477__EGFL9__EGFL9	0.35305	1.0213	0.17399	0.30014	7.0141	1.1287	6.5699	1.9639	1.6324	3.5774	4.4184	6.5339	5.819	1.846	0	4.6749	3.1119	2.0049	4.3364	3.4908	1.4514	1.356	2.8469	4.4761	2.3108	2.1277	0	7.3809	3.9582	9.0993	6.445	4.0929	3.8002	2.2332	1.9344	0.18287	0
RS_G10165__DEPDC6__DEPDC6	5.8259	6.1946	7.7825	6.0532	2.4574	5.8304	3.868	5.2335	6.7933	6.4623	4.9882	0.51319	3.5353	4.7511	5.9438	3.252	2.4528	5.9295	7.3951	4.8614	6.0803	6.7226	5.9242	1.9036	6.7617	6.0819	5.9379	4.7027	3.6608	2.335	3.9324	5.5378	6.7571	5.7114	6.0442	10.5415	4.9031
RS_G12350__NKX3-1__NKX3-1	4.0111	3.0421	4.5967	3.2193	5.9168	0.20679	3.4163	2.8754	8.2383	2.2197	2.5014	4.5082	5.0436	4.5614	0	2.108	3.6481	2.9619	4.6247	2.6249	2.2666	4.0113	4.4838	5.0431	1.9725	0.74777	3.6696	4.5496	2.7666	4.7663	3.8792	4.0238	4.3938	2.8566	2.1251	0.76005	2.5927
RS_G5077__IFIT3__IFIT3	3.5073	0.42614	0.71146	5.6835	4.0217	0.75143	2.7317	3.1272	0.27072	3.3751	11.1729	5.7703	7.0085	6.9943	4.9036	1.7564	4.5726	10.4635	5.107	2.2909	2.3899	3.8418	1.6975	7.6113	0.82931	0.76318	0.59164	2.3992	5.1299	4.7129	1.908	4.7428	0.32613	0.65473	0.87193	2.3262	1.4226
RS_G9162__DOCK11__DOCK11	3.3426	4.0267	4.5375	2.7208	2.7024	0.34024	4.3328	7.4494	1.6849	1.788	2.5667	0	0.62431	2.1951	3.8459	3.5739	4.3665	3.7025	2.4927	0.82007	0.63048	0.53452	1.5889	3.9354	0.34761	0	5.9918	2.511	1.8637	0.74991	1.3172	3.7762	1.6867	1.3077	2.228	0.61901	2.1907
