Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg01798589__STAC	0.40775	0.055888	0.33598	0.73801	0.17076	0.1859	0.5078	0.18959	0.17414	0.25612	0.49614	0.3848	0.37017	0.76253	0.10344	0.40438	0.098271	0.15934	0.19036	0.27297	0.26719	0.13715	0.17653	0.91251	0.07462	0.26199	0.092414	0.20794	0.090772	0.042413	0.39363	0.092184	0.081425	0.10829	0.065069	0.12448	0.77931	0.38727
Meth__cg18988110__ATAD4	0.036188	0.04799	0.047234	0.039991	0.038218	0.53088	0.039717	0.044991	0.060954	0.041471	0.20909	0.04884	0.087064	0.063848	0.05277	0.098005	0.83068	0.088533	0.11386	0.031105	0.032276	0.0375	0.63678	0.032614	0.31164	0.035007	0.074065	0.15037	0.09736	0.68919	0.071502	0.09646	0.038051	0.04614	0.057468	0.04167	0.036968	0.031184
Meth__cg22401066__SMPDL3A	0.049063	0.038985	0.060254	0.045498	0.047285	0.039163	0.061734	0.06922	0.036602	0.081047	0.051349	0.061957	0.075906	0.047301	0.04158	0.048538	0.043722	0.069736	0.042649	0.039172	0.041243	0.25542	0.070561	0.044595	0.097244	0.04619	0.044436	0.071755	0.04968	0.027066	0.036136	0.041693	0.036193	0.041808	0.067671	0.052079	0.060165	0.049759
Meth__cg24877842__TRAK1	0.037565	0.11983	0.51597	0.12011	0.37759	0.93465	0.4348	0.055518	0.92012	0.19917	0.91072	0.20744	0.91649	0.052498	0.66271	0.45395	0.9406	0.066457	0.34872	0.32593	0.096173	0.05563	0.91469	0.049925	0.038547	0.063018	0.07409	0.58969	0.25198	0.89007	0.061286	0.60397	0.30113	0.035884	0.11558	0.09839	0.40417	0.86247
Meth__cg27212359__FRAT2	0.026836	0.022874	0.10275	0.025622	0.019709	0.022783	0.030413	0.039247	0.02187	0.027421	0.027506	0.10353	0.055034	0.018165	0.023291	0.032687	0.024304	0.029431	0.014721	0.018231	0.029542	0.031777	0.041985	0.01905	0.028628	0.026476	0.062858	0.04906	0.029293	0.025051	0.019276	0.024428	0.017497	0.03113	0.10476	0.028199	0.026221	0.032763
Meth__cg14892037__SNX12	0.39855	0.024263	0.067465	0.059318	0.28255	0.045472	0.042957	0.043643	0.17732	0.048427	0.041643	0.052388	0.073428	0.25693	0.19416	0.3317	0.37694	0.24467	0.058431	0.062694	0.056525	0.30712	0.11529	0.44262	0.10311	0.061037	0.33152	0.33577	0.2009	0.047804	0.030499	0.26864	0.036426	0.30654	0.18422	0.23028	0.15174	0.042546
Meth__cg11214889__CLUL1	0.041391	0.027944	0.072708	0.038262	0.032343	0.29705	0.041673	0.023525	0.02319	0.045957	0.045534	0.029415	0.059021	0.021163	0.035544	0.023269	0.051412	0.054623	0.88483	0.033151	0.041597	0.051926	0.36305	0.033226	0.70005	0.034581	0.06003	0.14515	0.046486	0.049096	0.036057	0.071154	0.028149	0.044546	0.079935	0.041253	0.066431	0.035939
Meth__cg11861730__ETS1	0.91658	0.028466	0.062731	0.27935	0.043268	0.029044	0.32269	0.023461	0.037372	0.048721	0.029429	0.028986	0.070678	0.16406	0.036906	0.023908	0.070609	0.091659	0.049262	0.15794	0.1759	0.8288	0.041281	0.049953	0.10106	0.083978	0.085335	0.65114	0.053607	0.062275	0.02708	0.028614	0.037853	0.16855	0.035026	0.24537	0.080189	0.061649
Meth__cg11946769__NME6	0.037032	0.02268	0.033924	0.26304	0.028399	0.024424	0.046625	0.024322	0.035846	0.039951	0.029718	0.02212	0.076321	0.026449	0.030296	0.028148	0.024345	0.031333	0.02433	0.029023	0.036604	0.034478	0.046079	0.1779	0.054402	0.13723	0.084401	0.047789	0.10466	0.025821	0.024307	0.39962	0.029299	0.027989	0.06931	0.032559	0.026342	0.02396
Meth__cg17084361__CDS1	0.038155	0.038477	0.052056	0.045718	0.027147	0.24795	0.042672	0.047262	0.041943	0.06258	0.029819	0.086377	0.084603	0.027536	0.036506	0.042478	0.032436	0.082858	0.24786	0.024969	0.046109	0.041764	0.073784	0.026023	0.28336	0.049938	0.10648	0.043892	0.062855	0.1518	0.03252	0.063496	0.029237	0.050114	0.064434	0.046204	0.04896	0.040958
Meth__cg03950654__ARRB2	0.031787	0.030024	0.032188	0.031779	0.022637	0.033698	0.033418	0.58704	0.025372	0.041047	0.043299	0.022997	0.069271	0.023257	0.027165	0.031184	0.030511	0.064498	0.034567	0.033391	0.032593	0.033249	0.033513	0.029541	0.070342	0.033142	0.06189	0.071497	0.065564	0.028675	0.036757	0.030581	0.026296	0.026152	0.047619	0.036266	0.030851	0.028369
Meth__cg14823162__POU3F2	0.53335	0.026407	0.96016	0.96979	0.94209	0.027698	0.95902	0.079117	0.022397	0.044339	0.48296	0.22013	0.92939	0.96114	0.14415	0.93094	0.077376	0.12663	0.034683	0.97099	0.74856	0.47692	0.13712	0.028651	0.03626	0.95186	0.032666	0.96257	0.06099	0.20852	0.02718	0.48049	0.026901	0.9699	0.92523	0.96812	0.040059	0.025605
Meth__cg21888438__MID1IP1	0.57708	0.076484	0.15808	0.067477	0.064673	0.1572	0.10863	0.043569	0.2029	0.28635	0.10525	0.5753	0.51733	0.53577	0.17767	0.064955	0.05407	0.41169	0.04578	0.047347	0.12655	0.47762	0.16874	0.41626	0.10343	0.5446	0.24744	0.47331	0.31632	0.58224	0.046756	0.47434	0.055239	0.064573	0.11795	0.3828	0.2366	0.061978
Meth__cg09937039__BATF	0.052232	0.043691	0.05304	0.041803	0.05822	0.35128	0.070551	0.96718	0.82424	0.048704	0.89918	0.073694	0.081862	0.6954	0.63978	0.94482	0.94856	0.054771	0.30425	0.026609	0.051861	0.95396	0.91751	0.041691	0.84057	0.11645	0.085787	0.52979	0.055943	0.66511	0.95144	0.74989	0.032702	0.27885	0.18147	0.044647	0.041622	0.0977
Meth__cg18110535__LPIN2	0.080946	0.15857	0.3232	0.18731	0.15763	0.048114	0.62387	0.3785	0.49066	0.3036	0.048808	0.81708	0.31491	0.47468	0.55112	0.28002	0.049274	0.62632	0.04184	0.51251	0.27382	0.48198	0.059187	0.41155	0.076902	0.11809	0.16981	0.13693	0.18982	0.050585	0.38422	0.09706	0.44305	0.57355	0.54586	0.33982	0.061566	0.098138
Meth__cg16352283__FAM46B	0.048601	0.050233	0.3405	0.22418	0.080369	0.94352	0.040625	0.057235	0.9491	0.93356	0.93061	0.80613	0.89438	0.58123	0.72996	0.73213	0.75608	0.4166	0.66037	0.85402	0.86939	0.15292	0.040773	0.23661	0.86342	0.20273	0.19976	0.092813	0.060462	0.13095	0.19804	0.80323	0.054943	0.027302	0.054619	0.061028	0.41939	0.68779
Meth__cg14605021__FGF20	0.10524	0.034945	0.23711	0.93103	0.13532	0.92773	0.92244	0.95651	0.28184	0.077901	0.94251	0.7036	0.11765	0.079222	0.26765	0.90928	0.078464	0.11086	0.46456	0.52906	0.53847	0.48482	0.91779	0.13282	0.91888	0.74797	0.065574	0.89136	0.089178	0.62789	0.56263	0.12351	0.10618	0.12239	0.12485	0.68306	0.74705	0.79989
Meth__cg26894575__S100A4	0.022274	0.022516	0.62515	0.12479	0.10473	0.9203	0.023276	0.030791	0.16059	0.024737	0.8913	0.073987	0.22382	0.30099	0.13156	0.22488	0.52425	0.079678	0.025262	0.18871	0.27949	0.5278	0.17207	0.022522	0.18152	0.01961	0.02986	0.92867	0.032712	0.021978	0.41803	0.048797	0.022139	0.0184	0.025631	0.074371	0.26889	0.15981
Meth__cg10688991__DLX3	0.026993	0.026488	0.02806	0.024819	0.021609	0.95074	0.0288	0.032941	0.025792	0.02183	0.038336	0.028624	0.47622	0.019492	0.023509	0.042142	0.025973	0.059933	0.051161	0.02258	0.029232	0.025887	0.051397	0.019522	0.69906	0.024289	0.054361	0.13357	0.080332	0.030852	0.02895	0.058727	0.023094	0.041929	0.093033	0.025806	0.023467	0.031322
Meth__cg10501128__FLT1	0.037101	0.042476	0.18557	0.036963	0.024731	0.51835	0.045839	0.052079	0.029389	0.04267	0.052557	0.05421	0.087704	0.031042	0.036706	0.03894	0.040067	0.053319	0.066478	0.15764	0.065036	0.055767	0.042103	0.024061	0.34103	0.045334	0.045991	0.39395	0.12072	0.035057	0.034379	0.038808	0.039323	0.050913	0.11551	0.034605	0.05702	0.061115
Meth__cg04739570__PODXL2	0.066825	0.058281	0.60351	0.069193	0.044006	0.67678	0.67613	0.052799	0.065917	0.084987	0.055498	0.61847	0.79551	0.0417	0.052468	0.11182	0.55203	0.18264	0.32317	0.71109	0.28045	0.060963	0.8478	0.097177	0.84827	0.73387	0.12336	0.89681	0.098513	0.062706	0.36705	0.083231	0.071464	0.070805	0.12386	0.068793	0.058443	0.05713
Meth__cg25662535__ART5	0.05864	0.053529	0.25866	0.20637	0.053323	0.56284	0.15088	0.54651	0.080136	0.052202	0.18371	0.065794	0.63093	0.038294	0.077714	0.87493	0.57293	0.072796	0.45843	0.47961	0.080116	0.66194	0.19682	0.04792	0.6435	0.73927	0.080678	0.85587	0.11895	0.11665	0.15571	0.43086	0.038725	0.5589	0.12231	0.047501	0.15265	0.16022
Meth__cg24424381__PEX11A	0.089511	0.056338	0.060959	0.44298	0.081081	0.055615	0.056644	0.061267	0.12479	0.077559	0.035714	0.077298	0.099895	0.083744	0.087299	0.050523	0.065277	0.078566	0.066484	0.05665	0.066631	0.061401	0.066579	0.03801	0.091021	0.074637	0.084975	0.11212	0.11181	0.040479	0.064661	0.074451	0.064026	0.10573	0.14634	0.071278	0.057838	0.069481
Meth__cg16221059__PLS3	0.056314	0.039921	0.04572	0.046808	0.058762	0.033043	0.078294	0.042657	0.042063	0.077511	0.037135	0.019971	0.099745	0.71989	0.052313	0.048394	0.1212	0.07502	0.024477	0.61928	0.88016	0.1364	0.10365	0.4695	0.049249	0.043355	0.21578	0.2512	0.073839	0.048688	0.034555	0.041643	0.037923	0.26528	0.042883	0.4384	0.067225	0.038261
Meth__cg03717979__MSX1	0.041866	0.040405	0.95938	0.44024	0.63399	0.07746	0.94918	0.94094	0.050841	0.51928	0.035478	0.56395	0.89579	0.81763	0.49207	0.92889	0.36494	0.1307	0.57364	0.63684	0.84598	0.037398	0.13781	0.046866	0.89682	0.6054	0.074684	0.91319	0.14792	0.037803	0.028587	0.035677	0.029888	0.21323	0.089823	0.04838	0.50705	0.62672
Meth__cg09350141__PPM1F	0.056661	0.15811	0.053496	0.0881	0.1071	0.080918	0.17071	0.12901	0.044897	0.075494	0.042305	0.28668	0.13623	0.041263	0.053515	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.18381	0.46466	0.057781	0.30756	0.082616	0.11876	0.062082	0.095373	0.08125	0.43918	0.14114	0.045581	0.1024	0.095402	0.070362	0.07247	0.1167
Meth__cg08775230__C11orf52	0.15705	0.090283	0.11342	0.13866	0.069693	0.60713	0.13002	0.09136	0.091926	0.1354	0.080691	0.24213	0.19243	0.12631	0.062945	0.090618	0.67964	0.16026	0.29634	0.1241	0.14394	0.15735	0.57095	0.13317	0.60424	0.14157	0.18984	0.14716	0.1012	0.8496	0.08232	0.27826	0.067185	0.11087	0.096774	0.072299	0.14078	0.16807
Meth__cg13959523__CHST8	0.85996	0.039573	0.51275	0.049191	0.036595	0.18927	0.46472	0.70799	0.06745	0.037418	0.81051	0.18785	0.10946	0.028494	0.079053	0.14281	0.098226	0.10588	0.03743	0.04191	0.12565	0.87329	0.13663	0.059168	0.44803	0.039927	0.075756	0.71441	0.034727	0.033522	0.038504	0.056647	0.030749	0.29026	0.094459	0.54091	0.51636	0.36706
Meth__cg21553524__MGC33926	0.086806	0.010779	0.98333	0.010694	0.018965	0.97572	0.71757	0.60544	0.011836	0.015707	0.73188	0.048641	0.85713	0.019423	0.012489	0.023074	0.021875	0.012613	0.013514	0.98738	0.97631	0.19372	0.23396	0.5681	0.97466	0.013873	0.044646	0.95806	0.031951	0.014073	0.014499	0.064597	0.016598	0.56866	0.042459	0.018183	0.11393	0.27407
Meth__cg23799276__NUP210	0.081755	0.083301	0.086868	0.078426	0.047744	0.68181	0.11655	0.18176	0.08311	0.082918	0.55181	0.071611	0.11624	0.039628	0.099638	0.12276	0.14884	0.083385	0.35774	0.05884	0.12075	0.068555	0.16491	0.18291	0.093512	0.083659	0.10725	0.12371	0.10643	0.18337	0.055287	0.11634	0.058412	0.052595	0.15958	0.069522	0.079156	0.074449
Meth__cg21094154__TNFSF11	0.15516	0.12349	0.19919	0.25304	0.089754	0.1151	0.16357	0.63327	0.28932	0.16861	0.43652	0.65955	0.2884	0.20582	0.24498	0.55016	0.70551	0.10674	0.1881	0.076174	0.17964	0.30939	0.23208	0.75188	0.16989	0.11537	0.14073	0.13738	0.12044	0.06226	0.82343	0.26914	0.10255	0.20771	0.16105	0.37284	0.18948	0.10703
Meth__cg06436504__DOC1	0.079046	0.056552	0.062893	0.12424	0.12288	0.87227	0.19875	0.94964	0.88928	0.13671	0.7351	0.39849	0.18633	0.2574	0.65473	0.18136	0.89733	0.78138	0.87068	0.23943	0.088829	0.45184	0.89468	0.096903	0.86003	0.095732	0.32077	0.35787	0.18246	0.90932	0.91649	0.92343	0.057293	0.04387	0.1735	0.066534	0.075999	0.12581
Meth__cg04801003__ANTXR1	0.14629	0.069072	0.072123	0.059206	0.036039	0.035174	0.069569	0.05381	0.029229	0.033748	0.068689	0.036624	0.063301	0.06186	0.044887	0.034888	0.039112	0.11977	0.029895	0.075535	0.29205	0.047428	0.046868	0.050015	0.10275	0.054778	0.054732	0.13966	0.072173	0.032356	0.031906	0.026877	0.032201	0.19732	0.093782	0.079102	0.037912	0.039677
Meth__cg07625840__PRSS12	0.78557	0.068013	0.92597	0.48408	0.48724	0.60196	0.32445	0.083272	0.07415	0.062998	0.068316	0.10593	0.4417	0.073767	0.071972	0.065336	0.06546	0.19292	0.069699	0.37973	0.17078	0.90206	0.071536	0.8422	0.091987	0.077609	0.16075	0.88095	0.20119	0.0683	0.045638	0.11466	0.05449	0.92884	0.82811	0.077884	0.088071	0.1127
Meth__cg08016383__ADAMTS17	0.037282	0.04519	0.36009	0.051874	0.046604	0.31104	0.049989	0.34222	0.035785	0.045656	0.083771	0.054869	0.073367	0.051187	0.035347	0.034938	0.083373	0.094781	0.11657	0.036478	0.051005	0.031454	0.047476	0.074686	0.12999	0.048032	0.079	0.89942	0.14465	0.19627	0.14047	0.051553	0.036932	0.033165	0.068434	0.041546	0.039635	0.040142
Meth__cg03003745__UNQ473	0.023829	0.021727	0.24205	0.03205	0.024317	0.76967	0.032516	0.94579	0.87651	0.028213	0.33372	0.36855	0.11754	0.015164	0.62171	0.24389	0.92538	0.28638	0.020053	0.022614	0.023669	0.036617	0.83669	0.020176	0.10883	0.025744	0.030464	0.069658	0.10154	0.58374	0.10797	0.067347	0.018647	0.049721	0.12986	0.020689	0.024956	0.018402
Meth__cg01049530__BMP3	0.049387	0.047944	0.97738	0.058933	0.082549	0.60174	0.89559	0.073241	0.048817	0.070554	0.93429	0.11499	0.096083	0.056832	0.052821	0.06207	0.091068	0.081071	0.05258	0.94552	0.88879	0.66492	0.11498	0.062527	0.60525	0.05103	0.82813	0.94535	0.073052	0.054823	0.05144	0.10871	0.046918	0.96188	0.4843	0.056976	0.62491	0.62841
Meth__cg00105253__NUDT14	0.051858	0.050274	0.048915	0.18876	0.044749	0.072745	0.052332	0.033378	0.053236	0.078517	0.041672	0.26043	0.042673	0.038698	0.052408	0.048154	0.044478	0.083333	0.032647	0.038572	0.055229	0.2582	0.048796	0.05582	0.060703	0.10507	0.04577	0.070536	0.075732	0.044124	0.035238	0.045977	0.054337	0.070107	0.032022	0.061714	0.043568	0.046191
Meth__cg25729068__MTAC2D1	0.043736	0.042711	0.065976	0.040705	0.062532	0.45352	0.055631	0.10696	0.12297	0.04501	0.061615	0.084744	0.16591	0.042383	0.11036	0.043988	0.086904	0.068333	0.045651	0.068149	0.042796	0.059658	0.075656	0.030313	0.24331	0.046327	0.063142	0.080898	0.0752	0.045063	0.035001	0.058481	0.03951	0.058308	0.025587	0.047828	0.041266	0.21266
Meth__cg19258882__ERBB3	0.039942	0.036267	0.053322	0.063007	0.066172	0.13329	0.047175	0.056798	0.04483	0.071361	0.046058	0.17765	0.071405	0.026029	0.040339	0.076534	0.088053	0.031152	0.14355	0.06331	0.03822	0.37777	0.065654	0.041971	0.12185	0.038808	0.038691	0.051876	0.044444	0.068946	0.071797	0.42133	0.078845	0.037677	0.060111	0.049906	0.03682	0.037791
Meth__cg07408740__OGDH	0.098194	0.085573	0.09206	0.11141	0.1206	0.88218	0.57542	0.8921	0.24561	0.11485	0.38082	0.17523	0.48876	0.093742	0.21611	0.15348	0.081979	0.13724	0.088368	0.069114	0.10553	0.16616	0.20705	0.074488	0.18149	0.097212	0.19107	0.20541	0.1626	0.39404	0.17874	0.12798	0.13036	0.47363	0.21852	0.086835	0.1208	0.278
Meth__cg15536490__TFAP2C	0.059396	0.18763	0.90018	0.6959	0.077408	0.5813	0.31737	0.097177	0.064123	0.59638	0.088887	0.14152	0.70011	0.14539	0.075386	0.87556	0.085656	0.055352	0.19264	0.52182	0.4541	0.54563	0.75795	0.50407	0.58258	0.15627	0.071632	0.10173	0.22787	0.064712	0.052081	0.63587	0.61247	0.53061	0.071436	0.050237	0.65072	0.59185
Meth__cg08190044__ATP8B2	0.067983	0.34769	0.9488	0.30892	0.25538	0.054074	0.052626	0.054792	0.33141	0.086024	0.21054	0.37507	0.94733	0.18128	0.26957	0.79764	0.048989	0.20481	0.067069	0.57806	0.64864	0.69068	0.098316	0.24145	0.64395	0.12301	0.10675	0.94104	0.2307	0.058024	0.062932	0.078603	0.0615	0.97503	0.67622	0.58311	0.073589	0.068075
Meth__cg06649520__ARFIP1	0.031705	0.025455	0.16542	0.036077	0.019699	0.032141	0.036166	0.57494	0.025772	0.036163	0.037997	0.024958	0.28177	0.021994	0.034497	0.060518	0.023214	0.048904	0.031907	0.024593	0.028378	0.030825	0.028647	0.026047	0.058893	0.029681	0.053078	0.067121	0.085066	0.029737	0.024751	0.025414	0.028547	0.034267	0.053568	0.033459	0.032262	0.03664
Meth__cg26781886__EMB	0.050262	0.047916	0.10101	0.46799	0.034944	0.22899	0.4639	0.57331	0.070146	0.056002	0.28988	0.22353	0.084088	0.048669	0.071429	0.48142	0.051394	0.085444	0.044077	0.048127	0.054462	0.06919	0.065374	0.051345	0.06891	0.13697	0.075395	0.10573	0.074373	0.057915	0.052356	0.052334	0.058472	0.060878	0.070609	0.064116	0.074225	0.060251
Meth__cg13794888__RNUT1	0.073685	0.070883	0.083143	0.6934	0.30232	0.049213	0.074253	0.098152	0.062044	0.069888	0.073051	0.03029	0.6326	0.56246	0.25742	0.062086	0.060068	0.11336	0.059598	0.61962	0.64267	0.14425	0.06178	0.054646	0.14743	0.62673	0.091897	0.086771	0.071663	0.052397	0.053451	0.05947	0.05103	0.053678	0.10141	0.43058	0.056595	0.058736
Meth__cg21183872__LONRF3	0.85863	0.060117	0.076542	0.081057	0.28099	0.66247	0.1008	0.33367	0.36836	0.050975	0.28812	0.10796	0.099384	0.063984	0.36246	0.88125	0.26214	0.13638	0.22302	0.90716	0.90188	0.52039	0.080528	0.87679	0.1383	0.058422	0.25956	0.81918	0.13705	0.44308	0.046078	0.23334	0.039087	0.88408	0.72224	0.5219	0.29935	0.07512
Meth__cg07109801__C3orf60	0.22273	0.64961	0.24165	0.32833	0.16563	0.8661	0.31254	0.4125	0.20738	0.41412	0.17054	0.82286	0.3617	0.65655	0.28198	0.64044	0.19796	0.080306	0.43944	0.34832	0.067425	0.19183	0.8593	0.45428	0.49242	0.044177	0.1808	0.067959	0.45998	0.031222	0.43852	0.077634	0.23589	0.059252	0.060997	0.47998	0.040266	0.059647
Meth__cg21922841__SLC9A3R1	0.044974	0.018208	0.20621	0.02608	0.027716	0.39734	0.06852	0.28439	0.028047	0.037116	0.085945	0.079541	0.079498	0.027572	0.034164	0.094118	0.19259	0.042213	0.028081	0.10669	0.057086	0.49124	0.031565	0.11855	0.18491	0.069953	0.057045	0.178	0.027038	0.022754	0.03042	0.039804	0.017868	0.037247	0.055263	0.018286	0.026066	0.026496
Meth__cg03020597__SLITRK2	0.50341	0.056474	0.37811	0.56643	0.060145	0.77923	0.66144	0.89596	0.075009	0.031888	0.81417	0.60906	0.11995	0.056407	0.062595	0.23094	0.16237	0.079552	0.095371	0.10374	0.10885	0.17735	0.042315	0.37363	0.21287	0.069131	0.13872	0.11129	0.080742	0.18795	0.051107	0.31985	0.055982	0.094702	0.18059	0.040392	0.098337	0.205
Meth__cg15321211__HNRPF	0.11341	0.11365	0.068235	0.093893	0.12283	0.18765	0.16719	0.06077	0.38458	0.58098	0.13109	0.74696	0.20806	0.067259	0.344	0.12905	0.065283	0.12856	0.58557	0.089875	0.076433	0.47576	0.54213	0.10361	0.18355	0.10691	0.50527	0.13825	0.099764	0.085665	0.10547	0.38788	0.11551	0.12386	0.40103	0.10672	0.14123	0.13374
Meth__cg13216303__ILF2	0.041893	0.037498	0.048046	0.048791	0.029254	0.53123	0.043261	0.039902	0.035406	0.039699	0.46997	0.034877	0.10255	0.031757	0.042583	0.039788	0.057624	0.093696	0.035189	0.03433	0.041348	0.043913	0.042065	0.039665	0.14257	0.045794	0.076939	0.051248	0.057136	0.03187	0.064292	0.027574	0.036049	0.035384	0.053808	0.67815	0.039725	0.043353
Meth__cg02848777__TLL2	0.050466	0.042937	0.057434	0.047587	0.050234	0.036611	0.04998	0.076239	0.045355	0.045551	0.049861	0.062591	0.065243	0.027284	0.040042	0.051301	0.0489	0.12158	0.049976	0.04237	0.058777	0.034154	0.04737	0.024556	0.87833	0.049025	0.11701	0.20071	0.074523	0.042461	0.037132	0.027554	0.035341	0.036851	0.069791	0.046528	0.042303	0.060899
Meth__cg16749578__NR2F6	0.047014	0.13776	0.097011	0.18009	0.040287	0.5636	0.40436	0.58969	0.71046	0.19748	0.71566	0.31389	0.35272	0.12162	0.60531	0.77029	0.13821	0.17449	0.77832	0.34266	0.32035	0.14083	0.50498	0.036552	0.24356	0.20468	0.091373	0.53346	0.10127	0.6676	0.79278	0.5472	0.061603	0.054052	0.18698	0.041777	0.090986	0.077044
Meth__cg26774312__CAV2	0.021488	0.22452	0.021596	0.34431	0.259	0.018965	0.14185	0.010472	0.36743	0.023078	0.022347	0.034905	0.036884	0.20873	0.2897	0.016854	0.015186	0.03862	0.021988	0.017224	0.023027	0.69439	0.023475	0.021855	0.077826	0.020207	0.035278	0.14527	0.059563	0.016149	0.022044	0.036405	0.02518	0.026863	0.27991	0.032106	0.21346	0.091704
Meth__cg24641737__DENND2D	0.040889	0.022389	0.93394	0.34975	0.24246	0.54615	0.14287	0.94471	0.88638	0.077837	0.91736	0.62861	0.38099	0.26727	0.83554	0.79976	0.95788	0.59052	0.2378	0.94132	0.81218	0.10419	0.50944	0.053168	0.50263	0.73369	0.21096	0.78259	0.074148	0.45724	0.85122	0.25964	0.029601	0.036459	0.28672	0.046181	0.28904	0.53983
Meth__cg07908874__TUBGCP2	0.065288	0.074307	0.89045	0.49069	0.14346	0.89734	0.066634	0.64783	0.21378	0.079362	0.22934	0.66604	0.11107	0.045545	0.20721	0.11607	0.81098	0.11559	0.85596	0.16372	0.080597	0.085484	0.8779	0.078094	0.84344	0.083305	0.23253	0.072633	0.13885	0.42263	0.10951	0.86493	0.063749	0.049729	0.074136	0.83956	0.064022	0.058976
Meth__cg18851831__DYRK1B	0.081268	0.072079	0.67812	0.063353	0.11148	0.072289	0.057291	0.034199	0.064366	0.12099	0.49103	0.66555	0.68821	0.04836	0.087508	0.062767	0.66373	0.59854	0.93642	0.06046	0.060853	0.049735	0.082756	0.052932	0.080184	0.076153	0.078246	0.14588	0.071058	0.045673	0.93134	0.89045	0.95378	0.070407	0.067048	0.93112	0.67355	0.37011
Meth__cg01405761__MGC34646	0.54594	0.014283	0.69218	0.025292	0.013815	0.23357	0.59516	0.26925	0.015937	0.017103	0.3788	0.6043	0.42727	0.015208	0.016096	0.019143	0.57962	0.032729	0.014688	0.033805	0.11494	0.65877	0.031548	0.030573	0.23219	0.021092	0.025386	0.67182	0.02259	0.017007	0.023751	0.015093	0.016527	0.2592	0.057914	0.055625	0.051028	0.020346
Meth__cg25738273__DUSP26	0.17252	0.025147	0.96045	0.061905	0.040491	0.77932	0.94159	0.50485	0.028461	0.027869	0.70286	0.046817	0.93955	0.020912	0.26017	0.76786	0.051742	0.071059	0.044818	0.88197	0.86249	0.037962	0.088696	0.024826	0.88973	0.040061	0.038212	0.93332	0.073353	0.038538	0.032121	0.028315	0.025579	0.78773	0.066944	0.025762	0.036364	0.29212
Meth__cg06668073__C20orf42	0.90337	0.23621	0.071409	0.11402	0.16595	0.35316	0.59099	0.029798	0.10216	0.11498	0.069126	0.068892	0.21828	0.084016	0.12421	0.075404	0.050772	0.093868	0.054367	0.38659	0.16042	0.29746	0.25111	0.075731	0.078561	0.094229	0.22968	0.71898	0.12871	0.1113	0.052595	0.064689	0.078411	0.62276	0.1239	0.093095	0.12292	0.10998
Meth__cg02774439__HAND2	0.92696	0.056757	0.67065	0.93519	0.52137	0.051204	0.87441	0.42387	0.061265	0.06042	0.053218	0.12877	0.69848	0.36333	0.23613	0.082824	0.40627	0.1032	0.14743	0.85356	0.80055	0.91523	0.053735	0.88157	0.81346	0.75534	0.34389	0.85131	0.064165	0.047154	0.036746	0.14737	0.52457	0.9242	0.43971	0.91076	0.73893	0.9004
Meth__cg19423014__RNF152	0.047307	0.096016	0.92266	0.042115	0.31479	0.85226	0.054559	0.095238	0.86525	0.16386	0.81947	0.83857	0.42596	0.052218	0.76048	0.68033	0.16903	0.34463	0.3253	0.14243	0.11408	0.080481	0.90972	0.051602	0.86718	0.084337	0.081509	0.082938	0.043608	0.039388	0.064165	0.94652	0.032335	0.039604	0.1592	0.18546	0.029117	0.065779
Meth__cg27126442__FLJ20184	0.081941	0.066341	0.17098	0.084869	0.053488	0.80101	0.073547	0.095299	0.13611	0.062922	0.57705	0.081641	0.12647	0.054059	0.13255	0.089744	0.85559	0.12773	0.39584	0.067985	0.086515	0.23888	0.80539	0.053443	0.74841	0.058101	0.21432	0.10521	0.084814	0.76319	0.10908	0.56547	0.066278	0.086997	0.23375	0.081263	0.072746	0.077057
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.87902	0.69408	0.54129	0.63981	0.67678	0.93712	0.058125	0.91175	0.89279	0.68426	0.68472	0.14937	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.51341	0.75802	0.80879	0.6894	0.26619	0.039024	0.72558	0.045866	0.053155	0.32541	0.03223	0.027473	0.2685	0.13316	0.90012	0.5842	0.3511
Meth__cg23861715__CDC14B	0.12204	0.098277	0.071474	0.098047	0.15645	0.066817	0.086423	0.049845	0.097753	0.063388	0.093581	0.14421	0.088823	0.074804	0.078878	0.05044	0.052662	0.13124	0.15186	0.10572	0.09595	0.87412	0.14975	0.06911	0.1227	0.13209	0.20145	0.2121	0.12944	0.068973	0.05017	0.71686	0.07517	0.060526	0.15168	0.09287	0.095301	0.070799
