Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.10262	0.34629	0.22203	0.133	0.10207	0.37109	0.094939	0.35276	0.22603	0.18935	0.51375	0.087093	0.1018	0.2648	0.14143	0.11197	0.11957	0.12972	0.22241	0.22985	0.12823	0.25443	0.13156	0.20636	0.08948	0.099825	0.11803	0.11347	0.25872	0.14782	0.13556	0.09164
Meth__cg15835825__HTR5A	0.48817	0.021318	0.37036	0.033924	0.023469	0.38002	0.10816	0.25905	0.051796	0.068626	0.95032	0.94695	0.95482	0.066494	0.045872	0.029224	0.087145	0.19671	0.58156	0.034611	0.047394	0.90975	0.047415	0.046015	0.84146	0.096713	0.021488	0.044247	0.04272	0.022528	0.47019	0.071116	0.46369	0.25661
EA_G__OBFC2A	8.663	7.6101	9.2122	5.7752	5.5617	8.0921	4.5264	8.1177	5.6774	5.6037	7.6901	8.7656	8.7563	5.6341	6.3893	8.8214	9.7788	7.8827	9.2412	6.7442	8.2834	9.4543	5.5142	6.1973	6.3699	6.996	8.5565	8.4307	9.0169	7.9834	6.1808	5.7689	6.4453	5.6546
EA_G__PLCH1	5.2438	7.5273	3.3755	6.9586	6.0596	3.9486	8.0482	4.651	7.1018	6.6251	5.4736	4.4941	4.4556	7.9462	8.1232	5.2036	3.6959	6.6154	3.6139	6.832	4.9347	5.7583	7.2641	9.4761	6.8481	7.196	4.228	4.6713	4.1757	6.445	6.0627	7.4294	5.562	8.1434
Meth__cg01572266__PTPRG	0.068535	0.055654	0.078757	0.10294	0.086734	0.073594	0.094551	0.2873	0.099546	0.41056	0.090331	0.12036	0.40668	0.10191	0.13087	0.15075	0.073835	0.10759	0.046617	0.10118	0.091284	0.19535	0.077221	0.16964	0.17057	0.087658	0.059479	0.054031	0.52452	0.43946	0.16825	0.11689	0.065382	0.069079
Meth__cg08623947__HCK	0.46022	0.016497	0.90586	0.53048	0.50733	0.73532	0.29442	0.46864	0.059549	0.028299	0.65191	0.1092	0.85986	0.03475	0.057559	0.61058	0.059975	0.06071	0.022866	0.33405	0.58383	0.64049	0.02841	0.041061	0.78977	0.040277	0.027171	0.064801	0.36047	0.020946	0.82913	0.64544	0.043624	0.47139
Meth__cg03133269__WNT4	0.096028	0.51066	0.94859	0.10913	0.073864	0.62224	0.133	0.12271	0.070387	0.05946	0.93693	0.63527	0.64021	0.30014	0.081885	0.66735	0.086149	0.33345	0.34433	0.13262	0.63484	0.18204	0.087151	0.1202	0.17192	0.10458	0.067728	0.072703	0.096848	0.42519	0.098923	0.11162	0.081068	0.17831
EA_G__PLSCR1	6.007	4.9531	6.0385	5.2434	5.7498	6.2815	4.905	7.562	6.3723	5.7123	6.5254	8.0815	7.654	5.7333	5.5683	7.0136	5.5771	8.2668	6.0881	5.0735	5.158	6.174	6.115	6.533	5.08	5.103	5.5	7.6768	6.8309	7.7226	5.4504	5.5249	5.2	4.3885
EA_G__EFS	5.6312	5.8379	7.5074	6.6899	7.0576	5.2477	6.1714	6.8069	7.6687	6.2187	6.8659	5.8344	5.5482	5.8984	8.1291	5.4385	7.0219	6.6711	5.7584	5.8945	5.2271	5.5316	8.757	5.6034	7.8905	6.128	5.5567	5.6693	5.8229	7.5521	6.116	7.2822	5.9159	7.2416
EA_G__DST	5.7695	5.6314	6.6489	5.8496	6.8365	6.522	5.4187	7.8516	4.2306	7.453	5.4133	7.5451	7.2884	7.3602	6.3799	7.9233	6.8408	6.4526	8.5037	5.7353	7.1812	7.7141	7.1402	8.3095	5.1303	5.9384	9.1508	6.632	8.1101	8.0696	6.6125	6.5333	5.4791	6.8436
EA_G__CEACAM6	11.9576	9.4552	4.9219	10.4191	6.7394	4.4249	4.3434	4.5225	3.7734	4.6155	4.2125	5.8584	7.5965	6.3312	10.3529	4.6112	3.9866	7.9509	4.1852	7.3165	3.6986	4.1634	10.9123	10.8417	4.9382	6.4947	4.7785	4.201	4.5135	10.2088	7.5093	6.1862	8.1197	6.9771
Meth__cg21958798__GUCY1A2	0.071599	0.071005	0.92033	0.05986	0.040047	0.043829	0.08048	0.17559	0.064407	0.063333	0.7822	0.20482	0.41599	0.044174	0.060509	0.45515	0.051117	0.11032	0.39908	0.095106	0.093027	0.89516	0.063151	0.12012	0.10547	0.1003	0.036589	0.04432	0.070556	0.046984	0.061707	0.08422	0.053104	0.07082
EA_G__DLG5	8.5367	8.2051	7.6128	7.6054	7.9137	7.4257	7.389	7.1702	8.661	8.4243	6.8348	7.2262	7.4377	7.6469	7.5578	7.6163	7.1961	7.3677	6.5017	8.3969	7.1467	7.1437	8.1074	8.0102	7.7634	8.54	7.7252	8.865	8.3913	7.819	8.1331	8.281	7.9264	7.9025
Meth__cg02265318__MOSC1	0.022284	0.51241	0.8393	0.029598	0.032035	0.77797	0.33076	0.56076	0.1491	0.10008	0.4428	0.03614	0.55515	0.01431	0.13553	0.97127	0.42108	0.078731	0.49762	0.032883	0.7867	0.06985	0.031095	0.043735	0.14015	0.38289	0.22934	0.038811	0.098951	0.082775	0.5444	0.076885	0.030145	0.24481
Meth__cg02136132__KCNK13	0.51651	0.028129	0.067898	0.14342	0.090541	0.95086	0.57334	0.069658	0.043911	0.072543	0.88174	0.075128	0.2654	0.15854	0.081509	0.087687	0.24309	0.063253	0.14143	0.46189	0.046915	0.93544	0.058664	0.19875	0.93781	0.044518	0.034282	0.048075	0.39554	0.047856	0.63698	0.06399	0.055232	0.10811
EA_G__RECQL5	6.3866	5.9241	6.0982	6.0967	6.7977	6.1105	6.3339	6.1693	5.8448	6.6407	6.1679	6.1243	6.0609	6.8126	6.1575	6.5895	6.5771	6.3722	6.0161	6.9666	6.6794	6.0628	7.0021	6.1281	6.3826	6.4489	6.5105	6.0787	5.9867	6.493	6.191	6.7539	6.5892	6.812
EA_G__SEPP1	5.8056	5.9218	3.3766	6.3037	4.7371	3.5677	6.3167	3.2726	4.6837	6.7786	5.6468	4.0479	3.7188	4.4469	7.1792	3.7197	3.9899	3.8702	4.1466	4.8399	3.5405	3.4066	9.2661	9.3975	6.8488	4.9906	3.4597	3.7391	4.0567	7.3823	5.9143	7.0828	4.9858	9.1555
Meth__cg21353232__SEZ6L	0.68066	0.019926	0.78249	0.90699	0.85435	0.079869	0.1228	0.41431	0.024035	0.45243	0.12836	0.2332	0.13888	0.020375	0.023372	0.42047	0.7473	0.08573	0.019244	0.62399	0.60563	0.049462	0.58915	0.039147	0.080587	0.033469	0.37947	0.029323	0.016722	0.51686	0.075953	0.05853	0.93098	0.60078
Meth__cg23496260__BASP1	0.067999	0.025306	0.9509	0.031428	0.091493	0.037742	0.049052	0.1148	0.067995	0.47194	0.51493	0.30668	0.9142	0.88992	0.14144	0.23822	0.066196	0.1353	0.023688	0.04051	0.046871	0.50642	0.69359	0.15842	0.54657	0.087331	0.097259	0.11705	0.054259	0.042076	0.69619	0.8688	0.07207	0.42714
Meth__cg23512958__IL7	0.067982	0.015909	0.2622	0.042733	0.029685	0.83518	0.033732	0.021748	0.050973	0.040335	0.043478	0.097561	0.055784	0.025268	0.034424	0.65462	0.026045	0.092896	0.032584	0.04044	0.043107	0.097197	0.030017	0.19708	0.11747	0.037151	0.05233	0.045795	0.062451	0.024882	0.53589	0.11425	0.037158	0.047382
EA_G__CALD1	4.9976	5.3745	6.4921	4.0059	4.5323	6.9477	4.1231	6.8428	7.5601	4.2596	6.0823	6.3946	5.1864	4.6531	5.3524	7.4511	7.9533	6.2922	9.3633	4.3691	9.1755	6.51	5.4997	4.7735	4.7727	5.7915	6.303	6.8236	7.1648	6.1459	5.5227	4.6722	4.2721	4.3237
EA_G__EDG2	4.8556	3.3359	3.6404	4.2557	4.4188	6.8165	6.3432	4.4746	6.534	3.8116	6.6588	8.5967	7.2909	4.2481	4.6426	5.8024	6.667	4.1839	9.6511	4.5068	10.0297	9.9468	6.2733	8.3355	5.6309	4.0072	7.897	5.2177	8.6128	3.9829	9.2136	8.0528	4.9111	4.7246
EA_G__DEPDC6	7.4503	6.6941	5.2717	9.1632	7.448	4.9752	7.5121	6.4015	6.416	8.0948	6.8441	5.8902	5.8436	7.74	8.5968	6.2251	6.0457	7.4547	9.2139	7.695	7.3615	5.541	9.0918	9.6198	7.432	8.03	6.4449	6.1382	5.6161	9.8221	6.946	8.0294	8.5831	6.7683
Meth__cg10731149__CYBRD1	0.052382	0.94934	0.045503	0.95274	0.96683	0.049284	0.94322	0.8353	0.10978	0.082103	0.073044	0.17319	0.94427	0.061053	0.45443	0.88585	0.051862	0.079838	0.040109	0.95095	0.039326	0.044867	0.29174	0.084211	0.10921	0.80396	0.35629	0.036511	0.19357	0.052561	0.57742	0.082051	0.29278	0.84934
EA_G__MYB	6.4454	7.3833	5.8315	7.7499	7.6455	5.0163	7.364	5.9692	6.8993	7.6386	5.2504	5.2464	5.6456	6.725	8.0208	5.3536	4.5154	5.93	5.8028	8.0709	4.4789	5.6926	8.6746	7.4365	7.2492	6.6892	4.7019	5.5426	4.7383	6.1338	6.9719	6.8456	7.1594	6.537
Meth__cg19580810__RAB25	0.099988	0.050562	0.18107	0.088267	0.056962	0.86798	0.089921	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.038933	0.11588	0.21856	0.86002	0.07881	0.80537	0.074521	0.86245	0.85185	0.14751	0.10558	0.078888	0.27169	0.83685	0.080202	0.84889	0.03594	0.040285	0.078047	0.17464	0.037945
Meth__cg04878152__AGTR1	0.064804	0.057266	0.46537	0.42543	0.19453	0.082538	0.71426	0.83194	0.099409	0.20352	0.49504	0.56508	0.6597	0.93517	0.095417	0.43253	0.23367	0.34082	0.072659	0.17439	0.13216	0.80285	0.28033	0.13025	0.7376	0.062836	0.32472	0.49373	0.32172	0.20474	0.36451	0.25677	0.088112	0.45577
Meth__cg15128898__FLJ23577	0.030984	0.033079	0.44777	0.053702	0.023799	0.60245	0.036053	0.15686	0.028571	0.035631	0.88942	0.042669	0.82127	0.02108	0.29196	0.02984	0.036686	0.082477	0.055112	0.043611	0.6228	0.071861	0.032178	0.05598	0.0445	0.092751	0.029163	0.03845	0.029916	0.026105	0.024997	0.12033	0.039754	0.025715
Meth__cg07013734__TRPC6	0.12825	0.038398	0.7561	0.73934	0.16446	0.68669	0.83324	0.93062	0.071136	0.066887	0.90074	0.1506	0.66738	0.81441	0.035971	0.45507	0.052379	0.13029	0.7156	0.15723	0.09861	0.78208	0.08	0.13061	0.64964	0.087858	0.059963	0.65295	0.064605	0.057035	0.51186	0.68819	0.23391	0.31944
Meth__cg22736354__NHLRC1	0.26072	0.043568	0.88071	0.17908	0.11528	0.94956	0.21007	0.20141	0.077733	0.062783	0.91543	0.23705	0.50463	0.05946	0.071605	0.07744	0.073402	0.13568	0.38253	0.23457	0.56735	0.91785	0.10005	0.085749	0.13149	0.0788	0.079896	0.85622	0.66019	0.048883	0.19728	0.13589	0.078601	0.84848
EA_G__ABCA12	4.3109	7.364	7.1095	6.8238	7.0373	3.3572	3.9202	3.4709	3.3851	8.8693	3.3669	6.1363	6.2983	5.5426	6.998	4.6112	3.2091	5.7931	3.2291	9.5323	3.1101	3.3908	10.1166	5.9646	7.5299	8.0032	3.6763	5.1243	3.733	9.0577	7.3809	7.9179	9.511	9.895
Meth__cg19912436__PALM	0.045272	0.04371	0.059896	0.046345	0.033549	0.050696	0.059691	0.049361	0.11563	0.061007	0.055722	0.14453	0.59599	0.031397	0.085181	0.048228	0.033794	0.072438	0.44332	0.064828	0.051875	0.37143	0.057201	0.04988	0.43345	0.080133	0.04166	0.054171	0.16369	0.035075	0.69428	0.072041	0.056337	0.04481
Meth__cg22821324__GPM6A	0.05711	0.050558	0.95297	0.060357	0.054623	0.13555	0.10202	0.093939	0.041657	0.052227	0.36349	0.39945	0.56179	0.041102	0.25572	0.057152	0.18135	0.30764	0.10893	0.065299	0.054175	0.075614	0.047932	0.13817	0.54615	0.10194	0.096362	0.067076	0.056115	0.042868	0.90147	0.13599	0.055184	0.041248
Meth__cg09019938__PRKG1	0.054406	0.053377	0.86297	0.049007	0.031044	0.38082	0.050067	0.62246	0.032961	0.060694	0.072262	0.058945	0.13307	0.031281	0.041338	0.055467	0.06034	0.099009	0.040828	0.053834	0.061519	0.56529	0.061877	0.055593	0.082854	0.076885	0.046503	0.049877	0.045976	0.036066	0.0696	0.056677	0.035993	0.041928
EA_G__APPBP2	8.9431	6.7342	7.4592	10.5591	8.8147	8.0546	8.8218	7.7055	8.1923	9.4795	7.949	7.2321	7.6584	8.8081	7.0415	7.6174	8.7071	7.2604	7.6962	11.3121	9.2611	8.0696	9.5341	8.1541	8.1607	6.2759	8.8159	7.6164	7.6297	7.845	8.4181	8.4338	8.9107	8.9488
Meth__cg20244073__MID1	0.048176	0.036857	0.042105	0.039321	0.040884	0.87075	0.066826	0.11397	0.87762	0.068375	0.15293	0.023893	0.61336	0.041042	0.59298	0.041457	0.04714	0.11693	0.47342	0.080313	0.48856	0.68402	0.080978	0.16366	0.42207	0.055414	0.54725	0.069043	0.25868	0.043231	0.50482	0.056861	0.040923	0.045118
Meth__cg09970593__OPRD1	0.13429	0.088965	0.88155	0.17505	0.13298	0.88559	0.39636	0.75508	0.11469	0.26032	0.68894	0.77108	0.83972	0.12586	0.13304	0.61475	0.6484	0.17407	0.067645	0.76941	0.86767	0.73429	0.10903	0.17889	0.5239	0.28599	0.11963	0.07067	0.094748	0.058495	0.59419	0.24951	0.14067	0.45003
EA_G__NHEDC2	5.1404	4.6241	5.2315	5.0185	4.8827	6.6627	4.1264	5.9421	5.7687	5.3737	6.7333	6.1886	5.7758	5.6225	6.4636	6.7411	6.1157	5.8529	7.1676	5.4824	6.4926	4.4558	5.0307	4.3183	5.1944	5.7618	7.2622	6.4832	7.8141	4.9132	4.7038	5.6645	5.6493	4.6542
Meth__cg21388029__CREG2	0.032214	0.021701	0.60958	0.61866	0.034425	0.61708	0.84035	0.024369	0.043634	0.75231	0.85046	0.11918	0.77981	0.046468	0.036466	0.12819	0.038497	0.062291	0.90395	0.10997	0.047242	0.86786	0.17337	0.051252	0.89601	0.062427	0.032023	0.034585	0.95716	0.03922	0.93372	0.065786	0.23403	0.18135
EA_G__CPT1A	10.0084	9.7015	7.5302	9.5527	8.8672	8.3415	9.4435	8.2157	5.0064	7.485	8.2409	8.4221	8.6628	8.1331	8.8196	7.7552	7.8873	7.7419	7.9604	9.1785	7.8197	7.996	9.5613	10.951	7.5483	9.4049	7.9403	8.8719	6.8117	8.7383	10.2412	9.7116	9.142	9.6458
Meth__cg19986872__ACSL6	0.037806	0.035998	0.95573	0.15038	0.091602	0.48238	0.1317	0.49625	0.02836	0.031891	0.23049	0.114	0.33385	0.12072	0.097956	0.051341	0.068765	0.12352	0.032297	0.20992	0.14104	0.89815	0.030504	0.080559	0.25136	0.07564	0.024369	0.20675	0.056728	0.089386	0.68823	0.051168	0.31128	0.25157
Meth__cg12728032__ELF5	0.099195	0.044628	0.25314	0.055069	0.11541	0.20075	0.091379	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.042031	0.054822	0.11003	0.69142	0.3814	0.085784	0.081201	0.57474	0.35253	0.078688	0.39324	0.35557	0.065063	0.12293	0.1659	0.21163	0.048534	0.48637	0.083481	0.051311	0.15539
Meth__cg20909686__OVOL1	0.088069	0.069777	0.13726	0.086874	0.10301	0.97643	0.12061	0.095068	0.1036	0.083642	0.49847	0.77619	0.14138	0.075235	0.10482	0.95575	0.79925	0.13779	0.77941	0.11669	0.97623	0.95658	0.13472	0.15399	0.27786	0.090363	0.78106	0.14531	0.9805	0.13551	0.11476	0.054725	0.17166	0.6407
Meth__cg19205533__RERG	0.080034	0.071619	0.90054	0.10324	0.076179	0.085362	0.089159	0.15633	0.059321	0.083291	0.87919	0.078553	0.28746	0.067163	0.086627	0.83954	0.90528	0.10852	0.89972	0.089117	0.88604	0.85054	0.087799	0.077937	0.2185	0.13651	0.63223	0.87596	0.87032	0.076277	0.69639	0.1022	0.089982	0.082123
Meth__cg03005055__HSPA2	0.05089	0.041645	0.069171	0.12098	0.034438	0.05919	0.054058	0.05878	0.067228	0.051478	0.72037	0.046215	0.10271	0.057709	0.060102	0.054858	0.046449	0.076131	0.062033	0.048608	0.054379	0.086465	0.053371	0.10183	0.081017	0.055367	0.038608	0.038797	0.055872	0.045822	0.061629	0.063952	0.047088	0.061166
Meth__cg01346718__CSNK1E	0.064285	0.13141	0.17989	0.13578	0.12717	0.75483	0.19053	0.17916	0.14903	0.17277	0.23345	0.58873	0.30305	0.50275	0.18172	0.33513	0.19933	0.20503	0.11726	0.27603	0.75817	0.19836	0.21841	0.187	0.19512	0.13831	0.098087	0.068539	0.17664	0.11662	0.14511	0.26672	0.16425	0.13205
Meth__cg19596204__ISYNA1	0.040263	0.095906	0.03277	0.70213	0.024529	0.61674	0.026715	0.038893	0.019547	0.030234	0.040184	0.36161	0.26154	0.10979	0.025241	0.57001	0.023735	0.094387	0.7124	0.040045	0.24059	0.92274	0.036787	0.047144	0.049322	0.077532	0.025937	0.023161	0.27586	0.020709	0.017523	0.049561	0.029931	0.022287
Meth__cg15981265__KIAA1900	0.041726	0.032501	0.065164	0.043625	0.05399	0.75541	0.050882	0.059986	0.041646	0.057173	0.06539	0.052653	0.18142	0.035126	0.041817	0.035056	0.061076	0.063921	0.083685	0.034858	0.045446	0.10419	0.035865	0.093514	0.094942	0.047878	0.041195	0.029048	0.10164	0.028017	0.03659	0.12389	0.037671	0.045923
SNP__CFHL4	0.651	0.5	0.162	0.706	0.482	0.492	0.442	2.355	0.418	-0.838	0.434	0.026	0.136	-1.672	0.176	0.221	2.628	-2.421	-0.061	0.351	0.315	0.099	2.833	0.39	0.745	0.263	-0.264	-1.268	0	0.153	0.291	0.282	1.222	0.569
Meth__cg13588354__MC3R	0.56869	0.049341	0.15894	0.09411	0.052003	0.39371	0.10875	0.29749	0.074975	0.057907	0.14171	0.15438	0.10208	0.048376	0.077154	0.15399	0.25205	0.10736	0.068043	0.084459	0.18844	0.14638	0.07001	0.15318	0.48129	0.087319	0.056945	0.06283	0.096823	0.044031	0.19277	0.11581	0.069308	0.058073
Meth__cg15321211__HNRPF	0.11341	0.11365	0.068235	0.093893	0.12283	0.18765	0.16719	0.06077	0.38458	0.58098	0.13109	0.74696	0.20806	0.067259	0.344	0.12905	0.065283	0.12856	0.58557	0.076433	0.54213	0.18355	0.10691	0.50527	0.13825	0.099764	0.085665	0.10547	0.38788	0.11551	0.12386	0.40103	0.10672	0.14123
Meth__cg26864028__EPOR	0.058648	0.043437	0.04524	0.10739	0.034355	0.9397	0.033	0.9268	0.045894	0.040192	0.94477	0.93501	0.92353	0.026286	0.049613	0.75658	0.95233	0.066415	0.17298	0.040316	0.912	0.029867	0.031301	0.080212	0.075416	0.087467	0.14583	0.78961	0.39492	0.034709	0.82565	0.046077	0.048743	0.64914
Meth__cg27401095__ZNF324	0.062033	0.045905	0.92247	0.65279	0.080484	0.83037	0.283	0.30539	0.055785	0.43728	0.13858	0.71926	0.36453	0.032279	0.049851	0.67813	0.06705	0.21791	0.041098	0.082684	0.39545	0.81876	0.25418	0.026065	0.36796	0.087039	0.091137	0.54716	0.25399	0.34763	0.42045	0.063046	0.35577	0.060893
EA_G__STS-1	5.2033	5.2244	9.0503	4.6973	4.8157	5.8729	4.6605	8.0688	5.1083	4.4609	7.6737	8.4559	8.6415	4.9514	5.1812	8.8066	7.7323	7.8819	8.4816	5.0474	5.032	7.8078	5.5263	4.3696	5.545	5.6356	5.6818	6.8601	7.5785	6.3024	5.5028	5.2742	4.7396	5.0443
EA_G__C6orf150	6.2074	3.6607	3.9364	3.3498	4.8317	6.9393	4.7532	6.7007	6.8562	3.9157	8.4158	8.6578	6.3342	6.2511	4.1667	3.8349	8.0956	7.5599	7.4381	6.2139	7.2892	8.819	4.857	6.6066	5.8563	3.5113	5.6729	7.0001	7.7692	5.0893	5.5991	4.3	4.7491	5.6377
Meth__cg02226939__BLMH	0.048061	0.036617	0.88333	0.57586	0.51811	0.31927	0.89132	0.77819	0.88654	0.37771	0.1138	0.83193	0.60007	0.68269	0.60251	0.50211	0.056099	0.12698	0.21813	0.11264	0.25655	0.11145	0.055091	0.13248	0.056795	0.045712	0.12672	0.047054	0.76551	0.043565	0.81654	0.044171	0.24736	0.59176
EA_G__SLC41A2	8.1421	8.4848	6.7907	4.3917	6.1309	6.1846	5.6932	5.3879	6.9565	6.7003	4.9392	6.0899	6.8641	7.1262	8.5509	6.8164	6.1753	6.5638	4.728	6.1709	6.1195	6.7179	7.4743	6.5936	4.2531	8.2518	7.09	4.9964	6.0132	7.3483	7.4376	7.289	6.9438	7.9059
EA_G__SLC24A3	6.1884	5.8567	4.866	7.6921	8.927	4.9069	8.2005	5.4026	8.4196	7.3408	6.854	4.81	5.1148	6.8799	7.4995	5.2071	4.6949	7.2516	7.5909	7.6462	4.6514	4.8684	7.4147	6.5707	7.3839	6.6887	4.7718	5.043	4.925	6.2864	7.3459	7.4011	6.4345	6.9271
Meth__cg25211525__C6orf145	0.98911	0.021031	0.020167	0.028098	0.71642	0.018468	0.98797	0.017616	0.016792	0.027082	0.016972	0.030887	0.030778	0.013268	0.017749	0.017477	0.072748	0.032386	0.01054	0.98662	0.021217	0.034262	0.021069	0.033414	0.96624	0.036171	0.014543	0.0092653	0.017362	0.013274	0.014097	0.76801	0.018771	0.02428
EA_G__KIAA1754	5.6979	6.2297	6.5357	5.8518	5.2852	6.9463	5.4686	6.2887	5.9089	4.8143	5.9613	6.3267	6.952	5.9693	5.6172	6.357	5.9586	6.7698	8.4302	5.7878	6.2668	7.5315	5.084	5.6017	5.8272	6.0504	8.4361	6.3043	7.7256	6.5976	5.8607	5.6484	5.4141	5.5
EA_G__ARRB1	8.2889	9.278	8.6028	9.8252	9.1138	7.2888	9.9283	8.1013	10.1215	9.7235	8.7038	7.766	8.4052	8.3822	9.0201	6.4387	7.4618	8.705	7.8793	9.302	8.3332	8.1342	8.6984	8.8635	8.7944	9.5879	6.4149	7.6542	5.28	8.3635	9.7353	8.9914	9.19	7.8939
Meth__cg11692477__SLC40A1	0.048483	0.040327	0.9556	0.053757	0.03849	0.9403	0.051911	0.072823	0.040494	0.040856	0.043068	0.14705	0.40328	0.039903	0.048257	0.22003	0.043313	0.09976	0.050448	0.94346	0.05241	0.44822	0.044886	0.14782	0.073284	0.10008	0.049784	0.043412	0.069418	0.031664	0.56936	0.062391	0.05364	0.041971
Meth__cg15305511__EVC2	0.0444	0.049507	0.14346	0.13006	0.086679	0.43689	0.56967	0.69158	0.12165	0.42168	0.069873	0.30475	0.39571	0.17272	0.26035	0.19398	0.068553	0.11403	0.064558	0.86134	0.16777	0.11079	0.09734	0.10996	0.098365	0.071815	0.056832	0.18836	0.066053	0.19919	0.36113	0.071203	0.056033	0.092766
Meth__cg25946389__MGMT	0.13481	0.054363	0.089186	0.089348	0.038073	0.85911	0.07045	0.12589	0.032555	0.34345	0.31759	0.23437	0.40713	0.31892	0.050419	0.059618	0.073203	0.10473	0.046331	0.34657	0.20781	0.7252	0.51518	0.08872	0.4962	0.10458	0.04101	0.049504	0.44532	0.070924	0.42846	0.061298	0.047263	0.20401
Meth__cg18253802__MYB	0.048336	0.044819	0.10182	0.064145	0.057505	0.061968	0.073779	0.059528	0.052502	0.086333	0.05125	0.14114	0.24598	0.060819	0.059255	0.06695	0.051706	0.16084	0.079128	0.044969	0.052243	0.093908	0.054289	0.090176	0.10016	0.10523	0.057906	0.058559	0.13542	0.057019	0.16647	0.12117	0.060214	0.07186
EA_G__C3orf57	9.2863	5.9049	4.4867	7.7309	8.9084	4.6794	7.6111	4.6058	4.6305	7.8092	4.6555	6.7978	6.3972	8.5908	7.6159	5.5729	4.2895	7.5956	4.3645	9.5034	4.7775	4.9538	8.019	6.9899	7.6702	6.6396	4.8998	5.106	4.8812	8.0725	6.9367	7.0395	9.2455	4.7138
EA_G__CRKRS	7.7244	11.1035	8.0827	9.82	8.0084	7.9437	8.0343	7.449	7.3463	7.4873	7.9971	8.0119	8.0862	9.4327	6.9069	7.8897	8.5678	6.6747	7.241	7.4363	7.5892	7.8869	8.5048	7.1435	7.1597	10.9118	7.8313	7.7837	8.3389	8.7771	7.6681	8.2864	9.948	7.8232
Meth__cg02433671__RGL3	0.59803	0.035935	0.048625	0.030846	0.97968	0.97669	0.63179	0.96479	0.12812	0.040266	0.94744	0.98638	0.96664	0.95951	0.35446	0.96784	0.66883	0.11398	0.81024	0.9721	0.97132	0.076197	0.96592	0.7126	0.065528	0.085685	0.63638	0.95695	0.47819	0.030961	0.97652	0.059363	0.041598	0.042096
Meth__cg24292612__DEFB1	0.063507	0.069412	0.16099	0.10685	0.054987	0.12041	0.1115	0.82771	0.045238	0.10842	0.30426	0.15574	0.11395	0.065728	0.063907	0.27352	0.74428	0.21669	0.038147	0.099842	0.13488	0.18566	0.13254	0.15145	0.20125	0.11214	0.077188	0.85543	0.062063	0.057	0.12164	0.11679	0.092473	0.073149
Meth__cg20199629__SAMD14	0.043655	0.039597	0.45152	0.09677	0.032741	0.48238	0.057136	0.11097	0.033905	0.03618	0.93426	0.32103	0.58247	0.035407	0.048079	0.93027	0.039611	0.11535	0.036253	0.04426	0.06657	0.094324	0.057293	0.064407	0.10338	0.079663	0.050732	0.058307	0.04458	0.04049	0.92764	0.1347	0.056334	0.12616
Meth__cg00890257__DEGS2	0.036081	0.031748	0.8652	0.035831	0.025889	0.95042	0.040683	0.048854	0.025988	0.037979	0.95392	0.085079	0.34779	0.021835	0.025783	0.047133	0.056367	0.11488	0.81643	0.034024	0.040714	0.94248	0.034897	0.047244	0.09694	0.052733	0.039111	0.0368	0.050968	0.02638	0.022949	0.1333	0.038124	0.029955
EA_G__RET	5.1584	5.1814	5.5357	8.6461	6.5209	4.9343	6.3232	4.9258	5.2813	9.0567	5.1701	5.0761	5.0234	5.2437	5.0703	5.0608	5.1166	5.135	4.9039	7.6896	5.6378	4.85	7.4975	7.579	6.8528	5.1818	5.2849	5.3792	5.1132	5.4329	6.6096	5.5486	8.0875	5.3716
EA_G__APOBEC3C	4.9575	4.3796	8.4404	5.0079	4.3185	4.6432	3.9746	6.252	7.5233	4.3922	4.4322	8.0586	6.1462	4.3766	4.9659	6.7292	8.0813	6.5526	7.1948	4.7951	7.4161	7.5841	7.6699	8.5436	4.8073	4.7309	4.6374	7.9769	7.4662	5.0684	8.9395	4.9317	4.2818	4.5283
Meth__cg10688991__DLX3	0.026993	0.026488	0.02806	0.024819	0.021609	0.95074	0.0288	0.032941	0.025792	0.02183	0.038336	0.028624	0.47622	0.019492	0.023509	0.042142	0.025973	0.059933	0.051161	0.029232	0.051397	0.69906	0.024289	0.054361	0.13357	0.080332	0.030852	0.02895	0.058727	0.023094	0.041929	0.093033	0.025806	0.023467
Meth__cg19187185__RRAGD	0.059986	0.16104	0.59518	0.46111	0.13836	0.40721	0.56385	0.23599	0.061126	0.082258	0.073098	0.43674	0.73739	0.066041	0.19664	0.18968	0.065994	0.10875	0.062986	0.08174	0.065181	0.23287	0.062158	0.11273	0.30792	0.18866	0.097534	0.4754	0.17679	0.07837	0.66488	0.11023	0.11656	0.13269
