Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg03109701__TMEM118	0.10425	0.10342	0.17629	0.093787	0.12641	0.13245	0.81011	0.23292	0.10221	0.19932	0.12563	0.62979	0.17258	0.054601	0.10776	0.12931	0.10072	0.10902	0.10307	0.10046	0.096438	0.11237	0.23145	0.68031	0.13181	0.091906	0.15368	0.11863	0.19869	0.10868	0.25918	0.9388	0.075434	0.098595	0.07642	0.065751	0.16934	0.45734	0.1321	0.13783	0.090623
Meth__cg15658426__MGC39633	0.078065	0.45644	0.078228	0.12975	0.5391	0.19991	0.68972	0.27148	0.13557	0.083112	0.082249	0.76254	0.35263	0.062309	0.12186	0.24008	0.070868	0.22692	0.37106	0.18656	0.10484	0.26328	0.21433	0.1915	0.35432	0.079202	0.2717	0.72717	0.17852	0.4014	0.25695	0.12541	0.083546	0.27887	0.22438	0.18446	0.18847	0.066767	0.20568	0.22465	0.17844
Meth__cg15940569__GABRB3	0.85004	0.060566	0.83643	0.31995	0.2224	0.45226	0.19986	0.65178	0.35239	0.11251	0.83161	0.6644	0.15618	0.083212	0.30363	0.71732	0.12087	0.12602	0.087945	0.11579	0.16034	0.8594	0.6164	0.71606	0.21775	0.14846	0.19323	0.4367	0.34838	0.10589	0.25565	0.095339	0.062286	0.094032	0.098427	0.16701	0.10458	0.14585	0.32489	0.6709	0.13651
Meth__cg17404915__OVOL2	0.047399	0.037864	0.046047	0.032537	0.6685	0.068304	0.86445	0.034505	0.042803	0.068241	0.035902	0.088712	0.12702	0.061721	0.043344	0.049794	0.038615	0.054328	0.15242	0.03014	0.04444	0.056425	0.057055	0.032977	0.86392	0.05496	0.070609	0.91744	0.058824	0.062554	0.086553	0.5219	0.032558	0.088424	0.037966	0.029595	0.1059	0.067688	0.0672	0.10243	0.067883
Meth__cg22339744__BTBD14B	0.060363	0.065088	0.062065	0.037913	0.04888	0.07897	0.038466	0.53729	0.049327	0.066326	0.074066	0.064413	0.1096	0.048295	0.056228	0.049762	0.060572	0.087226	0.051316	0.035163	0.043942	0.052071	0.065838	0.04525	0.081397	0.071965	0.089572	0.040596	0.088044	0.057313	0.081956	0.064976	0.044348	0.051835	0.054389	0.05651	0.065385	0.052405	0.046757	0.11672	0.051464
Meth__cg17965019__HIST1H3J	0.089058	0.068323	0.93572	0.71888	0.41718	0.64613	0.087236	0.9509	0.42474	0.93683	0.56476	0.048635	0.50866	0.95178	0.47139	0.055505	0.05349	0.51427	0.95177	0.059262	0.083792	0.93724	0.071355	0.61503	0.60071	0.44581	0.076432	0.062504	0.12698	0.057417	0.098646	0.92441	0.92851	0.65062	0.9458	0.62882	0.72536	0.056051	0.058437	0.47374	0.06059
Meth__cg17733331__CDH3	0.055541	0.46526	0.12653	0.091512	0.251	0.079288	0.88648	0.066645	0.054239	0.07651	0.059315	0.066213	0.066388	0.046345	0.059992	0.052123	0.06037	0.1193	0.16738	0.064316	0.061577	0.091371	0.87712	0.055254	0.86286	0.07354	0.10765	0.46621	0.10746	0.058881	0.51852	0.17745	0.058726	0.16761	0.045346	0.075066	0.09189	0.057975	0.064539	0.078942	0.056939
Meth__cg24616736__HDAC6	0.10917	0.027639	0.039839	0.033174	0.035033	0.06875	0.16043	0.067769	0.045137	0.58327	0.029977	0.32571	0.16259	0.044771	0.043123	0.16957	0.05678	0.16548	0.04711	0.049052	0.055735	0.43125	0.050567	0.091111	0.1392	0.28819	0.10182	0.057552	0.3209	0.041452	0.059976	0.29828	0.036475	0.044855	0.087264	0.067355	0.07795	0.066912	0.058677	0.45077	0.050277
Meth__cg03096975__EML2	0.033241	0.032478	0.03379	0.025891	0.03041	0.037023	0.65735	0.027596	0.028412	0.034924	0.026464	0.083868	0.052547	0.036032	0.032953	0.027802	0.030022	0.061954	0.021296	0.024012	0.031669	0.030895	0.044724	0.027605	0.070475	0.028527	0.088424	0.032852	0.042414	0.040642	0.085155	0.033377	0.025175	0.028845	0.053591	0.025213	0.058553	0.038355	0.03246	0.082982	0.031992
Meth__cg23657409__PLCB1	0.071947	0.042343	0.52337	0.054557	0.46043	0.95344	0.16015	0.070491	0.065444	0.17068	0.058391	0.141	0.49939	0.057689	0.068527	0.092008	0.076513	0.096026	0.065607	0.064456	0.071571	0.11245	0.55867	0.1393	0.74449	0.097507	0.07341	0.11964	0.19557	0.80113	0.10522	0.076799	0.060051	0.10049	0.081675	0.37502	0.20563	0.11647	0.1479	0.9513	0.11928
Meth__cg18632631__TNK1	0.077581	0.074345	0.30098	0.12296	0.91056	0.090107	0.89213	0.16021	0.074216	0.16496	0.055767	0.20824	0.15506	0.053027	0.063953	0.12668	0.071963	0.154	0.15037	0.57419	0.085491	0.11383	0.4706	0.092031	0.51033	0.10315	0.13565	0.31569	0.19858	0.08893	0.1639	0.074421	0.04577	0.2563	0.069572	0.053219	0.20182	0.10416	0.091175	0.16481	0.076539
Meth__cg06244906__ZIM2	0.90163	0.042749	0.41479	0.91824	0.42462	0.65708	0.070479	0.32653	0.064867	0.084705	0.85888	0.62466	0.20225	0.15072	0.10871	0.80712	0.30622	0.051761	0.044238	0.12761	0.32078	0.91375	0.45238	0.88519	0.19414	0.04835	0.074639	0.16607	0.27518	0.49474	0.064573	0.75574	0.16317	0.17711	0.065692	0.51542	0.095643	0.9171	0.070821	0.21793	0.066571
Meth__cg00747849__SLC25A1	0.031056	0.023187	0.042252	0.026043	0.023373	0.054563	0.031814	0.047466	0.024928	0.025988	0.029771	0.57473	0.075034	0.032731	0.029494	0.031517	0.02513	0.067394	0.019595	0.019432	0.031676	0.030983	0.093705	0.031395	0.16555	0.029723	0.038442	0.024056	0.050055	0.11726	0.040987	0.020396	0.022408	0.019672	0.018084	0.019112	0.040655	0.033107	0.025989	0.15787	0.024948
Meth__cg01805540__CACNB2	0.032936	0.02738	0.9699	0.01655	0.028852	0.51156	0.10553	0.5614	0.017973	0.046834	0.62556	0.10517	0.72104	0.15695	0.17035	0.03808	0.021279	0.063798	0.056028	0.026081	0.35864	0.055334	0.035203	0.024224	0.95892	0.89087	0.16906	0.030705	0.93058	0.72268	0.051593	0.031119	0.016968	0.022716	0.61113	0.97042	0.1059	0.02946	0.025316	0.9238	0.02553
Meth__cg19517525__ACTG1	0.042124	0.69444	0.053671	0.091556	0.040813	0.79422	0.69718	0.037415	0.047193	0.40609	0.039765	0.10568	0.098638	0.031356	0.047971	0.04902	0.52793	0.064263	0.048359	0.045944	0.042665	0.049801	0.94958	0.032775	0.046837	0.043084	0.06765	0.080944	0.11581	0.045062	0.68515	0.072878	0.028797	0.26376	0.048112	0.069573	0.045921	0.04392	0.03958	0.13336	0.033894
Meth__cg11360768__WHSC1L1	0.050002	0.55344	0.5035	0.023941	0.36653	0.067979	0.46356	0.28254	0.018504	0.030744	0.38837	0.065316	0.48883	0.024194	0.029611	0.50577	0.38061	0.05169	0.31041	0.51022	0.49743	0.2256	0.42611	0.022881	0.038052	0.088754	0.042333	0.022409	0.078436	0.060452	0.092366	0.026236	0.044085	0.045497	0.018548	0.41559	0.081329	0.029903	0.033046	0.047623	0.4011
Meth__cg08704509__GRAMD3	0.055681	0.039858	0.062069	0.037727	0.079399	0.048905	0.16416	0.063963	0.07659	0.047564	0.034651	0.065022	0.10687	0.042373	0.089977	0.043982	0.043903	0.085652	0.058147	0.030376	0.043478	0.052085	0.073606	0.039278	0.11156	0.051831	0.070787	0.91108	0.10973	0.060306	0.091142	0.38903	0.054866	0.17116	0.13359	0.028733	0.078189	0.0611	0.04899	0.10458	0.048629
Meth__cg15696627__MSX1	0.33914	0.046718	0.084448	0.13123	0.03652	0.064643	0.034852	0.070228	0.05357	0.044652	0.043234	0.053953	0.67575	0.058277	0.15213	0.074708	0.034008	0.13514	0.066894	0.029366	0.04041	0.047924	0.046266	0.054764	0.8546	0.081716	0.13311	0.029673	0.43952	0.7728	0.068467	0.037237	0.08914	0.040665	0.066084	0.030131	0.065712	0.04081	0.063901	0.68393	0.039886
Meth__cg06425868__C20orf161	0.061243	0.093625	0.73806	0.26179	0.075227	0.66436	0.13476	0.25412	0.060541	0.23259	0.039248	0.79683	0.2084	0.092351	0.10096	0.32625	0.13755	0.20777	0.028925	0.63907	0.36824	0.087908	0.14113	0.15642	0.57281	0.70736	0.091738	0.39519	0.1029	0.21041	0.35968	0.091902	0.057076	0.11392	0.45646	0.031242	0.063793	0.048263	0.54071	0.49009	0.6613
Meth__cg15364537__MFSD4	0.056693	0.40783	0.61152	0.077646	0.89274	0.72975	0.88164	0.043005	0.033433	0.048755	0.064689	0.080726	0.94665	0.37587	0.07156	0.81699	0.052281	0.060861	0.04076	0.10699	0.60519	0.10369	0.047832	0.18582	0.95146	0.72027	0.13021	0.14297	0.96833	0.091075	0.18095	0.059419	0.37721	0.044805	0.85868	0.9847	0.1322	0.47134	0.28902	0.86102	0.11638
Meth__cg03872376__ZP4	0.59478	0.14235	0.78115	0.068656	0.78385	0.60791	0.41848	0.83556	0.81024	0.12848	0.88164	0.14253	0.48752	0.25132	0.67218	0.82968	0.91546	0.63965	0.092523	0.082792	0.11629	0.11087	0.21717	0.77396	0.49071	0.10067	0.15342	0.35904	0.22584	0.22689	0.28165	0.11564	0.64087	0.54188	0.075434	0.08604	0.18011	0.12263	0.5854	0.23453	0.4338
Meth__cg00392257__ISG20L2	0.063117	0.027933	0.39648	0.1524	0.10168	0.06971	0.31921	0.039333	0.2714	0.09935	0.075969	0.75969	0.05092	0.46937	0.22638	0.036255	0.036253	0.054943	0.65123	0.076563	0.041297	0.47061	0.72876	0.24365	0.18522	0.15622	0.090386	0.17786	0.057427	0.045995	0.046863	0.051859	0.39297	0.04102	0.030143	0.034119	0.1759	0.30369	0.042563	0.11218	0.029613
Meth__cg13310628__SOLH	0.029142	0.038679	0.035364	0.028556	0.027348	0.039208	0.02963	0.028994	0.028493	0.043006	0.026466	0.15882	0.075633	0.027108	0.034177	0.052248	0.028331	0.045527	0.026787	0.026404	0.033461	0.026953	0.24622	0.043262	0.081443	0.030928	0.10431	0.031835	0.05564	0.057552	0.063367	0.035322	0.022769	0.035969	0.021411	0.02279	0.037627	0.050456	0.02371	0.13026	0.026924
Meth__cg25473396__MPG	0.22116	0.38866	0.617	0.43326	0.70085	0.40837	0.027057	0.031927	0.5742	0.5083	0.16368	0.17392	0.32445	0.93672	0.51468	0.11679	0.050247	0.10385	0.015296	0.21512	0.33065	0.71829	0.034695	0.5937	0.032377	0.65229	0.27277	0.084081	0.79813	0.051238	0.43867	0.022141	0.016362	0.014739	0.089029	0.17705	0.1831	0.71466	0.41193	0.24085	0.18544
Meth__cg21210789__BAI1	0.38605	0.028531	0.89384	0.81761	0.28458	0.73894	0.41048	0.61877	0.020386	0.86004	0.64807	0.58675	0.66821	0.025969	0.069617	0.59038	0.50694	0.048965	0.025212	0.80713	0.79432	0.75155	0.80818	0.77953	0.10323	0.48488	0.034753	0.71652	0.31212	0.092539	0.034228	0.80984	0.070577	0.032377	0.1902	0.52221	0.095252	0.76288	0.325	0.34236	0.73141
Meth__cg05341670__C1orf83	0.032457	0.032204	0.030919	0.026852	0.023584	0.046346	0.040701	0.027604	0.028409	0.033025	0.02767	0.036218	0.044875	0.035596	0.027778	0.034006	0.030929	0.11232	0.025833	0.34227	0.034576	0.030685	0.028395	0.036445	0.051939	0.039322	0.076634	0.02731	0.061073	0.031302	0.05899	0.031751	0.02974	0.029586	0.027585	0.031597	0.056333	0.036226	0.029954	0.042256	0.043152
Meth__cg00029931__RPL36A	0.41392	0.020212	0.051579	0.13181	0.014259	0.033011	0.044944	0.34552	0.25458	0.50842	0.025381	0.081306	0.04642	0.038038	0.2078	0.37225	0.38732	0.045374	0.03913	0.026915	0.02261	0.36286	0.27703	0.31503	0.06996	0.048138	0.24728	0.08549	0.2967	0.02483	0.049971	0.027301	0.031229	0.025173	0.040365	0.084803	0.057604	0.54237	0.089534	0.34418	0.022381
Meth__cg21600563__FBXO33	0.020227	0.017866	0.025902	0.015607	0.011171	0.011854	0.025458	0.018099	0.011265	0.018938	0.014973	0.013894	0.024697	0.011214	0.011706	0.010079	0.0085112	0.020731	0.012841	0.010659	0.021504	0.013762	0.48364	0.011851	0.019217	0.019046	0.033401	0.017788	0.053107	0.016826	0.023384	0.01195	0.013613	0.0082181	0.013143	0.011975	0.028213	0.010837	0.021899	0.022036	0.01359
Meth__cg17639046__HS3ST3B1	0.062075	0.053671	0.063922	0.047387	0.56859	0.06445	0.037644	0.6699	0.051716	0.067864	0.23336	0.20667	0.11081	0.049411	0.061366	0.10126	0.10908	0.40616	0.060726	0.050236	0.073668	0.065299	0.075233	0.05223	0.79662	0.1184	0.53573	0.0611	0.87496	0.81332	0.089071	0.19884	0.11072	0.051497	0.063066	0.21767	0.04127	0.06183	0.057832	0.596	0.052649
Meth__cg19534879__CXXC4	0.049465	0.046185	0.043011	0.028791	0.15686	0.037921	0.07669	0.036707	0.042347	0.038228	0.044914	0.40629	0.079535	0.02907	0.047639	0.055625	0.035507	0.075572	0.02771	0.051104	0.043666	0.032661	0.044341	0.031818	0.046359	0.044786	0.07635	0.032258	0.060322	0.050634	0.074831	0.037342	0.036598	0.038169	0.038654	0.06063	0.23055	0.056605	0.035402	0.058447	0.040503
Meth__cg05142373__FZD1	0.091192	0.40204	0.10353	0.069571	0.78357	0.10658	0.053478	0.095122	0.075338	0.060944	0.13077	0.05236	0.13945	0.062666	0.075336	0.066873	0.096902	0.10188	0.056871	0.20461	0.12727	0.063672	0.12615	0.065824	0.16464	0.11415	0.073278	0.059154	0.082961	0.060713	0.13368	0.077073	0.06151	0.081486	0.064831	0.079623	0.08738	0.050767	0.080308	0.10633	0.106
Meth__cg09085198__ANKRD29	0.040243	0.17625	0.18386	0.1652	0.40969	0.078014	0.041215	0.088618	0.034322	0.033909	0.076877	0.040297	0.10224	0.036342	0.22575	0.35459	0.10178	0.051772	0.026794	0.30355	0.094094	0.071355	0.35762	0.24429	0.066667	0.19804	0.054816	0.032701	0.61081	0.13247	0.10363	0.043896	0.029897	0.025115	0.40721	0.54116	0.08111	0.038248	0.091975	0.028609	0.072552
Meth__cg16534499__ZNF223	0.16398	0.09889	0.87617	0.13269	0.10855	0.13478	0.30263	0.67607	0.13588	0.076674	0.81116	0.11964	0.094092	0.089369	0.08003	0.11932	0.082922	0.13839	0.12968	0.31944	0.093811	0.10385	0.23521	0.070745	0.20625	0.15472	0.14376	0.1461	0.14022	0.12345	0.088807	0.12444	0.15993	0.13706	0.16412	0.37453	0.18622	0.085633	0.1289	0.15521	0.10079
Meth__cg03883348__KLC3	0.043523	0.042558	0.75109	0.12148	0.72197	0.20696	0.47903	0.13963	0.030603	0.24703	0.53574	0.14955	0.25453	0.069762	0.061615	0.154	0.37459	0.11948	0.40407	0.23669	0.090816	0.11866	0.24171	0.046688	0.50006	0.49828	0.29818	0.86381	0.10397	0.078724	0.063822	0.073966	0.46028	0.12888	0.15675	0.057385	0.041302	0.042099	0.2309	0.098221	0.10165
Meth__cg14944362__PDYN	0.52131	0.051197	0.7848	0.56997	0.085092	0.29786	0.44355	0.5295	0.05408	0.54058	0.48242	0.45676	0.55692	0.051408	0.066734	0.53226	0.74576	0.10689	0.045704	0.20691	0.20253	0.34956	0.097846	0.46232	0.11009	0.23747	0.068511	0.63648	0.36102	0.12177	0.051414	0.33542	0.31969	0.05396	0.66086	0.23521	0.071976	0.50574	0.18156	0.12682	0.29701
Meth__cg02331561__ABCA3	0.08659	0.043239	0.095942	0.091452	0.76128	0.080002	0.062652	0.10182	0.21067	0.090845	0.58553	0.13794	0.16031	0.17757	0.18413	0.10472	0.67654	0.1309	0.47006	0.046678	0.11624	0.25598	0.31505	0.043595	0.41147	0.24948	0.05029	0.049737	0.14259	0.039835	0.08501	0.036771	0.39234	0.33117	0.079582	0.15413	0.13879	0.13099	0.11228	0.14482	0.11115
Meth__cg08063724__MYCL1	0.0227	0.03455	0.029805	0.018648	0.025426	0.022065	0.060199	0.012554	0.02261	0.035056	0.21597	0.014804	0.19247	0.016952	0.020637	0.028002	0.020695	0.025227	0.022719	0.022631	0.024615	0.035057	0.037324	0.033419	0.024534	0.032794	0.024761	0.027056	0.04563	0.027949	0.037488	0.10899	0.061651	0.023837	0.023187	0.98349	0.049985	0.030495	0.031192	0.046423	0.037397
Meth__cg04394967__RDH12	0.10447	0.034143	0.60722	0.11977	0.093908	0.11532	0.76493	0.91458	0.066885	0.19556	0.84854	0.27881	0.48499	0.072333	0.049318	0.19489	0.097137	0.066573	0.064413	0.1404	0.14895	0.59059	0.23227	0.060387	0.62245	0.12359	0.061224	0.84588	0.46441	0.44637	0.055994	0.053012	0.27295	0.080227	0.50099	0.22437	0.15966	0.16559	0.22427	0.093871	0.16462
Meth__cg05249393__LDLR	0.10354	0.1007	0.066476	0.10656	0.062105	0.089097	0.10904	0.069321	0.077802	0.30614	0.082495	0.082943	0.1066	0.062528	0.055914	0.072772	0.067479	0.18537	0.60566	0.068943	0.078363	0.42594	0.061934	0.053156	0.12105	0.081962	0.15555	0.090358	0.10223	0.060419	0.15194	0.047716	0.046391	0.095588	0.16691	0.065956	0.14876	0.10633	0.10114	0.32047	0.093299
Meth__cg22153873__BCL11A	0.0673	0.099437	0.24819	0.06205	0.071267	0.082577	0.11603	0.065485	0.0739	0.050632	0.072285	0.097186	0.092802	0.10852	0.081467	0.082761	0.095767	0.1322	0.067061	0.086666	0.099017	0.17031	0.070637	0.085467	0.095633	0.079548	0.12646	0.054642	0.18637	0.069482	0.090547	0.065122	0.055805	0.060273	0.044397	0.53579	0.11899	0.085684	0.073244	0.20007	0.070167
Meth__cg24107665__ZNF696	0.04739	0.77263	0.13183	0.41724	0.69155	0.89164	0.52089	0.16336	0.070785	0.83393	0.052957	0.85509	0.5019	0.86975	0.08574	0.38359	0.056656	0.29793	0.90195	0.34316	0.090178	0.62243	0.89683	0.13021	0.29212	0.58787	0.33412	0.39611	0.25069	0.88493	0.23249	0.048439	0.03174	0.87177	0.7051	0.041301	0.27356	0.75063	0.37421	0.24108	0.52743
Meth__cg17178336__IHH	0.61387	0.028582	0.90685	0.17134	0.96965	0.92603	0.62491	0.52553	0.195	0.18511	0.87639	0.12403	0.84894	0.69061	0.11271	0.27313	0.10268	0.12101	0.39508	0.97388	0.96783	0.23202	0.047119	0.97119	0.92618	0.31319	0.17805	0.092676	0.94142	0.42287	0.076154	0.050118	0.18741	0.1085	0.10412	0.95549	0.64074	0.96003	0.66756	0.91794	0.85305
Meth__cg03309050__ZNF688	0.044148	0.044872	0.052165	0.039392	0.038417	0.039677	0.079488	0.036455	0.037376	0.049486	0.063588	0.044355	0.067758	0.036274	0.047905	0.041542	0.05354	0.14222	0.048259	0.043643	0.044594	0.039616	0.046021	0.038824	0.17656	0.041396	0.085876	0.24875	0.10768	0.055832	0.073175	0.044202	0.039162	0.042419	0.054515	0.034693	0.03935	0.04806	0.042189	0.091716	0.042724
Meth__cg02609749__ZNF276	0.040488	0.031532	0.043169	0.042756	0.0565	0.051229	0.13672	0.04768	0.03969	0.04339	0.06622	0.051216	0.051027	0.040558	0.038126	0.061435	0.037025	0.073818	0.026079	0.025845	0.04013	0.030202	0.12949	0.043521	0.040367	0.046089	0.051956	0.075189	0.049216	0.06279	0.047669	0.30796	0.022892	0.033237	0.030238	0.026978	0.046525	0.037673	0.033849	0.07981	0.031815
Meth__cg16793061__EYA1	0.056042	0.033111	0.049565	0.10436	0.036777	0.044101	0.096774	0.6036	0.027409	0.03277	0.038687	0.50381	0.30888	0.083299	0.045138	0.069727	0.026656	0.097199	0.57126	0.04722	0.046061	0.90088	0.032795	0.025862	0.54783	0.042499	0.080652	0.036647	0.054935	0.42457	0.13295	0.040263	0.029688	0.044208	0.036288	0.50208	0.50106	0.053812	0.045076	0.23198	0.039625
Meth__cg27561006__PRCP	0.24234	0.092568	0.18754	0.11947	0.075802	0.19359	0.35632	0.093227	0.72486	0.17429	0.088223	0.32218	0.20087	0.10814	0.60068	0.12094	0.060065	0.13934	0.11275	0.11652	0.096473	0.2068	0.1448	0.119	0.22218	0.15369	0.25992	0.13966	0.19801	0.090867	0.15556	0.11961	0.063056	0.1206	0.4671	0.049369	0.28457	0.12571	0.19197	0.28484	0.17417
Meth__cg05209463__TETRAN	0.076348	0.06754	0.13851	0.034013	0.030006	0.068655	0.095361	0.23407	0.034602	0.19569	0.11477	0.23519	0.13288	0.029796	0.0399	0.057664	0.03404	0.11791	0.020705	0.043081	0.066195	0.031251	0.062817	0.030791	0.32014	0.22563	0.10363	0.036684	0.079439	0.20855	0.10686	0.022874	0.024675	0.026612	0.046201	0.13522	0.083667	0.035104	0.025326	0.11603	0.030884
Meth__cg02940164__FRAG1	0.022063	0.019783	0.01976	0.023682	0.030165	0.021235	0.71075	0.054227	0.017422	0.032984	0.02267	0.046517	0.028862	0.016881	0.031503	0.021304	0.021515	0.041117	0.34428	0.025183	0.023347	0.062352	0.033584	0.021148	0.040636	0.039338	0.02365	0.035425	0.03706	0.025438	0.042004	0.11383	0.019592	0.67081	0.01789	0.017704	0.06782	0.024997	0.023132	0.082412	0.02827
Meth__cg15856055__ZNF511	0.10907	0.076625	0.2137	0.07098	0.75434	0.13097	0.59195	0.1839	0.10692	0.11932	0.12576	0.48033	0.19231	0.11323	0.087463	0.14645	0.41767	0.1078	0.50479	0.071195	0.093719	0.15988	0.42259	0.25448	0.41294	0.091023	0.14201	0.39684	0.12438	0.11823	0.18684	0.10969	0.13865	0.2977	0.088975	0.073964	0.097943	0.25554	0.059835	0.18406	0.09375
Meth__cg06758848__FLNA	0.45876	0.83621	0.036093	0.40734	0.052737	0.03187	0.16435	0.45038	0.31025	0.47557	0.029018	0.13619	0.79752	0.015539	0.25845	0.34257	0.42215	0.11589	0.023756	0.03619	0.026945	0.45191	0.67563	0.45763	0.30569	0.039256	0.060669	0.58224	0.21629	0.53558	0.33018	0.46728	0.024959	0.36006	0.16594	0.2554	0.12954	0.52313	0.42119	0.51097	0.025579
Meth__cg01017147__DNM3	0.91203	0.064695	0.95273	0.53796	0.19398	0.8203	0.16899	0.94542	0.30304	0.58	0.11301	0.58535	0.92322	0.16137	0.30775	0.047225	0.11499	0.032638	0.11556	0.45349	0.61229	0.92902	0.21035	0.94097	0.11614	0.36312	0.065192	0.058041	0.66365	0.65561	0.16922	0.19277	0.45911	0.095507	0.85866	0.65491	0.10257	0.88443	0.63158	0.7764	0.53617
Meth__cg10226744__ATXN10	0.029589	0.023944	0.031737	0.030779	0.022145	0.026631	0.042385	0.01776	0.022687	0.03435	0.022329	0.14805	0.044091	0.014449	0.020591	0.022493	0.019333	0.076244	0.018385	0.027264	0.030809	0.02706	0.022575	0.019595	0.077851	0.028089	0.029029	0.030762	0.037014	0.024049	0.062228	0.052992	0.016285	0.017456	0.033605	0.018332	0.037281	0.031117	0.032616	0.042684	0.022477
Meth__cg12536534__G6PD	0.47135	0.05623	0.063329	0.35889	0.066938	0.066986	0.044217	0.43483	0.05467	0.53043	0.07531	0.052768	0.097635	0.056707	0.063115	0.25561	0.42197	0.11001	0.060657	0.051668	0.068393	0.29482	0.56177	0.41775	0.11899	0.064891	0.1313	0.44744	0.2984	0.058328	0.064203	0.3851	0.077803	0.52222	0.066939	0.24826	0.12823	0.53556	0.33167	0.47221	0.067207
Meth__cg07068998__NRAS	0.047341	0.049213	0.077123	0.048546	0.041993	0.035095	0.079281	0.11322	0.075717	0.09926	0.94866	0.11676	0.18759	0.029897	0.60321	0.046591	0.036206	0.62382	0.036321	0.075417	0.07542	0.070721	0.051198	0.083115	0.069266	0.13345	0.78274	0.055222	0.22168	0.063985	0.059261	0.034575	0.35139	0.11533	0.94607	0.43314	0.13612	0.91194	0.93361	0.76852	0.93911
Meth__cg10084993__SLC9A3R2	0.086291	0.063291	0.11748	0.11035	0.9141	0.10997	0.78993	0.62646	0.18127	0.23786	0.49253	0.89558	0.68785	0.061791	0.18129	0.53254	0.2242	0.69926	0.11511	0.1275	0.097779	0.9361	0.82418	0.17633	0.13651	0.065763	0.094846	0.68629	0.090305	0.2277	0.076187	0.38633	0.082633	0.34674	0.093598	0.13306	0.083039	0.10192	0.071443	0.14199	0.10927
Meth__cg13084525__EHF	0.090588	0.078842	0.096303	0.087629	0.09088	0.14677	0.56187	0.075159	0.1964	0.079452	0.13083	0.21114	0.045647	0.048224	0.12437	0.059882	0.80461	0.1721	0.19274	0.10582	0.11629	0.061892	0.68717	0.04891	0.19735	0.061852	0.14771	0.63276	0.088294	0.068826	0.093305	0.2118	0.032355	0.32148	0.075844	0.098039	0.16587	0.059613	0.07852	0.11161	0.086906
Meth__cg04632671__PPARG	0.053957	0.46333	0.30074	0.87731	0.067324	0.20212	0.58657	0.96976	0.043408	0.53605	0.97173	0.11437	0.96495	0.95876	0.10373	0.84801	0.040572	0.10636	0.12398	0.76883	0.5608	0.091585	0.029716	0.02681	0.063223	0.052323	0.12436	0.025264	0.93406	0.052234	0.074031	0.035982	0.045615	0.61301	0.98053	0.97907	0.21965	0.55908	0.55862	0.15525	0.83217
Meth__cg12454725__SYT17	0.025223	0.016689	0.019795	0.018457	0.20225	0.022182	0.035855	0.021901	0.019641	0.017985	0.020086	0.049015	0.031847	0.015316	0.020275	0.017295	0.014972	0.026551	0.050754	0.019584	0.022497	0.019904	0.02209	0.013167	0.052646	0.019183	0.034088	0.02018	0.043658	0.023993	0.049012	0.016865	0.01719	0.015111	0.024142	0.01875	0.17317	0.019286	0.020451	0.030641	0.022009
Meth__cg15250507__C1orf106	0.047144	0.043464	0.093447	0.097875	0.045145	0.078744	0.21279	0.52677	0.037489	0.042114	0.062603	0.043552	0.12494	0.037276	0.45275	0.03945	0.043079	0.1062	0.030141	0.54789	0.48643	0.19827	0.60312	0.040399	0.10494	0.062624	0.064309	0.052572	0.15736	0.059026	0.049804	0.16759	0.0347	0.052615	0.23641	0.033485	0.070185	0.041474	0.042129	0.097995	0.053712
Meth__cg01535453__ACADS	0.50289	0.96803	0.92864	0.15151	0.97295	0.10014	0.079316	0.04812	0.08931	0.21009	0.093761	0.071077	0.93647	0.98089	0.36773	0.072031	0.050949	0.13158	0.048585	0.16734	0.12486	0.091584	0.11514	0.10465	0.58504	0.96465	0.097405	0.054503	0.94702	0.081264	0.93738	0.1287	0.076404	0.065188	0.090626	0.034667	0.73624	0.062523	0.96573	0.75111	0.96446
Meth__cg26516759__BMP7	0.54377	0.04131	0.033763	0.024196	0.81919	0.15332	0.76572	0.044237	0.066597	0.092884	0.10191	0.037619	0.23335	0.74379	0.05554	0.030405	0.031164	0.069931	0.029195	0.51389	0.44036	0.87963	0.058903	0.69886	0.88409	0.035779	0.066597	0.065915	0.9014	0.041516	0.050985	0.028257	0.041776	0.029442	0.026734	0.39169	0.11496	0.099948	0.083409	0.0948	0.046586
Meth__cg10708793__LGP2	0.042488	0.36863	0.04641	0.036354	0.50574	0.031193	0.1889	0.066507	0.037514	0.37997	0.38723	0.030818	0.43719	0.026042	0.048272	0.87251	0.038136	0.2201	0.04127	0.87859	0.87556	0.044707	0.29872	0.039625	0.35133	0.35544	0.064786	0.89396	0.28787	0.061965	0.25903	0.034011	0.037654	0.029871	0.043018	0.54054	0.032598	0.06946	0.43211	0.10922	0.86165
