Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg08162780__GDF15	0.027304	0.016579	0.51307	0.053497	0.031127	0.55947	0.034346	0.97654	0.1631	0.017749	0.15771	0.28927	0.029767	0.12069	0.12556	0.57431	0.078351	0.035099	0.02372	0.041406	0.15627	0.020635	0.03405	0.025235	0.035956	0.03283	0.029333	0.020571	0.024497	0.020024	0.01495	0.013982	0.017367	0.044837	0.020219	0.022928
Meth__cg18587271__GPT2	0.10048	0.12357	0.57958	0.12433	0.15415	0.69281	0.34639	0.61129	0.7733	0.14793	0.074461	0.34913	0.34371	0.60736	0.44129	0.10048	0.28598	0.25403	0.13285	0.0915	0.26018	0.083777	0.1414	0.088492	0.17851	0.15245	0.14036	0.07598	0.073635	0.77526	0.085429	0.093835	0.14742	0.19569	0.089138	0.18551
Meth__cg11976166__TGFB2	0.10296	0.097568	0.84584	0.21303	0.49547	0.1967	0.80069	0.070405	0.091873	0.42408	0.22055	0.27407	0.19569	0.15654	0.19774	0.060339	0.19562	0.188	0.85572	0.77069	0.13114	0.8988	0.27204	0.52163	0.27735	0.74722	0.24866	0.16123	0.08342	0.16328	0.75342	0.16813	0.1206	0.70691	0.22997	0.40223
Meth__cg14070162__PTRF	0.0855	0.27762	0.08891	0.94841	0.94611	0.062074	0.46719	0.06051	0.098137	0.55734	0.079545	0.10158	0.58804	0.09584	0.74082	0.061913	0.090011	0.08066	0.47552	0.92706	0.089991	0.94012	0.10348	0.80192	0.13576	0.12882	0.48775	0.078004	0.068745	0.076582	0.70598	0.098634	0.82646	0.11525	0.6201	0.65135
Meth__cg07426960__CCND1	0.038915	0.034313	0.4412	0.061148	0.05649	0.802	0.03269	0.51761	0.51835	0.057784	0.7324	0.78985	0.32441	0.40221	0.65707	0.79145	0.25366	0.26056	0.076663	0.072296	0.78367	0.058951	0.06195	0.055254	0.093726	0.077376	0.071411	0.58481	0.77327	0.19309	0.060129	0.03368	0.034752	0.037746	0.045133	0.050558
Meth__cg27226949__EFNB2	0.34681	0.047878	0.17073	0.051117	0.029719	0.027236	0.040152	0.023254	0.029456	0.054772	0.089174	0.029695	0.3382	0.035915	0.079622	0.034684	0.041372	0.042941	0.052701	0.05472	0.034966	0.087783	0.075505	0.033894	0.083681	0.13075	0.094885	0.039649	0.045634	0.042103	0.030352	0.047176	0.084387	0.070327	0.072227	0.050358
Meth__cg07623294__ELAVL2	0.76984	0.023497	0.03817	0.76691	0.06047	0.029583	0.75205	0.39253	0.35184	0.42244	0.22432	0.57208	0.052815	0.30141	0.032964	0.4	0.17369	0.071794	0.22229	0.92579	0.029475	0.13336	0.357	0.0619	0.072806	0.12652	0.058166	0.26569	0.40747	0.031016	0.039129	0.032547	0.064694	0.079397	0.055391	0.031217
Meth__cg16204757__MSN	0.46294	0.050255	0.051576	0.84574	0.35971	0.043521	0.85614	0.34232	0.33583	0.061737	0.048217	0.050845	0.43375	0.36272	0.34494	0.42781	0.27795	0.042125	0.85094	0.53157	0.16536	0.49806	0.080287	0.51252	0.33558	0.82685	0.44018	0.4693	0.036989	0.49118	0.52475	0.040049	0.81599	0.20759	0.092333	0.2296
Meth__cg18001427__C21orf6	0.040349	0.029409	0.037853	0.052809	0.04948	0.031149	0.03451	0.041811	0.041082	0.042452	0.032751	0.03885	0.045829	0.046039	0.040073	0.02513	0.77696	0.029298	0.043149	0.039707	0.037585	0.027461	0.088132	0.060764	0.11656	0.060868	0.07439	0.030076	0.030035	0.024526	0.036928	0.034838	0.031805	0.070391	0.031016	0.054685
Meth__cg11713336__UBE2D2	0.044137	0.074292	0.061518	0.069573	0.064762	0.051297	0.223	0.054856	0.13277	0.3172	0.041213	0.064179	0.093579	0.097143	0.040141	0.048349	0.072064	0.04424	0.080992	0.16155	0.053878	0.059615	0.093787	0.079927	0.074565	0.11597	0.14223	0.040253	0.034265	0.032754	0.16992	0.038315	0.077906	0.3453	0.040835	0.058507
Meth__cg20644981__RPS3A	0.34939	0.15964	0.39718	0.72691	0.27992	0.26609	0.20711	0.050103	0.037587	0.49235	0.043923	0.083991	0.36622	0.047957	0.08368	0.099724	0.048246	0.79464	0.12352	0.56774	0.038454	0.44394	0.3671	0.26589	0.11838	0.12113	0.12904	0.037898	0.02727	0.091448	0.67992	0.45319	0.30003	0.3487	0.057646	0.52529
Meth__cg18830459__IBRDC3	0.02793	0.024871	0.025166	0.03053	0.02941	0.026389	0.029923	0.036022	0.020563	0.022829	0.034229	0.035093	0.046391	0.023787	0.030466	0.017559	0.031907	0.019881	0.03321	0.029351	0.028157	0.018959	0.070135	0.032312	0.039318	0.064624	0.14728	0.019987	0.015569	0.021413	0.026805	0.01629	0.015057	0.11178	0.026754	0.023929
Meth__cg01249910__SAT2	0.049269	0.045489	0.4405	0.053164	0.063537	0.038227	0.057715	0.045675	0.067821	0.057726	0.044319	0.041105	0.059713	0.056651	0.04606	0.040219	0.073389	0.059124	0.33758	0.057894	0.051686	0.044432	0.050085	0.052545	0.079278	0.10682	0.076337	0.049122	0.036987	0.061708	0.48695	0.051387	0.030332	0.066372	0.04747	0.057437
Meth__cg06101212__CLDN3	0.035757	0.11814	0.90665	0.54153	0.015265	0.97301	0.023661	0.031141	0.7607	0.10512	0.87432	0.044052	0.60086	0.79669	0.89205	0.34195	0.07884	0.90927	0.022708	0.022612	0.97113	0.76288	0.86085	0.045105	0.010245	0.058729	0.36341	0.8962	0.19426	0.37038	0.018536	0.014246	0.022863	0.024562	0.024364	0.69657
Meth__cg21529807__CEACAM4	0.70078	0.05845	0.045091	0.80248	0.81565	0.027494	0.063861	0.046347	0.040513	0.044357	0.078231	0.037869	0.16283	0.038055	0.054103	0.043335	0.095366	0.046887	0.16558	0.86218	0.11671	0.82437	0.055377	0.093377	0.059216	0.1276	0.078246	0.06243	0.054774	0.041566	0.22294	0.036262	0.40508	0.086351	0.43294	0.18032
Meth__cg24677780__CA11	0.055462	0.23461	0.073828	0.45431	0.18105	0.04277	0.26434	0.0436	0.05866	0.050339	0.12198	0.15311	0.42224	0.070786	0.21562	0.058251	0.1175	0.040124	0.094313	0.34116	0.20821	0.088606	0.12322	0.24275	0.070035	0.35797	0.11028	0.055734	0.055288	0.050731	0.12253	0.24427	0.42725	0.074248	0.074788	0.086204
Meth__cg12513308__CKLF	0.056628	0.052853	0.079132	0.06567	0.047028	0.048937	0.053774	0.050845	0.037489	0.063991	0.053773	0.044558	0.068617	0.053826	0.048299	0.039019	0.093949	0.04274	0.07091	0.048486	0.071021	0.033854	0.10404	0.062286	0.089072	0.086278	0.062556	0.037359	0.054851	0.047509	0.050746	0.045354	0.043629	0.15904	0.049686	0.046741
Meth__cg12232274__LRP11	0.042231	0.17107	0.11888	0.10085	0.088456	0.034648	0.27971	0.022752	0.040888	0.086624	0.085914	0.22139	0.33482	0.041502	0.072493	0.036023	0.11696	0.021789	0.047451	0.062315	0.046281	0.028125	0.063613	0.067546	0.071453	0.060312	0.097004	0.059325	0.025786	0.029282	0.16745	0.14317	0.31038	0.15832	0.053012	0.069237
Meth__cg12343638__PCDHB12	0.4636	0.061951	0.84447	0.65021	0.06041	0.83271	0.088175	0.9072	0.8437	0.08358	0.85212	0.88951	0.21859	0.65414	0.79423	0.31895	0.36091	0.082973	0.61075	0.1478	0.67159	0.7131	0.18288	0.22521	0.099347	0.15643	0.10999	0.077068	0.82369	0.090839	0.83708	0.046324	0.32646	0.14926	0.28538	0.072437
Meth__cg02047577__UCKL1	0.026607	0.016279	0.026547	0.019782	0.012165	0.019848	0.023584	0.016772	0.020648	0.02626	0.020861	0.026568	0.059424	0.027994	0.030244	0.022143	0.14895	0.021352	0.024569	0.031076	0.021904	0.013424	0.045844	0.018154	0.062178	0.044695	0.043634	0.01972	0.022539	0.023477	0.02336	0.019081	0.017174	0.089416	0.028099	0.028161
Meth__cg17488985__NT5E	0.032162	0.024062	0.046469	0.082652	0.028141	0.023729	0.90869	0.023433	0.021274	0.079537	0.90366	0.048222	0.22763	0.064908	0.44075	0.017447	0.087238	0.018165	0.681	0.062417	0.028944	0.13267	0.039175	0.36068	0.031348	0.91864	0.04932	0.0212	0.027946	0.023828	0.15364	0.032118	0.60989	0.096616	0.021413	0.61066
Meth__cg22831263__KIAA1840	0.058207	0.044818	0.080632	0.065931	0.05026	0.039222	0.044258	0.044386	0.048853	0.058793	0.054017	0.034593	0.12832	0.040523	0.048665	0.046447	0.073781	0.04144	0.056652	0.048199	0.47666	0.038831	0.15973	0.074615	0.1079	0.10913	0.092416	0.05593	0.050914	0.058073	0.055707	0.038467	0.048017	0.079969	0.061626	0.044493
Meth__cg09049660__PANK2	0.034284	0.035639	0.22847	0.080999	0.035183	0.14379	0.073289	0.26194	0.08635	0.18573	0.046023	0.59878	0.075211	0.083096	0.076704	0.032683	0.072151	0.10387	0.07767	0.067671	0.049937	0.04268	0.062407	0.084295	0.056614	0.075317	0.035023	0.065065	0.030994	0.17916	0.085203	0.037645	0.056472	0.071832	0.10848	0.080679
Meth__cg17304433__ERGIC1	0.030461	0.037492	0.036098	0.039734	0.039427	0.037515	0.13074	0.035001	0.035449	0.046956	0.040164	0.03304	0.10962	0.042131	0.030612	0.028634	0.047254	0.038116	0.036808	0.046141	0.034911	0.02591	0.051267	0.050945	0.05273	0.054198	0.056604	0.022816	0.033686	0.030098	0.28393	0.026983	0.028333	0.16947	0.037564	0.045708
Meth__cg04660617__RABL2B	0.047689	0.032493	0.14986	0.17024	0.039913	0.045899	0.0612	0.054179	0.051672	0.054897	0.038178	0.039391	0.088393	0.049297	0.041947	0.033709	0.095559	0.037852	0.056745	0.042429	0.078272	0.036665	0.11235	0.055255	0.071209	0.16934	0.094261	0.038168	0.035263	0.048761	0.14549	0.048191	0.048473	0.068491	0.044986	0.041711
Meth__cg05386606__BCL7B	0.073513	0.057979	0.10112	0.12647	0.079604	0.90001	0.073158	0.23711	0.18912	0.086885	0.097181	0.70922	0.13614	0.16569	0.10718	0.57148	0.10477	0.13994	0.077874	0.084013	0.34322	0.041187	0.1029	0.060102	0.087626	0.07418	0.095214	0.04236	0.07364	0.16729	0.065382	0.037013	0.038955	0.080201	0.054583	0.06608
Meth__cg04741821__TXNDC13	0.058533	0.046405	0.054806	0.070878	0.045001	0.039087	0.078027	0.036095	0.042184	0.15663	0.035779	0.037556	0.1025	0.043455	0.07582	0.024578	0.058429	0.038283	0.039469	0.078907	0.041412	0.06047	0.099907	0.074834	0.047733	0.13436	0.054219	0.041667	0.040708	0.068519	0.0361	0.03359	0.091049	0.10439	0.087106	0.10593
Meth__cg02100629__AMID	0.058064	0.14488	0.067609	0.50347	0.641	0.47444	0.076793	0.073334	0.20715	0.53243	0.8783	0.084053	0.66032	0.21659	0.069338	0.048456	0.087833	0.076896	0.091244	0.51936	0.44802	0.37767	0.090306	0.11656	0.067336	0.35079	0.20444	0.652	0.087566	0.041923	0.87292	0.039177	0.041311	0.8988	0.2329	0.19727
Meth__cg19428336__FAT	0.047558	0.033281	0.061568	0.052269	0.044168	0.045683	0.041999	0.036466	0.046125	0.057282	0.050351	0.033358	0.087632	0.040383	0.52169	0.039582	0.11364	0.039319	0.053464	0.39038	0.061749	0.064593	0.063123	0.05142	0.10784	0.08015	0.058787	0.047017	0.039394	0.040899	0.0367	0.032733	0.039604	0.37451	0.050924	0.039855
Meth__cg16977257__PRND	0.034566	0.021785	0.037531	0.0443	0.027171	0.033624	0.035843	0.044718	0.018895	0.077631	0.033868	0.065727	0.10354	0.030213	0.051974	0.030846	0.050164	0.033604	0.052318	0.28895	0.043051	0.037813	0.04678	0.049424	0.025899	0.074982	0.045215	0.034939	0.033375	0.049887	0.13951	0.024724	0.14549	0.072323	0.045591	0.056503
Meth__cg23850212__ZFP28	0.030853	0.029448	0.038668	0.036149	0.027488	0.030361	0.50862	0.038526	0.029496	0.028861	0.048557	0.049891	0.35736	0.034964	0.035213	0.024617	0.094195	0.035873	0.40196	0.036013	0.033441	0.026899	0.071255	0.033098	0.043933	0.063253	0.067106	0.041403	0.04168	0.038907	0.3411	0.053034	0.51759	0.03415	0.037751	0.032899
Meth__cg12970008__OSBPL5	0.036376	0.044514	0.073551	0.044855	0.0517	0.031476	0.053166	0.49715	0.034379	0.063881	0.034852	0.060766	0.073247	0.025862	0.03672	0.040669	0.066441	0.032408	0.06234	0.06897	0.031545	0.031214	0.079022	0.057989	0.061572	0.065576	0.17615	0.031334	0.034388	0.029676	0.023747	0.036945	0.026576	0.060234	0.040285	0.037937
Meth__cg01655123__PHLDB3	0.029935	0.038159	0.063314	0.031862	0.031234	0.034905	0.036094	0.020769	0.026981	0.035735	0.035365	0.025704	0.062375	0.047512	0.03566	0.029912	0.056611	0.032435	0.033234	0.031488	0.032947	0.031497	0.087199	0.032742	0.05687	0.050785	0.062102	0.029715	0.027562	0.03005	0.035395	0.75455	0.025994	0.089287	0.032275	0.031743
Meth__cg08244522__THBD	0.043397	0.25408	0.95457	0.067014	0.048239	0.80814	0.054036	0.75013	0.21075	0.036973	0.53478	0.96194	0.77705	0.17277	0.86825	0.051634	0.10769	0.039247	0.44549	0.035256	0.29707	0.039103	0.073936	0.042394	0.065079	0.052772	0.158	0.16635	0.038178	0.56571	0.15027	0.037327	0.67591	0.056253	0.050049	0.038457
Meth__cg14384532__NTRK3	0.13772	0.037393	0.90382	0.10902	0.52124	0.063767	0.58861	0.18711	0.03049	0.89242	0.54142	0.10129	0.6842	0.035368	0.47557	0.1019	0.40609	0.094235	0.90344	0.87552	0.17354	0.53498	0.73756	0.84967	0.13924	0.8575	0.064207	0.056624	0.46777	0.37213	0.14078	0.081568	0.87562	0.84784	0.64743	0.036958
Meth__cg01780107__DCC1	0.047722	0.046708	0.048875	0.058794	0.039216	0.035225	0.044227	0.023875	0.042225	0.052851	0.032443	0.082398	0.09813	0.044826	0.047967	0.034976	0.088611	0.036624	0.041834	0.042791	0.051763	0.037998	0.19728	0.051185	0.082254	0.14622	0.054493	0.04212	0.051351	0.059305	0.051464	0.036945	0.039484	0.088552	0.054206	0.047769
Meth__cg23384620__IL1RAPL2	0.14332	0.035478	0.7615	0.255	0.094063	0.64643	0.090166	0.20168	0.25727	0.08204	0.90229	0.095903	0.14164	0.23663	0.18503	0.45066	0.090691	0.040909	0.056793	0.54505	0.098593	0.30191	0.23426	0.06673	0.081361	0.36641	0.079721	0.042125	0.052661	0.38346	0.059798	0.043808	0.47876	0.12847	0.54314	0.12254
Meth__cg16847051__CALCOCO1	0.082651	0.083728	0.18626	0.13481	0.15216	0.75993	0.30817	0.11648	0.11773	0.32668	0.079456	0.1449	0.54118	0.12502	0.12033	0.10126	0.12472	0.4407	0.14757	0.30696	0.23609	0.13095	0.32991	0.34717	0.12278	0.18112	0.1718	0.059768	0.45184	0.075351	0.18929	0.19095	0.35503	0.29647	0.077342	0.12592
Meth__cg14426525__SMPDL3A	0.036689	0.039277	0.025659	0.027852	0.018063	0.017939	0.033958	0.036657	0.025171	0.025197	0.024828	0.045953	0.032041	0.026214	0.027348	0.024201	0.045018	0.01481	0.034373	0.60487	0.030767	0.02214	0.05492	0.026756	0.025279	0.053458	0.045806	0.019528	0.018795	0.018713	0.018765	0.024313	0.012516	0.033455	0.018519	0.029546
Meth__cg20555481__MGC3207	0.088529	0.056193	0.069266	0.059314	0.036093	0.044984	0.076467	0.081444	0.050479	0.045736	0.072166	0.037418	0.056585	0.053618	0.064008	0.048398	0.062368	0.043735	0.081139	0.047723	0.059613	0.045495	0.12145	0.060684	0.060824	0.15779	0.096022	0.051198	0.049189	0.037832	0.043834	0.03845	0.040343	0.13425	0.04481	0.045642
Meth__cg27383956__FLJ13265	0.03109	0.044627	0.94986	0.05002	0.049315	0.88459	0.048568	0.98124	0.31235	0.048619	0.95776	0.89548	0.85139	0.29594	0.96099	0.75764	0.70933	0.74376	0.04704	0.086473	0.95444	0.10301	0.57359	0.042971	0.084074	0.13299	0.055699	0.054876	0.94499	0.067977	0.55097	0.080572	0.78281	0.094811	0.039587	0.20177
Meth__cg26624118__SLC43A1	0.056489	0.058664	0.58778	0.1577	0.17923	0.048167	0.20732	0.10518	0.055873	0.074709	0.070038	0.10673	0.41494	0.1699	0.28893	0.05419	0.10832	0.042796	0.077279	0.075353	0.065391	0.08084	0.12874	0.067129	0.063667	0.17079	0.13241	0.054404	0.11457	0.051943	0.081882	0.047327	0.79098	0.2186	0.06995	0.25335
Meth__cg18587018__CRSP9	0.037697	0.037164	0.034027	0.038426	0.041351	0.038265	0.035982	0.48899	0.042793	0.040804	0.029753	0.026494	0.094134	0.044046	0.046217	0.027741	0.065711	0.038561	0.043031	0.03657	0.034855	0.025542	0.069367	0.040761	0.091388	0.076021	0.056416	0.036505	0.036272	0.026591	0.03841	0.031129	0.038443	0.081866	0.040223	0.029178
Meth__cg11301598__OASL	0.039333	0.036226	0.05218	0.098063	0.033458	0.05525	0.049274	0.78725	0.03695	0.042122	0.039087	0.037815	0.077541	0.036998	0.19285	0.040316	0.061816	0.037031	0.046336	0.046913	0.48068	0.035482	0.072677	0.044852	0.054013	0.089917	0.060953	0.048702	0.03973	0.036289	0.047088	0.03492	0.041371	0.072491	0.041016	0.041309
Meth__cg01651364__FLJ23518	0.057832	0.038102	0.041297	0.051285	0.071049	0.032331	0.86287	0.35407	0.036208	0.050482	0.036388	0.019684	0.057677	0.034828	0.032062	0.041499	0.075061	0.032681	0.058669	0.088121	0.043075	0.066905	0.064622	0.04519	0.48722	0.38193	0.061668	0.038651	0.035851	0.052603	0.048815	0.037941	0.049698	0.27672	0.042902	0.082175
Meth__cg06220521__ITR	0.018186	0.016259	0.027694	0.26765	0.17521	0.015491	0.022043	0.031369	0.017344	0.02694	0.026865	0.019142	0.034862	0.017093	0.025158	0.012271	0.043389	0.01891	0.026656	0.02387	0.023411	0.016908	0.048072	0.022597	0.032659	0.09039	0.022907	0.018606	0.014665	0.020768	0.013351	0.016951	0.021448	0.047392	0.0331	0.015741
Meth__cg26372517__TFAP2E	0.45401	0.036894	0.89191	0.44621	0.7051	0.045549	0.66197	0.42118	0.047937	0.96644	0.12064	0.075062	0.83988	0.047857	0.53369	0.069917	0.068866	0.042988	0.36567	0.5922	0.040614	0.044976	0.54548	0.82964	0.075955	0.91256	0.095431	0.69088	0.029072	0.30562	0.75367	0.033041	0.97856	0.051752	0.055656	0.96664
Meth__cg24441350__TPPP	0.29476	0.045354	0.60895	0.047622	0.032237	0.70849	0.04899	0.25201	0.038095	0.029463	0.55724	0.29202	0.52526	0.035974	0.17182	0.11232	0.15095	0.33219	0.050777	0.07905	0.64942	0.14736	0.67448	0.091421	0.077198	0.3359	0.056615	0.033606	0.039539	0.63333	0.030007	0.070977	0.52549	0.31651	0.050832	0.11909
Meth__cg24856383__SIAH2	0.066492	0.050761	0.063622	0.060795	0.058816	0.05237	0.061643	0.068375	0.043545	0.05915	0.063656	0.041649	0.14195	0.052957	0.083147	0.076923	0.11777	0.04998	0.081643	0.054493	0.058818	0.52308	0.11842	0.051218	0.12057	0.14383	0.22952	0.050795	0.056329	0.043985	0.042606	0.051885	0.047815	0.093913	0.065761	0.051192
Meth__cg20777437__CDCP2	0.033855	0.049281	0.68261	0.55184	0.22595	0.75859	0.47886	0.67682	0.028533	0.29262	0.047256	0.2345	0.36136	0.032479	0.25573	0.23068	0.091008	0.083544	0.63745	0.68687	0.61589	0.18943	0.7462	0.30892	0.12561	0.28617	0.28674	0.56435	0.27528	0.3427	0.1418	0.0442	0.048336	0.30368	0.15582	0.055663
Meth__cg06030619__CORO1A	0.15295	0.37182	0.71924	0.16027	0.10143	0.13013	0.18908	0.068969	0.032731	0.057442	0.044567	0.08736	0.44796	0.035416	0.23892	0.029197	0.096632	0.05578	0.058594	0.092207	0.046207	0.050096	0.07973	0.1322	0.096441	0.35602	0.14403	0.04084	0.030757	0.078567	0.15487	0.073448	0.30562	0.17014	0.055052	0.13924
Meth__cg08743392__GSS	0.035276	0.05076	0.037997	0.075684	0.098323	0.35467	0.07445	0.04208	0.038416	0.056586	0.082049	0.031202	0.052682	0.039945	0.094581	0.039894	0.061275	0.038352	0.040011	0.071993	0.49122	0.049224	0.068408	0.055766	0.10288	0.073202	0.072834	0.032587	0.052767	0.042432	0.1441	0.32744	0.036658	0.06906	0.05727	0.03606
Meth__cg09079593__TRIM7	0.078427	0.055303	0.90907	0.27533	0.77696	0.11976	0.12369	0.05031	0.07751	0.093689	0.70993	0.0823	0.41098	0.082671	0.88034	0.1207	0.12752	0.067734	0.26469	0.25589	0.26969	0.18392	0.9065	0.73949	0.060881	0.51152	0.090828	0.28883	0.053816	0.079931	0.16402	0.30269	0.91973	0.12959	0.097715	0.10452
Meth__cg01717706__SOCS1	0.061618	0.052869	0.55281	0.28618	0.048044	0.1033	0.29389	0.034376	0.038834	0.042568	0.41749	0.12877	0.097658	0.04621	0.072562	0.038229	0.064308	0.034145	0.038017	0.042668	0.032611	0.15708	0.43551	0.036379	0.056407	0.061682	0.058366	0.070397	0.36511	0.039299	0.040579	0.030412	0.039052	0.099655	0.047957	0.038474
Meth__cg04416752__ST6GALNAC4	0.064354	0.035245	0.81538	0.81899	0.38997	0.056826	0.13709	0.13483	0.43592	0.071802	0.056831	0.84724	0.47171	0.40007	0.78969	0.065051	0.10071	0.055751	0.29469	0.35996	0.084138	0.15021	0.11282	0.82641	0.11253	0.72744	0.15955	0.065586	0.042519	0.051094	0.25887	0.52962	0.066692	0.2224	0.06223	0.076923
Meth__cg07782113__HIVEP1	0.018414	0.010182	0.014348	0.012397	0.013963	0.011865	0.022444	0.019421	0.010395	0.013349	0.018699	0.0085566	0.020708	0.010024	0.010989	0.011495	0.031774	0.013087	0.01219	0.015186	0.018646	0.012966	0.045643	0.01924	0.015685	0.024031	0.10608	0.022298	0.016623	0.0080596	0.0078895	0.012576	0.014997	0.019043	0.017311	0.018313
Meth__cg26829131__HOXC9	0.040686	0.02581	0.047692	0.043429	0.05554	0.036316	0.4933	0.035303	0.038287	0.038476	0.04454	0.039002	0.090333	0.035415	0.036615	0.03312	0.057055	0.045022	0.047175	0.38285	0.040212	0.10226	0.61442	0.030951	0.061053	0.072217	0.047665	0.04183	0.038126	0.049132	0.037614	0.036145	0.2826	0.087492	0.089262	0.033088
Meth__cg21493583__CRIPT	0.086585	0.10311	0.77471	0.18961	0.12786	0.77284	0.2087	0.4955	0.14688	0.11081	0.43232	0.26204	0.30274	0.2717	0.37887	0.15299	0.20542	0.10375	0.19679	0.10936	0.24198	0.26701	0.54788	0.50618	0.23717	0.18001	0.10663	0.063017	0.08414	0.32558	0.82393	0.17863	0.55285	0.26007	0.15832	0.11746
Meth__cg04988423__ALX4	0.97385	0.040697	0.060837	0.51842	0.19802	0.87028	0.97173	0.049397	0.044999	0.69622	0.36391	0.071565	0.95162	0.036139	0.029216	0.033427	0.096943	0.02511	0.73052	0.96486	0.25007	0.48689	0.92928	0.62036	0.42459	0.95464	0.074084	0.034995	0.068374	0.044516	0.030768	0.018957	0.97495	0.71283	0.03461	0.5645
Meth__cg12733079__ZNF277	0.057821	0.035625	0.067384	0.050646	0.069294	0.056118	0.069671	0.10218	0.039298	0.054691	0.044134	0.13321	0.18911	0.045321	0.048661	0.047387	0.10094	0.041498	0.058926	0.46144	0.049607	0.11296	0.10261	0.065283	0.060265	0.073296	0.075632	0.054658	0.05148	0.044782	0.19257	0.039292	0.049252	0.081547	0.080989	0.065974
Meth__cg03872376__ZP4	0.59478	0.14235	0.89916	0.78115	0.068656	0.78385	0.60791	0.83556	0.81024	0.12848	0.88164	0.14253	0.48752	0.67218	0.82968	0.91546	0.63965	0.092523	0.11629	0.11087	0.21717	0.77396	0.49071	0.10067	0.15342	0.22584	0.28165	0.11564	0.64087	0.54188	0.075434	0.061517	0.08604	0.18011	0.12263	0.5854
Meth__cg14311811__DSG2	0.053995	0.79532	0.85643	0.70484	0.22919	0.84493	0.076181	0.06069	0.64303	0.063663	0.15134	0.43761	0.32588	0.71916	0.042394	0.27183	0.12627	0.38633	0.11532	0.22138	0.63271	0.14215	0.36005	0.6021	0.091131	0.44376	0.3103	0.064078	0.040606	0.11305	0.82064	0.79491	0.83061	0.10998	0.04677	0.34026
Meth__cg03568064__MAPK8IP1	0.059307	0.039297	0.97565	0.51788	0.048806	0.17978	0.063394	0.28794	0.59254	0.18795	0.96504	0.85649	0.95987	0.50633	0.061203	0.85715	0.61739	0.63279	0.73398	0.032513	0.07558	0.15989	0.9018	0.70913	0.045611	0.98051	0.076497	0.030625	0.033326	0.66383	0.12847	0.48688	0.85245	0.4896	0.25505	0.77908
Meth__cg21602520__BCL2	0.046958	0.077954	0.94727	0.24149	0.33085	0.96633	0.066128	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.75933	0.92554	0.92762	0.74503	0.57908	0.046838	0.038996	0.96319	0.41431	0.94754	0.060168	0.083088	0.91319	0.069498	0.45537	0.93335	0.96885	0.8838	0.87083	0.95928	0.57398	0.57608	0.082738
Meth__cg22767079__BIVM	0.020705	0.015456	0.027934	0.024342	0.017199	0.014666	0.029275	0.014119	0.014015	0.023491	0.026361	0.016077	0.043377	0.016475	0.022266	0.015091	0.067101	0.018168	0.029255	0.029409	0.01707	0.02037	0.047221	0.02736	0.027912	0.058202	0.04598	0.022357	0.01956	0.025318	0.013804	0.020588	0.27177	0.043888	0.040868	0.024954
Meth__cg22007439__DMRTA1	0.03712	0.023741	0.029821	0.040833	0.02087	0.02305	0.41087	0.017273	0.021698	0.029984	0.022232	0.054474	0.049993	0.027587	0.0238	0.46883	0.053432	0.014885	0.028183	0.027465	0.028796	0.025417	0.33486	0.033467	0.07628	0.90106	0.037312	0.4819	0.16477	0.36872	0.027778	0.020658	0.02259	0.12204	0.032898	0.029553
Meth__cg07525445__TPM1	0.040436	0.9314	0.97081	0.044818	0.30739	0.03134	0.062854	0.019769	0.022235	0.15522	0.025263	0.012668	0.38233	0.027029	0.025799	0.024241	0.1	0.021223	0.026476	0.12565	0.039721	0.04146	0.97303	0.031055	0.064503	0.044802	0.048802	0.037262	0.031729	0.03153	0.16872	0.028207	0.95943	0.05081	0.048429	0.14994
Meth__cg16041660__PRICKLE1	0.062958	0.041016	0.039963	0.047822	0.041171	0.026248	0.039733	0.037619	0.031103	0.031974	0.045052	0.040902	0.075288	0.037479	0.040065	0.042709	0.12474	0.022496	0.14349	0.036886	0.038061	0.02831	0.089632	0.038877	0.058799	0.06135	0.058852	0.035215	0.025866	0.03176	0.035029	0.03664	0.061101	0.53327	0.039827	0.027351
Meth__cg14494812__TOB1	0.072696	0.13068	0.68686	0.048242	0.071856	0.93006	0.073532	0.96071	0.83109	0.076621	0.8906	0.8944	0.55904	0.76846	0.9174	0.89707	0.84272	0.88012	0.12577	0.085239	0.93442	0.27606	0.89721	0.03816	0.2345	0.11702	0.23783	0.94165	0.89261	0.9796	0.2002	0.25878	0.070151	0.047287	0.087179	0.050452
Meth__cg01043330__RIC3	0.78485	0.062451	0.28193	0.49168	0.30708	0.2426	0.27622	0.18499	0.53046	0.51471	0.057691	0.53948	0.44023	0.50362	0.53838	0.077662	0.13031	0.055902	0.14578	0.44124	0.11986	0.5172	0.20925	0.13538	0.067607	0.24089	0.12409	0.13134	0.12184	0.11102	0.44008	0.07502	0.16111	0.11975	0.087327	0.30688
