Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg01692572__SIAHBP1	0.038123	0.045145	0.4047	0.062333	0.083293	0.056387	0.076846	0.059293	0.037303	0.083619	0.052586	0.046135	0.25144	0.12588	0.046438	0.077884	0.054462	0.037935	0.060848	0.1538	0.26996	0.080032	0.28216	0.068779	0.1302	0.12409	0.28139	0.08209	0.090196	0.10408	0.034761	0.042062	0.038505	0.29197	0.052132	0.048275	0.076764	0.051846	0.032932
Meth__cg16241714__CEBPD	0.034566	0.017527	0.028902	0.034711	0.025592	0.026181	0.03812	0.031316	0.02346	0.022013	0.028147	0.033072	0.030785	0.038942	0.018977	0.029011	0.022484	0.024633	0.044148	0.025968	0.027598	0.028845	0.03397	0.027263	0.036614	0.10038	0.03273	0.078947	0.081097	0.041825	0.0226	0.023523	0.023085	0.034001	0.025709	0.95725	0.04137	0.028733	0.025514
Meth__cg26984624__ANK1	0.72454	0.14228	0.94657	0.8964	0.59302	0.045531	0.67315	0.6849	0.044042	0.043899	0.27614	0.67073	0.57932	0.6893	0.019401	0.038511	0.56536	0.028233	0.12773	0.016962	0.81274	0.78704	0.64746	0.032421	0.85492	0.016895	0.66505	0.029362	0.57752	0.35599	0.02516	0.17414	0.022058	0.35087	0.6967	0.60568	0.47102	0.63654	0.47847
Meth__cg03591238__ZNHIT2	0.11275	0.056289	0.13026	0.17682	0.12037	0.13511	0.10447	0.054327	0.27574	0.10837	0.40369	0.14552	0.43171	0.12903	0.091531	0.092251	0.065458	0.10859	0.14562	0.068435	0.11627	0.12506	0.73992	0.077125	0.75405	0.16216	0.066739	0.14414	0.096817	0.10798	0.063379	0.1609	0.10434	0.092963	0.065349	0.26657	0.083402	0.088141	0.068402
Meth__cg27239921__CACNA1D	0.034528	0.062555	0.55841	0.048714	0.032118	0.43247	0.082039	0.08938	0.047785	0.040342	0.041819	0.24238	0.42047	0.47978	0.026514	0.048632	0.1361	0.057302	0.086615	0.028382	0.025757	0.034833	0.048126	0.15358	0.032508	0.61769	0.04431	0.068597	0.085981	0.087463	0.31044	0.082892	0.066992	0.10038	0.034011	0.033637	0.047886	0.035209	0.034658
Meth__cg08432727__SOX11	0.95154	0.5703	0.9298	0.16878	0.21822	0.67821	0.38105	0.90665	0.40599	0.030947	0.066054	0.31481	0.53143	0.2783	0.015426	0.026468	0.38737	0.046556	0.11119	0.09411	0.54119	0.087914	0.72983	0.043429	0.12099	0.83813	0.03805	0.58443	0.50583	0.44839	0.32561	0.12883	0.53218	0.023137	0.024388	0.4725	0.4863	0.42301	0.41638
Meth__cg00615377__RBM9	0.079363	0.067375	0.20395	0.17169	0.75395	0.035771	0.74465	0.080727	0.061351	0.082116	0.26139	0.80537	0.12495	0.13155	0.10121	0.12263	0.056203	0.055706	0.091474	0.06266	0.73914	0.39959	0.79253	0.06016	0.83628	0.1074	0.11435	0.074634	0.74337	0.13734	0.070647	0.067497	0.059602	0.30949	0.050363	0.16064	0.12472	0.8268	0.78353
Meth__cg15746620__EMR3	0.11815	0.083875	0.14927	0.6386	0.4658	0.064548	0.6275	0.13984	0.20718	0.057713	0.48686	0.18606	0.11956	0.26412	0.20214	0.064658	0.19728	0.35845	0.10536	0.082281	0.41653	0.62254	0.5752	0.14376	0.27357	0.093798	0.11849	0.16606	0.33088	0.14035	0.049468	0.060765	0.10622	0.52257	0.076509	0.31525	0.1335	0.17602	0.37103
Meth__cg26928603__KIRREL	0.054586	0.071856	0.30383	0.19453	0.14746	0.052993	0.5801	0.036736	0.060305	0.099008	0.044389	0.046111	0.08446	0.095577	0.083932	0.15471	0.048749	0.038263	0.10267	0.045351	0.86884	0.93355	0.58807	0.044644	0.1269	0.04339	0.084486	0.078901	0.71657	0.11375	0.071468	0.071216	0.07284	0.1531	0.11221	0.59711	0.047936	0.25424	0.081704
Meth__cg07525445__TPM1	0.040436	0.9314	0.97081	0.044818	0.30739	0.03134	0.062854	0.06433	0.019769	0.022235	0.15522	0.025263	0.012668	0.38233	0.028565	0.027029	0.025799	0.024241	0.1	0.021223	0.021206	0.026476	0.12565	0.039721	0.04146	0.97303	0.031055	0.064503	0.044802	0.048802	0.037262	0.031729	0.03153	0.16872	0.028207	0.95943	0.05081	0.14994	0.084795
Meth__cg24377133__HHCM	0.074172	0.034234	0.046489	0.24288	0.055517	0.023314	0.087524	0.099856	0.049109	0.027229	0.10541	0.056773	0.046534	0.14376	0.031908	0.032999	0.041332	0.077271	0.081162	0.02887	0.087252	0.1041	0.050959	0.034113	0.54789	0.066833	0.044699	0.088663	0.043401	0.053889	0.045545	0.045573	0.059919	0.058447	0.021983	0.053364	0.06712	0.046641	0.031219
Meth__cg26024843__COL5A1	0.50198	0.041928	0.068501	0.21124	0.030332	0.032153	0.63292	0.040864	0.60689	0.15545	0.044412	0.40433	0.04609	0.066657	0.172	0.15004	0.046858	0.052078	0.075456	0.023702	0.21776	0.17229	0.16464	0.045199	0.15244	0.12891	0.065176	0.081361	0.86843	0.077273	0.08904	0.075437	0.022698	0.052522	0.032982	0.29435	0.040088	0.055375	0.076412
Meth__cg12277666__TDRD5	0.0742	0.03414	0.034625	0.18943	0.035659	0.89198	0.038193	0.6644	0.038334	0.026725	0.034988	0.75208	0.096427	0.67597	0.024254	0.087904	0.92768	0.18493	0.083028	0.076846	0.025415	0.032042	0.38973	0.28345	0.074805	0.91422	0.040459	0.045746	0.048801	0.035376	0.33224	0.5485	0.19458	0.062087	0.024065	0.94624	0.049141	0.033805	0.04377
Meth__cg18979491__LBP	0.17217	0.048797	0.63837	0.51741	0.26538	0.088703	0.3393	0.40672	0.62216	0.11224	0.24355	0.24041	0.75264	0.43094	0.0578	0.090219	0.16653	0.34546	0.13072	0.06592	0.27966	0.24283	0.89415	0.28111	0.17369	0.072552	0.20113	0.12867	0.11815	0.064395	0.13314	0.061055	0.070701	0.3416	0.076672	0.12134	0.053702	0.15196	0.097749
Meth__cg10743104__PDPN	0.35382	0.045283	0.92197	0.92012	0.87458	0.54595	0.88752	0.039146	0.51603	0.039558	0.83144	0.89911	0.47323	0.50574	0.028819	0.056811	0.58801	0.0677	0.098741	0.037047	0.68129	0.73309	0.93576	0.1697	0.26175	0.47707	0.71399	0.12389	0.86303	0.052584	0.064577	0.057854	0.1567	0.93546	0.046687	0.70774	0.27261	0.81189	0.67671
Meth__cg20858478__B4GALNT2	0.058617	0.06916	0.8728	0.037452	0.072396	0.8978	0.078303	0.70054	0.67936	0.058387	0.054812	0.89475	0.1418	0.24374	0.059758	0.077497	0.75261	0.069566	0.18502	0.83067	0.075765	0.045938	0.33942	0.81012	0.06911	0.76868	0.044246	0.20954	0.17602	0.15143	0.068137	0.079518	0.19465	0.10745	0.07097	0.8472	0.12175	0.061623	0.2656
Meth__cg06771126__HOP	0.068534	0.053374	0.11824	0.065886	0.054899	0.64613	0.075747	0.57143	0.77335	0.082645	0.11475	0.86212	0.29557	0.20381	0.049344	0.080456	0.80806	0.8677	0.13213	0.37394	0.076447	0.075432	0.25535	0.63444	0.05658	0.77298	0.078845	0.11586	0.16674	0.075488	0.21757	0.16549	0.84844	0.34346	0.04012	0.56496	0.2	0.069915	0.078608
Meth__cg04166304__C14orf106	0.19404	0.014411	0.019935	0.016915	0.015703	0.056698	0.0168	0.060851	0.01638	0.02183	0.020946	0.021441	0.016867	0.029715	0.011976	0.015809	0.015419	0.013709	0.04342	0.014023	0.011506	0.017787	0.92036	0.018324	0.014249	0.028497	0.022705	0.04258	0.032139	0.026297	0.019905	0.015912	0.017742	0.012554	0.017537	0.063616	0.030307	0.11453	0.10627
Meth__cg01351032__CIITA	0.23036	0.035263	0.65349	0.88831	0.83047	0.19094	0.66493	0.053478	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.06288	0.10176	0.43738	0.2345	0.1102	0.029429	0.42772	0.69627	0.67229	0.85056	0.61083	0.13443	0.6677	0.062677	0.21416	0.088222	0.035311	0.038196	0.047863	0.88051	0.17626	0.78325	0.46102	0.4898	0.56267
Meth__cg00143998__HIST3H2BB	0.75059	0.056776	0.064952	0.072961	0.03477	0.048255	0.583	0.11496	0.053081	0.058986	0.061751	0.79734	0.051038	0.12055	0.039335	0.05985	0.070496	0.045665	0.14798	0.093972	0.045485	0.10058	0.059519	0.042986	0.91946	0.618	0.066829	0.12995	0.095655	0.11023	0.063139	0.2536	0.078797	0.88347	0.18906	0.51792	0.1057	0.041158	0.055705
Meth__cg19478743__CXCL16	0.057203	0.91745	0.12601	0.075086	0.041705	0.56923	0.070862	0.26881	0.05286	0.037386	0.042442	0.08427	0.065224	0.11272	0.043426	0.033969	0.94058	0.076221	0.10403	0.12385	0.085743	0.075012	0.065236	0.11488	0.085477	0.7835	0.056325	0.35687	0.15292	0.49551	0.060698	0.043761	0.06916	0.045117	0.035789	0.50073	0.055945	0.047644	0.082939
Meth__cg17403875__LGALS3	0.043322	0.92823	0.053338	0.062789	0.67547	0.046689	0.045926	0.39257	0.082347	0.97007	0.65064	0.29435	0.054391	0.031233	0.62859	0.59244	0.95957	0.054904	0.10116	0.020392	0.027323	0.045485	0.74059	0.047178	0.029715	0.15451	0.03407	0.048906	0.082436	0.92582	0.032971	0.027975	0.046423	0.025724	0.023284	0.96757	0.050224	0.029137	0.05275
Meth__cg23455517__BCAT2	0.058567	0.045972	0.073102	0.64496	0.57774	0.96027	0.052326	0.93048	0.042753	0.95862	0.11604	0.069882	0.69837	0.9339	0.54407	0.79729	0.82719	0.68672	0.099953	0.30832	0.051161	0.058851	0.062101	0.06738	0.059451	0.073843	0.051393	0.086912	0.077408	0.061768	0.051163	0.047472	0.7062	0.13054	0.049155	0.89123	0.16459	0.18254	0.085749
Meth__cg25437385__SLC35F3	0.56036	0.050238	0.15351	0.094762	0.028516	0.82898	0.96909	0.057034	0.052368	0.63357	0.039747	0.94663	0.18272	0.067644	0.72145	0.54617	0.036135	0.043906	0.086567	0.80633	0.9653	0.97927	0.061245	0.086299	0.52258	0.078176	0.068097	0.42958	0.88219	0.045791	0.034926	0.044275	0.72151	0.74317	0.051487	0.93361	0.57172	0.11865	0.20763
Meth__cg00666746__SYDE1	0.41238	0.030133	0.324	0.66617	0.77062	0.073923	0.94867	0.027552	0.052147	0.036128	0.34151	0.067596	0.032832	0.34307	0.15674	0.043688	0.091044	0.17529	0.024571	0.13046	0.65223	0.57288	0.97031	0.082913	0.3788	0.094208	0.75963	0.13832	0.94463	0.05243	0.078448	0.021204	0.074675	0.95397	0.042409	0.93969	0.29767	0.041897	0.28929
Meth__cg23051664__TNFRSF10D	0.91386	0.89845	0.10927	0.93774	0.95421	0.53395	0.9161	0.16053	0.044315	0.045041	0.93802	0.69717	0.08417	0.65121	0.51784	0.34746	0.055348	0.081837	0.16894	0.044293	0.9173	0.92195	0.90254	0.083373	0.76836	0.11919	0.73452	0.16091	0.84221	0.89524	0.05392	0.07691	0.052408	0.94524	0.099868	0.94725	0.80849	0.21009	0.89573
Meth__cg13958676__LGI3	0.06036	0.22383	0.24736	0.073201	0.075772	0.25966	0.091353	0.3224	0.051706	0.050821	0.060293	0.20248	0.11048	0.59609	0.062097	0.052319	0.86251	0.051722	0.20498	0.060953	0.061911	0.063718	0.3422	0.57316	0.058934	0.37512	0.081216	0.18546	0.19411	0.17506	0.043923	0.073551	0.057438	0.045343	0.060289	0.80496	0.16731	0.050769	0.057136
Meth__cg25025243__GSTP1	0.16491	0.13901	0.19224	0.11518	0.15738	0.85582	0.13119	0.69643	0.12573	0.166	0.13017	0.13622	0.31532	0.30233	0.11139	0.15429	0.5543	0.61085	0.28177	0.62854	0.11601	0.16284	0.064457	0.57071	0.11955	0.7621	0.15389	0.25425	0.21482	0.24667	0.33212	0.35516	0.43811	0.12855	0.13259	0.19528	0.13169	0.094258	0.077987
Meth__cg20195812__STAT4	0.088166	0.1597	0.70802	0.66251	0.29193	0.43187	0.16761	0.72471	0.097322	0.25366	0.067253	0.54457	0.10887	0.80372	0.078287	0.26073	0.83325	0.083625	0.1497	0.20713	0.079204	0.079469	0.83196	0.3201	0.062338	0.2326	0.3503	0.093974	0.68759	0.10832	0.080914	0.073277	0.22229	0.3841	0.073977	0.77302	0.12145	0.24885	0.38425
Meth__cg05523085__MYO5A	0.037195	0.037682	0.89191	0.048347	0.04138	0.5795	0.39371	0.24668	0.07913	0.038038	0.031284	0.085078	0.048622	0.74325	0.03121	0.056318	0.098435	0.053528	0.093015	0.062918	0.088469	0.033305	0.22294	0.10763	0.050609	0.60108	0.22719	0.05668	0.17868	0.061788	0.16878	0.036228	0.028084	0.22287	0.031483	0.26213	0.14492	0.086631	0.32246
Meth__cg08355944__SLC37A3	0.058393	0.067359	0.059758	0.12711	0.35251	0.047651	0.41482	0.067648	0.040433	0.054383	0.10565	0.042742	0.056496	0.12987	0.072065	0.061758	0.044194	0.043421	0.092842	0.035493	0.20809	0.21838	0.61502	0.061436	0.099327	0.069736	0.20021	0.11499	0.25175	0.097029	0.035892	0.027137	0.035159	0.067025	0.068417	0.052139	0.12033	0.18169	0.1227
Meth__cg16421285__SAE1	0.084534	0.080591	0.52182	0.06903	0.10279	0.32228	0.087193	0.50409	0.075213	0.13036	0.10172	0.17172	0.2931	0.15494	0.0556	0.11426	0.086527	0.17789	0.19099	0.52129	0.058433	0.086697	0.1852	0.20616	0.075654	0.15718	0.078452	0.16117	0.13225	0.053113	0.070514	0.1804	0.39705	0.11027	0.041633	0.11959	0.18538	0.11071	0.14157
Meth__cg08397758__C10orf33	0.047195	0.060419	0.060567	0.046762	0.039605	0.88177	0.074009	0.056765	0.04076	0.053378	0.051551	0.037272	0.12041	0.11133	0.04926	0.061005	0.050358	0.12013	0.071095	0.042098	0.058421	0.045577	0.054977	0.063093	0.0406	0.053249	0.057831	0.054392	0.099132	0.10227	0.8114	0.037196	0.043277	0.04183	0.029896	0.043253	0.059265	0.050382	0.04376
Meth__cg26258845__ADAM23	0.042969	0.031229	0.46816	0.052715	0.046709	0.086374	0.22343	0.032605	0.066163	0.031453	0.51646	0.040316	0.060309	0.2118	0.058625	0.20264	0.048104	0.041342	0.1501	0.08381	0.60452	0.49433	0.3452	0.034887	0.030347	0.61573	0.73239	0.36252	0.84669	0.075245	0.027685	0.030288	0.027451	0.040725	0.34517	0.47339	0.093071	0.10324	0.055966
Meth__cg13382694__ZNF652	0.055161	0.14006	0.20676	0.03621	0.84257	0.92744	0.18753	0.73871	0.072771	0.86088	0.89279	0.11482	0.32845	0.23606	0.017628	0.75731	0.059208	0.576	0.2105	0.35105	0.051564	0.08176	0.71811	0.7017	0.073353	0.85426	0.030858	0.1964	0.084147	0.22874	0.12575	0.11788	0.55721	0.19398	0.03422	0.048827	0.13805	0.21727	0.081273
Meth__cg08587864__PIGC	0.19743	0.033764	0.63273	0.45284	0.084333	0.31924	0.44098	0.43707	0.90426	0.13383	0.15639	0.14876	0.42259	0.68967	0.032068	0.23536	0.074387	0.8466	0.46381	0.042095	0.21911	0.35084	0.14656	0.1015	0.11546	0.19381	0.25818	0.15436	0.24505	0.13638	0.33407	0.059613	0.069578	0.4281	0.028953	0.060674	0.17725	0.036859	0.0466
Meth__cg23512958__IL7	0.067982	0.015909	0.2622	0.042733	0.029685	0.83518	0.033732	0.17069	0.021748	0.050973	0.040335	0.043478	0.097561	0.055784	0.025268	0.034424	0.65462	0.026045	0.092896	0.032584	0.13289	0.04044	0.041933	0.043107	0.017688	0.097197	0.030017	0.19708	0.11747	0.037151	0.05233	0.045795	0.062451	0.04787	0.024882	0.53589	0.11425	0.047382	0.051974
Meth__cg05026186__ABLIM3	0.26514	0.041586	0.88055	0.93409	0.18386	0.7628	0.15079	0.16598	0.073214	0.059853	0.081984	0.50392	0.67252	0.094288	0.043851	0.41203	0.059586	0.5684	0.098056	0.062321	0.58621	0.79569	0.62488	0.33878	0.56499	0.71307	0.1379	0.38458	0.27359	0.080117	0.050209	0.46483	0.079916	0.42483	0.16866	0.092955	0.052907	0.24695	0.10794
Meth__cg20886062__DCI	0.064931	0.069646	0.093559	0.48218	0.055692	0.036938	0.062254	0.032242	0.066955	0.039182	0.12752	0.082616	0.20719	0.0494	0.17027	0.048899	0.074253	0.041076	0.095444	0.029379	0.042261	0.064174	0.049026	0.068568	0.17771	0.11756	0.39317	0.091827	0.13478	0.072422	0.034458	0.03092	0.030023	0.033209	0.091465	0.031896	0.084107	0.40998	0.056119
Meth__cg24030630__TCIRG1	0.03006	0.025541	0.030736	0.056427	0.67936	0.030416	0.038941	0.032967	0.15835	0.026491	0.051485	0.028645	0.43229	0.064038	0.034131	0.036951	0.049925	0.71255	0.11036	0.024864	0.55914	0.69468	0.12518	0.19418	0.041504	0.13093	0.77581	0.055547	0.10212	0.11717	0.026716	0.034067	0.02812	0.038874	0.033611	0.03752	0.043156	0.032391	0.030612
Meth__cg11618577__KRTCAP3	0.018845	0.56951	0.96911	0.97246	0.84277	0.97121	0.015931	0.95152	0.027563	0.62178	0.32949	0.020156	0.46041	0.95464	0.78333	0.692	0.018964	0.97336	0.056379	0.97335	0.31636	0.22678	0.029379	0.9675	0.19384	0.94986	0.34096	0.024756	0.039089	0.60624	0.87465	0.019757	0.96868	0.97415	0.96901	0.97928	0.8934	0.45358	0.016067
Meth__cg01952458__ATP6V1B2	0.038435	0.026395	0.14334	0.045603	0.031212	0.095782	0.064643	0.17197	0.032258	0.066073	0.039679	0.032992	0.043816	0.30601	0.040062	0.06752	0.086647	0.10588	0.19456	0.031139	0.043176	0.060499	0.10496	0.054376	0.025517	0.33849	0.064317	0.05412	0.088571	0.032444	0.021745	0.016592	0.03386	0.018672	0.047659	0.067746	0.034506	0.063793	0.063991
Meth__cg09667582__UBE2Q2	0.096486	0.075549	0.76302	0.10243	0.11243	0.56876	0.087703	0.24308	0.14438	0.087855	0.12456	0.083176	0.47946	0.31429	0.49262	0.097936	0.19627	0.268	0.2716	0.14835	0.052646	0.057712	0.36097	0.088301	0.16282	0.78959	0.067882	0.11121	0.21007	0.1716	0.052229	0.074174	0.14914	0.40783	0.086717	0.088505	0.20277	0.09515	0.45619
Meth__cg16741710__TP73	0.082847	0.50395	0.9461	0.81316	0.033461	0.92355	0.72836	0.045831	0.062602	0.065449	0.053739	0.083933	0.056929	0.91119	0.5217	0.081392	0.68498	0.31028	0.1451	0.16924	0.93032	0.4616	0.049092	0.88216	0.536	0.60706	0.054836	0.070349	0.090336	0.4254	0.38276	0.85353	0.096669	0.50947	0.06477	0.5363	0.063014	0.47588	0.081294
Meth__cg10314752__KIAA1622	0.10327	0.083355	0.14	0.13641	0.045639	0.083208	0.1025	0.044131	0.14369	0.056086	0.061819	0.22881	0.061437	0.10351	0.0532	0.10337	0.074227	0.10058	0.15243	0.097005	0.065868	0.10622	0.061231	0.08433	0.10141	0.26112	0.095649	0.090565	0.67711	0.14341	0.057408	0.068561	0.045595	0.053638	0.060005	0.05295	0.12745	0.070168	0.092119
Meth__cg03138091__OSMR	0.12368	0.0239	0.02834	0.80902	0.71173	0.022933	0.13974	0.011464	0.017902	0.1356	0.22471	0.024757	0.017783	0.054894	0.20514	0.30665	0.041097	0.022246	0.040872	0.02067	0.28454	0.24858	0.8673	0.028537	0.50926	0.084037	0.46033	0.04612	0.53343	0.10511	0.024653	0.019998	0.021626	0.68153	0.022935	0.20007	0.053609	0.10989	0.54668
Meth__cg13108181__ZNF141	0.051678	0.053439	0.89352	0.048262	0.041263	0.39602	0.077348	0.79995	0.032129	0.35541	0.046455	0.055505	0.062197	0.13101	0.041672	0.31998	0.70261	0.039737	0.078796	0.20075	0.041585	0.053333	0.04636	0.049438	0.040002	0.83892	0.051423	0.084011	0.24775	0.096655	0.047897	0.044531	0.24356	0.038695	0.048909	0.043702	0.069783	0.049959	0.15201
Meth__cg21505886__TMEM129	0.32557	0.7143	0.35856	0.91315	0.92434	0.19509	0.70824	0.86431	0.079296	0.14013	0.83227	0.10212	0.81292	0.19002	0.90657	0.37613	0.076923	0.12779	0.1337	0.089418	0.80318	0.80628	0.82633	0.91276	0.94213	0.057758	0.38494	0.17951	0.19921	0.50657	0.049602	0.3363	0.053495	0.8068	0.36949	0.091866	0.053859	0.50598	0.087374
Meth__cg23093462__PARD3	0.054051	0.040814	0.074508	0.058071	0.038709	0.045997	0.051552	0.14173	0.034412	0.040202	0.049368	0.050935	0.040438	0.31052	0.032506	0.045087	0.080559	0.042899	0.05989	0.049306	0.058364	0.057569	0.094508	0.0462	0.037339	0.091063	0.055162	0.047938	0.075433	0.079812	0.044921	0.048812	0.16068	0.053952	0.036653	0.12289	0.093316	0.046625	0.21469
Meth__cg00950418__SRPK2	0.040734	0.039252	0.039415	0.043578	0.025804	0.031774	0.043919	0.039191	0.078136	0.021462	0.031469	0.078933	0.027841	0.033428	0.016399	0.033273	0.022081	0.030231	0.056986	0.030514	0.031304	0.039183	0.029259	0.037332	0.024886	0.072563	0.031489	0.039237	0.2257	0.031041	0.030484	0.029021	0.020495	0.023488	0.021107	0.0225	0.12765	0.03091	0.028887
Meth__cg00513467__KLHL9	0.10652	0.061969	0.077325	0.11533	0.071286	0.060559	0.08204	0.15468	0.08023	0.065372	0.066062	0.063381	0.089901	0.10493	0.044362	0.075504	0.062686	0.077352	0.11599	0.063809	0.078778	0.079178	0.10135	0.061812	0.051561	0.57889	0.088019	0.15085	0.19628	0.058726	0.06986	0.050793	0.083452	0.071205	0.065652	0.054267	0.13298	0.077366	0.062193
Meth__cg11879514__SLC16A6	0.064351	0.071244	0.12678	0.097892	0.10182	0.1377	0.075519	0.78203	0.038267	0.099266	0.076362	0.10921	0.47283	0.55456	0.053415	0.12638	0.72931	0.080723	0.15104	0.11491	0.042772	0.057016	0.08415	0.77128	0.081772	0.82357	0.064658	0.15651	0.083727	0.1153	0.097356	0.077519	0.10085	0.067491	0.071481	0.098211	0.11185	0.074879	0.051785
Meth__cg05998426__RIN1	0.028316	0.03184	0.041574	0.024559	0.032434	0.021812	0.4179	0.015856	0.035272	0.051651	0.025189	0.034799	0.044323	0.069664	0.022562	0.059734	0.021316	0.028974	0.039246	0.017191	0.60898	0.15927	0.054839	0.035638	0.021772	0.035982	0.17228	0.074822	0.13863	0.061549	0.030935	0.019509	0.02922	0.038825	0.023565	0.031561	0.055987	0.022194	0.024127
Meth__cg01837719__FUT9	0.43626	0.16398	0.415	0.056259	0.10559	0.43245	0.8816	0.082121	0.065994	0.077476	0.11396	0.89043	0.056332	0.87993	0.90781	0.063885	0.090042	0.080842	0.091839	0.057705	0.062683	0.072589	0.72819	0.093416	0.39653	0.75357	0.52459	0.14798	0.095204	0.095466	0.063914	0.52567	0.24389	0.88086	0.076381	0.89157	0.72777	0.10896	0.073024
Meth__cg06981182__C10orf59	0.61137	0.070592	0.087392	0.91535	0.08291	0.90222	0.068847	0.69645	0.034723	0.048838	0.61946	0.56736	0.1383	0.90052	0.032272	0.068891	0.073012	0.047696	0.0895	0.050917	0.042279	0.060715	0.91464	0.23261	0.044769	0.12711	0.4904	0.10013	0.11615	0.17001	0.28538	0.53793	0.17021	0.097911	0.055253	0.88652	0.43443	0.20871	0.48137
Meth__cg07172280__DPP7	0.037093	0.65517	0.0575	0.37738	0.15096	0.90391	0.14046	0.83314	0.049617	0.24639	0.21806	0.099378	0.38109	0.34849	0.66861	0.2317	0.87151	0.043088	0.097529	0.37966	0.48372	0.1843	0.16333	0.78442	0.068783	0.056586	0.22373	0.19929	0.05473	0.60196	0.22182	0.1605	0.049604	0.15051	0.039333	0.18649	0.33979	0.099049	0.061947
Meth__cg21604856__SUHW1	0.56026	0.067476	0.094088	0.8191	0.82589	0.11175	0.70626	0.56098	0.55185	0.60837	0.095147	0.47863	0.4228	0.49046	0.054096	0.47216	0.42121	0.076366	0.12364	0.042418	0.6494	0.17619	0.76456	0.11023	0.69948	0.11253	0.18134	0.072924	0.1333	0.091028	0.05963	0.31704	0.087076	0.52693	0.047174	0.20362	0.11903	0.29943	0.3037
Meth__cg16245261__PRKCDBP	0.72705	0.05243	0.36675	0.89555	0.73029	0.30544	0.52796	0.11111	0.052952	0.096729	0.68071	0.082096	0.26244	0.57302	0.059811	0.1117	0.092571	0.094151	0.20845	0.09409	0.42778	0.42774	0.11599	0.089734	0.42691	0.091419	0.61039	0.088987	0.17963	0.12772	0.069953	0.051734	0.074111	0.085013	0.66353	0.33006	0.72243	0.61394	0.58942
Meth__cg06186861__ZNF501	0.87074	0.049734	0.082199	0.79956	0.054842	0.91917	0.89038	0.26439	0.9266	0.10336	0.077431	0.87701	0.15439	0.75688	0.37534	0.097584	0.068877	0.067059	0.10883	0.056629	0.73613	0.46592	0.27569	0.10211	0.066858	0.6073	0.44239	0.17997	0.39256	0.07561	0.049744	0.088205	0.073196	0.24574	0.084758	0.094812	0.11483	0.089722	0.21957
Meth__cg01962826__GRM4	0.089279	0.041097	0.47919	0.91302	0.85921	0.16539	0.36231	0.80337	0.61775	0.066617	0.10677	0.56963	0.87606	0.67403	0.05137	0.28991	0.39556	0.3827	0.18528	0.032925	0.82683	0.49211	0.93213	0.81244	0.66667	0.55652	0.69927	0.16187	0.91452	0.096121	0.12707	0.12124	0.036327	0.83718	0.037829	0.76304	0.041152	0.2542	0.050127
Meth__cg25718402__CLDN7	0.013506	0.011159	0.014832	0.011284	0.010185	0.98123	0.012773	0.97028	0.0091835	0.0075293	0.010103	0.98212	0.010654	0.011771	0.0098313	0.0086343	0.91224	0.032574	0.028902	0.32748	0.0090689	0.018089	0.012671	0.96994	0.012841	0.52053	0.012386	0.020458	0.026573	0.014851	0.82241	0.010117	0.74822	0.0081056	0.0089592	0.0094347	0.024682	0.017288	0.014569
Meth__cg04278702__HTR1E	0.01822	0.01493	0.86397	0.029327	0.019068	0.77828	0.026815	0.049841	0.1188	0.015762	0.020482	0.80889	0.20069	0.078737	0.024449	0.017412	0.037994	0.032517	0.03657	0.016707	0.037852	0.021338	0.018885	0.054175	0.018809	0.65733	0.019827	0.032062	0.032751	0.033973	0.025747	0.023129	0.055758	0.014788	0.018641	0.11153	0.036141	0.02421	0.024289
Meth__cg18317951__PLEKHF2	0.055664	0.15219	0.04067	0.027202	0.025627	0.034286	0.030567	0.14681	0.041878	0.060606	0.025753	0.036502	0.02157	0.024876	0.024414	0.06121	0.046987	0.030456	0.062078	0.026161	0.017949	0.029311	0.043603	0.038834	0.029221	0.066502	0.036198	0.23205	0.049438	0.29924	0.049602	0.041113	0.081166	0.053829	0.024687	0.016724	0.1086	0.042284	0.044673
Meth__cg11297236__PDILT	0.43318	0.11761	0.4913	0.8515	0.64279	0.072057	0.59394	0.38188	0.58155	0.48908	0.12008	0.20246	0.16707	0.28495	0.083966	0.30581	0.13187	0.10585	0.11693	0.12364	0.44444	0.55248	0.89717	0.46771	0.77447	0.12344	0.35388	0.10782	0.15296	0.16314	0.13439	0.06953	0.13843	0.51802	0.077056	0.35493	0.12876	0.23583	0.14884
Meth__cg03440846__ACSS2	0.056238	0.03975	0.31488	0.79236	0.11188	0.55104	0.092432	0.21512	0.58245	0.092146	0.20177	0.56727	0.44609	0.082797	0.085854	0.11546	0.06733	0.18194	0.14317	0.039103	0.15484	0.17007	0.85658	0.49577	0.44832	0.12271	0.080186	0.13195	0.058118	0.12285	0.034127	0.084981	0.051026	0.7005	0.17633	0.093968	0.092251	0.064725	0.041809
