Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg12653105__PLP2	0.67898	0.11001	0.050495	0.035011	0.49477	0.022447	0.026353	0.029471	0.025886	0.26266	0.024134	0.032301	0.84902	0.1809	0.64955	0.25926	0.78913	0.022087	0.34278	0.016542	0.066928	0.048909	0.16601	0.032187	0.47352	0.36753	0.65387	0.65174	0.18437	0.030962	0.30988	0.026122	0.017947	0.023921	0.045426	0.356	0.021746
Meth__cg14218343__ZNF32	0.05424	0.13378	0.39239	0.57991	0.060441	0.72218	0.41963	0.35125	0.059476	0.20147	0.045419	0.065891	0.32453	0.22602	0.033378	0.20902	0.22973	0.072624	0.083199	0.11626	0.054934	0.065824	0.045161	0.4556	0.20389	0.075403	0.10081	0.092292	0.033402	0.48132	0.23436	0.12219	0.05456	0.20902	0.062574	0.14699	0.26473
Meth__cg14874121__HSD17B4	0.029531	0.12827	0.97834	0.026734	0.02021	0.020423	0.026181	0.066298	0.97285	0.026466	0.024634	0.97692	0.038117	0.97235	0.98901	0.025605	0.025127	0.01952	0.059661	0.023995	0.022842	0.026231	0.028978	0.042852	0.038868	0.040808	0.064499	0.68042	0.023755	0.024679	0.023313	0.98398	0.35227	0.02157	0.070815	0.54333	0.025682
Meth__cg15819171__FLJ23588	0.0571	0.36767	0.089353	0.70746	0.062068	0.060072	0.060603	0.065831	0.42872	0.14452	0.08599	0.052036	0.21193	0.34113	0.49641	0.14175	0.054672	0.047788	0.10545	0.043568	0.067154	0.08371	0.12566	0.50748	0.16934	0.11853	0.49152	0.36571	0.047207	0.081646	0.057758	0.068768	0.041371	0.05633	0.12689	0.051691	0.057626
Meth__cg07068998__NRAS	0.047341	0.049213	0.39444	0.077123	0.048546	0.041993	0.035095	0.079281	0.11322	0.075717	0.09926	0.94866	0.11676	0.18759	0.029897	0.60321	0.046591	0.036206	0.62382	0.036321	0.075417	0.07542	0.051198	0.069266	0.13345	0.78274	0.22168	0.059261	0.034575	0.35139	0.11533	0.94607	0.9318	0.43314	0.13612	0.93361	0.93911
Meth__cg13894021__RAB36	0.1137	0.062022	0.11644	0.21259	0.051029	0.10113	0.07574	0.32523	0.041151	0.2415	0.1438	0.64539	0.429	0.10716	0.11472	0.15895	0.058644	0.57182	0.16845	0.17939	0.10628	0.11795	0.097928	0.19388	0.093385	0.10693	0.56661	0.2005	0.085067	0.46279	0.11066	0.11785	0.074107	0.079655	0.31453	0.32754	0.24147
Meth__cg25473396__MPG	0.22116	0.38866	0.61936	0.617	0.43326	0.70085	0.40837	0.027057	0.031927	0.5742	0.5083	0.16368	0.17392	0.32445	0.93672	0.51468	0.11679	0.050247	0.10385	0.015296	0.21512	0.33065	0.034695	0.032377	0.65229	0.27277	0.79813	0.43867	0.022141	0.016362	0.014739	0.089029	0.063592	0.17705	0.1831	0.41193	0.18544
Meth__cg01717706__SOCS1	0.061618	0.052869	0.55281	0.28618	0.048044	0.1033	0.29389	0.081883	0.034376	0.038834	0.042568	0.41749	0.12877	0.097658	0.056756	0.04621	0.072562	0.038229	0.064308	0.034145	0.076163	0.038017	0.032611	0.43551	0.036379	0.056407	0.061682	0.058366	0.070397	0.36511	0.039299	0.040579	0.030412	0.039052	0.099655	0.038474	0.045622
Meth__cg14228238__EVI1	0.96501	0.057692	0.048236	0.15586	0.12576	0.75694	0.57665	0.090476	0.15229	0.051467	0.057634	0.090159	0.035809	0.14597	0.089418	0.061177	0.63447	0.31008	0.11412	0.044551	0.89107	0.95373	0.061766	0.10095	0.9461	0.12951	0.85247	0.097892	0.038896	0.041375	0.044801	0.91975	0.036467	0.94558	0.63761	0.94289	0.94888
Meth__cg12261786__C10orf116	0.055192	0.076407	0.2946	0.086654	0.25183	0.79058	0.059696	0.86371	0.35098	0.39952	0.095511	0.85332	0.32231	0.23151	0.1329	0.33418	0.60708	0.31703	0.51424	0.80352	0.209	0.49166	0.85601	0.80206	0.08272	0.13706	0.26357	0.13282	0.77301	0.71877	0.81028	0.72281	0.040245	0.046875	0.096252	0.15557	0.0847
Meth__cg15134628__MAPK12	0.092935	0.26078	0.074111	0.075926	0.18331	0.047721	0.067444	0.029555	0.16453	0.048253	0.063685	0.065937	0.16213	0.79897	0.057928	0.069098	0.93067	0.092073	0.13954	0.039485	0.38843	0.65937	0.51104	0.11521	0.071042	0.10322	0.20457	0.28467	0.0623	0.042557	0.046279	0.08023	0.064602	0.045148	0.13573	0.05025	0.081243
Meth__cg14115004__STARD3	0.050054	0.04096	0.076866	0.040905	0.048347	0.073536	0.072703	0.12071	0.080619	0.07661	0.10624	0.45794	0.0672	0.045031	0.034286	0.091119	0.072905	0.043983	0.098184	0.085339	0.07184	0.10862	0.066128	0.12772	0.050562	0.10731	0.10176	0.034116	0.05853	0.051734	0.065984	0.071886	0.048835	0.051702	0.14157	0.094062	0.065916
Meth__cg15014458__LYPD3	0.022762	0.015946	0.02478	0.0206	0.044169	0.9626	0.028331	0.58894	0.02388	0.022456	0.018656	0.10169	0.042575	0.024098	0.019187	0.019666	0.026175	0.33324	0.024142	0.075374	0.017774	0.021623	0.29879	0.85454	0.021726	0.038514	0.07516	0.03547	0.86683	0.020285	0.024045	0.019967	0.019013	0.016825	0.035497	0.020836	0.020043
Meth__cg07950803__CD1A	0.73751	0.10593	0.055398	0.15058	0.11136	0.056247	0.10669	0.089947	0.17484	0.2314	0.069441	0.72906	0.031374	0.46102	0.1992	0.1979	0.31072	0.52635	0.10733	0.051049	0.21729	0.24558	0.048963	0.050912	0.13716	0.093916	0.36559	0.074294	0.036145	0.45283	0.052823	0.037061	0.081112	0.046256	0.12776	0.27545	0.30833
Meth__cg25097436__RTN1	0.044815	0.035826	0.86765	0.06943	0.072644	0.81228	0.047293	0.47227	0.037354	0.028906	0.041697	0.95459	0.40301	0.88476	0.033294	0.033497	0.58102	0.08775	0.063855	0.57475	0.37478	0.094887	0.16159	0.93724	0.039698	0.087454	0.43322	0.060129	0.021722	0.037376	0.037202	0.87959	0.031647	0.75402	0.32727	0.17156	0.22704
Meth__cg10593493__HOXC6	0.064811	0.038359	0.056648	0.046614	0.68174	0.046577	0.040924	0.14862	0.043273	0.05035	0.046702	0.059415	0.11313	0.088136	0.036396	0.38314	0.059052	0.047639	0.70875	0.049521	0.028214	0.035804	0.062573	0.38565	0.045921	0.051451	0.059699	0.093524	0.056587	0.05675	0.044864	0.95864	0.041976	0.044409	0.057004	0.71734	0.050838
Meth__cg06335814__FAM59A	0.055395	0.037912	0.09661	0.099529	0.38616	0.14121	0.060944	0.075545	0.066709	0.083594	0.12536	0.050656	0.062509	0.11123	0.028364	0.10679	0.054208	0.061227	0.1159	0.041506	0.062643	0.057662	0.067939	0.076146	0.053274	0.10316	0.071605	0.072138	0.03899	0.032565	0.048214	0.21683	0.048606	0.14259	0.095053	0.069964	0.10887
Meth__cg26949796__CFL2	0.055499	0.034546	0.065123	0.029452	0.032014	0.03823	0.24339	0.091969	0.045475	0.045057	0.033644	0.046075	0.039101	0.10143	0.030776	0.051429	0.032396	0.032376	0.067932	0.037521	0.091269	0.14001	0.048489	0.050656	0.046737	0.059518	0.88008	0.098662	0.034967	0.039202	0.033606	0.081638	0.037703	0.062083	0.11494	0.070673	0.032157
Meth__cg27201297__CTDSPL	0.11252	0.11373	0.27068	0.16234	0.12228	0.075806	0.123	0.26316	0.11864	0.20209	0.13793	0.14371	0.14431	0.55275	0.13234	0.10462	0.10716	0.088521	0.19966	0.14198	0.71762	0.77006	0.63707	0.14646	0.16477	0.21449	0.20514	0.24261	0.09645	0.12396	0.12462	0.086471	0.096662	0.1355	0.15948	0.16002	0.23137
Meth__cg15375239__SPINT2	0.020475	0.018406	0.021685	0.023529	0.024231	0.98229	0.026117	0.98469	0.027092	0.017962	0.022806	0.020587	0.021064	0.034616	0.0105	0.025887	0.019327	0.03509	0.04637	0.809	0.011624	0.020801	0.64301	0.062814	0.022218	0.052746	0.058078	0.02872	0.023536	0.015891	0.21358	0.017346	0.019124	0.020768	0.046975	0.020572	0.024469
Meth__cg13864937__FAM111B	0.022713	0.01778	0.030188	0.025661	0.024048	0.023379	0.022844	0.095155	0.016659	0.017852	0.026849	0.024413	0.019106	0.029474	0.018901	0.021423	0.019215	0.020881	0.037695	0.050682	0.022364	0.037119	0.025871	0.033803	0.021114	0.034906	0.025226	0.050146	0.020258	0.34954	0.023311	0.026333	0.026676	0.02252	0.095137	0.031398	0.030884
Meth__cg24769045__TIPRL	0.052246	0.049955	0.067009	0.053777	0.042379	0.041717	0.057065	0.027769	0.52405	0.047982	0.050235	0.04716	0.034884	0.087641	0.031039	0.045673	0.042691	0.038532	0.071773	0.041042	0.050135	0.078689	0.047623	0.13727	0.04701	0.067967	0.081308	0.091327	0.037507	0.039933	0.03906	0.039062	0.039377	0.036857	0.061836	0.041681	0.053076
Meth__cg08733774__RANBP2	0.050032	0.048459	0.10644	0.032447	0.078269	0.076055	0.035758	0.14427	0.043382	0.042174	0.053358	0.028825	0.14634	0.067984	0.019756	0.038626	0.052523	0.033904	0.054763	0.074643	0.047132	0.057962	0.030526	0.18475	0.052479	0.12933	0.043839	0.055271	0.02739	0.033728	0.33489	0.19852	0.030426	0.057549	0.065588	0.063454	0.11336
Meth__cg24166097__NPM3	0.088623	0.12197	0.14269	0.074263	0.085901	0.050821	0.081244	0.22787	0.078624	0.1029	0.10826	0.10949	0.27509	0.7705	0.072014	0.30916	0.079809	0.090545	0.14536	0.090708	0.043999	0.07428	0.067081	0.091625	0.07877	0.14247	0.15209	0.10381	0.086241	0.086689	0.088866	0.087317	0.92903	0.096934	0.23795	0.93161	0.90764
Meth__cg07980518__RNF152	0.049748	0.20888	0.92448	0.054429	0.19316	0.79212	0.065632	0.8154	0.12958	0.51339	0.099404	0.78851	0.73207	0.53314	0.052905	0.58202	0.69517	0.30063	0.57851	0.48622	0.063486	0.062046	0.88877	0.8304	0.081434	0.1214	0.084598	0.12022	0.062988	0.13178	0.65036	0.058145	0.038786	0.052393	0.081633	0.049016	0.074221
Meth__cg00261781__MATN3	0.027808	0.031546	0.077026	0.035295	0.025076	0.61913	0.038209	0.044333	0.06914	0.029344	0.032664	0.16167	0.043911	0.11105	0.019224	0.037698	0.041018	0.028262	0.087354	0.022005	0.0204	0.038633	0.042935	0.08267	0.033184	0.053744	0.18634	0.071805	0.045468	0.033762	0.060349	0.029835	0.02428	0.61425	0.062301	0.031707	0.038271
Meth__cg08792314__COASY	0.048217	0.59059	0.078329	0.63206	0.13355	0.04376	0.11838	0.046316	0.054516	0.098045	0.52974	0.0455	0.045943	0.37515	0.049163	0.26316	0.043461	0.44687	0.10394	0.051266	0.41708	0.49452	0.52268	0.10321	0.068262	0.13112	0.11416	0.233	0.046902	0.041194	0.039714	0.065526	0.038845	0.043853	0.14781	0.040751	0.038293
Meth__cg07895149__FAM26B	0.024053	0.017872	0.97088	0.26578	0.01647	0.9813	0.37536	0.67664	0.022961	0.03159	0.025056	0.89114	0.59652	0.96238	0.22598	0.32423	0.97939	0.031902	0.28168	0.016272	0.016528	0.027764	0.27937	0.97805	0.040152	0.047803	0.97512	0.10285	0.027076	0.019053	0.97741	0.027036	0.76039	0.013936	0.96739	0.21542	0.035959
Meth__cg00564163__STEAP4	0.06803	0.037418	0.07717	0.93583	0.37418	0.92645	0.65849	0.77241	0.91382	0.073408	0.0882	0.8647	0.13074	0.10597	0.052919	0.39311	0.67331	0.62713	0.072762	0.47339	0.32304	0.054873	0.18667	0.89562	0.93128	0.13599	0.29771	0.096047	0.56111	0.038154	0.5898	0.89479	0.031408	0.94419	0.17422	0.12978	0.1586
Meth__cg17498321__NOTCH3	0.040967	0.040973	0.053718	0.039875	0.059436	0.042916	0.04658	0.43342	0.027945	0.035503	0.053293	0.37271	0.037562	0.074061	0.024921	0.036812	0.041417	0.035774	0.053868	0.050036	0.039317	0.042258	0.055668	0.8358	0.046604	0.15783	0.08584	0.073506	0.046878	0.041938	0.041212	0.034589	0.040567	0.050379	0.082058	0.040462	0.046937
Meth__cg18963800__LOC158160	0.049044	0.068672	0.12622	0.097706	0.060368	0.24699	0.060407	0.15243	0.065736	0.046418	0.098977	0.46685	0.5383	0.41725	0.041836	0.055303	0.050558	0.047577	0.1629	0.067509	0.06442	0.063395	0.053055	0.099685	0.068974	0.10296	0.33934	0.079993	0.050952	0.12953	0.30548	0.1563	0.2047	0.047554	0.062258	0.38136	0.42112
Meth__cg04677163__CAV1	0.08146	0.05434	0.26278	0.20638	0.052826	0.057461	0.11501	0.13889	0.067439	0.043524	0.076324	0.081544	0.071485	0.17945	0.045248	0.066407	0.6023	0.073153	0.10889	0.043734	0.052387	0.11281	0.067019	0.14632	0.059996	0.12894	0.40778	0.057057	0.055968	0.061691	0.069954	0.082497	0.057175	0.87468	0.74395	0.091225	0.055285
Meth__cg18555117__DDHD1	0.094536	0.089065	0.78227	0.52691	0.40008	0.6985	0.10845	0.27288	0.083005	0.7439	0.065931	0.51025	0.44526	0.2897	0.15316	0.47291	0.099454	0.065421	0.49451	0.45317	0.16853	0.068907	0.32762	0.28706	0.081783	0.18104	0.18105	0.13339	0.097489	0.079931	0.43201	0.4124	0.15924	0.067898	0.25932	0.11094	0.10917
Meth__cg13958614__FOXD1	0.19846	0.085385	0.092532	0.09293	0.044101	0.052312	0.88175	0.02738	0.14169	0.041184	0.062029	0.068294	0.032711	0.086414	0.89939	0.041285	0.086733	0.088682	0.16677	0.045584	0.47162	0.5081	0.064971	0.86824	0.086926	0.63331	0.48553	0.12866	0.052463	0.046171	0.063003	0.048512	0.060332	0.89858	0.5279	0.058232	0.061593
Meth__cg03616357__FLJ21159	0.027887	0.037477	0.23938	0.48371	0.036903	0.9603	0.035367	0.67327	0.041441	0.040251	0.036278	0.060852	0.10228	0.51391	0.025904	0.10383	0.054112	0.037662	0.17771	0.027438	0.030383	0.038665	0.037138	0.082151	0.031546	0.094876	0.11104	0.068375	0.029878	0.029022	0.031174	0.032162	0.034401	0.039035	0.054751	0.035517	0.033235
Meth__cg26677448__PAX2	0.055217	0.034816	0.062923	0.059781	0.047982	0.050929	0.086744	0.058609	0.84997	0.3288	0.044162	0.068906	0.037296	0.079432	0.29089	0.251	0.064816	0.044314	0.1416	0.043939	0.69652	0.699	0.034303	0.8835	0.052369	0.032316	0.1243	0.078807	0.037268	0.43662	0.047349	0.033944	0.031878	0.23788	0.078388	0.087003	0.042624
Meth__cg03330678__SEPT9	0.94195	0.7513	0.92863	0.90024	0.86398	0.037271	0.93816	0.060537	0.029152	0.038541	0.95694	0.02607	0.33304	0.92448	0.97745	0.28215	0.031781	0.027492	0.053683	0.03788	0.95468	0.95004	0.033408	0.04878	0.94657	0.049175	0.90537	0.047145	0.36795	0.032952	0.028824	0.91086	0.91699	0.9582	0.86812	0.92177	0.95893
Meth__cg21902544__CBLN2	0.04994	0.044655	0.92685	0.058018	0.039018	0.57234	0.050874	0.089638	0.42838	0.051365	0.073737	0.61121	0.082666	0.49094	0.04355	0.06081	0.069343	0.45283	0.19436	0.23491	0.06511	0.069256	0.62194	0.81557	0.063611	0.094217	0.11893	0.082535	0.059989	0.050437	0.19354	0.055725	0.056938	0.89646	0.12185	0.042952	0.045985
Meth__cg16861508__TNFRSF10B	0.045187	0.82476	0.42584	0.90194	0.8175	0.51111	0.3301	0.020354	0.70743	0.8143	0.89188	0.038152	0.19123	0.44508	0.90122	0.63754	0.16249	0.43054	0.32253	0.49091	0.48067	0.44864	0.052957	0.091126	0.76389	0.10639	0.12277	0.56436	0.03509	0.37418	0.032567	0.73313	0.067365	0.034954	0.086812	0.70643	0.8768
Meth__cg23283495__IRF6	0.02375	0.023591	0.049191	0.046671	0.023899	0.52407	0.0324	0.066929	0.035594	0.034871	0.044203	0.023087	0.085332	0.049289	0.020874	0.036585	0.032637	0.44756	0.057761	0.84073	0.05478	0.062926	0.73542	0.82483	0.034436	0.032955	0.067084	0.03596	0.051367	0.035072	0.073276	0.036076	0.0268	0.027953	0.05232	0.021431	0.028556
Meth__cg11304734__PRAF1	0.048177	0.033978	0.11513	0.10452	0.16911	0.36964	0.16523	0.43605	0.085358	0.1879	0.046489	0.37084	0.28883	0.28881	0.1141	0.14818	0.083903	0.060047	0.092716	0.041706	0.050743	0.03982	0.078867	0.73204	0.046507	0.079358	0.069297	0.032988	0.036119	0.74227	0.096386	0.057601	0.043827	0.077996	0.094563	0.056261	0.12514
Meth__cg01430807__NDUFB8	0.046419	0.054908	0.037373	0.053791	0.045089	0.053378	0.062019	0.27512	0.85707	0.054659	0.066056	0.042361	0.030025	0.074312	0.037054	0.053386	0.050715	0.047918	0.1135	0.052723	0.36544	0.30709	0.10707	0.090915	0.057971	0.068291	0.082187	0.072265	0.055522	0.057354	0.04571	0.056613	0.067802	0.047491	0.071446	0.051496	0.049933
Meth__cg20449833__RHOQ	0.04074	0.020125	0.9051	0.41544	0.073431	0.029872	0.31959	0.10345	0.031139	0.13286	0.036006	0.031496	0.86853	0.067349	0.021952	0.097332	0.044096	0.032869	0.069371	0.01863	0.024477	0.027775	0.023005	0.25586	0.039291	0.062834	0.92868	0.027472	0.026533	0.016238	0.02362	0.96827	0.032235	0.98239	0.10802	0.58877	0.92213
Meth__cg18671950__FBN1	0.95819	0.56749	0.93275	0.20773	0.56488	0.032863	0.95284	0.042697	0.50313	0.042974	0.95753	0.95632	0.22186	0.86551	0.067403	0.059906	0.059498	0.031192	0.13129	0.028088	0.97385	0.97106	0.048806	0.073842	0.08702	0.18135	0.92016	0.10874	0.029025	0.05082	0.044826	0.14055	0.049018	0.96606	0.90309	0.94537	0.93261
Meth__cg01369981__CAMKK2	0.020594	0.94423	0.0305	0.78372	0.097562	0.94725	0.94557	0.65654	0.97746	0.018154	0.3113	0.49252	0.34581	0.92959	0.44921	0.027985	0.71181	0.021544	0.42164	0.026697	0.76577	0.67868	0.96387	0.041453	0.01722	0.04757	0.71806	0.80419	0.031667	0.020506	0.041633	0.26298	0.51789	0.479	0.1542	0.33809	0.93386
Meth__cg06885524__CYBRD1	0.031506	0.7267	0.063213	0.30292	0.54616	0.025161	0.55598	0.018851	0.40433	0.02046	0.037197	0.029179	0.027573	0.66949	0.02464	0.32941	0.64664	0.021458	0.078378	0.022678	0.58666	0.37887	0.029284	0.082827	0.04832	0.068765	0.084545	0.18212	0.031254	0.023933	0.035711	0.0249	0.020003	0.51427	0.078761	0.337	0.63351
Meth__cg08804892__TRAK1	0.082364	0.090348	0.38199	0.10427	0.097829	0.82794	0.1116	0.79647	0.05529	0.78743	0.11557	0.77695	0.081284	0.76513	0.051124	0.56751	0.36642	0.71374	0.19473	0.81278	0.09373	0.11522	0.77385	0.11846	0.10479	0.12541	0.43749	0.13632	0.35805	0.091835	0.81162	0.084974	0.36042	0.089379	0.1293	0.32967	0.76252
Meth__cg07872652__CNIH2	0.11246	0.11742	0.97101	0.090942	0.068616	0.088866	0.081363	0.081315	0.083948	0.058783	0.10788	0.091944	0.69163	0.72727	0.97579	0.055992	0.072072	0.073184	0.13595	0.050787	0.83856	0.39876	0.074314	0.50716	0.39189	0.11901	0.15755	0.18605	0.063286	0.041526	0.10596	0.061914	0.78287	0.076108	0.11855	0.12748	0.12359
Meth__cg07639720__BNC1	0.70259	0.15118	0.86614	0.18854	0.50791	0.33556	0.86212	0.098266	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.084565	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.06153	0.83083	0.60236	0.11994	0.29475	0.14946	0.19236	0.047625	0.039314	0.050582	0.13105	0.17807	0.39291	0.24006	0.20858
Meth__cg00635481__ZNF76	0.045094	0.10714	0.078098	0.033825	0.021072	0.026257	0.090946	0.028596	0.090746	0.050461	0.12268	0.050133	0.033629	0.29693	0.018782	0.056441	0.027564	0.028484	0.063918	0.025018	0.032478	0.071376	0.047749	0.079977	0.028979	0.045496	0.065264	0.10701	0.022739	0.019569	0.030228	0.024883	0.020072	0.046463	0.12437	0.028003	0.029449
Meth__cg15321211__HNRPF	0.11341	0.11365	0.068235	0.093893	0.12283	0.18765	0.16719	0.43149	0.06077	0.38458	0.58098	0.13109	0.74696	0.20806	0.067259	0.344	0.12905	0.065283	0.12856	0.58557	0.089875	0.076433	0.54213	0.18355	0.10691	0.50527	0.13825	0.099764	0.085665	0.10547	0.38788	0.33866	0.11551	0.12386	0.40103	0.14123	0.13374
Meth__cg14592099__PCDHB13	0.42486	0.031692	0.65369	0.83858	0.024439	0.41555	0.3397	0.31398	0.8628	0.82236	0.06088	0.52474	0.22947	0.43908	0.71543	0.42554	0.44084	0.094061	0.12519	0.076299	0.053853	0.3699	0.76535	0.077865	0.45489	0.053525	0.3187	0.099615	0.098111	0.33522	0.0875	0.53507	0.038273	0.10903	0.073681	0.18653	0.34402
Meth__cg12356261__NES	0.054918	0.052309	0.75496	0.20091	0.15627	0.52144	0.1757	0.81109	0.66815	0.26774	0.38804	0.1365	0.64485	0.75319	0.051193	0.23699	0.72665	0.76091	0.10364	0.13266	0.039576	0.063755	0.76753	0.059235	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.24599	0.046712	0.49895	0.074279	0.060586	0.33501
Meth__cg06093279__MTUS1	0.076858	0.072002	0.084911	0.083461	0.086546	0.8315	0.095469	0.053016	0.050978	0.075881	0.065989	0.21784	0.087109	0.18667	0.078315	0.074918	0.074413	0.08979	0.15096	0.36031	0.057829	0.072534	0.081084	0.11264	0.074245	0.13226	0.52556	0.13436	0.41262	0.065039	0.058541	0.063705	0.080548	0.081385	0.098358	0.064182	0.064781
Meth__cg27383956__FLJ13265	0.03109	0.044627	0.94986	0.05002	0.049315	0.88459	0.048568	0.95166	0.98124	0.31235	0.048619	0.95776	0.89548	0.85139	0.063695	0.29594	0.96099	0.75764	0.70933	0.74376	0.10065	0.04704	0.95444	0.57359	0.042971	0.084074	0.13299	0.055699	0.054876	0.94499	0.067977	0.55097	0.080572	0.78281	0.094811	0.20177	0.14567
Meth__cg00071998__MSH5	0.060067	0.20573	0.049774	0.045841	0.03975	0.047619	0.083102	0.066634	0.030249	0.14195	0.12566	0.040166	0.097964	0.12735	0.046557	0.12341	0.049245	0.033199	0.089381	0.16814	0.030714	0.046334	0.30922	0.065154	0.87169	0.081235	0.049733	0.10894	0.042399	0.037872	0.055187	0.04752	0.048908	0.032747	0.05231	0.07103	0.045634
Meth__cg23750142__CA8	0.043636	0.021208	0.67583	0.067162	0.022495	0.97523	0.028399	0.13738	0.017526	0.024456	0.022367	0.035808	0.25788	0.46697	0.016419	0.024615	0.068238	0.02709	0.070998	0.01527	0.040223	0.022687	0.022496	0.94357	0.047458	0.044242	0.080559	0.0463	0.031252	0.041847	0.4547	0.018292	0.020724	0.04981	0.087275	0.041101	0.025558
Meth__cg23851011__S100A16	0.10284	0.043774	0.13827	0.11181	0.81089	0.90687	0.058333	0.81747	0.090119	0.24686	0.325	0.86289	0.10082	0.13793	0.21463	0.26777	0.22441	0.71631	0.14131	0.21463	0.1266	0.37685	0.84095	0.53559	0.12775	0.16603	0.13271	0.14771	0.66489	0.12161	0.16343	0.11036	0.064121	0.095325	0.18673	0.063585	0.086039
Meth__cg18611245__ZGPAT	0.067047	0.099651	0.099911	0.43502	0.54202	0.054237	0.35095	0.2805	0.10638	0.085765	0.59701	0.037915	0.16831	0.1352	0.71397	0.092656	0.096894	0.055208	0.054076	0.052151	0.22721	0.12107	0.6198	0.083508	0.11149	0.31145	0.084063	0.1695	0.046112	0.065809	0.13169	0.20191	0.049979	0.053221	0.35608	0.053818	0.056105
Meth__cg09275137__CXorf12	0.06222	0.057975	0.063597	0.088453	0.063064	0.049946	0.078996	0.1118	0.085612	0.069627	0.05857	0.068686	0.11013	0.078053	0.045219	0.070415	0.33025	0.060933	0.13866	0.090909	0.054941	0.066007	0.059654	0.13344	0.058409	0.099333	0.24018	0.068503	0.046582	0.047693	0.063406	0.051486	0.060911	0.057457	0.14094	0.05689	0.067335
Meth__cg17726022__SLC38A1	0.044	0.038556	0.058983	0.049429	0.027107	0.96793	0.040936	0.10573	0.04226	0.047842	0.041356	0.061142	0.070561	0.097902	0.02704	0.046074	0.85944	0.23098	0.07442	0.028896	0.034172	0.044231	0.048073	0.047091	0.038212	0.065109	0.086857	0.045506	0.042448	0.033492	0.04318	0.029875	0.042713	0.030646	0.053461	0.042518	0.04754
Meth__cg03548857__FFAR2	0.079875	0.087769	0.13936	0.080786	0.10593	0.77832	0.081151	0.80822	0.817	0.11076	0.079142	0.84925	0.76767	0.50164	0.080051	0.1227	0.89507	0.94083	0.14705	0.086095	0.13614	0.15012	0.28511	0.69346	0.095972	0.10841	0.16752	0.099801	0.88278	0.49872	0.64525	0.2088	0.056999	0.22451	0.24822	0.095078	0.076451
Meth__cg08026144__PCSK5	0.074198	0.062046	0.088345	0.079865	0.052849	0.05981	0.54397	0.1184	0.10539	0.074978	0.086678	0.069419	0.074764	0.23705	0.095082	0.10693	0.076087	0.056458	0.13753	0.066531	0.59688	0.51864	0.064605	0.12052	0.070415	0.089798	0.13645	0.10158	0.067478	0.06236	0.068783	0.058572	0.072427	0.063326	0.14558	0.08149	0.080531
Meth__cg26211698__FLJ22639	0.068702	0.059266	0.054845	0.042215	0.042399	0.029868	0.054273	0.067301	0.041187	0.040337	0.041952	0.044893	0.044652	0.44759	0.030518	0.036368	0.03897	0.045657	0.064694	0.026207	0.032216	0.080667	0.059971	0.10435	0.055656	0.064343	0.074977	0.079825	0.030284	0.030394	0.037391	0.037183	0.027515	0.029347	0.11875	0.045627	0.044037
Meth__cg17918501__FNDC4	0.20485	0.48636	0.89162	0.7004	0.16031	0.59416	0.90883	0.093258	0.9358	0.05024	0.1247	0.51125	0.42867	0.9116	0.68214	0.15804	0.17028	0.16457	0.3895	0.062357	0.86578	0.9036	0.090819	0.89193	0.31158	0.11203	0.87833	0.6146	0.037162	0.050596	0.059615	0.92137	0.1238	0.96682	0.18852	0.57964	0.54032
Meth__cg02148642__RGPD5	0.047038	0.052133	0.36705	0.074948	0.04214	0.4156	0.049399	0.63904	0.93915	0.074606	0.057009	0.46876	0.83769	0.14478	0.031388	0.057361	0.62842	0.91727	0.1211	0.039891	0.048855	0.045611	0.79238	0.094608	0.062094	0.063778	0.15407	0.051945	0.41524	0.4516	0.058225	0.058815	0.027872	0.049631	0.21311	0.050371	0.0529
Meth__cg16632280__LTBP3	0.060949	0.16658	0.057743	0.11439	0.057562	0.053458	0.1289	0.043386	0.079079	0.061704	0.065726	0.092672	0.054777	0.12774	0.044516	0.061294	0.51523	0.049011	0.10188	0.040131	0.047962	0.089129	0.13864	0.062933	0.08134	0.094457	0.09321	0.39758	0.051739	0.053445	0.058733	0.054401	0.075716	0.046646	0.10395	0.061366	0.071418
Meth__cg08419026__SLCO5A1	0.033567	0.031057	0.92097	0.03648	0.036238	0.29689	0.55183	0.39888	0.050732	0.037964	0.038926	0.23749	0.2148	0.24427	0.041472	0.041494	0.048157	0.046491	0.14707	0.048237	0.038879	0.034656	0.040569	0.87917	0.77985	0.10619	0.46641	0.12572	0.048319	0.037514	0.04902	0.18262	0.063553	0.11152	0.089527	0.041345	0.22138
