Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg01027739__DOLPP1	0.48874	0.065813	0.33378	0.069507	0.74356	0.90652	0.21839	0.51358	0.69096	0.16274	0.69577	0.85982	0.098919	0.19674	0.57393	0.38107	0.68843	0.67041	0.51615	0.51317	0.54121	0.095848	0.072604	0.21232	0.23492	0.40275	0.10537	0.93195	0.089355	0.85494	0.22703	0.05707	0.35279	0.11852	0.079925	0.11182	0.09428	0.65351	0.80329	0.30668	0.90751
Meth__cg17940013__GPR157	0.024816	0.020856	0.030114	0.017978	0.028608	0.027751	0.023099	0.032323	0.097659	0.026979	0.025794	0.030221	0.084381	0.026891	0.10581	0.025414	0.025718	0.039374	0.018646	0.018646	0.02367	0.021841	0.033394	0.028192	0.049372	0.032348	0.064548	0.025283	0.062163	0.020649	0.028901	0.41423	0.017432	0.019952	0.033618	0.026714	0.039974	0.026222	0.022179	0.058711	0.022197
Meth__cg08063724__MYCL1	0.0227	0.03455	0.029805	0.018648	0.025426	0.022065	0.060199	0.012554	0.02261	0.035056	0.21597	0.014804	0.19247	0.016952	0.020637	0.028002	0.020695	0.025227	0.022719	0.022631	0.024615	0.035057	0.037324	0.033419	0.024534	0.032794	0.024761	0.027056	0.04563	0.027949	0.037488	0.10899	0.061651	0.023837	0.023187	0.98349	0.049985	0.030495	0.031192	0.046423	0.037397
U133A__DENND2D	7.4958	7.4556	5.7265	8.5326	4.6513	8.6196	5.1985	5.5103	5.2798	7.1097	6.1298	6.9926	5.5069	6.1241	4.5585	4.9996	6.5644	7.7754	5.2324	7.2123	6.653	7.6433	4.7386	6.6939	5.02	7.1371	7.3444	5.6618	6.518	6.8584	7.5157	5.1945	4.5415	4.1664	5.338	7.0955	6.6906	6.9624	6.7653	6.3274	6.5483
Meth__cg21602520__BCL2	0.046958	0.077954	0.24149	0.33085	0.96633	0.066128	0.92797	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.49335	0.75933	0.92554	0.92762	0.74503	0.57908	0.038538	0.046838	0.038996	0.96319	0.41431	0.94754	0.060168	0.083088	0.8065	0.91319	0.95169	0.069498	0.45537	0.93335	0.96885	0.8838	0.95928	0.57398	0.57608	0.082738	0.09402	0.047451
Meth__cg24035370__PRKCZ	0.055067	0.030491	0.057368	0.060917	0.97898	0.055163	0.39608	0.061289	0.66034	0.041428	0.06086	0.055743	0.10201	0.045106	0.58688	0.041939	0.061716	0.090164	0.053423	0.045629	0.044428	0.045541	0.075764	0.048144	0.31422	0.048611	0.10513	0.085838	0.09896	0.061353	0.045664	0.06743	0.038291	0.14043	0.051289	0.042847	0.11819	0.063235	0.031994	0.12852	0.042781
Meth__cg04041960__RGS10	0.047879	0.03874	0.10616	0.052037	0.14192	0.059415	0.051996	0.033403	0.32767	0.04059	0.057067	0.070891	0.90506	0.97562	0.28391	0.04765	0.048323	0.15702	0.047276	0.037683	0.056562	0.23274	0.35091	0.072276	0.12822	0.6352	0.069644	0.055884	0.79466	0.053415	0.077766	0.03782	0.02903	0.036905	0.047226	0.029353	0.10105	0.044936	0.041428	0.074318	0.045136
Meth__cg15819171__FLJ23588	0.0571	0.36767	0.70746	0.062068	0.060072	0.060603	0.065831	0.42872	0.14452	0.08599	0.052036	0.21193	0.34113	0.49641	0.14175	0.054672	0.047788	0.10545	0.043568	0.067154	0.08371	0.059505	0.12566	0.054096	0.50748	0.16934	0.11853	0.060754	0.49152	0.5556	0.36571	0.047207	0.081646	0.057758	0.068768	0.05633	0.12689	0.42363	0.051691	0.74496	0.057626
Meth__cg10563284__PAK6	0.051968	0.030427	0.086919	0.063905	0.16336	0.03829	0.11695	0.05358	0.068996	0.097364	0.069874	0.038563	0.068454	0.045671	0.054502	0.044467	0.045572	0.064697	0.027233	0.051418	0.055535	0.062491	0.066334	0.037521	0.1183	0.045275	0.045362	0.047852	0.069668	0.050273	0.10888	0.039461	0.025488	0.042726	0.49201	0.12304	0.075291	0.083942	0.053169	0.12129	0.063462
Meth__cg21574400__LIPG	0.073865	0.81089	0.2021	0.50849	0.71764	0.52063	0.72293	0.078714	0.039804	0.065768	0.76546	0.098905	0.079911	0.032952	0.044153	0.9204	0.042509	0.11798	0.039376	0.77916	0.73442	0.4467	0.4932	0.04017	0.065382	0.19791	0.16798	0.85255	0.068413	0.038369	0.20669	0.052774	0.041039	0.073652	0.031773	0.72626	0.10506	0.18105	0.66429	0.10893	0.82723
Meth__cg02175308__SORT1	0.10448	0.081996	0.13878	0.09837	0.42763	0.058084	0.45975	0.089379	0.14557	0.12078	0.59406	0.077911	0.23285	0.073729	0.13155	0.096626	0.085468	0.068036	0.36367	0.076853	0.062677	0.59178	0.26869	0.14073	0.21353	0.14311	0.15385	0.82208	0.66309	0.10429	0.32077	0.3296	0.068909	0.23101	0.064483	0.41248	0.15959	0.13618	0.17502	0.13478	0.11893
Meth__cg16747567__PCNX	0.049125	0.024207	0.2664	0.19088	0.36991	0.16783	0.13333	0.02563	0.51043	0.076359	0.053601	0.073512	0.080247	0.060249	0.32234	0.055715	0.037179	0.087822	0.035796	0.056216	0.040933	0.44112	0.05728	0.094097	0.078374	0.15579	0.061398	0.047547	0.15041	0.079769	0.049964	0.036965	0.046069	0.04223	0.34114	0.067426	0.070888	0.10215	0.12614	0.10925	0.12125
U133A__DUSP10	5.4056	5.5071	6.4654	5.6859	5.7191	5.4751	5.4614	7.6259	5.1666	5.1364	5.7942	5.891	6.5779	5.9288	5.8496	5.5188	5.3402	5.015	5.8129	4.966	5.4438	7.04	8.1295	5.503	5.3919	6.9872	5.2603	5.5188	6.2669	6.8522	5.8129	5.0123	8.1863	6.0591	5.8395	6.2508	5.2379	5.489	6.5841	5.8852	5.1311
U133A__PEG10	4.364	6.6302	8.1281	9.6016	8.1486	3.9172	6.6267	3.9805	4.2871	9.5011	7.9792	5.5066	5.5936	7.8128	8.8792	7.5935	6.139	5.9425	6.6412	3.7702	4.3317	8.6599	8.9766	8.8855	7.1709	6.8148	5.9734	7.0532	10.1885	8.4902	7.2019	6.7001	6.6294	7.5611	7.2204	5.4518	6.2123	9.6121	7.1904	8.095	7.0366
Meth__cg05060602__DCTD	0.03457	0.051295	0.071471	0.033477	0.15462	0.032684	0.44515	0.037251	0.048952	0.06438	0.034163	0.036207	0.082713	0.059515	0.040544	0.087468	0.024066	0.10943	0.0333	0.035709	0.062174	0.06111	0.041342	0.035705	0.058324	0.036915	0.033434	0.04404	0.05138	0.040469	0.096076	0.032608	0.020384	0.078874	0.039202	0.038289	0.13772	0.044953	0.03573	0.06644	0.035604
Meth__cg02100629__AMID	0.058064	0.14488	0.50347	0.641	0.47444	0.076793	0.1829	0.073334	0.20715	0.53243	0.8783	0.084053	0.66032	0.88556	0.21659	0.069338	0.048456	0.087833	0.076896	0.16723	0.091244	0.51936	0.44802	0.37767	0.090306	0.11656	0.067336	0.050813	0.35079	0.3887	0.20444	0.652	0.087566	0.041923	0.87292	0.041311	0.8988	0.2329	0.19727	0.23517	0.46314
Meth__cg21096966__BTBD5	0.077753	0.063634	0.17796	0.081487	0.08381	0.09808	0.41399	0.098776	0.13091	0.077455	0.1556	0.134	0.18809	0.068036	0.096709	0.066383	0.078814	0.13945	0.1054	0.063401	0.081062	0.10057	0.19674	0.43412	0.24554	0.078916	0.09286	0.04769	0.082994	0.099932	0.083621	0.92032	0.065494	0.0913	0.10096	0.13592	0.86305	0.1059	0.18563	0.14197	0.12952
Meth__cg00877964__SLC1A4	0.045037	0.7068	0.040968	0.041598	0.039548	0.047164	0.022139	0.47303	0.048481	0.046709	0.85276	0.5165	0.83924	0.034843	0.049989	0.51059	0.047751	0.12144	0.037315	0.42818	0.3473	0.04142	0.065042	0.039735	0.044771	0.046811	0.069868	0.64571	0.0588	0.086792	0.28227	0.03676	0.03362	0.043816	0.041999	0.05031	0.092265	0.049632	0.050424	0.127	0.045509
Meth__cg16574065__RAD52B	0.047112	0.041735	0.070755	0.039111	0.29365	0.048414	0.046601	0.060684	0.054041	0.048399	0.040713	0.051117	0.34791	0.047776	0.053895	0.040426	0.040069	0.17611	0.042556	0.038887	0.046634	0.04171	0.067006	0.040409	0.40923	0.21729	0.08663	0.053434	0.080327	0.31492	0.08409	0.049538	0.04238	0.045529	0.04312	0.036174	0.14685	0.061961	0.046454	0.14721	0.046816
U133A__CA2	4.4803	4.2718	4.0971	4.7594	4.0783	5.8579	4.2077	9.4369	4.1463	3.9019	8.1763	7.0223	4.2518	4.0325	6.0167	4.4742	7.3615	6.6245	4.2722	4.5827	7.9944	6.816	3.9732	4.3407	4.2203	5.237	4.0766	3.7129	4.5106	4.3195	3.953	4.3898	7.4027	4.0733	4.5893	4.2367	4.2695	4.3521	6.7977	4.1101	6.6096
Meth__cg00453193__TES	0.016904	0.014603	0.017928	0.016594	0.018931	0.017671	0.01952	0.29523	0.016824	0.017919	0.021541	0.014339	0.053711	0.022158	0.10733	0.014262	0.020978	0.031621	0.018334	0.018465	0.015761	0.22591	0.020034	0.019052	0.03732	0.018971	0.042083	0.020513	0.029985	0.017328	0.015994	0.020623	0.022067	0.020618	0.015582	0.45683	0.91586	0.023615	0.017347	0.027015	0.017998
Meth__cg19144013__PIR	0.55748	0.17297	0.62017	0.34592	0.54763	0.040411	0.088591	0.026576	0.027691	0.034047	0.057093	0.064402	0.60321	0.24441	0.069594	0.040172	0.037477	0.37579	0.047311	0.028614	0.040689	0.75731	0.19007	0.5559	0.10372	0.48513	0.05667	0.1012	0.21501	0.041567	0.34762	0.034119	0.095737	0.070607	0.33712	0.039667	0.05662	0.51122	0.3421	0.58585	0.036793
Meth__cg15286905__ACBD5	0.045109	0.046197	0.055683	0.030575	0.044537	0.056776	0.36729	0.016674	0.04584	0.079057	0.042954	0.21155	0.226	0.39777	0.035126	0.066611	0.036736	0.070844	0.045666	0.055208	0.042972	0.12564	0.31335	0.058429	0.074185	0.077442	0.079663	0.03012	0.056661	0.082232	0.064568	0.054701	0.030676	0.061923	0.084533	0.047935	0.074157	0.040066	0.039371	0.19921	0.041097
Meth__cg06731599__ATP6AP2	0.64122	0.3832	0.072776	0.50789	0.063712	0.069575	0.038085	0.049874	0.68969	0.56466	0.093323	0.63137	0.60492	0.60461	0.62656	0.055163	0.049664	0.5037	0.056378	0.049003	0.099867	0.6237	0.39398	0.59784	0.1095	0.60284	0.50619	0.047034	0.56731	0.083393	0.5652	0.60187	0.05723	0.65613	0.70069	0.057377	0.11311	0.57448	0.27506	0.6846	0.048969
Meth__cg02798801__G10	0.41801	0.075058	0.13728	0.13805	0.14399	0.1398	0.74703	0.12704	0.12148	0.112	0.078297	0.15725	0.11683	0.078095	0.14106	0.12089	0.1248	0.1335	0.10833	0.088541	0.14307	0.16141	0.55024	0.22814	0.26802	0.34557	0.14257	0.08302	0.16782	0.46138	0.082333	0.10937	0.080054	0.13156	0.38373	0.1054	0.20417	0.62432	0.099868	0.20637	0.10347
Meth__cg17300307__GLS	0.06658	0.048117	0.26284	0.063991	0.055378	0.13268	0.17749	0.049239	0.080537	0.069933	0.050895	0.051327	0.22096	0.089016	0.085285	0.051192	0.054133	0.13181	0.049101	0.052586	0.081673	0.57056	0.06343	0.071587	0.10987	0.17856	0.21627	0.051241	0.22347	0.069454	0.12479	0.026623	0.035075	0.073047	0.41229	0.09554	0.088043	0.071429	0.1674	0.19062	0.13142
Meth__cg19166347__SFRP4	0.60755	0.041211	0.56689	0.47213	0.17801	0.77285	0.23902	0.78857	0.63566	0.1341	0.7796	0.24693	0.49293	0.03084	0.49989	0.70286	0.65009	0.076777	0.88231	0.63904	0.29232	0.077763	0.1519	0.11079	0.47004	0.17987	0.081405	0.80663	0.40817	0.060816	0.052263	0.14352	0.072759	0.079299	0.14342	0.19558	0.12112	0.62091	0.19488	0.35064	0.36669
U133A__KAZ	6.887	9.3271	6.8696	6.9423	5.0339	7.2092	6.6701	7.3067	7.019	6.1357	7.4731	8.0966	6.6288	6.8015	7.2085	7.7884	6.4812	8.9155	6.7695	6.486	6.7372	6.1829	5.3989	6.2572	5.2274	6.6177	6.5172	6.868	6.8356	6.5498	8.3375	8.3053	5.2192	5.4891	6.8818	7.1619	6.3025	6.7496	6.8171	5.6113	7.1912
Meth__cg00131121__POLR2J	0.057632	0.11044	0.085795	0.058266	0.11802	0.038896	0.033121	0.13491	0.10169	0.11336	0.034	0.10415	0.18363	0.054363	0.088478	0.032182	0.084354	0.033715	0.028774	0.060113	0.065877	0.1771	0.094831	0.02884	0.11357	0.045265	0.041824	0.068031	0.15899	0.29204	0.090211	0.034352	0.053501	0.070595	0.037819	0.13161	0.070392	0.12507	0.034886	0.1378	0.043648
Meth__cg21290885__TMEM47	0.43478	0.062763	0.18901	0.060406	0.062848	0.071924	0.093412	0.090258	0.43515	0.059998	0.092899	0.25292	0.23375	0.53079	0.40465	0.070954	0.067028	0.089618	0.072499	0.084061	0.077889	0.10823	0.063609	0.31454	0.27394	0.095177	0.1219	0.0675	0.18289	0.059856	0.11158	0.093421	0.070122	0.33159	0.05602	0.14784	0.10208	0.071065	0.063647	0.39255	0.069699
Meth__cg16933922__OAT	0.12663	0.088584	0.55972	0.11214	0.12788	0.12125	0.24029	0.080066	0.69065	0.13782	0.13407	0.10864	0.28971	0.11659	0.5468	0.13815	0.069428	0.16619	0.10625	0.060043	0.081341	0.10214	0.13368	0.074747	0.20279	0.12782	0.11802	0.098613	0.16667	0.19118	0.22526	0.087169	0.1175	0.097015	0.10728	0.12259	0.13212	0.1026	0.085403	0.18656	0.1801
Meth__cg18411898__RPRM	0.27427	0.088606	0.55683	0.078838	0.87328	0.1282	0.078492	0.15635	0.056582	0.061511	0.46853	0.12099	0.41784	0.53437	0.25039	0.19416	0.097957	0.15457	0.045423	0.22225	0.093484	0.22485	0.16754	0.70045	0.84688	0.32516	0.11864	0.072641	0.41887	0.69052	0.092534	0.058549	0.14193	0.24063	0.4771	0.50232	0.090339	0.059221	0.11531	0.12694	0.070105
Meth__cg13676215__AHR	0.061177	0.029325	0.13172	0.07064	0.04924	0.1732	0.13613	0.10947	0.65804	0.062758	0.088562	0.11166	0.089719	0.035959	0.53676	0.066714	0.078289	0.061636	0.048017	0.055473	0.073671	0.21883	0.15376	0.11137	0.10571	0.081769	0.11998	0.047922	0.089414	0.11966	0.051548	0.062852	0.45087	0.071659	0.12299	0.06815	0.081058	0.0585	0.065727	0.15363	0.049481
Meth__cg23970785__DEXI	0.032211	0.027425	0.069985	0.029139	0.034728	0.037703	0.035702	0.042228	0.037096	0.035569	0.03726	0.036373	0.10426	0.93103	0.051883	0.03648	0.044869	0.061352	0.030593	0.035618	0.03554	0.046591	0.043812	0.028915	0.10762	0.03694	0.094244	0.030361	0.072753	0.042553	0.046323	0.025366	0.042338	0.038382	0.029356	0.031133	0.11866	0.040979	0.031753	0.083019	0.03355
Meth__cg10398950__CRKRS	0.0519	0.045697	0.065233	0.031258	0.054704	0.053777	0.055732	0.075274	0.046314	0.056837	0.045878	0.053147	0.51409	0.050451	0.05037	0.054646	0.047843	0.07391	0.054774	0.054288	0.058165	0.093499	0.052774	0.045973	0.11126	0.055692	0.061271	0.049492	0.09533	0.052214	0.1559	0.32523	0.055697	0.057352	0.055567	0.03512	0.069741	0.062268	0.040592	0.13104	0.049454
Meth__cg21184011__NHN1	0.066344	0.057953	0.31231	0.099532	0.1792	0.071799	0.12901	0.089994	0.10667	0.12671	0.062333	0.22209	0.12497	0.078074	0.12087	0.09128	0.064478	0.084854	0.063426	0.067576	0.078022	0.12667	0.1287	0.089865	0.21579	0.10731	0.15028	0.081097	0.093316	0.12976	0.10898	0.06383	0.064124	0.05977	0.26133	0.060949	0.071203	0.49177	0.064361	0.29227	0.070993
Meth__cg00981643__MECP2	0.051567	0.044453	0.10694	0.080365	0.55692	0.079952	0.17772	0.47161	0.54768	0.51136	0.05493	0.27566	0.18742	0.061093	0.41689	0.065431	0.27238	0.095313	0.056604	0.18392	0.32693	0.32786	0.55551	0.43497	0.43315	0.1762	0.090773	0.34	0.68706	0.41009	0.15919	0.14172	0.034935	0.077214	0.099667	0.095197	0.098695	0.47437	0.13073	0.34633	0.051566
Meth__cg14889768__RAB32	0.068587	0.04848	0.053978	0.058334	0.22251	0.067058	0.051716	0.04534	0.075874	0.055836	0.064243	0.041705	0.092481	0.023937	0.24766	0.056828	0.042018	0.068398	0.48425	0.054562	0.050731	0.063071	0.071402	0.04987	0.067139	0.15082	0.0546	0.047294	0.50448	0.26953	0.082383	0.040445	0.061353	0.087134	0.066196	0.07771	0.075586	0.039955	0.046652	0.067971	0.041958
Meth__cg16779976__BLNK	0.084951	0.095172	0.057379	0.089915	0.18889	0.16082	0.14822	0.68441	0.083548	0.083992	0.31868	0.13002	0.17483	0.048363	0.079655	0.40531	0.48551	0.16447	0.073918	0.30544	0.2055	0.15702	0.079136	0.084954	0.53394	0.060696	0.18575	0.64032	0.13922	0.091495	0.1278	0.63034	0.13855	0.097043	0.12117	0.068352	0.077167	0.084322	0.096531	0.13514	0.371
Meth__cg18670235__PLOD3	0.052345	0.031885	0.083765	0.038528	0.064725	0.045634	0.11855	0.040262	0.047295	0.044239	0.034077	0.19461	0.086432	0.030153	0.04865	0.043415	0.0608	0.14152	0.028716	0.032145	0.039039	0.063253	0.051241	0.086873	0.20213	0.090803	0.073005	0.31442	0.14813	0.17706	0.083656	0.037495	0.23186	0.056673	0.053978	0.046679	0.14475	0.046986	0.051209	0.084981	0.047208
Meth__cg25375711__TRMT12	0.050735	0.013583	0.01987	0.015664	0.019407	0.024068	0.086637	0.014295	0.087798	0.021072	0.024008	0.016842	0.40377	0.038119	0.033113	0.019808	0.01623	0.055771	0.024158	0.02029	0.018442	0.022306	0.015858	0.021465	0.12326	0.030126	0.049834	0.020595	0.26623	0.021128	0.028956	0.025347	0.022982	0.03534	0.022905	0.024649	0.0256	0.021388	0.025825	0.051158	0.026458
Meth__cg26152597__ZBTB20	0.062711	0.063606	0.060173	0.055872	0.055495	0.068042	0.092047	0.048612	0.064074	0.048747	0.046143	0.056465	0.52575	0.041054	0.071562	0.047762	0.061955	0.064403	0.051041	0.056353	0.078266	0.056685	0.064754	0.043598	0.084863	0.064015	0.078996	0.04989	0.11545	0.92826	0.10211	0.0541	0.055001	0.076291	0.079377	0.063269	0.10371	0.057074	0.056477	0.14008	0.060205
Meth__cg05964373__TEX9	0.061677	0.033327	0.42889	0.041478	0.040466	0.048359	0.12206	0.037497	0.056401	0.054151	0.056697	0.037517	0.098679	0.047346	0.052449	0.062328	0.047865	0.079529	0.047801	0.043261	0.056178	0.046036	0.048239	0.04451	0.12059	0.089576	0.10298	0.048872	0.1487	0.064616	0.061352	0.041515	0.066553	0.058991	0.05516	0.04214	0.073872	0.083429	0.044938	0.11832	0.040347
Meth__cg23909343__PPP2R5A	0.10569	0.055717	0.30257	0.050322	0.43546	0.092476	0.29678	0.14385	0.56479	0.08928	0.059796	0.060769	0.12559	0.037364	0.41805	0.069177	0.059272	0.098802	0.097247	0.093838	0.084502	0.093373	0.26324	0.056261	0.10843	0.081642	0.11395	0.09153	0.095767	0.11868	0.10131	0.43999	0.062827	0.12681	0.064078	0.057785	0.11368	0.069941	0.055129	0.083782	0.057853
Meth__cg21076470__MRPS14	0.070136	0.063778	0.1028	0.46075	0.23341	0.053194	0.085657	0.092974	0.29737	0.080681	0.056055	0.13107	0.23839	0.082738	0.28081	0.080896	0.066176	0.084084	0.061739	0.069304	0.063097	0.074962	0.067671	0.034843	0.31444	0.10037	0.21266	0.063492	0.093613	0.087907	0.089249	0.10746	0.077266	0.11199	0.07811	0.059943	0.13087	0.0692	0.072374	0.1435	0.060492
Meth__cg23657409__PLCB1	0.071947	0.042343	0.52337	0.054557	0.46043	0.95344	0.16015	0.070491	0.065444	0.17068	0.058391	0.141	0.49939	0.057689	0.068527	0.092008	0.076513	0.096026	0.065607	0.064456	0.071571	0.11245	0.55867	0.1393	0.74449	0.097507	0.07341	0.11964	0.19557	0.80113	0.10522	0.076799	0.060051	0.10049	0.081675	0.37502	0.20563	0.11647	0.1479	0.9513	0.11928
Meth__cg18950617__HMHA1	0.027136	0.023669	0.19806	0.021698	0.97778	0.10911	0.95198	0.18667	0.039775	0.023487	0.01401	0.40155	0.14209	0.79441	0.029808	0.9332	0.019283	0.078187	0.015118	0.94762	0.91528	0.035284	0.97412	0.04075	0.024521	0.3227	0.037309	0.033252	0.61709	0.76555	0.071429	0.13463	0.34988	0.089225	0.4328	0.75464	0.091697	0.031553	0.035547	0.65358	0.018526
Meth__cg03792653__C20orf77	0.48782	0.037676	0.17021	0.054524	0.60688	0.12165	0.14441	0.20336	0.59466	0.33893	0.15164	0.060581	0.62618	0.047892	0.51761	0.086803	0.033413	0.11072	0.051034	0.090963	0.16611	0.064765	0.31915	0.21041	0.52786	0.44791	0.071765	0.93771	0.10972	0.92821	0.12634	0.036699	0.92672	0.52527	0.10852	0.055395	0.14889	0.37144	0.04596	0.26728	0.087216
Meth__cg18931815__COL8A2	0.074331	0.33521	0.43238	0.055919	0.89354	0.05915	0.38102	0.10811	0.19427	0.045365	0.88215	0.031238	0.71347	0.028156	0.20362	0.66722	0.45648	0.049191	0.52184	0.044053	0.042625	0.8777	0.64855	0.089071	0.14	0.17866	0.24618	0.32071	0.3053	0.3831	0.3514	0.23482	0.47376	0.21465	0.88523	0.80195	0.10705	0.87961	0.11043	0.83247	0.2816
Meth__cg04005701__SMYD4	0.030466	0.021386	0.03297	0.042415	0.12369	0.038009	0.033653	0.070978	0.038681	0.084099	0.029931	0.031469	0.04841	0.030107	0.032482	0.028898	0.16046	0.04212	0.029744	0.02549	0.026882	0.14093	0.033054	0.18809	0.10911	0.030506	0.037006	0.024475	0.075799	0.028984	0.03622	0.093496	0.080916	0.54391	0.029025	0.073655	0.070365	0.041353	0.043721	0.064058	0.034428
Meth__cg04633384__C18orf1	0.034943	0.047332	0.10454	0.0679	0.52618	0.043626	0.14326	0.04692	0.02933	0.048117	0.060234	0.088864	0.62327	0.030256	0.032336	0.021319	0.051882	0.071999	0.027864	0.026565	0.10079	0.066355	0.043514	0.054157	0.8844	0.053259	0.050784	0.066873	0.12473	0.28204	0.097622	0.024288	0.28659	0.21613	0.040147	0.074763	0.077613	0.053575	0.040699	0.11464	0.065052
Meth__cg04005725__KLHDC8B	0.040858	0.024741	0.67854	0.033255	0.033923	0.044625	0.043844	0.030517	0.033689	0.033698	0.033059	0.060891	0.26287	0.02103	0.03975	0.031878	0.032159	0.085967	0.02438	0.027221	0.035661	0.033969	0.046957	0.034176	0.055153	0.13757	0.058388	0.036872	0.084287	0.035903	0.065244	0.032607	0.039433	0.030862	0.48826	0.034176	0.10471	0.037919	0.032349	0.081794	0.035092
Meth__cg21870662__TSR1	0.0554	0.74048	0.14468	0.15615	0.2874	0.15519	0.60111	0.22839	0.54681	0.31425	0.057454	0.95729	0.72759	0.37213	0.44104	0.33281	0.039831	0.15911	0.34233	0.069413	0.051781	0.10103	0.45798	0.1626	0.61158	0.09009	0.062619	0.048778	0.15935	0.32833	0.60005	0.1296	0.10938	0.91896	0.51453	0.21701	0.080019	0.097382	0.066889	0.14053	0.058736
Meth__cg03627896__LOC283932	0.020923	0.022292	0.12854	0.016308	0.027445	0.021085	0.053564	0.10279	0.025697	0.025863	0.15734	0.035602	0.040972	0.028005	0.032873	0.021231	0.025357	0.042957	0.021564	0.018524	0.040932	0.036745	0.03096	0.024462	0.033286	0.027558	0.048407	0.014854	0.043286	0.027237	0.028959	0.046312	0.024002	0.3591	0.029677	0.030604	0.16113	0.0241	0.022474	0.045272	0.029761
Meth__cg26907768__SLC7A5	0.051804	0.049905	0.36586	0.060578	0.061389	0.057526	0.022633	0.033606	0.045869	0.065569	0.060312	0.064792	0.070066	0.38522	0.054066	0.055556	0.047732	0.094931	0.048381	0.053314	0.049269	0.071215	0.066828	0.144	0.47399	0.37657	0.13578	0.058616	0.31109	0.051848	0.074901	0.13598	0.065241	0.062701	0.055322	0.065696	0.28512	0.080159	0.34538	0.22729	0.24252
Meth__cg21885525__SCYE1	0.093543	0.062949	0.057299	0.043458	0.095377	0.063082	0.50636	0.08616	0.07155	0.057232	0.05382	0.051061	0.17312	0.045975	0.058796	0.097188	0.077805	0.097599	0.085508	0.053022	0.068062	0.075065	0.13141	0.083015	0.25325	0.052931	0.11907	0.054413	0.11357	0.10556	0.1146	0.065171	0.10541	0.096196	0.078608	0.077224	0.20576	0.1064	0.078829	0.14535	0.082569
Meth__cg10872209__ARL3	0.071382	0.17389	0.83849	0.42853	0.18749	0.50659	0.14903	0.14587	0.79258	0.54816	0.12925	0.64322	0.53213	0.63037	0.61448	0.16805	0.14879	0.23764	0.16371	0.10638	0.10366	0.71165	0.73753	0.20892	0.45719	0.5736	0.17271	0.12629	0.21484	0.37906	0.17577	0.050043	0.43808	0.16631	0.32222	0.042949	0.061275	0.81327	0.18969	0.2702	0.12074
Meth__cg00261781__MATN3	0.027808	0.031546	0.035295	0.025076	0.61913	0.038209	0.044333	0.06914	0.029344	0.032664	0.16167	0.043911	0.11105	0.019224	0.037698	0.041018	0.028262	0.087354	0.022005	0.0204	0.038633	0.35519	0.042935	0.040424	0.08267	0.033184	0.053744	0.025628	0.18634	0.10634	0.071805	0.045468	0.033762	0.060349	0.029835	0.61425	0.062301	0.030843	0.031707	0.049511	0.038271
Meth__cg26993951__C2orf7	0.032662	0.02229	0.084985	0.027111	0.037751	0.031503	0.084943	0.03898	0.06262	0.045451	0.035263	0.18505	0.045383	0.02978	0.05927	0.034028	0.022004	0.053189	0.026159	0.031244	0.047032	0.03781	0.03109	0.070085	0.072142	0.045513	0.048541	0.02633	0.049303	0.18514	0.070598	0.033415	0.030596	0.027974	0.045267	0.026199	0.081724	0.24022	0.048448	0.074393	0.031605
Meth__cg15373633__DACH2	0.5765	0.056085	0.090805	0.083689	0.82138	0.075527	0.11905	0.63778	0.053526	0.041251	0.048181	0.17387	0.44461	0.98248	0.060905	0.10217	0.38487	0.21831	0.059609	0.067686	0.085472	0.67771	0.18026	0.51867	0.65048	0.37481	0.096448	0.31309	0.33712	0.66983	0.071142	0.04386	0.026272	0.089994	0.069838	0.79327	0.18765	0.41247	0.043378	0.91401	0.043051
U133A__MAGED2	9.5459	7.1852	9.5445	7.5829	8.6174	7.9693	8.0632	7.5651	7.7693	7.7994	7.5027	6.652	7.0565	9.2376	8.4889	6.9181	7.5441	6.8521	6.9591	7.1645	7.6811	9.2966	8.499	8.5682	6.3939	9.5196	9.4359	7.7606	8.0972	7.518	7.0496	8.8147	6.8232	6.9957	7.654	8.314	9.298	10.1669	7.8509	9.7914	7.1641
