Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__CLDN3	7.7269	8.5775	5.1292	7.7776	9.2494	4.7725	8.7299	8.1731	6.2573	8.0305	4.4347	6.8845	4.4998	3.9735	3.9722	6.2876	7.4706	4.6249	8.2015	10.1075	7.6582	4.2289	5.683	7.8263	8.3076	7.829	7.6463	5.0252	5.2019	3.7519	9.1572	10.4226	6.5411	9.7858	10.169	5.8151	7.4535
Meth__cg15177917__DAND5	0.072618	0.053579	0.16823	0.32468	0.053425	0.31521	0.044261	0.44975	0.032182	0.0674	0.56129	0.2634	0.14517	0.032433	0.13683	0.12792	0.082768	0.048202	0.099958	0.14777	0.33144	0.050752	0.49528	0.26071	0.06127	0.50388	0.091019	0.33094	0.32304	0.03917	0.15379	0.043829	0.11892	0.050053	0.19341	0.078483	0.25338
Meth__cg08062469__SPAG5	0.034301	0.031273	0.030967	0.037482	0.0284	0.035816	0.0385	0.32718	0.037071	0.048855	0.036798	0.056037	0.12629	0.034541	0.043773	0.030535	0.10762	0.033803	0.041228	0.039482	0.045932	0.041455	0.051643	0.69303	0.054925	0.076987	0.067408	0.027481	0.030655	0.034283	0.045211	0.027812	0.020385	0.097587	0.033751	0.064248	0.036638
Meth__cg19226099__MC3R	0.81741	0.022764	0.56516	0.33126	0.014855	0.38102	0.15598	0.17113	0.035772	0.083085	0.12155	0.64761	0.24772	0.13326	0.036059	0.35688	0.044033	0.012667	0.087864	0.25196	0.44112	0.027862	0.33072	0.01976	0.028002	0.44784	0.024818	0.02273	0.33734	0.04997	0.032942	0.018749	0.033247	0.040631	0.025667	0.05543	0.019
Meth__cg06311778__TENC1	0.027226	0.074814	0.039776	0.16679	0.25163	0.025369	0.059926	0.035183	0.032074	0.069591	0.22778	0.32364	0.87117	0.03529	0.24753	0.023674	0.049913	0.02208	0.295	0.2635	0.68938	0.072761	0.43855	0.44383	0.09214	0.11971	0.50299	0.028432	0.30195	0.068666	0.92546	0.10645	0.032269	0.078851	0.068109	0.036381	0.043237
Meth__cg04970117__SLC6A20	0.93259	0.035729	0.90868	0.43629	0.58236	0.8895	0.96842	0.60351	0.024633	0.979	0.29665	0.2883	0.96487	0.021016	0.95635	0.028054	0.10192	0.096087	0.98238	0.97074	0.96689	0.051796	0.8029	0.96299	0.092067	0.95375	0.061897	0.3956	0.027538	0.5821	0.55218	0.020785	0.96721	0.77139	0.034661	0.62104	0.96997
Meth__cg14634738__RBM5	0.033819	0.023841	0.068792	0.070757	0.048522	0.22929	0.13956	0.10385	0.039927	0.05024	0.032271	0.067947	0.20907	0.046312	0.03705	0.032408	0.048684	0.029414	0.06323	0.081876	0.055408	0.045207	0.046203	0.03215	0.15388	0.086004	0.058013	0.027056	0.044663	0.048437	0.0663	0.04334	0.043157	0.073194	0.41622	0.049704	0.14544
Meth__cg01934790__FBXL16	0.051527	0.1927	0.60033	0.27971	0.16304	0.16109	0.54812	0.43969	0.078774	0.047925	0.68644	0.4825	0.78443	0.081153	0.63273	0.33832	0.28018	0.038323	0.35667	0.39315	0.61962	0.7464	0.12559	0.11512	0.11098	0.16179	0.10304	0.053463	0.10091	0.066274	0.092326	0.13848	0.054936	0.12806	0.062885	0.15221	0.1294
Meth__cg14833160__BAX	0.047694	0.035066	0.073237	0.47436	0.2788	0.12173	0.056618	0.074024	0.050979	0.042296	0.082776	0.191	0.29117	0.11928	0.20602	0.20504	0.14585	0.038242	0.14999	0.062622	0.04353	0.078313	0.044614	0.18716	0.071218	0.10033	0.12736	0.044503	0.05328	0.051049	0.21688	0.12434	0.033332	0.096128	0.061676	0.05748	0.060105
Meth__cg12645220__PAK7	0.52986	0.036275	0.53148	0.055011	0.037025	0.4858	0.76615	0.050168	0.032991	0.052404	0.4509	0.59266	0.32371	0.0411	0.065482	0.1739	0.22195	0.04987	0.098725	0.072648	0.076112	0.05036	0.05106	0.70074	0.14411	0.78519	0.060867	0.029629	0.066113	0.072384	0.027623	0.22708	0.82107	0.21213	0.56546	0.30846	0.039693
Meth__cg09870606__GLG1	0.13045	0.080949	0.28684	0.34278	0.18818	0.099927	0.18258	0.098138	0.1057	0.374	0.11863	0.13169	0.23763	0.10824	0.11495	0.10557	0.11923	0.10173	0.12149	0.11774	0.72046	0.084783	0.091373	0.15061	0.18423	0.13702	0.20297	0.073864	0.094824	0.11365	0.10367	0.093273	0.097942	0.097418	0.11654	0.098542	0.16468
Meth__cg07444907__UBLCP1	0.057798	0.045843	0.064889	0.057554	0.04898	0.044817	0.049727	0.082236	0.051744	0.055612	0.048212	0.069519	0.1744	0.067785	0.062618	0.047169	0.13215	0.05016	0.033675	0.051271	0.053218	0.048863	0.05123	0.076108	0.094865	0.094908	0.067907	0.037049	0.036246	0.05115	0.059558	0.036569	0.049617	0.08061	0.057821	0.05752	0.057696
Meth__cg01919488__ZNF638	0.063601	0.035933	0.22812	0.37571	0.17084	0.35639	0.057299	0.10613	0.080461	0.081838	0.042503	0.13918	0.14534	0.087529	0.32523	0.051175	0.11153	0.035115	0.050683	0.072077	0.050637	0.042032	0.71609	0.099864	0.071847	0.49138	0.11294	0.040754	0.34025	0.033647	0.29922	0.035683	0.04597	0.15212	0.045723	0.24062	0.30108
Meth__cg16904306__PCSK5	0.019606	0.028562	0.90974	0.050046	0.063636	0.66808	0.75099	0.29369	0.037166	0.038721	0.27648	0.019049	0.34366	0.030763	0.16757	0.026603	0.030797	0.026769	0.54725	0.26537	0.087568	0.080667	0.03532	0.045473	0.087618	0.16801	0.056503	0.038166	0.029572	0.027208	0.025875	0.03913	0.035349	0.077988	0.045893	0.035268	0.045283
Meth__cg17226343__DIRAS1	0.073719	0.069567	0.79199	0.45801	0.076869	0.44702	0.11198	0.68519	0.068014	0.11589	0.067736	0.8333	0.51135	0.075761	0.22563	0.10605	0.16732	0.12422	0.33447	0.57417	0.04978	0.46011	0.44396	0.48836	0.1201	0.73187	0.1195	0.0819	0.084456	0.40484	0.52561	0.057742	0.31727	0.15978	0.52374	0.15594	0.070388
Meth__cg17484237__HAVCR2	0.63833	0.081088	0.57108	0.74405	0.52954	0.11758	0.3671	0.41091	0.55491	0.44532	0.43285	0.13247	0.18948	0.45752	0.2191	0.57787	0.12073	0.080539	0.12313	0.16878	0.6839	0.068375	0.83358	0.10128	0.1059	0.10566	0.11076	0.056558	0.089201	0.12812	0.71769	0.063284	0.13574	0.29381	0.67924	0.54764	0.31167
U133A__SC5DL	6.1606	7.0351	8.1349	6.809	7.2429	7.0293	7.3732	8.2691	8.7164	8.2697	7.7105	7.4132	7.9503	8.6072	7.3147	6.6143	7.4732	7.6902	7.2177	7.4234	7.519	7.0982	7.1048	8.0885	8.0598	7.9005	6.4547	6.1235	7.1008	6.808	7.3359	10.1698	7.3923	8.601	8.2823	6.5754	6.7923
Meth__cg13055001__PPP1CA	0.16572	0.033799	0.85858	0.87882	0.29357	0.45006	0.20622	0.80964	0.56763	0.50457	0.096065	0.80109	0.34926	0.4086	0.088119	0.94232	0.17771	0.081163	0.44714	0.58555	0.53247	0.071917	0.056599	0.50512	0.12643	0.48963	0.045638	0.042395	0.37033	0.14575	0.17913	0.54234	0.054996	0.089409	0.047259	0.19418	0.044683
Meth__cg19504245__TNNT1	0.043725	0.032642	0.70188	0.055356	0.16695	0.53309	0.19196	0.73818	0.030327	0.052454	0.40707	0.18212	0.32398	0.03452	0.62319	0.081711	0.069246	0.021464	0.059518	0.050608	0.63732	0.37427	0.15018	0.11592	0.04706	0.62889	0.070463	0.26304	0.035674	0.028584	0.12166	0.033136	0.41956	0.15293	0.11489	0.20805	0.38972
Meth__cg26791905__PHGDH	0.042046	0.042928	0.11385	0.049856	0.046446	0.043146	0.065604	0.047124	0.031877	0.041954	0.076067	0.057467	0.1302	0.054646	0.043863	0.042978	0.093178	0.039788	0.038405	0.047592	0.69824	0.057091	0.051027	0.041364	0.074838	0.08963	0.054405	0.04652	0.036841	0.042663	0.053494	0.038602	0.037657	0.055817	0.046756	0.043637	0.055209
Meth__cg27018070__FHL3	0.076896	0.07891	0.12216	0.75598	0.089191	0.043947	0.074567	0.062842	0.036036	0.56439	0.052391	0.10116	0.15279	0.043747	0.05904	0.047137	0.067908	0.040745	0.078046	0.29918	0.064762	0.071354	0.45795	0.14354	0.10986	0.14148	0.21233	0.047033	0.042933	0.040809	0.14712	0.044729	0.39909	0.13427	0.28799	0.078098	0.09284
Meth__cg00756058__DZIP1	0.96833	0.030265	0.97005	0.56045	0.024725	0.030488	0.62167	0.34321	0.019434	0.97643	0.026764	0.017164	0.89565	0.024186	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.97205	0.02222	0.53529	0.97159	0.095064	0.94587	0.046695	0.026231	0.017612	0.018472	0.030433	0.022009	0.77069	0.86617	0.024053	0.66824	0.94356
Meth__cg20022541__C14orf152	0.44062	0.047297	0.87611	0.88087	0.80231	0.09339	0.85586	0.074528	0.81538	0.61621	0.80718	0.8451	0.83696	0.79384	0.80047	0.87796	0.13096	0.065546	0.81601	0.64571	0.42383	0.1495	0.42616	0.2885	0.24694	0.85226	0.065795	0.050269	0.3111	0.058045	0.81794	0.040391	0.76647	0.066371	0.83262	0.056361	0.056552
Meth__cg25946389__MGMT	0.13481	0.054363	0.089186	0.089348	0.038073	0.85911	0.07045	0.12589	0.032555	0.34345	0.31759	0.23437	0.40713	0.050419	0.059618	0.073203	0.10473	0.046331	0.056078	0.34657	0.52728	0.20781	0.088335	0.51518	0.08872	0.4962	0.10458	0.04101	0.049504	0.44532	0.15239	0.070924	0.42846	0.061298	0.047263	0.20401	0.048314
Meth__cg05333568__C1orf65	0.46178	0.059808	0.548	0.093281	0.050435	0.68964	0.34994	0.36153	0.035908	0.044402	0.34228	0.63338	0.60161	0.051369	0.40152	0.045705	0.097986	0.080051	0.26048	0.41609	0.55022	0.57927	0.072655	0.063703	0.052701	0.20953	0.063744	0.067459	0.075225	0.093097	0.28109	0.047484	0.34182	0.096569	0.040163	0.09701	0.13602
Meth__cg22836153__LOX	0.14909	0.02874	0.33349	0.04138	0.026808	0.016525	0.072613	0.028722	0.021927	0.033116	0.02377	0.041275	0.23921	0.028212	0.034932	0.020888	0.12068	0.022516	0.018116	0.031725	0.45591	0.083414	0.032213	0.036111	0.029037	0.37024	0.069737	0.02224	0.02662	0.032175	0.052228	0.024456	0.95768	0.091444	0.029911	0.036991	0.026043
Meth__cg21281001__CTSB	0.048632	0.050793	0.046536	0.039082	0.026724	0.027174	0.054599	0.024991	0.028582	0.025728	0.049883	0.039954	0.061958	0.030447	0.37687	0.029296	0.050308	0.016752	0.018783	0.043484	0.028649	0.032612	0.028846	0.038313	0.057703	0.067728	0.041713	0.023941	0.026049	0.021621	0.024532	0.025211	0.022143	0.058985	0.028053	0.025126	0.036311
Meth__cg01313514__WNT3A	0.091376	0.085871	0.27245	0.23682	0.14767	0.53563	0.42434	0.12758	0.088736	0.14152	0.48374	0.15241	0.31624	0.088258	0.11186	0.10527	0.18663	0.09703	0.42068	0.32235	0.0755	0.11874	0.35549	0.22156	0.078638	0.5199	0.12472	0.055606	0.098717	0.15969	0.23753	0.061214	0.50164	0.34497	0.10719	0.2075	0.31793
Meth__cg20099806__CCDC47	0.10082	0.076132	0.15112	0.10843	0.25443	0.22661	0.10941	0.079662	0.13664	0.53897	0.18051	0.20025	0.10241	0.14411	0.10555	0.082784	0.20745	0.084237	0.055494	0.097668	0.15887	0.063229	0.53078	0.073329	0.13957	0.080694	0.17324	0.073174	0.11426	0.11131	0.11699	0.10186	0.049203	0.13978	0.095025	0.090868	0.1311
Meth__cg02503850__ADAMTS14	0.10862	0.040659	0.35555	0.32747	0.16054	0.043837	0.91661	0.055249	0.025571	0.52581	0.31239	0.17183	0.53049	0.032459	0.34492	0.036044	0.064078	0.0634	0.49843	0.58161	0.56386	0.065736	0.18401	0.055457	0.08382	0.94443	0.098284	0.031221	0.10139	0.058012	0.054921	0.10049	0.59689	0.048349	0.036028	0.098418	0.20912
Meth__cg08409225__OBFC2B	0.054349	0.049348	0.053723	0.30179	0.26791	0.76584	0.25066	0.20112	0.081845	0.10118	0.1117	0.11534	0.21401	0.086307	0.33103	0.35286	0.26384	0.036929	0.070516	0.22922	0.57424	0.084531	0.11972	0.16352	0.083927	0.54859	0.13049	0.05546	0.051141	0.50131	0.28915	0.18069	0.15979	0.097561	0.20713	0.24837	0.40516
Meth__cg22166290__BCL11A	0.050306	0.052913	0.67222	0.35795	0.20455	0.27685	0.47634	0.66049	0.074392	0.91363	0.070505	0.33878	0.081503	0.067263	0.059785	0.070264	0.092635	0.57183	0.6308	0.85975	0.5523	0.055664	0.56656	0.064659	0.53649	0.89592	0.074774	0.061158	0.054308	0.077817	0.37389	0.072031	0.068663	0.22994	0.67374	0.80519	0.066198
Meth__cg07671603__C7orf13	0.041116	0.024165	0.038143	0.033588	0.036366	0.027692	0.58572	0.2735	0.04638	0.037797	0.79917	0.040313	0.045031	0.040111	0.030223	0.022602	0.10147	0.024519	0.02884	0.034871	0.61264	0.04404	0.034329	0.58449	0.11469	0.054139	0.080459	0.028954	0.028339	0.026869	0.038235	0.03158	0.043376	0.093144	0.044607	0.040795	0.031279
Meth__cg01410472__CRISPLD1	0.0654	0.043874	0.85681	0.60379	0.035429	0.43457	0.67575	0.1153	0.027772	0.2652	0.055383	0.23167	0.7894	0.30728	0.054689	0.060168	0.17469	0.047962	0.26307	0.054295	0.16215	0.25566	0.04105	0.65428	0.46549	0.8487	0.059264	0.034384	0.042865	0.082939	0.55141	0.35484	0.82948	0.05	0.46402	0.028972	0.050342
Meth__cg01244871__FAM82B	0.036629	0.032628	0.056563	0.036252	0.028325	0.48212	0.033205	0.050213	0.039962	0.038166	0.031725	0.038193	0.083816	0.036232	0.036766	0.027367	0.1295	0.02975	0.03768	0.036886	0.037204	0.029477	0.031306	0.046392	0.11205	0.13061	0.063547	0.030695	0.028892	0.030101	0.035135	0.030835	0.028665	0.066814	0.0292	0.030548	0.03711
Meth__cg14400118__MMP2	0.42057	0.075877	0.95229	0.47221	0.79013	0.93502	0.87829	0.17808	0.059986	0.077394	0.14951	0.29343	0.68212	0.071901	0.82728	0.055919	0.095831	0.045802	0.92621	0.8975	0.14742	0.085578	0.62911	0.089336	0.080051	0.91963	0.17695	0.045726	0.5219	0.05326	0.50663	0.048844	0.91919	0.76264	0.94002	0.8511	0.87526
Meth__cg03107405__TSSC1	0.02571	0.01123	0.019602	0.021388	0.016766	0.020113	0.029878	0.012241	0.014077	0.53835	0.018316	0.041242	0.034252	0.016953	0.020516	0.014947	0.025424	0.012315	0.010936	0.019265	0.020228	0.021967	0.014755	0.01806	0.059193	0.029065	0.031781	0.015914	0.011144	0.014353	0.0095476	0.017894	0.011595	0.040437	0.025034	0.023842	0.02239
Meth__cg24471268__SPSB2	0.052839	0.043086	0.057356	0.083406	0.067282	0.049022	0.058925	0.031995	0.048568	0.064919	0.12213	0.33271	0.41664	0.05759	0.060537	0.046545	0.067485	0.050809	0.04817	0.050108	0.063951	0.066233	0.046928	0.07645	0.068799	0.1682	0.091437	0.0508	0.057696	0.081809	0.073082	0.057802	0.045944	0.1316	0.055249	0.054639	0.051738
Meth__cg09812049__WIRE	0.023938	0.019731	0.026995	0.036766	0.024252	0.062367	0.051729	0.078808	0.02462	0.029607	0.092234	0.03714	0.073303	0.032354	0.02384	0.029794	0.033848	0.021042	0.022336	0.022799	0.032191	0.048757	0.037373	0.039059	0.042842	0.056269	0.03597	0.022326	0.023367	0.20108	0.037487	0.030814	0.027815	0.028462	0.092475	0.025206	0.027205
Meth__cg00524288__UPP1	0.052548	0.053327	0.076631	0.099342	0.17832	0.063532	0.079375	0.043907	0.05388	0.077221	0.063404	0.064795	0.10724	0.065424	0.046439	0.050352	0.11502	0.041932	0.060169	0.081663	0.27272	0.062947	0.055619	0.092731	0.098959	0.49562	0.10745	0.044324	0.057517	0.051447	0.16324	0.053778	0.050904	0.10404	0.065696	0.087293	0.10656
Meth__cg25361844__SIPA1	0.90317	0.056314	0.45581	0.93231	0.63247	0.051897	0.91993	0.94968	0.040241	0.7499	0.75866	0.67357	0.91824	0.26687	0.6997	0.93913	0.68662	0.03119	0.52851	0.58891	0.11117	0.10132	0.24935	0.91354	0.091163	0.83943	0.098705	0.4972	0.72828	0.044086	0.046122	0.92231	0.046425	0.8453	0.071739	0.83688	0.92366
Meth__cg05661838__MOS	0.55064	0.025489	0.40308	0.78511	0.18028	0.43625	0.58524	0.83057	0.05344	0.22479	0.6783	0.24283	0.33786	0.13338	0.69459	0.13011	0.11346	0.035843	0.27015	0.2424	0.065474	0.64868	0.63439	0.096899	0.057642	0.32947	0.058949	0.084129	0.48926	0.085487	0.37429	0.050467	0.46875	0.10784	0.60336	0.36567	0.58984
Meth__cg01116966__TCF7	0.29582	0.021816	0.30711	0.056336	0.023155	0.62987	0.28248	0.038427	0.020988	0.034332	0.1675	0.017862	0.12615	0.021659	0.034669	0.018378	0.035643	0.029488	0.25765	0.02535	0.054086	0.046766	0.29196	0.028737	0.023714	0.83891	0.016935	0.032791	0.02527	0.22247	0.015531	0.01139	0.014548	0.028966	0.018027	0.025386	0.022346
Meth__cg03067226__TPI1	0.033545	0.037145	0.05096	0.046574	0.035105	0.10126	0.049523	0.041572	0.031754	0.033819	0.06331	0.30541	0.27108	0.036592	0.072869	0.036888	0.059305	0.049752	0.17002	0.067049	0.13296	0.27743	0.066707	0.11334	0.053439	0.27963	0.048425	0.030337	0.043332	0.057472	0.13052	0.043586	0.026026	0.064058	0.066741	0.084049	0.03659
Meth__cg02312751__TSSC4	0.60836	0.050564	0.092823	0.061634	0.035631	0.24652	0.065241	0.050594	0.044418	0.053435	0.059658	0.3044	0.11739	0.059455	0.053174	0.061329	0.099245	0.049768	0.051719	0.060902	0.052393	0.060941	0.047544	0.0563	0.068703	0.086633	0.073224	0.044703	0.050167	0.048149	0.03245	0.042499	0.043854	0.069412	0.055605	0.045455	0.037195
Meth__cg01663469__C3orf15	0.17147	0.37193	0.89278	0.89335	0.3437	0.81154	0.65834	0.85348	0.29118	0.072535	0.64598	0.32268	0.82874	0.44166	0.88171	0.085992	0.52278	0.035151	0.097897	0.055134	0.14948	0.063959	0.43735	0.85272	0.1488	0.87464	0.22308	0.045952	0.045977	0.045917	0.088318	0.68661	0.76815	0.073084	0.050009	0.8341	0.84165
Meth__cg13801416__AKR1B1	0.97123	0.82433	0.036073	0.98155	0.94261	0.035948	0.97782	0.67039	0.23164	0.037654	0.66435	0.039406	0.96003	0.53732	0.54274	0.026251	0.088134	0.028486	0.97682	0.97288	0.86794	0.037808	0.65535	0.97336	0.26649	0.95129	0.67976	0.038822	0.030692	0.039322	0.97136	0.98042	0.97552	0.78225	0.97689	0.73388	0.68935
Meth__cg07826255__SGCA	0.12084	0.13586	0.18578	0.37489	0.133	0.32957	0.1215	0.43688	0.2815	0.11288	0.22782	0.43508	0.18446	0.20495	0.14602	0.096187	0.19176	0.087977	0.18765	0.11497	0.70799	0.38558	0.54626	0.12479	0.09612	0.23299	0.20104	0.044899	0.08299	0.08604	0.13116	0.14792	0.15485	0.12377	0.10367	0.080553	0.062261
Meth__cg19130550__OLFML2B	0.24758	0.043855	0.37675	0.28863	0.12507	0.069825	0.076973	0.096812	0.047297	0.10522	0.66019	0.12277	0.22923	0.066593	0.17956	0.052978	0.17822	0.067211	0.1461	0.08659	0.099855	0.05897	0.063048	0.091845	0.1151	0.25711	0.13751	0.048606	0.07442	0.073264	0.15232	0.059399	0.62751	0.14286	0.30766	0.34173	0.13563
Meth__cg24523758__UBE2E3	0.065286	0.05358	0.071869	0.21089	0.032919	0.64016	0.049499	0.12894	0.041598	0.045832	0.14692	0.054327	0.095773	0.050926	0.046829	0.043141	0.089153	0.034417	0.039523	0.050057	0.09042	0.061221	0.029581	0.079043	0.069054	0.14336	0.10504	0.033732	0.033094	0.047241	0.062771	0.034794	0.043995	0.056677	0.057207	0.053248	0.0676
Meth__cg00690280__WFDC10B	0.72502	0.11359	0.68846	0.82416	0.84792	0.048012	0.72424	0.66582	0.8318	0.22644	0.11209	0.72885	0.80378	0.62682	0.21907	0.085552	0.11567	0.059601	0.50148	0.74715	0.84875	0.090815	0.82097	0.6864	0.13112	0.45436	0.13587	0.25129	0.12862	0.077968	0.82131	0.07716	0.228	0.063195	0.8396	0.44008	0.7434
Meth__cg15940569__GABRB3	0.85004	0.060566	0.12565	0.83643	0.31995	0.2224	0.45226	0.65178	0.35239	0.11251	0.83161	0.6644	0.15618	0.30363	0.71732	0.12087	0.12602	0.087945	0.11579	0.16034	0.8594	0.6164	0.71606	0.14846	0.19323	0.34838	0.25565	0.095339	0.062286	0.094032	0.098427	0.071219	0.16701	0.10458	0.14585	0.32489	0.13651
Meth__cg10936763__CDKN1A	0.056309	0.051553	0.055682	0.067608	0.058521	0.50943	0.05773	0.044614	0.043976	0.06623	0.10466	0.040887	0.12169	0.050879	0.27966	0.049307	0.13064	0.044257	0.049788	0.054197	0.045695	0.051589	0.052452	0.049151	0.095383	0.096578	0.079884	0.05005	0.03845	0.046014	0.12672	0.044966	0.38248	0.065611	0.054301	0.046271	0.05261
Meth__cg24182328__VMO1	0.83631	0.092834	0.61648	0.11632	0.24508	0.10554	0.26325	0.78837	0.26213	0.31852	0.49089	0.75471	0.68768	0.24995	0.10628	0.095662	0.19148	0.079912	0.2083	0.15334	0.80484	0.11162	0.26357	0.10424	0.1384	0.35245	0.10805	0.09706	0.063003	0.14362	0.554	0.091878	0.75315	0.23879	0.11319	0.33202	0.40392
Meth__cg16679837__AR	0.57277	0.57541	0.86871	0.15558	0.35369	0.10693	0.13149	0.95871	0.079368	0.10335	0.59387	0.94991	0.22349	0.094144	0.40453	0.12901	0.16487	0.086297	0.094722	0.14253	0.4844	0.13246	0.49497	0.15535	0.10087	0.54663	0.25179	0.049315	0.16789	0.10979	0.037076	0.060483	0.7558	0.22991	0.42525	0.19222	0.13487
Meth__cg04036898__POMGNT1	0.064589	0.048673	0.088421	0.15705	0.11719	0.17334	0.069772	0.10753	0.31715	0.093511	0.038711	0.63746	0.26661	0.35873	0.093647	0.10803	0.052566	0.052727	0.082093	0.086902	0.31407	0.10437	0.31574	0.14052	0.095437	0.33404	0.077749	0.027266	0.026105	0.041418	0.26351	0.053991	0.044633	0.068576	0.22345	0.075217	0.051855
Meth__cg14542238__TGOLN2	0.035788	0.018183	0.02902	0.022567	0.028014	0.024885	0.030549	0.01187	0.022778	0.031865	0.021281	0.023861	0.070989	0.024919	0.023433	0.017817	0.028662	0.019664	0.021597	0.023729	0.024858	0.028353	0.024773	0.032989	0.037203	0.057114	0.039466	0.019257	0.016651	0.018981	0.25687	0.029819	0.027003	0.077391	0.028655	0.029013	0.025281
Meth__cg12864853__TPBG	0.044583	0.039747	0.047843	0.039245	0.047832	0.078567	0.054997	0.061397	0.047572	0.046768	0.56759	0.089018	0.084527	0.039622	0.049623	0.047181	0.10105	0.035727	0.033342	0.043519	0.046172	0.050674	0.042027	0.037557	0.091569	0.10351	0.10555	0.05843	0.042123	0.040875	0.17741	0.042211	0.042457	0.1356	0.044292	0.041577	0.042348
Meth__cg25924032__BMS1L	0.21991	0.016551	0.045364	0.019247	0.021278	0.49407	0.20925	0.14906	0.01502	0.037029	0.045398	0.030783	0.070846	0.020055	0.02357	0.024939	0.052928	0.077002	0.29267	0.40486	0.36092	0.033537	0.021332	0.033065	0.033355	0.3391	0.026936	0.018051	0.026019	0.027445	0.15989	0.01952	0.34644	0.062771	0.050336	0.046428	0.018554
Meth__cg00149976__MGLL	0.042168	0.033996	0.047742	0.041	0.0373	0.53293	0.040421	0.038706	0.031198	0.039088	0.093813	0.02294	0.09717	0.043414	0.041106	0.042769	0.12918	0.03212	0.038508	0.043671	0.034317	0.043379	0.035124	0.046251	0.049083	0.22541	0.091327	0.040441	0.032441	0.037082	0.039488	0.031335	0.031333	0.10166	0.043414	0.030181	0.032369
Meth__cg24856383__SIAH2	0.066492	0.050761	0.063622	0.060795	0.058816	0.05237	0.061643	0.068375	0.043545	0.05915	0.063656	0.041649	0.14195	0.052957	0.083147	0.076923	0.11777	0.04998	0.051493	0.081643	0.054493	0.058818	0.52308	0.051218	0.12057	0.14383	0.22952	0.050795	0.056329	0.043985	0.042606	0.051885	0.047815	0.093913	0.065761	0.051192	0.055906
Meth__cg11648289__EN2	0.41535	0.024196	0.036987	0.051048	0.026702	0.95345	0.87022	0.61295	0.31293	0.029082	0.33257	0.052022	0.26502	0.19343	0.035601	0.023332	0.057983	0.06395	0.21821	0.22088	0.52354	0.047189	0.97046	0.86705	0.053271	0.90459	0.060351	0.026564	0.022548	0.043228	0.027326	0.025365	0.36756	0.73945	0.94159	0.071676	0.14375
Meth__cg12530021__SIGLEC12	0.28615	0.029777	0.88681	0.91459	0.78634	0.30693	0.5785	0.34409	0.016213	0.19865	0.64525	0.75092	0.51719	0.034003	0.32362	0.46422	0.048658	0.018095	0.89265	0.75556	0.045882	0.11529	0.90699	0.32201	0.029329	0.23509	0.12023	0.40922	0.02584	0.12549	0.02405	0.026267	0.86122	0.15196	0.89708	0.15871	0.32624
Meth__cg21596317__PAM	0.051191	0.024226	0.039445	0.18027	0.058279	0.026643	0.04074	0.93242	0.032886	0.032952	0.94923	0.047429	0.91475	0.034007	0.71153	0.035219	0.054657	0.034145	0.54843	0.34076	0.83729	0.034719	0.060564	0.10825	0.040323	0.58273	0.058629	0.87977	0.022339	0.031901	0.95202	0.20369	0.82328	0.085824	0.037043	0.10672	0.108
Meth__cg08587542__KIAA0141	0.050056	0.030186	0.074563	0.24895	0.063273	0.042846	0.041942	0.069327	0.10613	0.062808	0.035294	0.33955	0.074378	0.1117	0.067971	0.042003	0.090825	0.029932	0.037509	0.036745	0.10041	0.038958	0.054178	0.069145	0.056696	0.097022	0.075361	0.03365	0.058409	0.044285	0.048617	0.049289	0.030236	0.18401	0.050012	0.054727	0.043205
Meth__cg06090630__TCEB2	0.022558	0.016708	0.02371	0.023487	0.013757	0.021016	0.025244	0.59326	0.017716	0.016091	0.018729	0.029509	0.026513	0.02263	0.019016	0.014786	0.03811	0.012318	0.015323	0.03705	0.02765	0.028316	0.011672	0.030675	0.028677	0.041474	0.040205	0.012829	0.012494	0.014109	0.015941	0.016391	0.020997	0.032381	0.015968	0.014474	0.019277
Meth__cg17161537__MRPL12	0.30072	0.038813	0.056878	0.035243	0.046147	0.04231	0.054648	0.14006	0.040767	0.042278	0.050394	0.059231	0.14855	0.056266	0.041067	0.033769	0.090936	0.20779	0.030266	0.045099	0.042699	0.070801	0.072915	0.047487	0.079663	0.10504	0.077633	0.035088	0.031125	0.04984	0.065116	0.040387	0.028639	0.076784	0.042182	0.039667	0.038352
Meth__cg17870792__LPHN2	0.047863	0.043131	0.053128	0.046851	0.038495	0.034018	0.057071	0.044304	0.042305	0.04683	0.14499	0.061101	0.071056	0.045833	0.043661	0.034268	0.055121	0.028634	0.12725	0.081043	0.048804	0.040527	0.033271	0.049473	0.075397	0.089843	0.042698	0.0469	0.03076	0.036861	0.039933	0.034832	0.035015	0.0997	0.053169	0.041688	0.044668
