Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg17471102__FUT3	0.059478	0.060576	0.055797	0.57666	0.25621	0.13819	0.3217	0.069551	0.10836	0.30272	0.039457	0.051667	0.06283	0.083074	0.053543	0.067583	0.077479	0.077349	0.2988	0.3739	0.16272	0.088784	0.44367	0.087529	0.26743	0.10251	0.074708	0.058576	0.055757	0.074773	0.055085	0.045038	0.3677	0.57142	0.10895	0.19294
Meth__cg05590982__P8	0.053018	0.038124	0.071336	0.081393	0.6632	0.56191	0.048796	0.084592	0.061207	0.27011	0.72697	0.12294	0.15609	0.049806	0.2344	0.04502	0.046599	0.037704	0.74061	0.87778	0.75292	0.55148	0.30465	0.071736	0.061271	0.18115	0.037753	0.35099	0.073507	0.78839	0.036746	0.041063	0.068759	0.15295	0.26244	0.45714
Meth__cg21804950__MTMR3	0.048954	0.27981	0.26734	0.52578	0.2174	0.23072	0.5182	0.32816	0.06223	0.030519	0.40533	0.54571	0.43945	0.062697	0.22967	0.50647	0.046786	0.017209	0.20744	0.18375	0.039555	0.12815	0.14484	0.031662	0.23739	0.35668	0.088112	0.041769	0.038693	0.40877	0.039324	0.30194	0.14054	0.55079	0.25027	0.29734
Meth__cg07443748__CESK1	0.88322	0.12393	0.65753	0.84947	0.55211	0.052044	0.71624	0.48532	0.16396	0.61206	0.69543	0.14883	0.098286	0.20245	0.44559	0.60145	0.02948	0.031988	0.83568	0.83665	0.1331	0.03965	0.64572	0.079212	0.11724	0.052074	0.078189	0.045546	0.11852	0.85878	0.15757	0.16906	0.18858	0.45057	0.61666	0.75867
Meth__cg22981461__OTUB2	0.072015	0.056726	0.1289	0.17213	0.10021	0.28052	0.10995	0.8081	0.14025	0.080838	0.10428	0.52221	0.079534	0.13539	0.070222	0.52634	0.075279	0.094286	0.23657	0.28807	0.041194	0.13409	0.083026	0.098183	0.11855	0.074995	0.047253	0.066913	0.081234	0.16105	0.059565	0.10784	0.058743	0.16086	0.071169	0.066095
Meth__cg25011395__CNTROB	0.051226	0.039344	0.16157	0.68558	0.080987	0.080343	0.74778	0.37847	0.88509	0.45812	0.053134	0.95333	0.094578	0.89777	0.12471	0.14142	0.55589	0.43692	0.062362	0.081381	0.22346	0.16517	0.37836	0.098185	0.4474	0.08216	0.034559	0.060927	0.054851	0.41081	0.11263	0.051896	0.12507	0.60673	0.075056	0.053749
Meth__cg10981541__FAM57A	0.060126	0.55295	0.09662	0.36413	0.27348	0.070353	0.15834	0.085296	0.051105	0.49372	0.070695	0.081517	0.13524	0.1592	0.075785	0.053462	0.10117	0.062562	0.081615	0.072357	0.085074	0.086747	0.30372	0.10165	0.13714	0.17388	0.061224	0.061899	0.058605	0.16103	0.12763	0.057661	0.14745	0.10238	0.25613	0.17757
Meth__cg11688219__THAP3	0.051535	0.19208	0.16583	0.23969	0.20483	0.060988	0.086789	0.20958	0.12096	0.53875	0.08329	0.58207	0.47452	0.14984	0.038345	0.097729	0.49022	0.041834	0.28621	0.2074	0.060236	0.14219	0.10641	0.088435	0.21926	0.17754	0.036888	0.038867	0.04951	0.10785	0.12066	0.044543	0.069236	0.077056	0.10438	0.088617
Meth__cg18915211__ZCRB1	0.07878	0.11256	0.066606	0.1374	0.098738	0.10213	0.33814	0.14363	0.084134	0.1521	0.15228	0.71831	0.062621	0.098457	0.1002	0.10938	0.10628	0.085695	0.1422	0.094401	0.28551	0.68189	0.17826	0.13336	0.089331	0.20281	0.061441	0.044662	0.23616	0.078268	0.068027	0.073621	0.09956	0.30666	0.086274	0.069285
Meth__cg02428100__KEAP1	0.04835	0.43853	0.93807	0.1788	0.48965	0.67315	0.59866	0.044469	0.23254	0.42649	0.044638	0.046018	0.88602	0.19276	0.97102	0.0439	0.078824	0.119	0.044907	0.043742	0.28515	0.13193	0.05744	0.10609	0.10462	0.12833	0.042573	0.035973	0.04815	0.85925	0.051838	0.031866	0.13065	0.068684	0.056209	0.64758
Meth__cg25554036__WFS1	0.047094	0.30926	0.92185	0.20742	0.20327	0.38233	0.058827	0.19652	0.081251	0.081906	0.038452	0.23637	0.57216	0.10492	0.12134	0.051587	0.093725	0.023603	0.45901	0.10806	0.52759	0.41202	0.11163	0.12561	0.17822	0.16322	0.047911	0.031117	0.10878	0.097773	0.54958	0.11596	0.36422	0.29446	0.15181	0.3881
Meth__cg07979357__IL27RA	0.043361	0.22499	0.60014	0.75604	0.39332	0.12074	0.33393	0.15824	0.031485	0.45634	0.19306	0.38362	0.41798	0.072965	0.57806	0.040725	0.084356	0.023654	0.66328	0.55146	0.27421	0.33773	0.35809	0.26315	0.42237	0.30437	0.054619	0.064683	0.10404	0.42977	0.16995	0.58865	0.16727	0.22311	0.15138	0.096493
Meth__cg01063813__STAT6	0.13023	0.45058	0.13625	0.81693	0.12956	0.33517	0.73455	0.094705	0.12132	0.13913	0.48873	0.11196	0.67635	0.3012	0.27737	0.10068	0.24815	0.093581	0.59981	0.83351	0.24216	0.16682	0.12439	0.17718	0.2161	0.48073	0.11878	0.10106	0.11278	0.80326	0.082547	0.094573	0.15044	0.81289	0.10103	0.12443
Meth__cg17285325__ECGF1	0.090872	0.0359	0.46101	0.80506	0.070178	0.94767	0.20092	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.057912	0.94795	0.15067	0.088726	0.72823	0.96581	0.94062	0.18352	0.91781	0.86329	0.089991	0.069192	0.097944	0.062785	0.046317	0.048651	0.27217	0.068705	0.033006	0.10741	0.058711	0.0654	0.062718
Meth__cg05807991__TRAM1L1	0.091365	0.071106	0.93793	0.074235	0.055697	0.057801	0.069861	0.9667	0.083368	0.064571	0.073809	0.23297	0.80482	0.077108	0.072104	0.071092	0.20005	0.12453	0.05565	0.090059	0.075332	0.21957	0.072314	0.17362	0.11403	0.11016	0.071446	0.074992	0.11236	0.10372	0.063054	0.94223	0.1476	0.092248	0.085312	0.059982
Meth__cg14188232__ITGA11	0.40514	0.03729	0.71292	0.84258	0.81016	0.12646	0.45779	0.29785	0.045695	0.48606	0.40408	0.069934	0.56617	0.047396	0.71126	0.082098	0.095144	0.035655	0.56008	0.58747	0.064389	0.28112	0.72505	0.06895	0.19738	0.063988	0.040835	0.037308	0.035006	0.10662	0.045935	0.20506	0.41201	0.35137	0.19166	0.24925
Meth__cg07708788__SLCO2A1	0.015971	0.057925	0.037517	0.026432	0.023447	0.69372	0.037764	0.60465	0.026239	0.22455	0.88384	0.19603	0.48234	0.024212	0.081771	0.031643	0.01727	0.020986	0.081589	0.41814	0.079545	0.50193	0.020757	0.044095	0.026429	0.048191	0.017632	0.024809	0.022235	0.028196	0.01582	0.24774	0.028432	0.02813	0.021991	0.025982
Meth__cg10950297__EFNB1	0.5228	0.046047	0.051055	0.065909	0.32854	0.04264	0.059789	0.042957	0.46443	0.05907	0.040211	0.041705	0.11962	0.43841	0.10636	0.056566	0.45081	0.056173	0.057233	0.050873	0.30636	0.11582	0.042525	0.46873	0.45192	0.56153	0.56856	0.038884	0.55952	0.061462	0.045277	0.39481	0.10395	0.484	0.44386	0.049167
Meth__cg03334529__ZNF663	0.087649	0.039588	0.39144	0.57758	0.50113	0.066829	0.73786	0.57124	0.55366	0.83326	0.71107	0.18991	0.32847	0.27852	0.22534	0.75796	0.11349	0.056673	0.80807	0.65107	0.24708	0.15977	0.080281	0.075898	0.23548	0.050634	0.065758	0.068386	0.052277	0.83853	0.037352	0.33265	0.066888	0.1304	0.42397	0.25728
Meth__cg12592716__CUL1	0.058112	0.94561	0.3331	0.94405	0.31472	0.95021	0.19874	0.84142	0.18514	0.95278	0.12496	0.78647	0.56888	0.25781	0.31401	0.12399	0.10555	0.41469	0.16971	0.092445	0.4285	0.08358	0.87946	0.06552	0.12648	0.7125	0.026561	0.061239	0.28229	0.71508	0.28964	0.32034	0.12612	0.77355	0.53761	0.91936
Meth__cg04259560__FLJ35773	0.019422	0.015594	0.11503	0.43085	0.16531	0.41257	0.14593	0.035714	0.020236	0.023928	0.48153	0.053571	0.4511	0.019148	0.17102	0.50039	0.027589	0.015167	0.4311	0.2601	0.59766	0.11271	0.15298	0.017776	0.10211	0.037788	0.024729	0.032926	0.025482	0.35258	0.015444	0.019573	0.028118	0.018084	0.16656	0.37314
Meth__cg08458487__SFTPD	0.061204	0.038111	0.15576	0.88261	0.62346	0.63829	0.88412	0.42086	0.62955	0.90499	0.1008	0.11816	0.58216	0.56859	0.11766	0.70855	0.12947	0.053038	0.78327	0.77771	0.12494	0.079947	0.46074	0.098085	0.88369	0.08241	0.36139	0.067513	0.044151	0.78155	0.080091	0.5923	0.11481	0.44696	0.56942	0.56033
Meth__cg14520892__POLA	0.61299	0.20017	0.059127	0.04567	0.43403	0.039164	0.060876	0.09978	0.065072	0.6517	0.052943	0.76963	0.39867	0.0624	0.040861	0.081196	0.48999	0.49548	0.048336	0.065157	0.03175	0.29449	0.46358	0.39449	0.38125	0.55582	0.59827	0.066901	0.57106	0.043553	0.027663	0.016481	0.051443	0.45509	0.36996	0.046401
Meth__cg07389922__C17orf81	0.045093	0.045776	0.2337	0.061406	0.10304	0.052056	0.1319	0.13189	0.029533	0.6087	0.03231	0.092238	0.091302	0.043595	0.058798	0.047433	0.060339	0.029826	0.080842	0.05901	0.34978	0.29574	0.089328	0.058381	0.11022	0.079362	0.028745	0.033359	0.049023	0.045342	0.038373	0.05557	0.12258	0.16872	0.068105	0.037123
Meth__cg13021192__CTSZ	0.084632	0.088037	0.05189	0.062173	0.85888	0.80283	0.075651	0.22663	0.92427	0.58844	0.8982	0.077344	0.084223	0.84194	0.75053	0.04942	0.10064	0.043232	0.99262	0.87747	0.65892	0.21053	0.10806	0.14834	0.6021	0.066879	0.10676	0.027109	0.074832	0.31766	0.050994	0.023816	0.16494	0.042773	0.23971	0.070408
Meth__cg11380624__DNAJC14	0.098162	0.052234	0.089014	0.42815	0.30693	0.068389	0.31929	0.13846	0.12149	0.099656	0.079035	0.50041	0.099365	0.11747	0.084962	0.31482	0.090976	0.26409	0.059962	0.075592	0.063889	0.11741	0.52541	0.11296	0.14951	0.1754	0.050527	0.048494	0.058283	0.75481	0.051797	0.055364	0.071645	0.075956	0.061591	0.12461
Meth__cg09424308__FLJ90575	0.11613	0.09565	0.82374	0.27005	0.20686	0.31546	0.19441	0.27273	0.43173	0.11606	0.35486	0.90572	0.1851	0.45956	0.11072	0.06399	0.23249	0.071291	0.40634	0.40022	0.71525	0.70605	0.37682	0.10987	0.1285	0.19668	0.081202	0.45015	0.20803	0.087938	0.27272	0.044796	0.078319	0.30832	0.10594	0.10252
Meth__cg16243644__STAG2	0.47968	0.056451	0.05659	0.098796	0.3158	0.063721	0.074835	0.31124	0.057706	0.56445	0.065868	0.036863	0.092092	0.07416	0.26749	0.44421	0.13274	0.077319	0.051438	0.058248	0.061921	0.069785	0.070508	0.46044	0.42879	0.099527	0.44726	0.058023	0.40148	0.070248	0.056079	0.21867	0.16838	0.50622	0.29886	0.068251
Meth__cg15819171__FLJ23588	0.0571	0.36767	0.089353	0.70746	0.062068	0.060072	0.060603	0.42872	0.14452	0.08599	0.052036	0.21193	0.34113	0.14175	0.054672	0.047788	0.10545	0.043568	0.067154	0.08371	0.12566	0.50748	0.16934	0.11853	0.49152	0.36571	0.047207	0.081646	0.057758	0.068768	0.041371	0.05633	0.12689	0.42363	0.051691	0.057626
Meth__cg13055001__PPP1CA	0.16572	0.033799	0.85858	0.87882	0.29357	0.45006	0.20622	0.80964	0.56763	0.50457	0.096065	0.80109	0.34926	0.4086	0.088119	0.94232	0.17771	0.081163	0.44714	0.58555	0.071917	0.78189	0.50512	0.12643	0.48963	0.045638	0.042395	0.37033	0.14575	0.17913	0.54234	0.054996	0.089409	0.047259	0.19418	0.044683
Meth__cg11976166__TGFB2	0.10296	0.097568	0.84584	0.21303	0.49547	0.1967	0.80069	0.070405	0.091873	0.42408	0.22055	0.27407	0.19569	0.15654	0.19774	0.060339	0.19562	0.188	0.91519	0.85572	0.13114	0.27204	0.52163	0.27735	0.74722	0.24866	0.16123	0.08342	0.16328	0.75342	0.16813	0.1206	0.70691	0.22997	0.40223	0.86236
Meth__cg08770869__CDC25B	0.038585	0.4435	0.96672	0.078561	0.15696	0.15338	0.6285	0.063949	0.40442	0.052576	0.046725	0.44698	0.18243	0.36603	0.13636	0.040067	0.25868	0.033624	0.21194	0.061033	0.042981	0.13665	0.2757	0.063801	0.069197	0.17832	0.039585	0.042958	0.043243	0.55377	0.070339	0.10044	0.073916	0.050063	0.37216	0.52681
Meth__cg03293882__ZNF614	0.13957	0.10343	0.10986	0.088424	0.080915	0.058838	0.09261	0.38863	0.067535	0.070717	0.23489	0.083472	0.2641	0.070938	0.15559	0.0819	0.11819	0.096841	0.067138	0.12799	0.26104	0.085766	0.11228	0.15061	0.17056	0.12859	0.10226	0.10548	0.13151	0.070036	0.074475	0.17082	0.20262	0.068108	0.21221	0.11723
Meth__cg18611245__ZGPAT	0.067047	0.099651	0.099911	0.43502	0.54202	0.054237	0.35095	0.10638	0.085765	0.59701	0.037915	0.16831	0.1352	0.092656	0.096894	0.055208	0.054076	0.052151	0.22721	0.12107	0.6198	0.083508	0.11149	0.31145	0.084063	0.1695	0.046112	0.065809	0.13169	0.20191	0.049979	0.053221	0.35608	0.89933	0.053818	0.056105
Meth__cg18626709__LEPREL1	0.041637	0.029224	0.042802	0.039319	0.043207	0.034317	0.9335	0.041653	0.040265	0.037096	0.042144	0.037664	0.034531	0.040835	0.033387	0.031916	0.042314	0.026482	0.036555	0.05139	0.043442	0.088134	0.92337	0.029559	0.93344	0.047275	0.036905	0.029554	0.033491	0.04086	0.035402	0.58596	0.79113	0.04665	0.029382	0.041053
Meth__cg00806490__CDH13	0.95805	0.075245	0.84667	0.87733	0.342	0.93061	0.54065	0.83611	0.55122	0.40449	0.95531	0.73347	0.72278	0.41805	0.5875	0.792	0.10568	0.088401	0.67143	0.53704	0.093747	0.95535	0.85437	0.081681	0.94824	0.11818	0.10165	0.072716	0.0682	0.70939	0.078639	0.16312	0.21029	0.079313	0.33494	0.075484
Meth__cg17421623__C3orf9	0.046675	0.25988	0.49356	0.79181	0.16974	0.035664	0.051555	0.040892	0.10701	0.14128	0.029248	0.041112	0.12045	0.072706	0.12944	0.033606	0.051361	0.035977	0.069151	0.13808	0.038673	0.076021	0.32242	0.12019	0.053115	0.20803	0.03135	0.031522	0.051941	0.87504	0.043513	0.03547	0.062239	0.67052	0.074472	0.11036
Meth__cg22100821__SCRT2	0.38328	0.15567	0.44538	0.38015	0.063457	0.44778	0.74742	0.59389	0.11072	0.84827	0.09131	0.77864	0.52195	0.08485	0.49447	0.27299	0.037945	0.029044	0.81772	0.085141	0.28151	0.81877	0.16821	0.027237	0.93875	0.10887	0.031444	0.036178	0.074398	0.049232	0.040425	0.83559	0.014746	0.054076	0.047812	0.48422
Meth__cg24691461__C20orf160	0.8394	0.079832	0.89401	0.89205	0.81992	0.17804	0.66995	0.77355	0.2566	0.40556	0.40246	0.73844	0.51108	0.22119	0.51839	0.25019	0.058893	0.026793	0.7235	0.64773	0.23462	0.07731	0.67668	0.050079	0.079358	0.085586	0.048499	0.043172	0.039859	0.72586	0.0379	0.30904	0.078389	0.81796	0.48052	0.41438
Meth__cg10524192__OPRS1	0.03597	0.046966	0.042308	0.57057	0.031176	0.025288	0.038864	0.063126	0.35516	0.02551	0.058888	0.031083	0.065832	0.29205	0.037198	0.028287	0.058957	0.018728	0.88293	0.54991	0.045525	0.041657	0.044243	0.034311	0.095316	0.079725	0.025181	0.034978	0.023993	0.018077	0.026454	0.016123	0.07522	0.029459	0.036026	0.031417
Meth__cg12517167__RBMX	0.52707	0.045989	0.041393	0.058456	0.24963	0.042969	0.045106	0.39618	0.05845	0.59195	0.044051	0.069723	0.080547	0.047526	0.35383	0.51958	0.18983	0.054362	0.047471	0.039024	0.046624	0.063737	0.055496	0.32531	0.2728	0.10651	0.63426	0.043385	0.52051	0.050914	0.04045	0.25518	0.064543	0.58531	0.3322	0.051303
Meth__cg03460527__F3	0.045455	0.046371	0.39399	0.74145	0.69088	0.65871	0.1433	0.036968	0.045926	0.096301	0.14522	0.048292	0.17706	0.0668	0.30771	0.047207	0.067568	0.042379	0.37773	0.18413	0.1569	0.11333	0.57397	0.10886	0.26529	0.074345	0.12668	0.028182	0.027674	0.70901	0.090284	0.15649	0.11801	0.50807	0.50588	0.6216
Meth__cg04740359__NTF3	0.67843	0.38991	0.86342	0.8808	0.76061	0.11359	0.61325	0.82815	0.040925	0.12563	0.82837	0.88698	0.19111	0.043341	0.47189	0.36413	0.068614	0.034691	0.5113	0.55215	0.068418	0.18697	0.75567	0.1547	0.1662	0.076645	0.34877	0.059185	0.070391	0.74263	0.30848	0.27146	0.12815	0.2039	0.19684	0.31254
Meth__cg09085198__ANKRD29	0.040243	0.17625	0.05479	0.18386	0.1652	0.40969	0.078014	0.088618	0.034322	0.033909	0.076877	0.040297	0.10224	0.22575	0.35459	0.10178	0.051772	0.026794	0.30355	0.094094	0.35762	0.066667	0.19804	0.054816	0.61081	0.10363	0.043896	0.029897	0.025115	0.40721	0.031594	0.54116	0.08111	0.038248	0.091975	0.072552
Meth__cg02537909__COBLL1	0.029808	0.035499	0.03356	0.033483	0.023087	0.22592	0.037433	0.042087	0.025037	0.037012	0.030727	0.039244	0.037224	0.032127	0.037108	0.043236	0.082586	0.020055	0.029669	0.038934	0.038164	0.053547	0.033217	0.037604	0.061424	0.067854	0.028451	0.023397	0.027223	0.028852	0.025249	0.021634	0.059566	0.047267	0.029633	0.036106
Meth__cg06899582__SUHW3	0.18531	0.029999	0.03766	0.05743	0.17588	0.02938	0.051442	0.2072	0.035553	0.037528	0.035861	0.044071	0.078063	0.049286	0.060237	0.46475	0.069565	0.035505	0.040257	0.040405	0.05374	0.068238	0.055991	0.16076	0.35773	0.068409	0.46333	0.040719	0.39419	0.049097	0.033258	0.086844	0.12754	0.5312	0.21445	0.034846
Meth__cg21010262__MRPS2	0.04863	0.06027	0.3697	0.4455	0.039864	0.57583	0.083185	0.83806	0.19353	0.068123	0.80573	0.53124	0.58732	0.12557	0.48312	0.19831	0.1333	0.035633	0.068554	0.057789	0.89072	0.30723	0.10122	0.18867	0.12669	0.11995	0.034649	0.039438	0.038456	0.044713	0.076786	0.12123	0.073234	0.070209	0.044901	0.048348
Meth__cg20937139__PDGFC	0.034777	0.0253	0.19098	0.063292	0.02442	0.6019	0.040182	0.054174	0.022738	0.019622	0.034937	0.037998	0.028509	0.026526	0.034411	0.036367	0.061734	0.015459	0.024782	0.039186	0.042182	0.067775	0.036906	0.025758	0.051887	0.029363	0.028537	0.022965	0.017264	0.02133	0.030619	0.024686	0.050114	0.035156	0.03174	0.029278
Meth__cg03805684__C11orf10	0.088197	0.045568	0.24931	0.23017	0.12308	0.086807	0.08716	0.064811	0.35057	0.4341	0.054252	0.60179	0.13042	0.28781	0.12439	0.17979	0.084913	0.048356	0.07188	0.099426	0.16695	0.083671	0.13295	0.10594	0.15272	0.073508	0.061663	0.088675	0.069458	0.21761	0.047184	0.048126	0.082672	0.81499	0.069374	0.061738
Meth__cg20308511__SAT	0.41702	0.071116	0.062569	0.045164	0.21502	0.040019	0.058896	0.069431	0.077924	0.40514	0.047895	0.3629	0.056394	0.064483	0.042056	0.045696	0.34774	0.438	0.038454	0.06553	0.035305	0.097292	0.040937	0.43502	0.12389	0.34705	0.34999	0.048693	0.39673	0.039934	0.04426	0.026101	0.088157	0.28953	0.22345	0.050049
Meth__cg09527362__C6orf150	0.047149	0.38075	0.97556	0.8549	0.52696	0.69931	0.083681	0.50022	0.22581	0.12353	0.025148	0.065845	0.48537	0.18773	0.92507	0.023125	0.065768	0.037762	0.13433	0.38235	0.037669	0.062969	0.71369	0.04645	0.056084	0.14469	0.038085	0.043288	0.029268	0.27407	0.067038	0.75719	0.96052	0.12426	0.2188	0.95453
Meth__cg23614979__NAV2	0.066831	0.06306	0.11979	0.29357	0.11625	0.040339	0.59223	0.048904	0.058711	0.87385	0.14444	0.042601	0.30526	0.19056	0.041782	0.060536	0.09563	0.040008	0.81271	0.41345	0.069758	0.067404	0.14085	0.084446	0.2202	0.11451	0.040182	0.034518	0.045818	0.038146	0.041711	0.028196	0.096068	0.057895	0.050558	0.053477
Meth__cg13507429__KLHDC7A	0.04908	0.10148	0.11312	0.3834	0.8506	0.77043	0.72138	0.85339	0.070133	0.36191	0.68464	0.063947	0.093126	0.08007	0.25453	0.74859	0.27289	0.047064	0.36547	0.79941	0.50389	0.48861	0.74147	0.38104	0.58272	0.083521	0.61439	0.10201	0.10758	0.29453	0.074683	0.05928	0.070149	0.13649	0.34815	0.79548
Meth__cg13299148__COL16A1	0.020268	0.015392	0.54289	0.022999	0.044379	0.89495	0.022597	0.38279	0.40303	0.044165	0.86454	0.88336	0.76171	0.36867	0.2797	0.12393	0.69838	0.017881	0.30292	0.42443	0.94354	0.25676	0.055602	0.035959	0.041477	0.053119	0.023148	0.028573	0.017434	0.040199	0.061805	0.019085	0.041339	0.19332	0.23992	0.10253
Meth__cg01429391__MYH7	0.90615	0.042018	0.87377	0.92595	0.82942	0.098121	0.71005	0.96181	0.8513	0.34268	0.54614	0.49982	0.67129	0.48602	0.4831	0.90027	0.086409	0.043077	0.81125	0.79407	0.10386	0.095178	0.28337	0.049523	0.10853	0.045524	0.051614	0.051043	0.046768	0.83969	0.042762	0.16497	0.18444	0.88966	0.36538	0.52142
Meth__cg24256211__SAMD4A	0.25445	0.32127	0.060854	0.76729	0.68995	0.038066	0.75559	0.082467	0.16908	0.33409	0.22815	0.31118	0.27128	0.12834	0.082049	0.021355	0.14011	0.040153	0.54842	0.35634	0.20628	0.081409	0.67088	0.1095	0.50788	0.25002	0.05856	0.034255	0.073037	0.75977	0.1694	0.03643	0.082951	0.22215	0.66461	0.63614
Meth__cg26358059__GSTO1	0.015776	0.021977	0.021299	0.024424	0.018352	0.017575	0.025236	0.010474	0.01755	0.019736	0.014779	0.013028	0.02783	0.021011	0.016893	0.018922	0.032669	0.0081889	0.0096483	0.021245	0.019424	0.042338	0.01933	0.017902	0.048054	0.04232	0.016267	0.010797	0.011427	0.75068	0.017046	0.013751	0.042579	0.016542	0.015483	0.022241
Meth__cg26689483__QDPR	0.058962	0.85369	0.86999	0.099822	0.70647	0.054573	0.50643	0.45751	0.057149	0.85393	0.08317	0.1519	0.20555	0.14257	0.063258	0.062644	0.18405	0.06362	0.86165	0.85767	0.57833	0.57082	0.7946	0.26166	0.26189	0.66361	0.078431	0.058416	0.088161	0.81632	0.47314	0.16981	0.10413	0.26835	0.73413	0.8749
Meth__cg23699324__CTNNA2	0.069983	0.091936	0.55884	0.52197	0.070396	0.5049	0.4629	0.3829	0.71588	0.29261	0.3578	0.14486	0.37746	0.58562	0.072695	0.36554	0.14839	0.048633	0.39127	0.23246	0.067487	0.6356	0.19017	0.087738	0.629	0.076377	0.04827	0.54617	0.079521	0.12276	0.079693	0.092967	0.072161	0.15687	0.061798	0.058682
Meth__cg00463577__C6orf150	0.083143	0.13328	0.94079	0.70355	0.26155	0.64628	0.10819	0.33986	0.10994	0.3528	0.069221	0.10985	0.42555	0.088061	0.92814	0.052391	0.092858	0.022753	0.12331	0.36137	0.10461	0.095851	0.71642	0.082394	0.16158	0.19014	0.097922	0.076019	0.032085	0.30176	0.068578	0.74389	0.9072	0.13212	0.26221	0.93244
Meth__cg26233914__ITGAX	0.46708	0.027029	0.49834	0.74144	0.63327	0.085644	0.44914	0.73845	0.072731	0.5	0.079471	0.65505	0.32542	0.057125	0.24308	0.18824	0.046245	0.01657	0.49847	0.37223	0.304	0.046668	0.24803	0.028841	0.044822	0.094877	0.036229	0.043746	0.039257	0.46639	0.038893	0.21726	0.16924	0.66436	0.45644	0.24439
Meth__cg23165541__DAPK2	0.070694	0.63639	0.83121	0.88771	0.50523	0.76836	0.094653	0.12262	0.053111	0.54039	0.19035	0.22985	0.43428	0.12981	0.27045	0.075257	0.12894	0.068354	0.31365	0.30125	0.31786	0.48503	0.7134	0.096589	0.25428	0.64953	0.34539	0.17655	0.1213	0.55542	0.2465	0.087963	0.20962	0.08648	0.56765	0.6288
Meth__cg16443939__SPFH1	0.04851	0.043278	0.079002	0.062129	0.04722	0.058833	0.0428	0.043626	0.056206	0.04999	0.051231	0.06341	0.1088	0.064537	0.046369	0.043438	0.075953	0.032305	0.039406	0.045268	0.16535	0.44725	0.15611	0.059018	0.11668	0.081873	0.038859	0.039439	0.043022	0.13855	0.033841	0.032853	0.10236	0.044414	0.037335	0.04379
Meth__cg22367989__NRP2	0.077945	0.080922	0.91854	0.17036	0.53366	0.9385	0.91367	0.113	0.89445	0.92924	0.1549	0.51651	0.89759	0.69079	0.19839	0.40885	0.17144	0.070694	0.9466	0.67629	0.66411	0.90437	0.66802	0.13934	0.88844	0.33389	0.051238	0.067302	0.19562	0.78322	0.05689	0.79315	0.10438	0.075516	0.569	0.50968
SNP__FLJ20433	0.003	-0.163	-3.396	0.153	0.184	0.228	0.458	0.184	0.151	0.274	0.007	0.062	-2.744	-0.066	-2.514	0.146	-0.01	-0.088	-0.038	0.095	-0.133	0.089	1.099	-0.163	-1.534	0.047	-0.158	-0.198	0.02	-0.131	-0.147	-0.054	0.292	-0.296	-0.066	0.024
Meth__cg10207745__C12orf36	0.062087	0.076296	0.045573	0.72841	0.83578	0.79374	0.66773	0.40265	0.90951	0.10879	0.18531	0.0737	0.077967	0.76597	0.10105	0.31434	0.077975	0.036092	0.32957	0.50315	0.1181	0.088261	0.37267	0.075294	0.4033	0.079029	0.07847	0.32904	0.055601	0.21903	0.034538	0.44744	0.31797	0.3952	0.59525	0.4652
Meth__cg08530414__CD44	0.08398	0.092674	0.21782	0.63921	0.59074	0.069155	0.75671	0.067031	0.70585	0.074531	0.063184	0.1747	0.20259	0.65696	0.094868	0.035907	0.14856	0.041443	0.60211	0.13575	0.053199	0.065328	0.16896	0.055638	0.87743	0.089157	0.033684	0.056602	0.046966	0.87963	0.25769	0.56651	0.083097	0.21978	0.29765	0.86577
Meth__cg13578400__RCD-8	0.07482	0.080184	0.12218	0.1191	0.055658	0.050159	0.081506	0.078348	0.049058	0.057755	0.095525	0.087025	0.064377	0.51803	0.055473	0.079391	0.12179	0.043551	0.044084	0.10435	0.075587	0.086742	0.11642	0.095458	0.1344	0.078789	0.053187	0.050818	0.033422	0.059294	0.60152	0.047624	0.10116	0.064147	0.062942	0.063575
Meth__cg21046413__PDCD8	0.43045	0.045092	0.057625	0.082794	0.1247	0.04803	0.077082	0.29791	0.047946	0.045706	0.054553	0.069749	0.098473	0.062552	0.28362	0.3052	0.15626	0.045039	0.040806	0.046691	0.06956	0.11995	0.074813	0.18943	0.32722	0.10459	0.40206	0.05833	0.38095	0.062535	0.03995	0.16309	0.092126	0.54553	0.28404	0.045508
Meth__cg11469137__PLOD1	0.12971	0.25417	0.68286	0.33166	0.67678	0.76998	0.085619	0.05953	0.74717	0.68553	0.054132	0.14318	0.57447	0.6192	0.15622	0.059616	0.20479	0.052755	0.61548	0.33996	0.39393	0.19954	0.16022	0.10553	0.097507	0.29404	0.038075	0.036421	0.052728	0.80705	0.37585	0.47205	0.13253	0.08363	0.47545	0.65142
