Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg02115041__NPBWR1	0.65467	0.035659	0.90894	0.79099	0.20496	0.27125	0.63816	0.9424	0.052427	0.52272	0.69559	0.27728	0.91743	0.066097	0.57853	0.052839	0.21991	0.049932	0.30918	0.50383	0.34728	0.22493	0.93072	0.31197	0.43667	0.071429	0.38733	0.078641	0.093887	0.11354	0.054063	0.25483	0.16893	0.58309	0.80995	0.66864
Meth__cg15016628__BRS3	0.45502	0.072065	0.86319	0.2223	0.18196	0.32388	0.13663	0.73266	0.78431	0.30861	0.43235	0.90068	0.77374	0.56993	0.50714	0.46515	0.25479	0.095731	0.12447	0.079947	0.38213	0.05469	0.4143	0.38253	0.15625	0.069136	0.21444	0.036291	0.79386	0.075859	0.072084	0.30317	0.28104	0.079197	0.10417	0.1281
Meth__cg12323894__DBI	0.026126	0.026037	0.030738	0.019385	0.029722	0.028292	0.027277	0.055189	0.11853	0.036097	0.023947	0.048546	0.082839	0.10003	0.026822	0.028187	0.05269	0.020333	0.02652	0.031504	0.064521	0.19322	0.023052	0.060887	0.032266	0.03851	0.11576	0.026517	0.02598	0.021582	0.023968	0.02077	0.020748	0.033655	0.03454	0.024448
Meth__cg06350796__CXorf41	0.41504	0.060745	0.28505	0.56677	0.19445	0.87894	0.089041	0.42747	0.2262	0.27958	0.89186	0.21922	0.83882	0.16069	0.17859	0.27536	0.19729	0.082434	0.069664	0.062753	0.40446	0.17616	0.32717	0.13628	0.12613	0.12654	0.28358	0.13734	0.85256	0.1144	0.068477	0.31904	0.58218	0.79613	0.26221	0.43725
Meth__cg08397758__C10orf33	0.047195	0.060419	0.060567	0.046762	0.039605	0.88177	0.074009	0.04076	0.053378	0.051551	0.037272	0.12041	0.11133	0.061005	0.050358	0.12013	0.071095	0.042098	0.058421	0.045577	0.054977	0.063093	0.0406	0.053249	0.057831	0.054392	0.099132	0.8114	0.037196	0.043277	0.029896	0.043253	0.059265	0.049966	0.050382	0.04376
Meth__cg22136365__TAT	0.81316	0.15202	0.91369	0.92079	0.7935	0.039004	0.40223	0.38914	0.84229	0.22524	0.10704	0.32846	0.32038	0.64799	0.30226	0.89597	0.041917	0.058528	0.32507	0.49052	0.88903	0.06964	0.87542	0.09089	0.54949	0.20686	0.72312	0.042331	0.073751	0.057319	0.37753	0.7425	0.34819	0.77278	0.62986	0.48869
Meth__cg16120811__WEE1	0.044014	0.033859	0.049739	0.038956	0.03814	0.031583	0.047459	0.034874	0.047507	0.045289	0.0483	0.038793	0.08139	0.056127	0.049248	0.044102	0.079747	0.040131	0.045703	0.046836	0.060553	0.042229	0.028873	0.054042	0.045568	0.089602	0.15474	0.040573	0.040177	0.057382	0.034567	0.041137	0.057022	0.048532	0.042902	0.041006
Meth__cg25421647__UBE2L3	0.95923	0.75787	0.8254	0.81081	0.85038	0.35562	0.94125	0.52885	0.044004	0.94167	0.77196	0.37077	0.46985	0.052819	0.087789	0.054707	0.092235	0.49996	0.9557	0.9061	0.58185	0.038977	0.73624	0.56619	0.12315	0.22728	0.1843	0.031005	0.027114	0.058922	0.070205	0.04905	0.078067	0.11481	0.54005	0.46352
Meth__cg02764897__KRTAP13-1	0.77202	0.099792	0.096522	0.73457	0.37666	0.069961	0.628	0.87395	0.84432	0.12011	0.56667	0.44359	0.23984	0.57135	0.50193	0.061673	0.19529	0.1469	0.07763	0.14631	0.099328	0.096868	0.15364	0.099395	0.17239	0.16939	0.15216	0.059292	0.28005	0.12338	0.093163	0.13952	0.18671	0.087845	0.20924	0.27829
Meth__cg08262933__MORF4L2	0.34579	0.026737	0.088404	0.069919	0.13245	0.03148	0.04931	0.23675	0.024544	0.024482	0.055762	0.067093	0.090199	0.030804	0.11673	0.20902	0.089588	0.065016	0.039557	0.046214	0.41351	0.054125	0.30845	0.074988	0.077931	0.057681	0.23724	0.045839	0.072279	0.040763	0.043444	0.035098	0.10184	0.51733	0.10985	0.053475
Meth__cg00446235__F11R	0.034941	0.24744	0.06811	0.039138	0.019974	0.29038	0.041805	0.025367	0.030291	0.047406	0.2971	0.036541	0.077023	0.037492	0.038689	0.026911	0.096095	0.94695	0.031219	0.043146	0.035773	0.94227	0.034276	0.80302	0.041656	0.11389	0.13572	0.40574	0.039574	0.92001	0.034358	0.033855	0.062693	0.048893	0.048342	0.044797
Meth__cg06225581__ZMAT2	0.0471	0.040042	0.056624	0.039167	0.050828	0.039406	0.044317	0.052193	0.063402	0.051293	0.048875	0.036079	0.085075	0.055898	0.059381	0.043998	0.10134	0.044259	0.051054	0.050272	0.052029	0.048505	0.038244	0.064665	0.057559	0.1051	0.14797	0.043365	0.046608	0.068071	0.042901	0.045026	0.061152	0.06246	0.062904	0.050257
Meth__cg03751799__SRPRB	0.070363	0.049246	0.093772	0.10586	0.025767	0.055498	0.099713	0.042254	0.057333	0.073961	0.040834	0.029842	0.097832	0.055158	0.072583	0.034396	0.075538	0.063462	0.035133	0.083026	0.082957	0.068647	0.035199	0.16208	0.067206	0.1142	0.11249	0.040728	0.062845	0.05953	0.049543	0.041112	0.054777	0.053707	0.097764	0.08709
Meth__cg18011401__CACNA1A	0.41824	0.12281	0.66107	0.22775	0.14641	0.59581	0.2772	0.75298	0.11086	0.14315	0.41369	0.26497	0.2155	0.14789	0.19966	0.17938	0.15257	0.24529	0.19523	0.5527	0.14151	0.084356	0.54354	0.33096	0.10239	0.17612	0.40921	0.074167	0.073152	0.078882	0.10889	0.28901	0.11699	0.55277	0.12221	0.092852
Meth__cg01017147__DNM3	0.91203	0.064695	0.93071	0.95273	0.53796	0.19398	0.8203	0.94542	0.30304	0.58	0.11301	0.58535	0.92322	0.30775	0.047225	0.11499	0.032638	0.11556	0.45349	0.61229	0.92902	0.21035	0.94097	0.11614	0.36312	0.065192	0.66365	0.19277	0.45911	0.095507	0.23208	0.65491	0.10257	0.88443	0.63158	0.53617
Meth__cg24155668__MAPK13	0.018834	0.7477	0.027503	0.019135	0.020247	0.98148	0.35934	0.021728	0.014274	0.72009	0.97815	0.02728	0.46561	0.45546	0.97948	0.053623	0.044731	0.73367	0.457	0.46086	0.021627	0.97775	0.019907	0.036002	0.020673	0.031047	0.030069	0.14153	0.014241	0.59347	0.014104	0.56636	0.074846	0.015493	0.019929	0.015593
Meth__cg10503138__CNTN4	0.84909	0.060665	0.37336	0.49605	0.4339	0.60883	0.27279	0.61466	0.8442	0.15605	0.72716	0.60345	0.27987	0.86628	0.20814	0.13619	0.30165	0.11291	0.039156	0.18859	0.80837	0.092896	0.88404	0.20489	0.10188	0.19799	0.59569	0.073446	0.77985	0.10897	0.079826	0.12602	0.2179	0.077012	0.85301	0.71788
Meth__cg22395019__GALNT14	0.09093	0.20756	0.91514	0.77978	0.78238	0.82551	0.54473	0.16611	0.053108	0.081696	0.5513	0.62261	0.66342	0.08387	0.35418	0.089934	0.11604	0.16004	0.76682	0.63932	0.16028	0.28946	0.40675	0.42908	0.10975	0.13021	0.078129	0.062829	0.54664	0.069707	0.10707	0.87919	0.13125	0.23173	0.079745	0.090861
Meth__cg16787600__SORCS3	0.94259	0.073766	0.21724	0.12988	0.46936	0.94294	0.88279	0.73819	0.25592	0.058595	0.83925	0.83805	0.78897	0.36962	0.095712	0.63859	0.091624	0.068447	0.94687	0.87868	0.32113	0.18454	0.96351	0.89459	0.81836	0.095854	0.92638	0.069323	0.060157	0.11144	0.62723	0.85142	0.88819	0.125	0.070409	0.091574
Meth__cg07629017__NPBWR1	0.21412	0.026729	0.94435	0.70462	0.20359	0.24813	0.25824	0.92345	0.051172	0.082041	0.84587	0.60395	0.84297	0.079695	0.72732	0.075414	0.54651	0.032906	0.35799	0.35577	0.59927	0.30228	0.9439	0.61655	0.28008	0.10044	0.4629	0.23572	0.048801	0.043182	0.050769	0.095186	0.1	0.68269	0.65619	0.31899
Meth__cg14831838__CDK5R2	0.048338	0.033301	0.042517	0.12726	0.21836	0.49649	0.18598	0.096798	0.092269	0.038921	0.42542	0.033846	0.62009	0.11337	0.037936	0.08696	0.09199	0.027199	0.031889	0.042964	0.032048	0.034658	0.5625	0.06766	0.049131	0.078574	0.080321	0.030195	0.026522	0.034908	0.028514	0.024621	0.68158	0.040702	0.034239	0.040193
Meth__cg16026550__SORL1	0.056447	0.039578	0.053877	0.0436	0.038748	0.6791	0.05928	0.054116	0.067544	0.048257	0.097678	0.035748	0.10044	0.04903	0.038391	0.072768	0.11437	0.15953	0.055568	0.055496	0.052177	0.41061	0.039467	0.42793	0.051901	0.059507	0.12305	0.05781	0.076376	0.0872	0.040025	0.038439	0.073201	0.045545	0.054403	0.051236
Meth__cg11884546__ITGAX	0.33788	0.039255	0.13262	0.60775	0.1173	0.55925	0.12878	0.81854	0.096012	0.12123	0.3943	0.19131	0.15608	0.0698	0.20822	0.23529	0.047021	0.038861	0.11363	0.1206	0.47438	0.25663	0.53069	0.081432	0.18442	0.038944	0.11976	0.094502	0.042346	0.063283	0.044634	0.1723	0.087889	0.13918	0.17559	0.15522
Meth__cg10073723__BMPER	0.11584	0.03055	0.96455	0.69219	0.54042	0.022799	0.30631	0.96185	0.03082	0.34328	0.28147	0.48477	0.88079	0.031853	0.80796	0.033727	0.11705	0.023546	0.92357	0.70007	0.45926	0.036097	0.32427	0.78439	0.039639	0.044552	0.91325	0.029506	0.041578	0.066017	0.029791	0.79773	0.88793	0.27307	0.25613	0.47125
Meth__cg00705255__LILRA3	0.079573	0.020935	0.15606	0.16186	0.084411	0.13796	0.065866	0.31857	0.15839	0.23221	0.19382	0.24518	0.18484	0.10327	0.040847	0.22533	0.045391	0.016294	0.13969	0.10351	0.11384	0.21793	0.57036	0.13642	0.080941	0.031848	0.19013	0.044758	0.07772	0.059568	0.0262	0.082497	0.12773	0.24853	0.071079	0.064809
Meth__cg07674153__TSHR	0.17332	0.059319	0.40277	0.10778	0.10276	0.12959	0.090416	0.12776	0.060656	0.080803	0.09997	0.16578	0.27919	0.078756	0.080673	0.070022	0.17834	0.09527	0.1396	0.10767	0.078289	0.056067	0.063319	0.43714	0.060552	0.080544	0.12571	0.053575	0.098572	0.069982	0.047999	0.090506	0.15494	0.068697	0.056292	0.052813
Meth__cg15746445__TRPM8	0.52641	0.058123	0.83685	0.8337	0.43087	0.082261	0.65803	0.91442	0.37803	0.078028	0.09662	0.69966	0.62958	0.28194	0.12248	0.26194	0.13919	0.16532	0.070709	0.096798	0.12908	0.86369	0.91644	0.42998	0.11328	0.082377	0.37978	0.45305	0.28623	0.065519	0.049376	0.10046	0.19555	0.85175	0.44641	0.17042
Meth__cg19517525__ACTG1	0.042124	0.69444	0.045282	0.053671	0.091556	0.040813	0.79422	0.037415	0.047193	0.40609	0.039765	0.10568	0.098638	0.047971	0.04902	0.52793	0.064263	0.048359	0.045944	0.042665	0.049801	0.94958	0.032775	0.046837	0.043084	0.06765	0.11581	0.072878	0.028797	0.26376	0.033234	0.069573	0.045921	0.04392	0.03958	0.033894
Meth__cg19008649__IGFBP5	0.06459	0.045064	0.068136	0.055078	0.044496	0.25757	0.060451	0.041292	0.070517	0.16388	0.054441	0.09657	0.12663	0.059487	0.15857	0.055681	0.10834	0.061593	0.034188	0.075577	0.40534	0.20002	0.10103	0.15445	0.065184	0.083584	0.12339	0.2249	0.046957	0.090767	0.039012	0.10764	0.13143	0.05017	0.10078	0.092273
Meth__cg00303548__HS6ST3	0.031044	0.015658	0.036516	0.028269	0.018552	0.3425	0.041356	0.028235	0.024516	0.036309	0.037953	0.020909	0.084408	0.024661	0.038908	0.030124	0.037391	0.035288	0.032418	0.049931	0.027975	0.0269	0.019417	0.070198	0.050559	0.081592	0.05774	0.022965	0.02732	0.032543	0.018698	0.037547	0.067436	0.057953	0.03398	0.038228
Meth__cg13540795__ZNF432	0.028211	0.017852	0.5893	0.28804	0.026527	0.024267	0.03711	0.24017	0.037396	0.01932	0.024456	0.12413	0.44574	0.065159	0.035483	0.01922	0.029232	0.026442	0.39425	0.066854	0.019858	0.042224	0.11634	0.072803	0.027691	0.030331	0.175	0.025857	0.025909	0.032879	0.31856	0.23992	0.074734	0.024286	0.22863	0.14961
Meth__cg10624583__TENC1	0.028203	0.052323	0.029394	0.036212	0.032238	0.23964	0.68411	0.056945	0.023617	0.02544	0.024473	0.019355	0.16342	0.029393	0.028631	0.020555	0.081311	0.017671	0.10009	0.025909	0.080229	0.036968	0.027788	0.065793	0.037014	0.03733	0.044413	0.030503	0.025857	0.15872	0.017336	0.03269	0.02129	0.020554	0.033613	0.023712
Meth__cg01664666__PLD5	0.95848	0.042586	0.96019	0.18322	0.32019	0.94603	0.93757	0.32153	0.32354	0.051012	0.96116	0.95414	0.70995	0.25981	0.080225	0.64176	0.2858	0.10849	0.95713	0.89968	0.94857	0.075806	0.55831	0.44394	0.049103	0.258	0.92526	0.068878	0.054967	0.12556	0.1265	0.95535	0.36435	0.54531	0.31944	0.26182
Meth__cg02915261__LSR	0.01703	0.016309	0.015587	0.021607	0.014638	0.95564	0.022623	0.013228	0.0098437	0.016956	0.017101	0.015379	0.039863	0.015781	0.014933	0.034888	0.028708	0.013192	0.016132	0.018341	0.017493	0.077332	0.014506	0.027077	0.016669	0.02461	0.066667	0.021249	0.013061	0.019419	0.011202	0.016151	0.033209	0.020342	0.019912	0.018393
Meth__cg14188232__ITGA11	0.40514	0.03729	0.71292	0.84258	0.81016	0.12646	0.45779	0.29785	0.045695	0.48606	0.40408	0.069934	0.56617	0.047396	0.71126	0.082098	0.095144	0.035655	0.56008	0.58747	0.38044	0.064389	0.20865	0.28112	0.72505	0.06895	0.19738	0.040835	0.037308	0.035006	0.045935	0.20506	0.41201	0.35137	0.19166	0.24925
Meth__cg00566759__DSC2	0.045727	0.040057	0.040683	0.04299	0.040193	0.68145	0.060306	0.04043	0.41054	0.046556	0.26696	0.024057	0.095197	0.45053	0.039958	0.034663	0.15487	0.068746	0.31687	0.085516	0.52607	0.82543	0.077865	0.066476	0.044856	0.086668	0.085027	0.061074	0.026735	0.053228	0.039794	0.90761	0.10777	0.041528	0.048051	0.043513
Meth__cg08804892__TRAK1	0.082364	0.090348	0.38199	0.10427	0.097829	0.82794	0.1116	0.05529	0.78743	0.11557	0.77695	0.081284	0.76513	0.56751	0.36642	0.71374	0.19473	0.81278	0.09373	0.11522	0.10108	0.77385	0.084757	0.11846	0.10479	0.12541	0.43749	0.35805	0.091835	0.81162	0.36042	0.089379	0.1293	0.086183	0.32967	0.76252
Meth__cg00485296__NME3	0.049901	0.021139	0.031181	0.027983	0.023955	0.020004	0.026268	0.031399	0.053285	0.026307	0.050277	0.50462	0.060398	0.029689	0.029874	0.63479	0.076013	0.017384	0.024165	0.027314	0.021774	0.96837	0.031271	0.040776	0.027311	0.026518	0.12001	0.022422	0.020482	0.051581	0.2416	0.018656	0.059821	0.028451	0.022692	0.029606
Meth__cg16433922__SFRP4	0.14059	0.11143	0.60759	0.48438	0.14882	0.57858	0.17097	0.3662	0.073688	0.099634	0.083557	0.18161	0.36366	0.19303	0.11077	0.082154	0.13399	0.071605	0.080064	0.091594	0.48927	0.11158	0.13953	0.21556	0.093421	0.14741	0.56478	0.085826	0.073581	0.073301	0.11144	0.44366	0.11975	0.088089	0.091472	0.092781
Meth__cg11611600__ADAMTSL3	0.93663	0.035823	0.96861	0.19843	0.78601	0.81212	0.92221	0.81738	0.051769	0.79911	0.69437	0.067752	0.6094	0.058609	0.17344	0.035025	0.12791	0.029485	0.95477	0.94811	0.073789	0.059313	0.87357	0.91808	0.038582	0.042138	0.87305	0.029218	0.12984	0.039597	0.043943	0.88204	0.77807	0.047415	0.15006	0.089336
Meth__cg15531099__LCE1D	0.81173	0.041343	0.29763	0.92995	0.90359	0.1048	0.53506	0.64127	0.61993	0.30213	0.19871	0.58719	0.61163	0.59369	0.10096	0.31213	0.11367	0.055215	0.26406	0.37912	0.10698	0.082044	0.92618	0.15029	0.73627	0.13333	0.35801	0.061326	0.071679	0.04472	0.039416	0.54579	0.26837	0.79005	0.53518	0.66118
Meth__cg15210427__CST9L	0.89454	0.22279	0.83429	0.89698	0.78067	0.028283	0.39384	0.057645	0.10265	0.68244	0.12458	0.56696	0.41427	0.11849	0.079038	0.12768	0.061728	0.030258	0.7802	0.823	0.94388	0.033912	0.93696	0.031235	0.49292	0.58551	0.028298	0.04177	0.034676	0.048325	0.035733	0.14042	0.37707	0.86499	0.48963	0.60433
Meth__cg24805239__DFNA5	0.50168	0.023478	0.72422	0.83046	0.60905	0.031913	0.94933	0.9772	0.15395	0.030798	0.048323	0.61842	0.79541	0.11715	0.042801	0.17334	0.057774	0.033517	0.91995	0.82814	0.45819	0.021948	0.61509	0.041359	0.48195	0.17694	0.93299	0.027773	0.039433	0.068748	0.064906	0.87482	0.56428	0.035162	0.4661	0.81941
Meth__cg16621987__DGCR2	0.029969	0.040078	0.46079	0.19273	0.034397	0.049759	0.05027	0.066188	0.029153	0.044764	0.21961	0.36055	0.058494	0.030328	0.054659	0.056902	0.069101	0.022466	0.1634	0.13746	0.035707	0.040872	0.066731	0.078511	0.13604	0.024422	0.096906	0.043153	0.064547	0.085716	0.099417	0.18074	0.044782	0.022947	0.035284	0.039016
Meth__cg07326586__UBD	0.17996	0.074633	0.18507	0.14026	0.087672	0.05123	0.059959	0.71991	0.33944	0.074267	0.46693	0.15567	0.13801	0.27168	0.32236	0.60615	0.12331	0.081768	0.074423	0.11704	0.093067	0.29204	0.36406	0.12486	0.0903	0.056315	0.089664	0.03236	0.068824	0.10373	0.071141	0.069585	0.089237	0.1329	0.14604	0.15348
Meth__cg10052190__C16orf52	0.090678	0.11626	0.21067	0.31662	0.38117	0.059714	0.093738	0.15338	0.061086	0.057453	0.13333	0.071709	0.11242	0.084949	0.38376	0.070654	0.18003	0.049601	0.06101	0.11567	0.066729	0.095773	0.049606	0.39279	0.10838	0.11385	0.12775	0.058783	0.066159	0.064681	0.066892	0.047611	0.11632	0.056854	0.070824	0.067635
Meth__cg21547708__SSTR2	0.26536	0.038871	0.37045	0.045408	0.048724	0.24227	0.036739	0.73159	0.037803	0.034868	0.87615	0.054963	0.21157	0.098399	0.043131	0.041006	0.20603	0.096059	0.052637	0.15175	0.036895	0.037412	0.16676	0.49081	0.043419	0.061865	0.65496	0.0451	0.05147	0.038826	0.027961	0.21638	0.082825	0.037039	0.042647	0.037754
Meth__cg21086464__PAK1	0.030808	0.084843	0.051602	0.057187	0.041104	0.37997	0.075202	0.0386	0.042927	0.05736	0.040229	0.030777	0.097533	0.041089	0.041886	0.040997	0.14538	0.036413	0.34606	0.042294	0.020153	0.050289	0.037648	0.056405	0.057826	0.16211	0.49119	0.047488	0.029272	0.047228	0.03312	0.024024	0.10184	0.050422	0.066591	0.062529
Meth__cg14892768__AXL	0.38564	0.21132	0.92694	0.91028	0.84973	0.043781	0.80681	0.41124	0.18671	0.7753	0.72015	0.56411	0.88952	0.19916	0.2274	0.052659	0.19196	0.042338	0.75584	0.92226	0.39482	0.083058	0.41118	0.11057	0.8766	0.10859	0.64986	0.051547	0.046393	0.051573	0.1811	0.69786	0.51304	0.41055	0.73884	0.80905
Meth__cg00243313__IRX4	0.029184	0.023705	0.1173	0.027316	0.017799	0.78009	0.038015	0.93953	0.13974	0.025441	0.026216	0.030656	0.40097	0.1059	0.68599	0.023674	0.090337	0.052295	0.026314	0.028003	0.32311	0.2733	0.022879	0.75008	0.039598	0.048514	0.62835	0.029355	0.034529	0.085462	0.02694	0.25412	0.033346	0.036342	0.02772	0.029975
Meth__cg06492206__SLC19A2	0.015928	0.017799	0.028456	0.014299	0.015846	0.017193	0.025053	0.021333	0.025507	0.033133	0.024449	0.010455	0.060577	0.023424	0.019379	0.026623	0.037283	0.018285	0.017728	0.022567	0.021853	0.37325	0.020657	0.06409	0.038129	0.054957	0.0468	0.022965	0.029346	0.023699	0.02613	0.018643	0.054186	0.034374	0.024595	0.021245
Meth__cg22478614__DEFB4	0.28287	0.021362	0.91765	0.12257	0.35208	0.023489	0.053082	0.47607	0.14975	0.027813	0.38095	0.87236	0.29478	0.14991	0.36433	0.49339	0.047105	0.014241	0.85625	0.60818	0.35873	0.032531	0.90716	0.26906	0.29036	0.061768	0.063311	0.026075	0.021707	0.036893	0.026959	0.14773	0.039703	0.60196	0.28148	0.36487
Meth__cg06313930__MAGEA5	0.41441	0.32612	0.79798	0.73324	0.060529	0.098086	0.75768	0.52998	0.065731	0.18666	0.71856	0.65655	0.79877	0.12429	0.30338	0.20313	0.18037	0.18407	0.073844	0.12191	0.059739	0.094925	0.53274	0.3048	0.088387	0.060859	0.82309	0.03469	0.82282	0.064095	0.18579	0.084221	0.24187	0.55919	0.40612	0.53338
Meth__cg03852570__C10orf33	0.047725	0.043031	0.063823	0.05157	0.050602	0.84231	0.063832	0.034783	0.08257	0.05071	0.047473	0.084486	0.075315	0.090984	0.063647	0.16414	0.057223	0.060508	0.068053	0.057614	0.093265	0.10153	0.043363	0.079016	0.050487	0.085278	0.10065	0.51705	0.047694	0.07032	0.041022	0.036824	0.1526	0.047945	0.049661	0.048345
Meth__cg08690721__C11orf17	0.041421	0.067035	0.055471	0.051527	0.038653	0.31872	0.059279	0.10866	0.30576	0.059939	0.087117	0.17641	0.11853	0.32667	0.16283	0.057668	0.13543	0.42267	0.068067	0.069895	0.041891	0.17493	0.073122	0.20699	0.056613	0.09023	0.18139	0.0447	0.061906	0.10583	0.044733	0.093094	0.068369	0.053836	0.1396	0.060482
Meth__cg03681481__OVOL1	0.040764	0.050693	0.067902	0.39277	0.040256	0.72467	0.084454	0.15508	0.38095	0.30013	0.083069	0.079139	0.46009	0.35275	0.55819	0.086943	0.12435	0.37821	0.037631	0.047418	0.039086	0.94591	0.06052	0.91772	0.058041	0.11165	0.068096	0.74025	0.052813	0.12185	0.0283	0.064453	0.073395	0.11137	0.19243	0.14252
Meth__cg23297477__CMTM3	0.65904	0.96012	0.96902	0.069556	0.24677	0.039877	0.84151	0.089296	0.35912	0.052079	0.65661	0.73916	0.88677	0.58857	0.050226	0.036572	0.44193	0.040153	0.17911	0.074429	0.21286	0.050534	0.77664	0.6292	0.051426	0.082173	0.76421	0.048002	0.1349	0.30811	0.97841	0.95629	0.89717	0.2249	0.96283	0.95838
Meth__cg12559031__DLX4	0.063804	0.047144	0.090403	0.073393	0.029821	0.47001	0.062107	0.046201	0.038886	0.048759	0.10037	0.028062	0.051139	0.045365	0.041007	0.23701	0.094423	0.10007	0.033401	0.069077	0.057592	0.078345	0.035906	0.089583	0.047465	0.071265	0.40484	0.088846	0.30669	0.065146	0.035619	0.36688	0.026596	0.039656	0.039526	0.042181
Meth__cg02416716__ZNF215	0.91816	0.023036	0.83675	0.64033	0.28786	0.57204	0.79937	0.85627	0.027152	0.032081	0.032959	0.083002	0.52098	0.1046	0.030464	0.027014	0.10126	0.024947	0.31384	0.28419	0.12859	0.035571	0.44298	0.10415	0.39083	0.050856	0.59773	0.024963	0.022017	0.028077	0.02818	0.67671	0.04453	0.047229	0.18663	0.31316
Meth__cg14399078__ADPRH	0.021306	0.019376	0.66046	0.15591	0.049031	0.89388	0.14486	0.017928	0.046956	0.022476	0.027276	0.013191	0.37649	0.065515	0.356	0.015162	0.042003	0.21519	0.019403	0.019857	0.51874	0.15497	0.015235	0.514	0.087649	0.033454	0.75879	0.16697	0.019144	0.25382	0.039743	0.47287	0.031775	0.030264	0.12705	0.64927
Meth__cg05337441__APOB	0.063603	0.030815	0.09165	0.30368	0.06024	0.08168	0.11445	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.63009	0.15179	0.098845	0.11382	0.046236	0.055731	0.11928	0.052087	0.035091	0.035148	0.036821	0.088126	0.089299	0.042382	0.039527	0.043158
Meth__cg14723014__ZMYM5	0.053776	0.070172	0.055032	0.051084	0.05355	0.044473	0.065379	0.05342	0.050401	0.088256	0.063094	0.044731	0.10933	0.061594	0.054568	0.047064	0.096564	0.060931	0.046716	0.051425	0.060635	0.53122	0.036732	0.089613	0.060346	0.13644	0.10114	0.046912	0.04451	0.063971	0.055362	0.06723	0.091357	0.060261	0.066841	0.07125
Meth__cg07960846__STK11	0.051447	0.075498	0.057359	0.057634	0.045735	0.049351	0.055713	0.046644	0.052326	0.052191	0.044602	0.040121	0.10296	0.051118	0.067326	0.052771	0.080995	0.047119	0.042043	0.050489	0.059792	0.060312	0.038091	0.099441	0.055775	0.068328	0.0611	0.04645	0.50509	0.045339	0.035686	0.040517	0.1134	0.050345	0.055931	0.04898
Meth__cg10994126__PAPPA2	0.32681	0.047501	0.76104	0.68813	0.40435	0.068571	0.22875	0.21916	0.2929	0.057334	0.34384	0.077001	0.16041	0.24462	0.1044	0.07025	0.12021	0.075551	0.048646	0.15303	0.60923	0.07763	0.90604	0.16687	0.18354	0.11855	0.43799	0.070307	0.099684	0.2003	0.068337	0.060505	0.05618	0.27852	0.14631	0.15285
Meth__cg06378976__TFEB	0.0547	0.040598	0.077481	0.42508	0.070828	0.1847	0.074912	0.90486	0.088555	0.054117	0.081971	0.27499	0.086567	0.08446	0.04517	0.47706	0.070284	0.09339	0.034725	0.074157	0.055808	0.041337	0.078781	0.13929	0.062784	0.072383	0.25106	0.046893	0.086631	0.073387	0.05802	0.045286	0.19511	0.082251	0.053455	0.062449
Meth__cg21514871__MEFV	0.16273	0.037197	0.88467	0.74092	0.74923	0.26662	0.29947	0.80902	0.55672	0.54917	0.54575	0.54762	0.6131	0.37524	0.29406	0.66647	0.37252	0.078349	0.53013	0.51963	0.32144	0.61556	0.59594	0.11754	0.1162	0.066983	0.071584	0.043781	0.55684	0.087785	0.070356	0.12541	0.087192	0.41155	0.293	0.22273
Meth__cg16678925__OR1A2	0.35912	0.059737	0.0841	0.26526	0.092102	0.049199	0.14652	0.20863	0.056637	0.077075	0.25049	0.2	0.18696	0.048211	0.4041	0.50873	0.16539	0.047113	0.078709	0.14242	0.13808	0.049996	0.45299	0.083909	0.061542	0.10192	0.16904	0.07235	0.050005	0.10266	0.055054	0.28671	0.10727	0.16314	0.11151	0.17753
Meth__cg10729531__TCFL5	0.079515	0.071107	0.45299	0.1275	0.064344	0.046083	0.089063	0.10962	0.078057	0.16855	0.093476	0.097638	0.088855	0.1151	0.081128	0.1133	0.088266	0.04699	0.045814	0.11202	0.073276	0.070491	0.41356	0.11201	0.082955	0.12129	0.11924	0.043909	0.048634	0.12971	0.050733	0.056127	0.13965	0.054989	0.061185	0.088553
Meth__cg26610808__BLOC1S2	0.075949	0.16341	0.17268	0.3262	0.33286	0.031414	0.10168	0.18329	0.71357	0.10606	0.30333	0.37798	0.22702	0.54508	0.1964	0.054664	0.11887	0.052059	0.19107	0.1057	0.36965	0.077645	0.12938	0.056588	0.095566	0.18444	0.072553	0.048763	0.065914	0.064868	0.07836	0.23713	0.23515	0.074576	0.11678	0.34643
Meth__cg26292864__ITM2C	0.032456	0.04	0.041102	0.040057	0.030292	0.036757	0.046994	0.029602	0.02734	0.052263	0.032321	0.036959	0.10165	0.04394	0.038588	0.037562	0.066553	0.03566	0.023963	0.046368	0.62352	0.038395	0.036716	0.10999	0.05268	0.069377	0.10227	0.031379	0.039526	0.034898	0.027452	0.035952	0.14206	0.05245	0.047418	0.066555
