Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg10943191__TMEM52	0.035658	0.025577	0.068488	0.36107	0.030853	0.97311	0.06801	0.89821	0.023051	0.024734	0.034277	0.037463	0.057664	0.065926	0.025476	0.033914	0.027148	0.95842	0.052044	0.20979	0.030896	0.033973	0.029018	0.14913	0.029453	0.66492	0.43245	0.073596	0.055556	0.060268	0.043531	0.03668	0.12137	0.024197	0.025012	0.029058	0.0693	0.60426	0.051371
Meth__cg20281815__PSCA	0.056421	0.033802	0.044872	0.038144	0.14262	0.97648	0.032376	0.88387	0.11812	0.123	0.08489	0.67591	0.51153	0.095267	0.039238	0.095583	0.66141	0.96341	0.36228	0.97049	0.057895	0.28945	0.92756	0.95753	0.17419	0.95598	0.046805	0.22074	0.69624	0.053354	0.96432	0.67051	0.89383	0.038165	0.028705	0.050204	0.92544	0.3398	0.42364
Meth__cg24396745__HCN4	0.97879	0.035926	0.97337	0.18448	0.028467	0.96601	0.5845	0.12176	0.98885	0.049736	0.053143	0.89785	0.50729	0.66431	0.030568	0.050462	0.083724	0.043302	0.15233	0.090567	0.91319	0.60695	0.03565	0.049705	0.13252	0.9423	0.060245	0.29847	0.96195	0.13176	0.12242	0.050584	0.41021	0.024052	0.026333	0.75572	0.072083	0.28305	0.072711
Meth__cg20777437__CDCP2	0.033855	0.049281	0.68261	0.55184	0.22595	0.75859	0.47886	0.82054	0.67682	0.028533	0.29262	0.047256	0.2345	0.36136	0.069201	0.032479	0.25573	0.23068	0.091008	0.083544	0.63427	0.63745	0.68687	0.61589	0.18943	0.7462	0.30892	0.12561	0.28617	0.28674	0.56435	0.27528	0.3427	0.1418	0.0442	0.048336	0.30368	0.055663	0.06255
Meth__cg15309006__LOC63928	0.57507	0.094617	0.9591	0.41898	0.045934	0.78244	0.41741	0.64611	0.96667	0.12006	0.031713	0.96234	0.46776	0.26844	0.071943	0.0903	0.50591	0.43373	0.31914	0.34487	0.65307	0.9536	0.13116	0.23784	0.049061	0.90237	0.13884	0.092423	0.89879	0.11321	0.059679	0.69948	0.22436	0.35886	0.030443	0.68632	0.19995	0.17597	0.19843
Meth__cg08097973__NUMA1	0.10976	0.053274	0.079607	0.058325	0.052638	0.94915	0.10459	0.875	0.2317	0.085981	0.054927	0.076555	0.3951	0.068898	0.060773	0.089345	0.25135	0.89769	0.10156	0.83911	0.043424	0.060262	0.1116	0.90976	0.049792	0.88489	0.086794	0.12639	0.094368	0.084836	0.67872	0.9615	0.93089	0.059462	0.049918	0.063393	0.12064	0.080645	0.049587
Meth__cg27529628__GAS2L3	0.040971	0.031055	0.048905	0.041444	0.026713	0.033632	0.047061	0.047338	0.072755	0.031268	0.03531	0.0428	0.039884	0.063418	0.028262	0.037056	0.031219	0.032875	0.085325	0.52746	0.029282	0.041187	0.04644	0.042567	0.029558	0.079956	0.040167	0.047554	0.075799	0.044918	0.036331	0.037476	0.046308	0.028935	0.030713	0.032115	0.092559	0.038375	0.040734
Meth__cg04818845__PLEKHG5	0.062643	0.19452	0.27713	0.20083	0.040738	0.84527	0.073995	0.91443	0.42281	0.054349	0.071935	0.13836	0.82195	0.43296	0.06683	0.060415	0.11822	0.13669	0.10713	0.051753	0.21874	0.081307	0.055594	0.06603	0.059397	0.81813	0.21215	0.13815	0.73398	0.27037	0.55205	0.29896	0.54353	0.05154	0.27215	0.073474	0.45582	0.10628	0.49415
Meth__cg02440177__ZNF702	0.025566	0.027422	0.029012	0.36053	0.024436	0.96091	0.034633	0.98385	0.78677	0.027658	0.035311	0.030193	0.064182	0.29848	0.017238	0.019298	0.026461	0.37272	0.12008	0.33147	0.97392	0.53451	0.028301	0.029277	0.035711	0.93128	0.03106	0.12582	0.95454	0.072712	0.039962	0.4511	0.95354	0.20409	0.021207	0.0195	0.061703	0.55042	0.6685
Meth__cg04072323__SKIP	0.88689	0.028335	0.91524	0.91358	0.32068	0.90501	0.89998	0.093651	0.62355	0.066119	0.060612	0.90847	0.14957	0.72901	0.64143	0.13411	0.87837	0.15339	0.094747	0.11595	0.70091	0.66166	0.57377	0.042592	0.89506	0.85324	0.57021	0.12044	0.83308	0.12888	0.059529	0.084511	0.092319	0.23877	0.048071	0.80104	0.10335	0.86247	0.81265
Meth__cg08016383__ADAMTS17	0.037282	0.04519	0.36009	0.051874	0.046604	0.31104	0.049989	0.20737	0.34222	0.035785	0.045656	0.083771	0.054869	0.073367	0.051187	0.035347	0.034938	0.083373	0.094781	0.11657	0.036478	0.051005	0.031454	0.047476	0.074686	0.12999	0.048032	0.079	0.89942	0.14465	0.19627	0.14047	0.051553	0.044775	0.036932	0.033165	0.068434	0.039635	0.040142
Meth__cg23234999__MKRN3	0.89415	0.040847	0.074246	0.87865	0.041571	0.59504	0.86133	0.89441	0.71373	0.039561	0.043172	0.068693	0.91211	0.054248	0.036018	0.41703	0.052273	0.037484	0.39414	0.04849	0.84198	0.60138	0.69573	0.060926	0.80434	0.069891	0.050902	0.28299	0.47672	0.095017	0.5914	0.16391	0.051769	0.042296	0.44756	0.63573	0.64054	0.61096	0.60674
Meth__cg23410627__CH25H	0.16686	0.050078	0.90113	0.33952	0.3956	0.62966	0.47918	0.68389	0.3827	0.053508	0.058414	0.55094	0.84985	0.79756	0.04502	0.092927	0.88582	0.055145	0.25632	0.86562	0.22197	0.17741	0.42226	0.5326	0.17147	0.40902	0.21704	0.092065	0.50919	0.16451	0.19503	0.045523	0.50972	0.33364	0.037071	0.77874	0.27431	0.27841	0.76518
Meth__cg13959523__CHST8	0.85996	0.039573	0.51275	0.049191	0.036595	0.18927	0.46472	0.13584	0.70799	0.06745	0.037418	0.81051	0.18785	0.10946	0.028494	0.079053	0.14281	0.098226	0.10588	0.03743	0.04191	0.12565	0.87329	0.13663	0.059168	0.44803	0.039927	0.075756	0.71441	0.034727	0.033522	0.038504	0.056647	0.040469	0.030749	0.29026	0.094459	0.51636	0.36706
Meth__cg11314684__AKT3	0.27401	0.061147	0.91953	0.66658	0.057193	0.89691	0.10636	0.16166	0.12165	0.037263	0.089902	0.16762	0.14106	0.11191	0.045578	0.054893	0.078065	0.046884	0.098958	0.070976	0.057976	0.083675	0.07975	0.17948	0.45803	0.10866	0.08961	0.13039	0.11027	0.082789	0.065657	0.68383	0.10105	0.38517	0.041501	0.043773	0.13961	0.078934	0.053659
Meth__cg24068372__LOC349136	0.8477	0.051241	0.93235	0.45726	0.097925	0.63174	0.69218	0.80595	0.92824	0.059541	0.061344	0.91491	0.50124	0.8908	0.054972	0.065705	0.78863	0.056575	0.174	0.069926	0.81568	0.75095	0.72471	0.06966	0.73136	0.84662	0.07374	0.19202	0.89893	0.097022	0.058381	0.10776	0.12176	0.43912	0.056617	0.87202	0.25901	0.19681	0.49989
Meth__cg12800028__GPR6	0.21956	0.33379	0.38974	0.099429	0.23092	0.87643	0.55122	0.49108	0.60491	0.057005	0.37589	0.44546	0.71527	0.71192	0.46573	0.058301	0.054266	0.55452	0.14065	0.097047	0.44391	0.31655	0.70316	0.15356	0.35148	0.76273	0.17056	0.084632	0.88054	0.1273	0.37694	0.49893	0.26646	0.072677	0.031261	0.15993	0.40881	0.26577	0.18706
Meth__cg01971122__CALCA	0.47155	0.060275	0.90724	0.667	0.16415	0.6995	0.83724	0.1488	0.55545	0.056835	0.093716	0.73723	0.83021	0.41755	0.18373	0.063949	0.45121	0.47097	0.12958	0.060933	0.8078	0.79652	0.20715	0.12815	0.31532	0.41123	0.29982	0.11355	0.49019	0.104	0.78429	0.059228	0.069397	0.18441	0.060087	0.50622	0.28663	0.15464	0.15218
Meth__cg02554564__NTF3	0.11701	0.13306	0.89041	0.45789	0.030129	0.29365	0.22149	0.36375	0.88813	0.049607	0.10313	0.88825	0.53056	0.43216	0.059474	0.0433	0.75293	0.20701	0.11296	0.068594	0.28302	0.4673	0.059883	0.076352	0.18376	0.48228	0.31434	0.15429	0.38038	0.15286	0.039154	0.30251	0.049703	0.54821	0.09223	0.1424	0.18526	0.17776	0.1406
Meth__cg23428445__GPR37	0.02418	0.020698	0.023007	0.030871	0.015011	0.95024	0.02737	0.058234	0.037873	0.015745	0.025733	0.070373	0.095712	0.13839	0.015754	0.019256	0.023276	0.031188	0.03305	0.019309	0.087524	0.026247	0.021692	0.027472	0.089478	0.045936	0.029303	0.027168	0.074981	0.028523	0.025354	0.017955	0.09069	0.014847	0.022353	0.020038	0.072211	0.026007	0.02841
Meth__cg19224837__GSC	0.02	0.019276	0.1644	0.021441	0.015248	0.85176	0.02875	0.32377	0.98193	0.023671	0.022954	0.027655	0.022564	0.082629	0.036612	0.020639	0.051783	0.024256	0.047767	0.058909	0.015927	0.022751	0.030956	0.02445	0.016712	0.95346	0.021332	0.038482	0.2785	0.073118	0.024932	0.026849	0.056662	0.017273	0.021094	0.052714	0.11116	0.025353	0.026633
Meth__cg12277666__TDRD5	0.0742	0.03414	0.034625	0.18943	0.035659	0.89198	0.038193	0.6644	0.038334	0.026725	0.034988	0.75208	0.096427	0.67597	0.024254	0.087904	0.92768	0.18493	0.083028	0.076846	0.025415	0.032042	0.38973	0.28345	0.074805	0.91422	0.040459	0.045746	0.048801	0.035376	0.33224	0.5485	0.19458	0.062087	0.024065	0.94624	0.049141	0.033805	0.04377
Meth__cg08077673__MEST	0.95817	0.048213	0.29431	0.20735	0.042728	0.94893	0.52411	0.95749	0.54511	0.32929	0.043627	0.95779	0.53477	0.4909	0.029607	0.26222	0.96253	0.066265	0.8485	0.80857	0.037336	0.051716	0.57478	0.93992	0.070173	0.45657	0.062344	0.069981	0.094008	0.056973	0.92465	0.95445	0.12636	0.51584	0.033123	0.93502	0.92845	0.038431	0.043868
Meth__cg15544036__CLDN4	0.070365	0.07651	0.087092	0.086687	0.040271	0.90246	0.072186	0.91465	0.74483	0.056794	0.061457	0.28063	0.035566	0.0749	0.068186	0.059484	0.057726	0.91331	0.11086	0.88533	0.049186	0.064337	0.055514	0.89436	0.051605	0.30727	0.050864	0.06305	0.087228	0.090923	0.61702	0.069876	0.91049	0.042922	0.04303	0.040252	0.14933	0.043782	0.056735
Meth__cg22199080__CENTG1	0.23625	0.061486	0.10872	0.094972	0.058438	0.61599	0.10154	0.20041	0.64392	0.097616	0.086269	0.17566	0.25413	0.098611	0.0721	0.10102	0.35797	0.10244	0.14007	0.1412	0.064783	0.065632	0.099916	0.20687	0.079722	0.22008	0.070071	0.14533	0.12767	0.10867	0.067304	0.38455	0.12751	0.055906	0.049982	0.07832	0.091163	0.046488	0.06776
Meth__cg15352315__CD302	0.16573	0.07912	0.87211	0.43093	0.099405	0.75095	0.43925	0.75091	0.94651	0.70028	0.093808	0.16681	0.71138	0.77409	0.12145	0.57716	0.70488	0.13455	0.43344	0.066828	0.11712	0.091824	0.89241	0.49952	0.70011	0.13111	0.059661	0.1206	0.44132	0.23428	0.91139	0.2945	0.90328	0.35436	0.054656	0.63596	0.12598	0.1917	0.1924
Meth__cg06990298__RASD1	0.16935	0.59848	0.91737	0.20005	0.040446	0.52601	0.080338	0.70594	0.53076	0.055699	0.038491	0.26243	0.67391	0.48191	0.13216	0.044405	0.68633	0.12012	0.20429	0.05262	0.051682	0.14272	0.086187	0.25469	0.031127	0.063649	0.0672	0.046148	0.56454	0.27222	0.41792	0.034365	0.79405	0.091704	0.038426	0.035738	0.71494	0.0408	0.42476
Meth__cg01888566__MEST	0.62762	0.017643	0.072891	0.3121	0.020258	0.98538	0.65902	0.98574	0.80943	0.51194	0.017237	0.98918	0.72074	0.40524	0.016306	0.45698	0.98138	0.021216	0.31079	0.64246	0.018481	0.017339	0.68134	0.98235	0.020724	0.65529	0.021608	0.028137	0.03247	0.0317	0.98076	0.74062	0.036315	0.62497	0.0236	0.98014	0.84321	0.021045	0.025861
Meth__cg02275294__SOAT1	0.18572	0.20036	0.84685	0.046988	0.025009	0.06067	0.023731	0.58553	0.86618	0.047688	0.035039	0.76254	0.28239	0.80829	0.026303	0.042114	0.74322	0.59172	0.087812	0.035246	0.033738	0.028062	0.32677	0.04167	0.16599	0.05145	0.03059	0.039302	0.033721	0.057858	0.039448	0.28378	0.076616	0.36252	0.12424	0.38249	0.053059	0.12034	0.089245
Meth__cg12585943__PPT2	0.30865	0.57812	0.043019	0.90982	0.12722	0.066536	0.87001	0.041875	0.56367	0.91716	0.6522	0.035566	0.37036	0.87311	0.92696	0.74492	0.42026	0.03986	0.69158	0.034016	0.064466	0.41277	0.058796	0.73601	0.04006	0.070792	0.060277	0.14437	0.068714	0.64266	0.064709	0.048806	0.064034	0.83822	0.6102	0.83666	0.11384	0.16401	0.71513
Meth__cg20587543__ABAT	0.028956	0.028733	0.045313	0.09379	0.027146	0.17395	0.030841	0.19923	0.50676	0.16431	0.025526	0.045898	0.092194	0.75104	0.036583	0.14907	0.11337	0.045304	0.047798	0.051279	0.021314	0.033901	0.031248	0.031343	0.033162	0.59183	0.024511	0.033974	0.036477	0.052152	0.021054	0.079804	0.11666	0.029996	0.027105	0.04787	0.040451	0.036443	0.031349
Meth__cg22236626__NENF	0.22257	0.30091	0.27115	0.35799	0.24187	0.058542	0.21265	0.16967	0.08292	0.27278	0.067422	0.14517	0.25499	0.18132	0.23864	0.27653	0.053082	0.083964	0.078217	0.053142	0.31833	0.24923	0.3572	0.28133	0.18431	0.12854	0.43432	0.20123	0.60199	0.31808	0.05671	0.04379	0.065193	0.78376	0.18605	0.092236	0.13397	0.13679	0.14564
Meth__cg17234150__CACNG3	0.16959	0.10713	0.66912	0.19813	0.090343	0.31532	0.19498	0.33176	0.76111	0.089588	0.10602	0.56255	0.71595	0.28325	0.11415	0.10083	0.082854	0.13366	0.12369	0.11087	0.056154	0.12334	0.43084	0.19748	0.64074	0.39609	0.12104	0.1631	0.58149	0.12064	0.094476	0.10705	0.11325	0.10175	0.060694	0.34628	0.13765	0.088125	0.16247
Meth__cg18164599__HPGD	0.061841	0.046395	0.57136	0.06405	0.02889	0.15614	0.050742	0.12426	0.14014	0.044074	0.072713	0.052359	0.066011	0.12039	0.035784	0.050749	0.068806	0.09634	0.05672	0.050023	0.046108	0.07174	0.33155	0.051051	0.052306	0.063904	0.051993	0.059807	0.092747	0.079715	0.044757	0.036025	0.054244	0.049503	0.046598	0.79992	0.10182	0.06624	0.0455
Meth__cg27144395__FOXN4	0.064769	0.033758	0.061285	0.057313	0.025711	0.31803	0.03331	0.08092	0.12731	0.046198	0.047393	0.071851	0.042247	0.060638	0.04777	0.03657	0.041646	0.035298	0.077405	0.18762	0.028643	0.066975	0.10267	0.05616	0.037874	0.56102	0.033258	0.052187	0.16838	0.062597	0.048525	0.030186	0.047762	0.027746	0.03032	0.042412	0.050968	0.04563	0.047085
Meth__cg24562819__THBD	0.75312	0.41668	0.98417	0.066778	0.028582	0.96842	0.35217	0.73048	0.93703	0.20893	0.041805	0.85146	0.99026	0.95926	0.070801	0.21606	0.874	0.094072	0.17018	0.65726	0.61519	0.39778	0.034267	0.7076	0.35911	0.69162	0.053983	0.044709	0.11432	0.20762	0.90826	0.38964	0.27882	0.052121	0.039963	0.81252	0.40764	0.03365	0.031466
Meth__cg18731813__ARMCX1	0.19047	0.10313	0.12993	0.89837	0.068381	0.69977	0.61861	0.09336	0.92446	0.088089	0.10519	0.93067	0.78371	0.89634	0.42988	0.071843	0.85411	0.52553	0.1066	0.11544	0.067737	0.059172	0.49528	0.061263	0.44568	0.13811	0.70909	0.10798	0.73691	0.22448	0.72694	0.11089	0.33186	0.91726	0.063602	0.78849	0.12977	0.38753	0.90103
Meth__cg09144422__DUS2L	0.041163	0.040165	0.46217	0.088265	0.093886	0.66293	0.053194	0.45126	0.061174	0.029504	0.036742	0.041366	0.2772	0.24494	0.023674	0.039296	0.10558	0.19998	0.055375	0.025435	0.052142	0.050994	0.062367	0.10836	0.26007	0.92317	0.20524	0.073925	0.29033	0.073654	0.033723	0.2182	0.56585	0.036704	0.034078	0.029401	0.18212	0.029684	0.056847
Meth__cg17880199__MYH11	0.97085	0.044188	0.57607	0.10291	0.2384	0.95682	0.53513	0.60731	0.97431	0.061021	0.03518	0.63545	0.14763	0.94845	0.056062	0.073555	0.071717	0.15611	0.14667	0.75634	0.96393	0.96374	0.45369	0.10903	0.61508	0.93372	0.04454	0.083912	0.83758	0.067664	0.023554	0.053029	0.058644	0.056101	0.058564	0.34085	0.074549	0.15811	0.8957
Meth__cg24662718__VAV3	0.06054	0.14374	0.49804	0.085048	0.056497	0.88854	0.1727	0.39093	0.10365	0.05352	0.053798	0.26833	0.44666	0.133	0.040235	0.057544	0.064376	0.079334	0.093041	0.13121	0.47127	0.095388	0.062447	0.074143	0.053911	0.84816	0.065194	0.091221	0.08383	0.068448	0.057038	0.070837	0.06647	0.048958	0.049974	0.047377	0.11561	0.051482	0.071541
Meth__cg07143898__SLIT1	0.8965	0.016454	0.12431	0.069338	0.030331	0.92839	0.9428	0.32176	0.64839	0.030709	0.024027	0.52664	0.067108	0.80964	0.025597	0.032867	0.0454	0.054324	0.057854	0.015193	0.1778	0.2218	0.036843	0.066399	0.039551	0.91316	0.037309	0.024811	0.95595	0.031985	0.059445	0.06458	0.02201	0.018989	0.019117	0.67541	0.060924	0.048428	0.063217
Meth__cg06812033__NKD1	0.079715	0.046651	0.060775	0.046272	0.040356	0.092438	0.56627	0.10137	0.056944	0.049621	0.052797	0.042656	0.040571	0.10881	0.025661	0.037893	0.047355	0.051921	0.057282	0.04505	0.043014	0.055093	0.049476	0.054889	0.042297	0.83612	0.053151	0.052425	0.14321	0.10917	0.049981	0.061679	0.044389	0.029889	0.039672	0.025882	0.10217	0.049826	0.051179
Meth__cg25853078__OPCML	0.17966	0.064238	0.60473	0.33795	0.064953	0.33362	0.65869	0.57407	0.85871	0.055807	0.10961	0.74045	0.21309	0.35957	0.087047	0.14653	0.086981	0.27013	0.22229	0.15928	0.45661	0.18863	0.80299	0.14083	0.81731	0.47337	0.4804	0.096709	0.45134	0.053129	0.13364	0.24738	0.15101	0.070885	0.12958	0.79136	0.19877	0.43726	0.64338
Meth__cg18180155__RIBC2	0.39572	0.04953	0.072695	0.037936	0.034353	0.37333	0.10535	0.043615	0.31235	0.032711	0.079585	0.039447	0.04625	0.089948	0.027508	0.033891	0.24395	0.065789	0.051828	0.048177	0.454	0.043552	0.65138	0.34918	0.3227	0.074815	0.062309	0.058407	0.090524	0.1662	0.042181	0.27491	0.049566	0.037159	0.024538	0.024018	0.077699	0.12727	0.47528
Meth__cg26164184__FCN2	0.9376	0.10469	0.93125	0.76232	0.76149	0.28841	0.63137	0.74018	0.45562	0.05062	0.38554	0.83093	0.91218	0.87724	0.054698	0.069209	0.6877	0.95427	0.086957	0.045661	0.53506	0.5676	0.93989	0.90407	0.95076	0.10145	0.23082	0.075573	0.11448	0.069767	0.2363	0.11086	0.089386	0.038449	0.10751	0.77248	0.11665	0.38241	0.26073
Meth__cg19421752__SLC6A18	0.27382	0.016742	0.31091	0.56107	0.15219	0.063318	0.16637	0.036964	0.39659	0.03004	0.033522	0.11488	0.48348	0.26336	0.015534	0.02816	0.093166	0.57447	0.066081	0.029934	0.18047	0.36169	0.044358	0.26478	0.82287	0.10736	0.043941	0.031042	0.10925	0.038	0.042168	0.030271	0.024366	0.059478	0.023371	0.048863	0.056188	0.068784	0.0607
Meth__cg16072462__PF4	0.473	0.054258	0.8117	0.33941	0.44131	0.88185	0.6641	0.88964	0.89851	0.067938	0.064976	0.59639	0.57356	0.74177	0.19378	0.12827	0.68738	0.42698	0.18243	0.071913	0.11227	0.10756	0.82732	0.53117	0.087726	0.59927	0.15005	0.067679	0.55838	0.093232	0.10358	0.39894	0.74943	0.78849	0.075833	0.29733	0.07424	0.080563	0.33198
Meth__cg19968631__GLRA3	0.048604	0.043581	0.79821	0.43568	0.037797	0.44483	0.052862	0.15667	0.91697	0.070087	0.063446	0.33397	0.078334	0.55457	0.029296	0.17221	0.089614	0.11367	0.16659	0.73828	0.053003	0.050881	0.33867	0.052675	0.042127	0.089064	0.049878	0.064258	0.86213	0.060074	0.081425	0.39561	0.39209	0.042402	0.027202	0.9283	0.053786	0.27789	0.2635
Meth__cg07378350__GDF5	0.54505	0.049725	0.94347	0.80505	0.11172	0.92972	0.79963	0.86992	0.82574	0.27155	0.069669	0.36406	0.49491	0.61789	0.079766	0.24268	0.26573	0.73576	0.42381	0.4	0.17077	0.14908	0.61453	0.086694	0.1899	0.83013	0.17538	0.093576	0.22653	0.069715	0.071293	0.070783	0.87844	0.76155	0.052065	0.61665	0.075387	0.059329	0.12474
Meth__cg12799835__FLJ31204	0.074972	0.036908	0.093822	0.052135	0.029721	0.64925	0.08453	0.23346	0.11915	0.052035	0.17094	0.17595	0.083715	0.078836	0.028302	0.058803	0.051141	0.054266	0.055504	0.07855	0.039059	0.070827	0.20379	0.054815	0.025749	0.095963	0.038348	0.059843	0.24583	0.073947	0.069707	0.038801	0.070894	0.040712	0.037516	0.18095	0.09611	0.053927	0.060354
Meth__cg12952132__NCR1	0.052609	0.033208	0.64541	0.38983	0.13091	0.22842	0.054686	0.085735	0.24178	0.022109	0.039311	0.33939	0.51397	0.22127	0.020852	0.025371	0.10841	0.1601	0.041288	0.025133	0.58809	0.63894	0.06623	0.17211	0.66864	0.076923	0.048514	0.083799	0.1135	0.043223	0.077584	0.037484	0.032488	0.030006	0.030772	0.35332	0.34265	0.24214	0.50541
Meth__cg03586879__A2BP1	0.43342	0.015953	0.94402	0.26463	0.016551	0.1465	0.72911	0.040072	0.068621	0.021343	0.019968	0.63383	0.87466	0.41992	0.20842	0.023609	0.02351	0.36343	0.052184	0.021947	0.54419	0.55531	0.031224	0.07917	0.41061	0.30219	0.024225	0.041437	0.8871	0.039091	0.098975	0.19462	0.02287	0.026089	0.016609	0.07065	0.025549	0.2088	0.039194
Meth__cg24103438__NLGN4X	0.10104	0.055249	0.79615	0.89519	0.098592	0.60554	0.8119	0.32264	0.77614	0.2946	0.075739	0.79332	0.55414	0.20375	0.2094	0.30319	0.54644	0.21377	0.11096	0.097753	0.09748	0.29677	0.45027	0.1392	0.91049	0.36429	0.07921	0.076553	0.86194	0.19376	0.078474	0.43556	0.057628	0.087966	0.49247	0.55461	0.15205	0.60429	0.21661
Meth__cg05434957__ICA1	0.035827	0.026184	0.034448	0.04373	0.02496	0.040651	0.04235	0.078332	0.0215	0.018912	0.029876	0.11704	0.030555	0.055044	0.032148	0.035894	0.030231	0.030502	0.082857	0.40494	0.018253	0.036237	0.027936	0.03367	0.036628	0.063144	0.037111	0.043478	0.065366	0.06217	0.032726	0.028683	0.44152	0.026206	0.023464	0.02192	0.05312	0.027833	0.040962
Meth__cg09022808__GAL3ST1	0.60383	0.073743	0.87626	0.8694	0.54576	0.12929	0.49182	0.59254	0.93312	0.11901	0.3581	0.21571	0.81284	0.74854	0.070677	0.078487	0.33611	0.75651	0.11084	0.042775	0.61612	0.62323	0.88594	0.71326	0.8527	0.12827	0.36105	0.06549	0.19813	0.11678	0.55692	0.42261	0.086492	0.45644	0.071664	0.19094	0.1268	0.19396	0.12196
Meth__cg13854874__CHAF1B	0.077457	0.056382	0.40046	0.17467	0.057022	0.079778	0.057654	0.18644	0.59474	0.060424	0.047026	0.067473	0.18003	0.052283	0.050462	0.046954	0.059102	0.11305	0.092567	0.062471	0.069743	0.060421	0.080774	0.047882	0.06144	0.2075	0.095427	0.2397	0.1213	0.073001	0.19061	0.13736	0.062434	0.070218	0.075087	0.049906	0.084205	0.19103	0.066093
Meth__cg10822172__CREB5	0.29674	0.04953	0.21504	0.128	0.079303	0.1405	0.15324	0.32072	0.64048	0.067411	0.1457	0.23612	0.44351	0.68499	0.087634	0.10202	0.2327	0.35853	0.13978	0.086753	0.091725	0.11935	0.87467	0.10404	0.1292	0.28478	0.1395	0.14243	0.17241	0.12219	0.11268	0.1568	0.17991	0.50757	0.097386	0.67446	0.19578	0.10541	0.081254
Meth__cg18992688__AVPR1B	0.11084	0.050239	0.89851	0.52613	0.15652	0.79974	0.77234	0.19022	0.84798	0.045088	0.11804	0.77321	0.17385	0.86822	0.052814	0.05385	0.79552	0.18285	0.16985	0.059799	0.70931	0.47976	0.59587	0.36429	0.75665	0.7129	0.13055	0.053008	0.61517	0.061016	0.049234	0.089084	0.38947	0.32968	0.049952	0.77751	0.14198	0.22689	0.27168
Meth__cg03963198__IRX4	0.042102	0.048821	0.064719	0.043255	0.036596	0.96975	0.047011	0.61723	0.96991	0.046755	0.049895	0.065877	0.43538	0.6935	0.052558	0.054465	0.8032	0.13793	0.14051	0.32607	0.037552	0.044926	0.76374	0.46751	0.039105	0.92356	0.040259	0.065359	0.48755	0.084016	0.089288	0.040353	0.58481	0.03944	0.039851	0.17358	0.072323	0.055202	0.053696
Meth__cg05414338__HIST1H3F	0.60347	0.031339	0.12555	0.2621	0.052012	0.3111	0.94794	0.29032	0.9634	0.039356	0.072074	0.08588	0.041301	0.11476	0.037403	0.045279	0.053873	0.036576	0.09373	0.04079	0.039576	0.058381	0.053358	0.029482	0.67251	0.94036	0.0696	0.057976	0.078125	0.10316	0.038202	0.029771	0.035888	0.046505	0.038366	0.96038	0.080978	0.92602	0.92765
Meth__cg03147990__ZNF585B	0.10787	0.074793	0.11731	0.38054	0.055071	0.10453	0.12299	0.34728	0.82407	0.084758	0.048357	0.16725	0.14139	0.1246	0.04579	0.083291	0.068966	0.060672	0.10457	0.078785	0.12454	0.11782	0.073355	0.055209	0.071983	0.18967	0.08129	0.11826	0.1184	0.072277	0.087707	0.097651	0.10745	0.10873	0.049119	0.18776	0.23288	0.20819	0.12724
Meth__cg12696750__DNALI1	0.079215	0.1032	0.81219	0.47705	0.068527	0.53756	0.14603	0.57135	0.68356	0.36346	0.12959	0.80548	0.6174	0.18372	0.055857	0.30505	0.31771	0.60302	0.19711	0.06915	0.080258	0.12358	0.085652	0.13256	0.078458	0.14758	0.12492	0.10569	0.17797	0.15251	0.088475	0.16114	0.089373	0.073588	0.069567	0.086023	0.13763	0.18386	0.1515
Meth__cg08022502__UNC45A	0.047267	0.086567	0.21144	0.50691	0.24754	0.040572	0.11681	0.16701	0.092269	0.41133	0.38016	0.033872	0.82875	0.0805	0.32702	0.3743	0.068928	0.033613	0.10588	0.040899	0.23472	0.077519	0.41618	0.31349	0.23582	0.12634	0.30388	0.44893	0.07018	0.096939	0.038108	0.03774	0.47672	0.18735	0.44557	0.053528	0.20396	0.044346	0.063951
Meth__cg26864028__EPOR	0.058648	0.043437	0.04524	0.10739	0.034355	0.9397	0.033	0.071481	0.9268	0.045894	0.040192	0.94477	0.93501	0.92353	0.026286	0.049613	0.75658	0.95233	0.066415	0.17298	0.026798	0.040316	0.03488	0.912	0.053629	0.029867	0.031301	0.080212	0.075416	0.087467	0.14583	0.78961	0.39492	0.26355	0.034709	0.82565	0.046077	0.64914	0.24422
Meth__cg02721374__OR1D2	0.88902	0.12577	0.28874	0.75777	0.12962	0.17312	0.54779	0.21855	0.81727	0.10118	0.15674	0.65628	0.5308	0.61189	0.082999	0.10312	0.65469	0.88802	0.10727	0.075506	0.27554	0.34278	0.5593	0.077614	0.48739	0.091254	0.11402	0.1422	0.33333	0.42159	0.13611	0.069619	0.14214	0.86522	0.094155	0.66685	0.10571	0.36556	0.39387
