Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg10549973__UNQ9438	0.043119	0.85524	0.38549	0.39079	0.96303	0.17224	0.96431	0.049704	0.036838	0.064012	0.25604	0.74269	0.5033	0.5671	0.048766	0.16429	0.73013	0.099784	0.86551	0.92228	0.066206	0.64772	0.90947	0.44668	0.92402	0.57734	0.078667	0.90935	0.093897	0.10951	0.13549	0.61132	0.65229	0.10345	0.77996	0.10096	0.071578	0.49257	0.18052	0.599
Meth__cg10887021__PCDHB2	0.64448	0.082121	0.90936	0.064935	0.064721	0.36651	0.35104	0.70043	0.15851	0.092952	0.51425	0.19202	0.19434	0.065021	0.13203	0.88396	0.067827	0.14608	0.097206	0.80335	0.40337	0.55965	0.71833	0.46516	0.11835	0.098481	0.15736	0.072429	0.51543	0.096316	0.077164	0.65543	0.31382	0.076358	0.077309	0.2121	0.090652	0.12471	0.43524	0.086715
Meth__cg04172348__SYN2	0.80988	0.063827	0.94073	0.86205	0.8493	0.91053	0.18852	0.94075	0.058421	0.92387	0.05796	0.088019	0.90513	0.47815	0.069229	0.053123	0.084716	0.18587	0.10869	0.90551	0.82197	0.88635	0.044455	0.92515	0.88641	0.71732	0.17303	0.042859	0.88276	0.24606	0.09482	0.043517	0.61027	0.94575	0.41927	0.13652	0.89902	0.61256	0.41789	0.71698
Meth__cg19001226__HOXD1	0.53701	0.020567	0.028277	0.030711	0.86807	0.56394	0.039864	0.46268	0.042504	0.033147	0.027117	0.023401	0.04795	0.037654	0.035361	0.041945	0.022559	0.043557	0.029642	0.59533	0.58376	0.027523	0.026995	0.033254	0.04666	0.03785	0.055731	0.03108	0.38796	0.76938	0.038594	0.032559	0.032848	0.02254	0.017804	0.040987	0.034288	0.041984	0.59558	0.025239
Meth__cg13799206__ASRGL1	0.095206	0.063399	0.164	0.020308	0.026843	0.95013	0.026953	0.030381	0.0427	0.027753	0.068293	0.038212	0.59316	0.46028	0.04461	0.025902	0.02817	0.13156	0.061462	0.50852	0.50466	0.49365	0.039805	0.023023	0.61518	0.047754	0.072302	0.04214	0.53225	0.034159	0.046228	0.025758	0.10298	0.026757	0.029112	0.0823	0.031937	0.030517	0.85533	0.032918
Meth__cg01555431__AKAP12	0.85979	0.13082	0.62169	0.062559	0.78183	0.8872	0.048574	0.29257	0.082846	0.092812	0.23604	0.066862	0.62416	0.20205	0.10368	0.062353	0.074953	0.25497	0.13808	0.88649	0.88202	0.78703	0.09297	0.84198	0.85168	0.85804	0.13139	0.077252	0.85312	0.56555	0.14228	0.071943	0.085334	0.060199	0.87831	0.44924	0.085628	0.082408	0.80761	0.092129
Meth__cg08675664__ALDH7A1	0.14198	0.066356	0.060548	0.12573	0.050203	0.061157	0.029625	0.70032	0.055282	0.064831	0.072447	0.026134	0.38095	0.18011	0.060894	0.058953	0.05799	0.11351	0.071636	0.091446	0.061238	0.099011	0.063634	0.095934	0.12685	0.059311	0.090109	0.054593	0.10335	0.060142	0.051032	0.057728	0.11879	0.11198	0.31554	0.068857	0.063204	0.064608	0.34641	0.090936
Meth__cg03243946__LDHB	0.81874	0.065801	0.78427	0.7515	0.083307	0.94948	0.30628	0.07513	0.12782	0.71975	0.06265	0.10425	0.51188	0.66662	0.13069	0.47424	0.049203	0.082998	0.093932	0.86189	0.81477	0.94008	0.082992	0.11502	0.094371	0.063979	0.58266	0.054674	0.92888	0.12366	0.065379	0.048668	0.060998	0.95878	0.18964	0.48413	0.077533	0.86306	0.22054	0.89466
Meth__cg00698688__SULT2B1	0.026749	0.020386	0.024451	0.017886	0.96551	0.020559	0.80999	0.022452	0.021309	0.022924	0.60353	0.024925	0.038878	0.015445	0.022802	0.39257	0.89617	0.020876	0.073799	0.015398	0.030008	0.024496	0.92752	0.020105	0.94436	0.037161	0.04262	0.94319	0.052209	0.032149	0.14658	0.26893	0.50361	0.037671	0.32866	0.12898	0.023746	0.038183	0.027322	0.030288
Meth__cg02741249__GGA2	0.045145	0.038013	0.035679	0.04747	0.073325	0.047561	0.055157	0.037863	0.032543	0.048704	0.038522	0.072461	0.07875	0.029085	0.044905	0.037316	0.039916	0.064992	0.036991	0.034673	0.038049	0.045691	0.051705	0.036422	0.084332	0.048257	0.091277	0.082397	0.09405	0.060665	0.073026	0.044688	0.63089	0.046834	0.046716	0.10111	0.050841	0.043973	0.07901	0.047699
Meth__cg24769045__TIPRL	0.052246	0.049955	0.053777	0.042379	0.041717	0.057065	0.027769	0.52405	0.047982	0.050235	0.04716	0.034884	0.087641	0.031039	0.045673	0.042691	0.038532	0.071773	0.041042	0.050135	0.078689	0.048417	0.047623	0.041491	0.13727	0.04701	0.067967	0.048578	0.081308	0.053349	0.091327	0.037507	0.03906	0.039062	0.036857	0.061836	0.046134	0.041681	0.055611	0.053076
Meth__cg03591238__ZNHIT2	0.11275	0.056289	0.17682	0.12037	0.13511	0.10447	0.054327	0.27574	0.10837	0.40369	0.14552	0.43171	0.12903	0.091531	0.092251	0.065458	0.10859	0.14562	0.068435	0.11627	0.12506	0.73992	0.077125	0.75405	0.16216	0.066739	0.14414	0.10038	0.096817	0.069877	0.10798	0.063379	0.10434	0.092963	0.26657	0.083402	0.56418	0.088141	0.15317	0.068402
Meth__cg07654934__LXN	0.28162	0.65417	0.19624	0.48811	0.90713	0.062351	0.52011	0.052002	0.068215	0.52379	0.89896	0.067149	0.81605	0.34616	0.35237	0.049567	0.11277	0.069308	0.88067	0.065195	0.057981	0.8992	0.47364	0.10524	0.17951	0.081334	0.059394	0.91204	0.86394	0.060179	0.11847	0.26883	0.86942	0.88333	0.90891	0.83605	0.0843	0.88144	0.27485	0.87017
Meth__cg24098951__LRP12	0.035533	0.029456	0.035194	0.030606	0.033884	0.036894	0.023146	0.027246	0.031211	0.12051	0.040672	0.035425	0.064507	0.053745	0.03985	0.033588	0.034001	0.096355	0.028026	0.26033	0.05662	0.16714	0.033756	0.036978	0.089224	0.042905	0.093959	0.032912	0.073189	0.39134	0.071133	0.042076	0.033963	0.034077	0.026614	0.053002	0.037424	0.038724	0.095905	0.031365
Meth__cg19275050__HAS2	0.43354	0.019343	0.26316	0.129	0.10065	0.10116	0.16978	0.10606	0.11744	0.07956	0.35488	0.41107	0.63309	0.22048	0.094167	0.46275	0.073354	0.11915	0.081527	0.30371	0.37045	0.8433	0.080453	0.29649	0.23492	0.12137	0.14373	0.073758	0.45524	0.19269	0.03687	0.094503	0.16642	0.32228	0.28856	0.18362	0.22275	0.15558	0.13096	0.22738
Meth__cg24371157__PDCD4	0.037293	0.036518	0.043776	0.034335	0.048147	0.046362	0.027611	0.036602	0.057385	0.062081	0.049714	0.054293	0.4906	0.12486	0.07121	0.048697	0.15137	0.06501	0.035686	0.039228	0.045381	0.22202	0.039812	0.058642	0.068499	0.04663	0.04699	0.051044	0.051958	0.099681	0.078257	0.025666	0.043668	0.1997	0.040118	0.051364	0.033665	0.032428	0.15849	0.035241
Meth__cg13439730__PRSS8	0.11971	0.072254	0.13242	0.12557	0.93763	0.12483	0.87432	0.19114	0.16018	0.12122	0.40299	0.12488	0.19898	0.055241	0.14417	0.11413	0.89927	0.084126	0.38476	0.1653	0.12464	0.12905	0.88716	0.12039	0.67306	0.16773	0.14146	0.89451	0.16918	0.19052	0.19468	0.25427	0.64737	0.069088	0.12349	0.2647	0.17126	0.14404	0.21047	0.13089
Meth__cg06637893__C16orf48	0.21008	0.76789	0.83007	0.14203	0.56719	0.20603	0.65219	0.51336	0.91211	0.67248	0.93503	0.26362	0.4846	0.11261	0.62562	0.52631	0.49265	0.068762	0.13773	0.74805	0.72663	0.29086	0.46503	0.19947	0.53457	0.074915	0.18371	0.091597	0.10079	0.40564	0.42195	0.047046	0.35463	0.097807	0.14454	0.090778	0.051441	0.053897	0.87181	0.041848
Meth__cg06437004__LDHB	0.71664	0.046459	0.58354	0.4522	0.045803	0.9131	0.021552	0.037061	0.031974	0.057247	0.047387	0.06485	0.56611	0.67372	0.047277	0.42439	0.038202	0.070586	0.030881	0.8885	0.89914	0.92063	0.051113	0.090638	0.061648	0.058185	0.13333	0.035697	0.86239	0.10152	0.1302	0.033337	0.037619	0.92681	0.03705	0.48461	0.041992	0.71358	0.10523	0.86612
Meth__cg03361068__TRIM9	0.053205	0.025567	0.34726	0.030048	0.022941	0.17252	0.11683	0.025973	0.033151	0.039274	0.061642	0.036842	0.32895	0.48727	0.029089	0.04464	0.026377	0.051163	0.025271	0.81623	0.38472	0.029857	0.051557	0.053914	0.82344	0.19485	0.062065	0.052903	0.48978	0.10095	0.039786	0.03363	0.038796	0.087456	0.031192	0.13742	0.02757	0.039998	0.099311	0.041536
Meth__cg07038887__BLMH	0.042832	0.031825	0.088872	0.024319	0.035491	0.056216	0.04504	0.10456	0.040657	0.051502	0.048534	0.08102	0.071635	0.30433	0.043347	0.037984	0.026928	0.096362	0.031252	0.03985	0.056679	0.040141	0.048737	0.61776	0.12369	0.038661	0.095513	0.034451	0.79848	0.040365	0.048213	0.036176	0.030929	0.12024	0.66729	0.0481	0.040471	0.045296	0.10511	0.043693
Meth__cg13794888__RNUT1	0.073685	0.070883	0.6934	0.30232	0.049213	0.074253	0.066705	0.098152	0.062044	0.069888	0.073051	0.03029	0.6326	0.56246	0.25742	0.062086	0.060068	0.11336	0.059598	0.61962	0.64267	0.14425	0.06178	0.054646	0.14743	0.62673	0.091897	0.052716	0.086771	0.053308	0.071663	0.052397	0.05947	0.26572	0.053678	0.10141	0.43058	0.056595	0.071679	0.058736
Meth__cg07014174__KRTAP11-1	0.80108	0.066227	0.61858	0.40092	0.083158	0.59849	0.2214	0.86289	0.34802	0.075982	0.69621	0.56912	0.16808	0.60216	0.30272	0.42553	0.2621	0.16827	0.086181	0.047993	0.10855	0.4179	0.099673	0.79426	0.17119	0.092457	0.10378	0.11318	0.25505	0.062227	0.087419	0.065658	0.11364	0.54941	0.094361	0.11243	0.06405	0.26889	0.3429	0.3176
Meth__cg11850311__ID1	0.042124	0.031663	0.031729	0.022262	0.020533	0.055341	0.035077	0.02166	0.03121	0.07981	0.040119	0.037707	0.052289	0.046641	0.027864	0.041797	0.021526	0.056222	0.025866	0.038424	0.096581	0.035551	0.033748	0.051224	0.093952	0.045086	0.044308	0.031577	0.041653	0.46702	0.066356	0.032719	0.052923	0.070782	0.038547	0.063502	0.060447	0.031708	0.12754	0.026214
Meth__cg13722123__GRM1	0.20062	0.064437	0.48291	0.15217	0.15279	0.41528	0.14542	0.49595	0.30261	0.081916	0.72913	0.10587	0.24535	0.079689	0.29997	0.31827	0.3195	0.15603	0.067488	0.16974	0.17702	0.80052	0.093652	0.37085	0.3185	0.11892	0.12372	0.15313	0.2694	0.13748	0.11808	0.1347	0.075909	0.10926	0.48428	0.14754	0.29361	0.091734	0.63078	0.098739
Meth__cg10000775__PDLIM3	0.10085	0.07331	0.067343	0.049562	0.074074	0.20677	0.088225	0.067272	0.059976	0.086449	0.068777	0.093427	0.13169	0.055191	0.064978	0.082386	0.064437	0.12872	0.063937	0.43301	0.083037	0.27536	0.072275	0.10832	0.28458	0.063634	0.12175	0.04919	0.40714	0.095089	0.1021	0.055893	0.041337	0.13616	0.077404	0.17207	0.078433	0.097419	0.16984	0.066831
Meth__cg24599739__DDT	0.026185	0.55288	0.97456	0.13907	0.031453	0.4202	0.034325	0.97818	0.12049	0.96723	0.028793	0.04171	0.95969	0.53901	0.37469	0.96726	0.025299	0.26369	0.60455	0.64339	0.96772	0.029468	0.55407	0.39723	0.048058	0.035868	0.055177	0.036279	0.047608	0.042648	0.43616	0.86588	0.020525	0.6929	0.018443	0.058155	0.035451	0.56346	0.58408	0.95016
Meth__cg02764897__KRTAP13-1	0.77202	0.099792	0.73457	0.37666	0.069961	0.628	0.29204	0.87395	0.84432	0.12011	0.56667	0.44359	0.23984	0.55132	0.57135	0.50193	0.061673	0.19529	0.1469	0.07763	0.14631	0.099328	0.096868	0.15364	0.099395	0.17239	0.16939	0.097342	0.15216	0.090422	0.22203	0.059292	0.12338	0.72685	0.13952	0.18671	0.087845	0.20924	0.54338	0.27829
Meth__cg17399352__SPHK1	0.037564	0.032704	0.042507	0.03123	0.030946	0.050149	0.021476	0.037321	0.035872	0.03214	0.039631	0.025571	0.064767	0.069061	0.033089	0.70433	0.031986	0.056715	0.033654	0.03511	0.029985	0.038237	0.028845	0.064477	0.04514	0.029618	0.081333	0.035758	0.068361	0.02783	0.068642	0.034264	0.029646	0.031955	0.26977	0.097951	0.036141	0.02974	0.064261	0.023694
Meth__cg09306675__EYA2	0.90949	0.073008	0.3481	0.066997	0.71775	0.73174	0.044629	0.53956	0.070186	0.10154	0.090197	0.052058	0.21565	0.17816	0.083301	0.34014	0.1896	0.13803	0.057715	0.90497	0.94582	0.3558	0.41425	0.71565	0.87472	0.068178	0.10091	0.062843	0.91869	0.058527	0.08712	0.1122	0.069378	0.30824	0.15213	0.088361	0.070535	0.49414	0.10651	0.18758
Meth__cg12686016__HOXA1	0.80485	0.032237	0.93569	0.56931	0.61786	0.83291	0.06225	0.18759	0.45043	0.32925	0.88937	0.14797	0.91832	0.12039	0.54258	0.06247	0.039137	0.46766	0.065561	0.62692	0.66958	0.7481	0.064754	0.96252	0.87415	0.5504	0.23071	0.037302	0.82584	0.27081	0.1316	0.04222	0.058564	0.82228	0.96006	0.39519	0.74449	0.58111	0.60455	0.7181
Meth__cg15305511__EVC2	0.0444	0.049507	0.13006	0.086679	0.43689	0.56967	0.10979	0.69158	0.12165	0.42168	0.069873	0.30475	0.39571	0.17272	0.26035	0.19398	0.068553	0.11403	0.064558	0.66871	0.86134	0.59221	0.16777	0.10047	0.11079	0.09734	0.10996	0.40042	0.098365	0.51165	0.071815	0.056832	0.066053	0.063624	0.36113	0.071203	0.056033	0.092766	0.3609	0.069661
Meth__cg13519373__IL8RA	0.65017	0.17646	0.76232	0.47924	0.041049	0.61609	0.13341	0.78401	0.54635	0.64313	0.091484	0.54679	0.51224	0.059573	0.33229	0.25267	0.17905	0.071901	0.049151	0.51974	0.56273	0.85261	0.04627	0.83729	0.087659	0.22136	0.44723	0.087348	0.45568	0.37073	0.24355	0.041414	0.10473	0.61995	0.669	0.14938	0.69893	0.20816	0.53381	0.23154
Meth__cg26918645__ZNF285	0.69723	0.021785	0.94102	0.1045	0.11059	0.95266	0.18936	0.92594	0.1298	0.10873	0.93409	0.024036	0.39523	0.65888	0.1126	0.15739	0.058445	0.11072	0.038429	0.43156	0.25036	0.57517	0.25496	0.074698	0.6185	0.15029	0.044258	0.14432	0.63967	0.10777	0.04203	0.032127	0.09688	0.13588	0.38799	0.16051	0.19274	0.15777	0.42846	0.21984
Meth__cg02849695__CCDC19	0.03696	0.044498	0.044958	0.038323	0.96989	0.039678	0.95152	0.74973	0.040082	0.058451	0.066084	0.080697	0.062919	0.030175	0.047777	0.050932	0.94473	0.07746	0.44781	0.041336	0.061758	0.05005	0.92494	0.027752	0.095631	0.071132	0.15041	0.94443	0.076439	0.047098	0.06606	0.28093	0.95477	0.040532	0.034612	0.099887	0.070497	0.042971	0.068163	0.046635
Meth__cg01663968__CTSZ	0.05678	0.042954	0.061075	0.73201	0.67571	0.059328	0.089664	0.31116	0.73933	0.36671	0.78695	0.056506	0.10379	0.42341	0.57354	0.65803	0.035074	0.11067	0.053656	0.94142	0.91087	0.14184	0.49429	0.063647	0.072266	0.064281	0.057491	0.039672	0.28843	0.057087	0.07678	0.057934	0.039768	0.56736	0.030465	0.082728	0.042172	0.077066	0.11649	0.05692
Meth__cg04941721__EREG	0.69144	0.46811	0.91797	0.5393	0.67003	0.66268	0.42795	0.96923	0.10874	0.054711	0.85909	0.029164	0.84721	0.72442	0.096567	0.771	0.046959	0.054205	0.27436	0.67625	0.8765	0.94669	0.80358	0.95751	0.058011	0.72758	0.049372	0.025292	0.42386	0.11952	0.063035	0.041262	0.025195	0.8057	0.66841	0.6134	0.15938	0.80307	0.25016	0.66823
Meth__cg27513764__EFCAB3	0.13327	0.10507	0.752	0.77174	0.11785	0.48836	0.18224	0.42416	0.42544	0.66018	0.10747	0.25763	0.4309	0.048188	0.36635	0.47842	0.76249	0.16384	0.087805	0.50367	0.38592	0.87314	0.057079	0.40452	0.27508	0.33272	0.15765	0.21222	0.089259	0.25916	0.20961	0.063388	0.12434	0.80139	0.39599	0.059429	0.16699	0.20509	0.54335	0.15379
Meth__cg23614979__NAV2	0.066831	0.06306	0.29357	0.11625	0.040339	0.59223	0.038781	0.048904	0.058711	0.87385	0.14444	0.042601	0.30526	0.4261	0.19056	0.041782	0.060536	0.09563	0.040008	0.81271	0.41345	0.056419	0.069758	0.11366	0.067404	0.14085	0.084446	0.04974	0.2202	0.13573	0.11451	0.040182	0.045818	0.038146	0.028196	0.096068	0.057895	0.050558	0.43728	0.053477
Meth__cg14314889__OR1E2	0.57682	0.033208	0.64087	0.03974	0.11834	0.15843	0.027847	0.23179	0.079042	0.063533	0.41599	0.55985	0.16041	0.054154	0.12291	0.23011	0.37169	0.14849	0.02276	0.10887	0.28114	0.85211	0.13736	0.39538	0.16138	0.035748	0.13947	0.050919	0.15532	0.054176	0.057372	0.032783	0.055291	0.29395	0.50192	0.045338	0.75214	0.21919	0.41288	0.047609
Meth__cg15568167__SAMD10	0.03503	0.084257	0.026699	0.029157	0.96322	0.029765	0.96268	0.034528	0.043389	0.02412	0.047556	0.057635	0.12426	0.032578	0.042258	0.026435	0.022526	0.088404	0.02497	0.022686	0.037988	0.034545	0.95152	0.020668	0.047123	0.05129	0.038219	0.12501	0.060122	0.036045	0.085026	0.096941	0.1434	0.0247	0.022507	0.035758	0.041184	0.027371	0.10781	0.029003
Meth__cg21921474__C1orf172	0.041113	0.022268	0.024842	0.028271	0.7456	0.027662	0.84942	0.017806	0.016768	0.035102	0.019289	0.040213	0.042295	0.02	0.021033	0.027296	0.14289	0.033184	0.17524	0.023904	0.024583	0.027994	0.95768	0.032106	0.92178	0.031797	0.029097	0.96419	0.04951	0.034465	0.045746	0.041259	0.9569	0.023044	0.016208	0.040304	0.056023	0.033708	0.054446	0.025672
Meth__cg12320306__ADM	0.020265	0.023163	0.034331	0.025123	0.026769	0.031921	0.0188	0.020584	0.029767	0.033761	0.047638	0.029344	0.082315	0.026077	0.099637	0.47816	0.028713	0.046734	0.033961	0.041025	0.46534	0.035961	0.027103	0.048098	0.044588	0.027962	0.039033	0.030502	0.12177	0.032824	0.045362	0.030182	0.023219	0.44664	0.028089	0.045691	0.034638	0.046596	0.27544	0.03597
Meth__cg25841987__C4orf18	0.15522	0.10476	0.13307	0.074338	0.11072	0.11811	0.17231	0.47238	0.12462	0.15346	0.097585	0.15925	0.16519	0.12848	0.10164	0.22344	0.076305	0.1528	0.10798	0.074028	0.11641	0.80167	0.11861	0.11314	0.17922	0.094531	0.27608	0.083932	0.10104	0.13681	0.21574	0.10681	0.1206	0.27015	0.5624	0.14392	0.15164	0.099174	0.52022	0.10229
Meth__cg02376703__EPHA1	0.05208	0.058166	0.054508	0.038427	0.5081	0.043358	0.27921	0.057901	0.054558	0.058448	0.040735	0.05529	0.11305	0.022049	0.061279	0.046489	0.048034	0.047358	0.043597	0.032219	0.054098	0.058939	0.055269	0.024481	0.33556	0.076585	0.084487	0.70441	0.098926	0.055521	0.099753	0.050258	0.049411	0.056678	0.073457	0.12939	0.062116	0.064134	0.11723	0.052697
Meth__cg14541950__HIST3H2BB	0.8408	0.02117	0.038824	0.021831	0.028831	0.70073	0.061701	0.019076	0.032297	0.030618	0.87104	0.043416	0.066984	0.023485	0.037135	0.029341	0.025547	0.055156	0.058134	0.025718	0.042264	0.038399	0.027092	0.94585	0.93356	0.035732	0.071758	0.036964	0.05335	0.04422	0.043285	0.027317	0.032874	0.94658	0.44888	0.042799	0.041097	0.029404	0.41586	0.027015
Meth__cg22374901__TESC	0.044337	0.038243	0.40528	0.25748	0.063486	0.88629	0.11893	0.7302	0.038204	0.039568	0.91139	0.1896	0.69537	0.067222	0.052804	0.059091	0.30593	0.1441	0.3871	0.10561	0.091574	0.43547	0.049762	0.11288	0.48576	0.07693	0.11239	0.046887	0.8538	0.57626	0.078453	0.0357	0.036605	0.058642	0.13799	0.068246	0.06202	0.048696	0.61372	0.044533
Meth__cg19843429__OSBPL3	0.045508	0.034982	0.49253	0.040724	0.032161	0.5657	0.0382	0.033012	0.028611	0.051974	0.04058	0.019838	0.21767	0.24488	0.039519	0.033226	0.034016	0.18982	0.029494	0.95866	0.95319	0.076406	0.03933	0.033716	0.07351	0.044205	0.056436	0.032468	0.075967	0.033192	0.068426	0.035642	0.024848	0.036571	0.026505	0.084487	0.039532	0.036396	0.52382	0.040813
Meth__cg19070873__C14orf132	0.070841	0.070288	0.077072	0.06808	0.11377	0.081274	0.036969	0.43701	0.34891	0.064803	0.072161	0.090052	0.18175	0.097313	0.32759	0.075678	0.065004	0.29358	0.078394	0.057915	0.077106	0.063985	0.057711	0.072208	0.76111	0.073846	0.10624	0.057288	0.11491	0.14192	0.073849	0.058398	0.07269	0.090874	0.077016	0.11308	0.074502	0.065245	0.13971	0.071564
Meth__cg04609859__HOXB4	0.93434	0.03755	0.64059	0.036734	0.031238	0.82236	0.11576	0.87354	0.48533	0.42034	0.32749	0.94638	0.73548	0.16273	0.41116	0.11962	0.030202	0.074571	0.44629	0.89809	0.69944	0.30421	0.28431	0.94034	0.75829	0.63583	0.04459	0.036976	0.48567	0.041697	0.070417	0.29009	0.21774	0.38674	0.048776	0.72442	0.10772	0.47201	0.31591	0.83944
Meth__cg05436231__CD164L2	0.036745	0.033462	0.97276	0.031019	0.97605	0.032285	0.9699	0.3342	0.02452	0.035896	0.032724	0.25671	0.058847	0.02565	0.028591	0.034449	0.97612	0.68014	0.59779	0.041168	0.028935	0.030263	0.92365	0.026628	0.92422	0.72805	0.047919	0.97416	0.90624	0.55065	0.11738	0.26959	0.49218	0.025109	0.025292	0.059684	0.040048	0.9676	0.93131	0.97134
Meth__cg21224049__ATP5I	0.10414	0.081666	0.11629	0.056037	0.06379	0.11607	0.037547	0.76259	0.068309	0.094463	0.11567	0.047651	0.13144	0.095295	0.10028	0.069536	0.092964	0.12025	0.28655	0.076926	0.11511	0.079723	0.11861	0.074742	0.093606	0.11971	0.13166	0.08479	0.19736	0.089208	0.076931	0.07133	0.076935	0.064002	0.06104	0.096316	0.071442	0.072792	0.15123	0.1106
Meth__cg09563216__C1orf51	0.051762	0.84003	0.90749	0.44628	0.26696	0.87614	0.71296	0.10091	0.04606	0.41537	0.32355	0.7672	0.81483	0.030188	0.046076	0.88922	0.20854	0.23304	0.51336	0.39009	0.13015	0.087154	0.86756	0.070247	0.81986	0.84827	0.15467	0.88197	0.49697	0.080471	0.65167	0.89177	0.78478	0.078771	0.29295	0.30253	0.8524	0.23105	0.11632	0.36535
Meth__cg04084157__VGF	0.096468	0.055263	0.089861	0.042585	0.044898	0.080985	0.028875	0.048595	0.24848	0.062039	0.10372	0.92626	0.19397	0.12265	0.23033	0.046732	0.059562	0.23951	0.87165	0.04824	0.096779	0.059002	0.064363	0.11056	0.88487	0.082092	0.098429	0.052972	0.88941	0.12509	0.0756	0.043426	0.059642	0.035773	0.067304	0.051869	0.063261	0.050518	0.23929	0.050005
Meth__cg09717545__KISS1R	0.13414	0.14981	0.46507	0.057166	0.30306	0.22449	0.41221	0.68559	0.09701	0.15493	0.94985	0.15988	0.77231	0.1312	0.11493	0.94259	0.13281	0.20515	0.44505	0.72296	0.22012	0.22793	0.94594	0.19202	0.88931	0.15292	0.092029	0.17519	0.28545	0.9415	0.20951	0.087722	0.12287	0.37296	0.68012	0.13199	0.09944	0.3763	0.17333	0.10577
Meth__cg04388983__P2RY2	0.14557	0.057278	0.042575	0.097409	0.9494	0.13256	0.70649	0.39442	0.061794	0.066231	0.85873	0.20275	0.12077	0.045102	0.067568	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.11884	0.86588	0.044526	0.11598	0.086735	0.1464	0.78777	0.15065	0.072275	0.095495	0.10455	0.91001	0.10889	0.082451	0.21605	0.093489	0.092204	0.13225	0.13243
Meth__cg08026144__PCSK5	0.074198	0.062046	0.079865	0.052849	0.05981	0.54397	0.1184	0.10539	0.074978	0.086678	0.069419	0.074764	0.23705	0.095082	0.10693	0.076087	0.056458	0.13753	0.066531	0.59688	0.51864	0.074306	0.064605	0.064311	0.12052	0.070415	0.089798	0.061644	0.13645	0.09307	0.10158	0.067478	0.068783	0.058572	0.063326	0.14558	0.077068	0.08149	0.14346	0.080531
Meth__cg07836370__GLTP	0.044944	0.045083	0.16144	0.052904	0.063889	0.059004	0.038382	0.046052	0.048627	0.06761	0.041173	0.086678	0.096755	0.031665	0.061816	0.048389	0.071374	0.074576	0.40135	0.085637	0.08971	0.12973	0.064575	0.14881	0.083941	0.076223	0.066547	0.055027	0.12398	0.11522	0.059821	0.034799	0.036111	0.26517	0.056391	0.062645	0.047005	0.057322	0.11469	0.04402
Meth__cg16731240__ZNF577	0.065407	0.067409	0.053108	0.055285	0.040916	0.97901	0.23411	0.6068	0.052363	0.97583	0.94899	0.034266	0.97442	0.98154	0.58254	0.08351	0.048582	0.10796	0.64957	0.53692	0.40531	0.079945	0.11767	0.048267	0.92334	0.069657	0.084606	0.088799	0.08269	0.084829	0.058144	0.059488	0.087137	0.98359	0.089254	0.92398	0.05449	0.76743	0.95371	0.44583
Meth__cg03167883__FLJ46365	0.78458	0.066197	0.77302	0.85591	0.057775	0.71062	0.20842	0.83098	0.048406	0.37563	0.78852	0.35561	0.53666	0.08947	0.065444	0.62875	0.07173	0.54714	0.039449	0.75058	0.68991	0.13063	0.060925	0.84019	0.15672	0.27013	0.14494	0.049871	0.5683	0.10283	0.11122	0.05162	0.059578	0.82152	0.76068	0.11388	0.59709	0.42627	0.54082	0.45067
Meth__cg00647741__ZNF274	0.094048	0.087222	0.095457	0.059116	0.63383	0.063288	0.59135	0.093117	0.097075	0.066983	0.16908	0.15848	0.16266	0.04859	0.10147	0.14764	0.12414	0.1383	0.092489	0.066869	0.10134	0.10332	0.20274	0.083835	0.21875	0.088331	0.070678	0.34864	0.14642	0.08288	0.11726	0.07767	0.16412	0.075439	0.1078	0.15912	0.10994	0.10486	0.098033	0.077823
Meth__cg14550518__ZNF659	0.28245	0.024115	0.65838	0.071339	0.026826	0.20037	0.10827	0.13258	0.10068	0.044228	0.12295	0.056957	0.16407	0.72334	0.074787	0.16814	0.046078	0.11533	0.12837	0.027735	0.039466	0.69865	0.27559	0.038355	0.72278	0.056937	0.17709	0.089286	0.77974	0.068888	0.052541	0.039221	0.029609	0.79925	0.13408	0.044002	0.037167	0.23984	0.14297	0.25774
Meth__cg14654926__FGF10	0.34621	0.017131	0.9593	0.27196	0.70783	0.9346	0.21421	0.97556	0.66922	0.055336	0.93356	0.55884	0.16017	0.93593	0.68151	0.89917	0.038637	0.11764	0.52021	0.16543	0.85302	0.86042	0.4775	0.51889	0.29758	0.88104	0.039888	0.35653	0.86513	0.12567	0.03353	0.034599	0.045523	0.92613	0.27703	0.043127	0.059183	0.85702	0.4735	0.89915
