Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19639622__GPM6A	0.025736	0.019451	0.24704	0.047739	0.041683	0.029123	0.024754	0.036557	0.051945	0.036287	0.11108	0.02787	0.32594	0.035717	0.051933	0.066993	0.019711	0.081609	0.030029	0.022447	0.024395	0.024884	0.041471	0.034084	0.040101	0.11904	0.021272	0.021731	0.27876	0.017777	0.10416	0.024354	0.063182	0.028534	0.020458	0.034679	0.026741
Meth__cg27446185__VTCN1	0.064035	0.07575	0.66634	0.13691	0.36496	0.066585	0.063648	0.46929	0.61385	0.083383	0.37938	0.71116	0.29433	0.042147	0.51467	0.18607	0.90075	0.40015	0.19673	0.4618	0.57115	0.22643	0.4642	0.16364	0.19023	0.18521	0.076313	0.048234	0.15368	0.34144	0.08575	0.15229	0.34561	0.080628	0.53039	0.050603	0.06785
Meth__cg13733733__LILRA3	0.44166	0.086809	0.82142	0.62473	0.15847	0.38345	0.15599	0.82919	0.059313	0.36677	0.72235	0.58258	0.42836	0.067732	0.078657	0.57432	0.40417	0.09125	0.056174	0.6171	0.67299	0.15724	0.13165	0.095363	0.10737	0.25767	0.10675	0.071553	0.083805	0.068766	0.51643	0.064733	0.39908	0.22434	0.50273	0.25434	0.21302
Meth__cg23844090__TMEM42	0.090696	0.69935	0.066568	0.05628	0.031806	0.76364	0.066152	0.042687	0.029409	0.0646	0.068975	0.055139	0.080315	0.025485	0.04667	0.038488	0.042508	0.069214	0.040406	0.04052	0.066286	0.085029	0.063539	0.64756	0.079112	0.080647	0.060089	0.035375	0.038265	0.19061	0.049747	0.041197	0.04614	0.70236	0.055303	0.47022	0.96491
Meth__cg22619018__CSMD1	0.98003	0.079817	0.9538	0.20423	0.066417	0.96309	0.96017	0.080606	0.083746	0.4605	0.95798	0.13745	0.44131	0.08359	0.097199	0.059949	0.57125	0.17925	0.022783	0.50299	0.56001	0.17837	0.83954	0.16573	0.38565	0.97032	0.069316	0.063107	0.093765	0.18178	0.58737	0.022703	0.52018	0.19493	0.39081	0.21346	0.29697
Meth__cg20420433__HLXB9	0.047722	0.32756	0.90087	0.22066	0.13299	0.90805	0.37057	0.56294	0.064093	0.48623	0.24034	0.94142	0.68498	0.068451	0.092267	0.80796	0.49582	0.3249	0.45518	0.080023	0.12474	0.91222	0.15035	0.10058	0.094471	0.049322	0.48493	0.10869	0.078449	0.53783	0.10234	0.3772	0.10385	0.080188	0.061715	0.12841	0.042652
Meth__cg09022808__GAL3ST1	0.60383	0.073743	0.87626	0.8694	0.54576	0.12929	0.49182	0.93312	0.11901	0.3581	0.21571	0.81284	0.74854	0.070677	0.078487	0.33611	0.75651	0.11084	0.042775	0.61612	0.62323	0.71326	0.12827	0.36105	0.06549	0.19813	0.11678	0.55692	0.42261	0.086492	0.45644	0.071664	0.19094	0.1268	0.71285	0.19396	0.12196
Meth__cg13778073__HSPA4	0.065864	0.065339	0.093098	0.058691	0.043055	0.048112	0.060986	0.052763	0.048026	0.079898	0.06225	0.046554	0.10503	0.058361	0.047629	0.048123	0.059225	0.13755	0.037197	0.048741	0.48169	0.055239	0.094212	0.065885	0.073692	0.10939	0.069737	0.05347	0.049303	0.04721	0.051934	0.049517	0.05464	0.0837	0.058243	0.050208	0.048414
Meth__cg10507961__MGC34732	0.035027	0.01667	0.027189	0.030874	0.028546	0.031449	0.037493	0.014883	0.032075	0.025975	0.031759	0.047485	0.07132	0.027911	0.027738	0.015594	0.015334	0.035618	0.017097	0.019177	0.022664	0.027919	0.038702	0.034358	0.04179	0.052617	0.040649	0.024291	0.02185	0.037589	0.019824	0.018826	0.026682	0.075618	0.017318	0.025338	0.034968
Meth__cg21360828__CENPA	0.1967	0.085288	0.36824	0.22229	0.048972	0.533	0.31791	0.17552	0.12118	0.064301	0.13811	0.27274	0.52492	0.12022	0.10097	0.22206	0.54317	0.096748	0.063619	0.066543	0.054887	0.51381	0.69872	0.25021	0.11102	0.11729	0.11067	0.058662	0.47476	0.16302	0.099069	0.14111	0.50108	0.13427	0.08476	0.081531	0.70725
Meth__cg11510839__OCA2	0.82435	0.04102	0.13143	0.85731	0.12395	0.22805	0.66691	0.27829	0.062013	0.67091	0.052233	0.16009	0.58989	0.070243	0.053539	0.053626	0.40291	0.14406	0.045198	0.46225	0.69744	0.058031	0.20357	0.45749	0.087326	0.7766	0.095632	0.038637	0.043539	0.41516	0.049595	0.18122	0.08487	0.15685	0.37232	0.32558	0.40364
Meth__cg04653308__PPP2R4	0.11889	0.10337	0.23153	0.111	0.301	0.68219	0.11429	0.60047	0.12361	0.22276	0.48858	0.68238	0.34509	0.091529	0.15534	0.40823	0.52885	0.13246	0.57075	0.32675	0.28407	0.73994	0.41105	0.17219	0.10304	0.12463	0.12452	0.20374	0.13461	0.41822	0.22229	0.12733	0.19544	0.19895	0.14034	0.11432	0.11508
Meth__cg00297584__FLJ42957	0.068555	0.050934	0.5641	0.68024	0.35158	0.066487	0.061862	0.4674	0.084554	0.086549	0.057106	0.16307	0.62407	0.030699	0.087054	0.075134	0.31746	0.1702	0.063205	0.060088	0.054098	0.063236	0.070898	0.42892	0.11635	0.87938	0.06476	0.05001	0.13507	0.085444	0.14108	0.11279	0.13774	0.057907	0.10765	0.62389	0.41665
Meth__cg25459778__CRAMP1L	0.038259	0.53957	0.037695	0.030516	0.028798	0.036856	0.92606	0.048349	0.03097	0.031686	0.031279	0.041699	0.052128	0.036485	0.03215	0.037158	0.025312	0.093049	0.033394	0.031364	0.039036	0.033616	0.096343	0.037855	0.13238	0.057121	0.065791	0.036018	0.032938	0.031069	0.033766	0.031363	0.95374	0.075596	0.037485	0.027071	0.038782
Meth__cg10749413__ABCA7	0.023317	0.02556	0.033142	0.025203	0.033583	0.02578	0.023929	0.018663	0.024121	0.020844	0.026975	0.085862	0.039233	0.018104	0.025657	0.022776	0.022831	0.053875	0.016511	0.019737	0.030639	0.11346	0.02826	0.025484	0.071206	0.04153	0.036892	0.028567	0.019416	0.026802	0.027251	0.029126	0.023002	0.02407	0.029124	0.029403	0.040837
Meth__cg16787600__SORCS3	0.94259	0.073766	0.21724	0.12988	0.46936	0.94294	0.88279	0.73819	0.25592	0.058595	0.83925	0.83805	0.78897	0.721	0.36962	0.095712	0.63859	0.091624	0.068447	0.94687	0.87868	0.18454	0.89459	0.81836	0.095854	0.92638	0.15118	0.069323	0.060157	0.11144	0.091159	0.62723	0.85142	0.88819	0.125	0.070409	0.091574
Meth__cg09906488__CAMK1D	0.035074	0.83977	0.96438	0.89301	0.43973	0.95403	0.037094	0.055848	0.027232	0.040909	0.88673	0.52529	0.95112	0.051376	0.053533	0.1471	0.031835	0.093605	0.11869	0.52868	0.42774	0.96971	0.68567	0.043194	0.046359	0.038143	0.60187	0.054072	0.031692	0.055881	0.91036	0.025401	0.84374	0.8078	0.34693	0.054375	0.7289
Meth__cg18059088__HS3ST1	0.061396	0.039229	0.066459	0.26774	0.29513	0.81221	0.64252	0.04517	0.056636	0.5033	0.47021	0.078181	0.066508	0.90293	0.05518	0.052386	0.14688	0.14957	0.045556	0.57899	0.12164	0.31061	0.14711	0.067196	0.56158	0.1233	0.1119	0.1193	0.056888	0.14656	0.045205	0.0458	0.77957	0.3315	0.045577	0.43439	0.53366
Meth__cg24642468__MGC33367	0.17444	0.056943	0.12312	0.74341	0.66744	0.075289	0.082155	0.096016	0.065761	0.22129	0.37405	0.1773	0.075897	0.095433	0.072137	0.068943	0.48779	0.1303	0.076711	0.44297	0.33232	0.09377	0.11093	0.072848	0.10182	0.27993	0.11388	0.31152	0.066395	0.070419	0.32362	0.32728	0.25109	0.13603	0.842	0.21095	0.14699
Meth__cg25589890__ULBP1	0.056146	0.041909	0.049916	0.051915	0.036247	0.93626	0.044792	0.040072	0.49535	0.032479	0.47047	0.031709	0.91516	0.037904	0.50606	0.56351	0.043169	0.069273	0.040628	0.042569	0.054173	0.038313	0.89611	0.042954	0.059274	0.080388	0.082562	0.036033	0.042197	0.52754	0.037413	0.041096	0.64778	0.074506	0.042673	0.043272	0.047862
Meth__cg15898840__IGFBP3	0.032175	0.03062	0.9864	0.038406	0.020063	0.026767	0.053513	0.032258	0.019318	0.067939	0.85913	0.058974	0.058712	0.72887	0.02423	0.026125	0.038422	0.043459	0.015511	0.90299	0.71196	0.019447	0.057064	0.88567	0.082194	0.80228	0.04259	0.030117	0.036687	0.8161	0.025539	0.019488	0.75182	0.86607	0.031362	0.042242	0.032715
Meth__cg07748017__PEX5	0.042515	0.042162	0.088967	0.083729	0.02706	0.044053	0.053742	0.11209	0.070064	0.43013	0.051444	0.032247	0.074265	0.05208	0.044166	0.033935	0.034199	0.085598	0.037711	0.031839	0.18866	0.18764	0.15249	0.078544	0.074867	0.068693	0.067526	0.037685	0.036306	0.042186	0.03485	0.033399	0.13913	0.096636	0.041263	0.043466	0.041258
Meth__cg07308943__FLJ20628	0.036066	0.034547	0.045047	0.044329	0.032067	0.25217	0.05228	0.028523	0.036549	0.036669	0.062892	0.028717	0.088464	0.039527	0.03618	0.047367	0.041605	0.076428	0.036259	0.030503	0.035051	0.034762	0.084247	0.040973	0.066507	0.055483	0.058457	0.031445	0.032788	0.044686	0.031561	0.032084	0.038078	0.05925	0.031838	0.04221	0.035023
Meth__cg17687962__KLK3	0.65265	0.016568	0.9567	0.96948	0.47005	0.22405	0.30346	0.95678	0.031575	0.59288	0.15276	0.92153	0.90168	0.028102	0.36043	0.82022	0.94326	0.021891	0.012768	0.92106	0.75123	0.26362	0.11229	0.70605	0.050115	0.60622	0.028889	0.033748	0.020734	0.025381	0.92614	0.13207	0.95762	0.086372	0.93971	0.27615	0.26295
Meth__cg25599242__RARRES3	0.33251	0.10668	0.12207	0.71295	0.40287	0.84402	0.16672	0.38036	0.082461	0.15473	0.55584	0.055647	0.085197	0.51953	0.088441	0.42097	0.13801	0.14261	0.22321	0.61071	0.63522	0.098644	0.55741	0.52893	0.10762	0.91717	0.12923	0.53775	0.53654	0.20434	0.10231	0.070813	0.12662	0.21508	0.11534	0.39962	0.65437
Meth__cg06940107__C21orf100	0.18767	0.075508	0.078745	0.18542	0.5252	0.28102	0.21691	0.87566	0.81948	0.35835	0.44743	0.1981	0.16071	0.25306	0.70708	0.64171	0.76755	0.16398	0.085128	0.071719	0.32565	0.16216	0.42077	0.51531	0.079646	0.30817	0.16649	0.073781	0.71389	0.32253	0.3782	0.10943	0.58805	0.16823	0.061394	0.4776	0.24814
Meth__cg20444256__CKM	0.22579	0.066365	0.20653	0.69877	0.239	0.32458	0.47305	0.88786	0.59083	0.11714	0.62306	0.74148	0.4648	0.046079	0.3283	0.50775	0.39171	0.091906	0.022029	0.38058	0.38725	0.61916	0.21918	0.18671	0.13038	0.17526	0.15681	0.2475	0.13165	0.033946	0.24499	0.064814	0.20606	0.15305	0.091372	0.10416	0.12821
Meth__cg01667702__TRAPPC1	0.056086	0.093665	0.067437	0.23535	0.12356	0.041146	0.096364	0.099384	0.42794	0.076868	0.14167	0.76621	0.082978	0.057922	0.26212	0.12527	0.053302	0.088277	0.05771	0.068763	0.049359	0.054223	0.051052	0.075316	0.065084	0.15968	0.082492	0.070067	0.11255	0.096967	0.059343	0.098483	0.060585	0.20306	0.094997	0.082504	0.063562
Meth__cg24691461__C20orf160	0.8394	0.079832	0.89401	0.89205	0.81992	0.17804	0.66995	0.77355	0.2566	0.40556	0.40246	0.73844	0.51108	0.033412	0.22119	0.51839	0.25019	0.058893	0.026793	0.7235	0.64773	0.23462	0.07731	0.67668	0.050079	0.079358	0.085586	0.048499	0.043172	0.039859	0.72586	0.0379	0.30904	0.078389	0.81796	0.48052	0.41438
Meth__cg05073845__FOXO1A	0.067445	0.025967	0.047699	0.054703	0.02831	0.28324	0.052258	0.050624	0.055148	0.036795	0.046699	0.017924	0.090665	0.025542	0.025521	0.033587	0.040273	0.06394	0.023389	0.029464	0.06072	0.04077	0.099342	0.057619	0.08402	0.086234	0.068714	0.037984	0.030303	0.025021	0.027182	0.027922	0.025329	0.080021	0.036882	0.035786	0.03915
Meth__cg03168582__DMRT1	0.98579	0.016823	0.35185	0.21206	0.65902	0.97659	0.98775	0.036713	0.015259	0.043789	0.63041	0.057578	0.90647	0.26717	0.022027	0.50788	0.21912	0.028658	0.013205	0.98999	0.98491	0.057128	0.81531	0.027772	0.027457	0.96845	0.03187	0.019083	0.38085	0.067916	0.086943	0.014286	0.95405	0.41517	0.73041	0.46002	0.91337
Meth__cg05989054__GAMT	0.053622	0.096064	0.58049	0.094304	0.066947	0.938	0.092937	0.97686	0.093064	0.056482	0.78996	0.8594	0.61074	0.036516	0.076389	0.71222	0.93312	0.26854	0.95589	0.74026	0.19151	0.92898	0.89647	0.14617	0.079221	0.061819	0.13506	0.49665	0.60321	0.95532	0.84564	0.11721	0.057638	0.1935	0.061422	0.064756	0.054482
Meth__cg05205664__UCP2	0.048833	0.050209	0.055604	0.17268	0.051534	0.53308	0.059087	0.03737	0.18104	0.040873	0.059234	0.30211	0.53041	0.036324	0.18618	0.071615	0.048495	0.10988	0.73665	0.062141	0.058892	0.61892	0.08648	0.061642	0.12611	0.084647	0.12412	0.24015	0.074901	0.072538	0.059242	0.046182	0.050626	0.10466	0.11408	0.05399	0.062003
Meth__cg00547789__RAB39B	0.45571	0.065511	0.9275	0.90559	0.073125	0.040321	0.90418	0.25461	0.048997	0.040751	0.89576	0.13005	0.85234	0.06364	0.25805	0.29611	0.31688	0.11554	0.36725	0.050847	0.052213	0.33548	0.81527	0.63551	0.10716	0.88848	0.080916	0.25624	0.033202	0.3333	0.11255	0.94546	0.93122	0.27802	0.50209	0.35981	0.041241
Meth__cg07997737__NRTN	0.16461	0.20494	0.47987	0.23982	0.15686	0.23703	0.12488	0.82267	0.10978	0.29868	0.84916	0.64207	0.68844	0.061492	0.098994	0.65751	0.66927	0.41086	0.053234	0.48228	0.47454	0.68617	0.16821	0.13173	0.13955	0.09283	0.3792	0.072664	0.052992	0.098102	0.71981	0.10466	0.27753	0.18228	0.067509	0.086437	0.10518
Meth__cg17710288__NPM3	0.11016	0.1261	0.21759	0.10602	0.11027	0.054491	0.10861	0.057854	0.091743	0.13579	0.1747	0.15485	0.80216	0.11579	0.23987	0.098165	0.10227	0.15493	0.11954	0.074062	0.07354	0.072596	0.071213	0.06584	0.19888	0.14697	0.18954	0.076607	0.084053	0.093909	0.093259	0.70425	0.090115	0.11316	0.11169	0.9156	0.87684
Meth__cg24176563__EYA4	0.54329	0.05261	0.93914	0.56507	0.038745	0.55589	0.90317	0.95479	0.04562	0.9548	0.055691	0.32932	0.46079	0.87674	0.22987	0.11573	0.44633	0.11677	0.11541	0.90214	0.61711	0.045827	0.58573	0.24524	0.080306	0.95581	0.13066	0.059728	0.05876	0.56251	0.046048	0.52147	0.95914	0.92552	0.91407	0.10439	0.089605
Meth__cg16929104__GDF15	0.073132	0.089252	0.94296	0.24301	0.21201	0.71202	0.25029	0.91744	0.67508	0.085135	0.34471	0.60129	0.12359	0.098706	0.63676	0.57834	0.94069	0.66578	0.6374	0.087285	0.070468	0.81036	0.13605	0.23204	0.079916	0.13956	0.15338	0.092354	0.13364	0.060709	0.061211	0.076772	0.060519	0.11661	0.085255	0.14252	0.20913
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.059693	0.12062	0.031701	0.46022	0.19568	0.55807	0.039026	0.044123	0.42277	0.022518	0.076737	0.051727	0.049025	0.053085	0.076754	0.10225	0.08566	0.42784	0.48116	0.047024	0.66994	0.039479	0.065677	0.91688	0.069801	0.042698	0.071433	0.14355	0.030383	0.030877	0.075516	0.1174	0.064703	0.44524	0.33317
Meth__cg08800033__CETN2	0.57626	0.09642	0.11183	0.14304	0.19934	0.044644	0.12809	0.69356	0.087507	0.097967	0.13646	0.33611	0.21063	0.059097	0.10016	0.257	0.34402	0.101	0.14213	0.083447	0.074895	0.20339	0.13421	0.074832	0.27354	0.27839	0.28211	0.43589	0.05696	0.30448	0.10064	0.084669	0.12612	0.27883	0.66982	0.26299	0.12634
Meth__cg16168311__APOA1BP	0.06511	0.022157	0.1571	0.14415	0.085667	0.073387	0.07233	0.88964	0.076569	0.17188	0.07316	0.11225	0.22703	0.050888	0.074836	0.068097	0.093374	0.053693	0.023383	0.10088	0.13527	0.16032	0.064622	0.1014	0.061848	0.078878	0.066501	0.047527	0.027192	0.029414	0.067247	0.029952	0.03515	0.061897	0.11223	0.041714	0.030127
Meth__cg03663715__FOXD1	0.33888	0.056172	0.078914	0.08391	0.078828	0.50435	0.64109	0.18481	0.10438	0.039977	0.19204	0.11486	0.61216	0.4236	0.08273	0.17635	0.071999	0.060355	0.065231	0.22268	0.37503	0.2195	0.90031	0.037842	0.60955	0.50537	0.16409	0.03587	0.040601	0.157	0.062828	0.029831	0.89915	0.36997	0.041971	0.03978	0.064947
Meth__cg10301990__UBXD6	0.057272	0.053883	0.6109	0.19846	0.11042	0.30804	0.073521	0.16961	0.16671	0.096185	0.20936	0.23339	0.20572	0.1484	0.1599	0.10314	0.77876	0.18556	0.070806	0.097011	0.07035	0.21137	0.66116	0.36199	0.10003	0.08766	0.061687	0.30287	0.077175	0.067786	0.095939	0.084485	0.10174	0.08961	0.070281	0.063254	0.053909
SNP__C6orf142	0.009	1.173	-0.215	1.823	-0.608	1.949	1.676	1.548	-0.236	-1.374	2.177	0.02	1.728	0.706	1.688	1.511	-0.392	2.174	0.149	1.363	0.084	2.165	-0.129	0.392	0.246	-0.056	1.373	0.473	2.372	0.017	1.813	0.346	-2.114	2.116	0.062	-0.222	-0.379
Meth__cg05839235__NPR3	0.94423	0.69438	0.96745	0.18726	0.18034	0.9	0.51399	0.074024	0.074166	0.36121	0.41251	0.52018	0.48438	0.074671	0.056807	0.9577	0.044466	0.10347	0.39893	0.97492	0.96997	0.10205	0.93935	0.11051	0.35804	0.88617	0.48394	0.062261	0.037313	0.52794	0.049904	0.026498	0.59615	0.58132	0.099142	0.5614	0.81469
Meth__cg14594876__SNTA1	0.066325	0.063574	0.084937	0.33753	0.029989	0.056623	0.069167	0.033383	0.096744	0.07417	0.068984	0.058042	0.15218	0.047221	0.081256	0.073119	0.48011	0.099815	0.035336	0.042307	0.064786	0.075989	0.12449	0.056256	0.094219	0.19021	0.10858	0.040412	0.040197	0.27748	0.032179	0.028568	0.11817	0.11132	0.12028	0.053782	0.072956
Meth__cg04733302__TTC18	0.067138	0.030458	0.094873	0.0866	0.085997	0.065968	0.11834	0.88023	0.05178	0.082706	0.093983	0.1956	0.15077	0.04637	0.05982	0.074523	0.075105	0.11223	0.070866	0.067636	0.082955	0.24824	0.10884	0.07829	0.12748	0.1743	0.063786	0.38476	0.070754	0.07079	0.058107	0.067568	0.095089	0.23301	0.068988	0.067047	0.048474
Meth__cg23652631__SPATA1	0.043695	0.031699	0.11226	0.052689	0.044969	0.037999	0.10383	0.09725	0.048091	0.056939	0.053471	0.56081	0.09493	0.042941	0.086918	0.035719	0.03562	0.071814	0.10697	0.067517	0.040579	0.054549	0.082831	0.057023	0.094693	0.081725	0.042417	0.045494	0.039989	0.13528	0.049013	0.0362	0.046796	0.12545	0.069976	0.063468	0.060888
Meth__cg21426387__SNN	0.51436	0.21108	0.94081	0.03484	0.031247	0.030406	0.071164	0.062651	0.030324	0.041799	0.032196	0.13244	0.041576	0.036072	0.04204	0.04171	0.20873	0.10459	0.026737	0.65668	0.54685	0.035752	0.95546	0.039344	0.053504	0.60759	0.11977	0.023182	0.023429	0.047004	0.062099	0.021896	0.22807	0.17078	0.028576	0.030812	0.029179
Meth__cg18660898__MLLT11	0.042939	0.075473	0.06451	0.26911	0.16521	0.51768	0.22381	0.71899	0.50656	0.21815	0.1714	0.75202	0.10179	0.14411	0.49552	0.846	0.23616	0.13019	0.055829	0.15139	0.16623	0.89183	0.29058	0.042265	0.26137	0.048133	0.073231	0.56967	0.7985	0.093222	0.02853	0.3749	0.12529	0.057829	0.59285	0.055004	0.050529
Meth__cg02668984__PDK2	0.028124	0.052747	0.044305	0.0332	0.030123	0.04102	0.035496	0.03227	0.030812	0.03885	0.10916	0.089036	0.63646	0.022498	0.040389	0.047431	0.024275	0.083749	0.025292	0.023667	0.033339	0.10998	0.038153	0.030516	0.047041	0.05475	0.06586	0.043535	0.033538	0.042318	0.038613	0.030346	0.029191	0.084296	0.046827	0.037716	0.030087
Meth__cg06990379__DPYD	0.040294	0.025609	0.037211	0.035404	0.043843	0.026468	0.035973	0.045565	0.035158	0.029722	0.040716	0.022626	0.05327	0.015536	0.037616	0.092279	0.029109	0.060263	0.022781	0.12505	0.029073	0.027953	0.038346	0.030127	0.062293	0.068415	0.027419	0.021073	0.024438	0.028789	0.239	0.021543	0.1444	0.06948	0.040874	0.040348	0.035163
Meth__cg07711097__GML	0.10916	0.044799	0.81316	0.9413	0.90593	0.21173	0.39699	0.91371	0.15597	0.69177	0.85139	0.7763	0.74063	0.020881	0.19562	0.56019	0.81812	0.071994	0.016556	0.81592	0.79967	0.94323	0.34313	0.80075	0.047148	0.61889	0.049251	0.042108	0.049564	0.042415	0.82483	0.033448	0.81052	0.089895	0.28551	0.075805	0.074219
Meth__cg20141013__PRO0149	0.069009	0.071187	0.038118	0.039338	0.030798	0.033504	0.056637	0.068001	0.029382	0.039443	0.051226	0.059938	0.047972	0.54216	0.04484	0.03937	0.039098	0.11211	0.03122	0.038523	0.055199	0.055533	0.062323	0.048083	0.043532	0.077384	0.066573	0.037234	0.034278	0.045628	0.037482	0.032989	0.033282	0.051601	0.03928	0.037066	0.04458
Meth__cg07017477__THEM4	0.089527	0.082648	0.11256	0.3779	0.051138	0.97404	0.07852	0.18118	0.55421	0.050499	0.099522	0.031753	0.059076	0.1465	0.57613	0.044125	0.069562	0.11334	0.03855	0.065162	0.098797	0.087851	0.064998	0.084305	0.079942	0.692	0.12539	0.043447	0.043007	0.046191	0.06356	0.05885	0.85043	0.1823	0.059359	0.33762	0.62824
Meth__cg27016990__KCNQ3	0.06018	0.013135	0.9908	0.013717	0.0089426	0.95047	0.58623	0.54976	0.012177	0.013215	0.01693	0.057715	0.50376	0.043626	0.014877	0.028787	0.050753	0.020882	0.0083918	0.51328	0.028333	0.04695	0.91569	0.12061	0.058531	0.98172	0.020972	0.0085607	0.015077	0.23414	0.0086112	0.008969	0.18625	0.11497	0.017518	0.013704	0.014257
Meth__cg06377278__RUNX3	0.98513	0.016959	0.016639	0.68245	0.68436	0.98398	0.9832	0.024367	0.015765	0.6888	0.020867	0.020577	0.39004	0.55235	0.014271	0.97467	0.012596	0.018544	0.79629	0.99109	0.98699	0.027245	0.97563	0.0209	0.13676	0.97227	0.023592	0.013309	0.014508	0.032304	0.012055	0.010461	0.99104	0.97405	0.98027	0.60776	0.65041
Meth__cg12936220__RPL26L1	0.035328	0.023093	0.84422	0.46603	0.08962	0.31233	0.58033	0.62399	0.21581	0.27379	0.069872	0.17889	0.3635	0.051529	0.17054	0.083364	0.35633	0.41033	0.92704	0.059726	0.032427	0.03554	0.049548	0.038371	0.14083	0.072628	0.038018	0.1816	0.06003	0.87654	0.040011	0.061124	0.02956	0.045943	0.030024	0.82511	0.67378
Meth__cg13323474__TTC18	0.065403	0.050665	0.070834	0.051438	0.046778	0.045007	0.059374	0.93053	0.050594	0.056243	0.068481	0.14759	0.084144	0.064178	0.059623	0.055429	0.047321	0.089379	0.053423	0.074221	0.059439	0.47093	0.065562	0.052252	0.069567	0.10632	0.073135	0.28114	0.049735	0.065638	0.046891	0.054234	0.053328	0.07042	0.058275	0.051985	0.062331
SNP__ZPBP2	0.376	1.965	-0.203	1.862	0.242	-0.07	0.096	-0.423	-0.199	-0.411	-0.318	0.43	2.696	1.905	-0.04	0.207	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	-0.32	-0.363	-0.144	0.294	2.132	-0.034	0.021
Meth__cg08942875__OCIAD2	0.067471	0.041447	0.12451	0.046871	0.03278	0.71556	0.049001	0.049346	0.02882	0.033582	0.10426	0.058834	0.096123	0.027846	0.036328	0.051815	0.066334	0.074235	0.51544	0.050305	0.052846	0.13802	0.078126	0.044211	0.07579	0.074273	0.071624	0.056306	0.031321	0.059224	0.15112	0.032175	0.027914	0.04127	0.049782	0.028823	0.039412
Meth__cg00750606__CDA	0.10318	0.045827	0.45397	0.57017	0.31393	0.035957	0.096597	0.95213	0.031201	0.078636	0.05147	0.32083	0.85234	0.022681	0.034536	0.13324	0.071177	0.038971	0.019841	0.25639	0.34309	0.054719	0.12377	0.049706	0.051556	0.10689	0.030739	0.040583	0.036845	0.07249	0.51072	0.04751	0.41501	0.063942	0.36087	0.047589	0.05244
Meth__cg18943599__SSTR2	0.040493	0.023857	0.13093	0.034889	0.032445	0.3702	0.039793	0.93433	0.035085	0.033553	0.40912	0.3142	0.1537	0.03192	0.048792	0.15873	0.032658	0.25835	0.034598	0.030772	0.041289	0.16461	0.36571	0.033105	0.064188	0.060475	0.090113	0.19683	0.038453	0.029847	0.048057	0.022414	0.086391	0.055878	0.034465	0.04643	0.040769
Meth__cg20033731__CACNA1C	0.04062	0.031606	0.91894	0.072108	0.12115	0.041058	0.59817	0.054364	0.028309	0.025335	0.25824	0.081448	0.56971	0.0453	0.048757	0.091883	0.031026	0.10325	0.12007	0.10176	0.039797	0.043178	0.7426	0.058842	0.049813	0.86131	0.055853	0.026791	0.061436	0.031076	0.34304	0.038869	0.44491	0.080981	0.4136	0.16111	0.1269
Meth__cg11648289__EN2	0.41535	0.024196	0.036987	0.051048	0.026702	0.95345	0.87022	0.61295	0.31293	0.029082	0.33257	0.052022	0.26502	0.59713	0.19343	0.035601	0.023332	0.057983	0.06395	0.21821	0.22088	0.047189	0.70672	0.86705	0.053271	0.90459	0.060351	0.026564	0.022548	0.043228	0.027326	0.025365	0.36756	0.73945	0.94159	0.071676	0.14375
Meth__cg19434066__ANAPC5	0.038201	0.040244	0.059417	0.044384	0.029811	0.038931	0.047443	0.51812	0.042753	0.038471	0.043545	0.069718	0.10646	0.027247	0.041267	0.032974	0.031772	0.091481	0.040646	0.059509	0.043829	0.044705	0.056646	0.039526	0.060847	0.069785	0.090174	0.042234	0.031085	0.039371	0.040314	0.039116	0.032739	0.061776	0.040319	0.041142	0.045
Meth__cg11009736__MARCO	0.7946	0.15517	0.83338	0.86937	0.814	0.099822	0.37041	0.84742	0.87405	0.27409	0.26577	0.78835	0.65143	0.096534	0.68289	0.80658	0.4041	0.55806	0.1399	0.16317	0.32106	0.14039	0.092022	0.15352	0.13977	0.17827	0.42683	0.099169	0.21964	0.26835	0.23179	0.12164	0.21133	0.17632	0.81256	0.39554	0.26786
Meth__cg12167239__SLC25A1	0.034986	0.05488	0.041002	0.65455	0.032978	0.054008	0.035378	0.1509	0.027802	0.042114	0.031796	0.079957	0.2599	0.023419	0.034052	0.029524	0.038	0.064036	0.084563	0.029622	0.035388	0.81515	0.057847	0.033865	0.055095	0.087082	0.080557	0.026309	0.022515	0.027257	0.044246	0.072102	0.027535	0.047164	0.039258	0.024372	0.028811
