Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg05472874__SULT4A1	0.49123	0.041662	0.044757	0.19498	0.045082	0.025783	0.95879	0.34824	0.026995	0.036507	0.031342	0.093284	0.55127	0.15933	0.23071	0.039873	0.031849	0.056776	0.41749	0.97946	0.97727	0.53656	0.94193	0.89912	0.060984	0.92013	0.05074	0.035115	0.3844	0.040775	0.035097	0.02281	0.023489	0.96076	0.03883	0.036223	0.029095
Meth__cg07596494__KIF3C	0.048135	0.40926	0.076203	0.07482	0.042526	0.030989	0.23079	0.041296	0.031767	0.053311	0.044344	0.2067	0.3556	0.056837	0.052408	0.040678	0.029035	0.18653	0.088987	0.13788	0.061855	0.040309	0.13151	0.045577	0.084476	0.10444	0.12982	0.028713	0.027589	0.041238	0.083524	0.12024	0.88642	0.070772	0.040264	0.27147	0.13597
Meth__cg01851385__CLCN4	0.38495	0.083991	0.1556	0.085001	0.089088	0.15873	0.14376	0.56482	0.24625	0.11858	0.11858	0.28264	0.13463	0.080426	0.19848	0.45372	0.083712	0.24138	0.12816	0.11909	0.12598	0.39723	0.19694	0.094779	0.14323	0.24821	0.16441	0.4461	0.15115	0.72041	0.11047	0.12975	0.76486	0.267	0.083582	0.13959	0.13544
Meth__cg09229960__EMD	0.66903	0.031925	0.03081	0.051031	0.62328	0.017799	0.036934	0.54629	0.026099	0.73133	0.040569	0.06439	0.066885	0.022903	0.029228	0.59026	0.58122	0.14771	0.031828	0.025087	0.030224	0.75583	0.056249	0.028426	0.11879	0.33743	0.043989	0.68559	0.014	0.73464	0.021886	0.031358	0.32617	0.14551	0.78475	0.5802	0.029824
Meth__cg02551396__JPH2	0.028533	0.031363	0.023835	0.37793	0.088274	0.022883	0.68567	0.035014	0.033328	0.025352	0.023076	0.021135	0.070173	0.030495	0.029648	0.026398	0.02623	0.045887	0.022569	0.56762	0.89965	0.029685	0.027605	0.17768	0.026526	0.36801	0.048439	0.028486	0.019049	0.027944	0.57529	0.021973	0.021251	0.028019	0.029047	0.18968	0.83759
Meth__cg24599942__SLD5	0.074798	0.071317	0.2349	0.5758	0.19039	0.11383	0.099073	0.26894	0.10129	0.064052	0.51275	0.11334	0.10889	0.056661	0.086632	0.069798	0.14343	0.23481	0.056722	0.058158	0.15004	0.093454	0.090016	0.087992	0.78427	0.090851	0.11583	0.069656	0.35875	0.093046	0.32049	0.27208	0.067509	0.1382	0.09727	0.20198	0.12807
Meth__cg01124420__EDAR	0.026976	0.020655	0.24843	0.17069	0.041342	0.060678	0.052899	0.95085	0.090051	0.032888	0.17397	0.044727	0.41504	0.027805	0.0659	0.52541	0.025934	0.092154	0.021796	0.037408	0.034573	0.45909	0.06687	0.11133	0.047798	0.061634	0.049651	0.33316	0.036383	0.028086	0.4661	0.026851	0.23182	0.11435	0.029316	0.033753	0.054907
Meth__cg23495733__CPNE8	0.96102	0.66487	0.032168	0.96649	0.96414	0.87961	0.96611	0.025682	0.031934	0.96171	0.96676	0.072691	0.93718	0.97345	0.31012	0.92961	0.04976	0.076149	0.05632	0.96471	0.96172	0.04194	0.088321	0.96159	0.060316	0.89087	0.36192	0.033105	0.16761	0.035245	0.49589	0.029701	0.93378	0.81228	0.65649	0.93366	0.964
Meth__cg13676215__AHR	0.061177	0.029325	0.1844	0.13172	0.07064	0.04924	0.1732	0.10947	0.65804	0.062758	0.088562	0.11166	0.089719	0.035959	0.53676	0.066714	0.078289	0.061636	0.048017	0.055473	0.073671	0.15376	0.10571	0.081769	0.11998	0.089414	0.051548	0.062852	0.45087	0.071659	0.12299	0.12648	0.06815	0.081058	0.0585	0.065727	0.049481
Meth__cg10575414__RTDR1	0.060674	0.051284	0.10914	0.053493	0.047482	0.86288	0.056212	0.045189	0.044393	0.058444	0.116	0.43114	0.44684	0.047311	0.055446	0.12299	0.075492	0.1459	0.041051	0.051616	0.072881	0.070783	0.11548	0.058519	0.062551	0.060481	0.069422	0.045104	0.045716	0.045533	0.05207	0.055599	0.17368	0.074931	0.049879	0.053813	0.14299
Meth__cg02153528__OBFC2B	0.029414	0.022253	0.037072	0.27399	0.08141	0.11467	0.031089	0.038044	0.077806	0.66272	0.072099	0.34082	0.18068	0.04044	0.058873	0.030377	0.11858	0.055284	0.01904	0.035849	0.046251	0.3358	0.27708	0.13522	0.07248	0.055927	0.032783	0.047599	0.024598	0.026249	0.14881	0.044885	0.018573	0.066737	0.41963	0.040843	0.023071
Meth__cg17285325__ECGF1	0.090872	0.0359	0.46101	0.80506	0.070178	0.94767	0.20092	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.93456	0.057912	0.94795	0.15067	0.088726	0.72823	0.96581	0.94062	0.18352	0.91781	0.86329	0.089991	0.069192	0.097944	0.062785	0.046317	0.048651	0.27217	0.068705	0.033006	0.10741	0.058711	0.0654	0.062718
Meth__cg11245384__PDYN	0.86312	0.066053	0.90805	0.89532	0.88465	0.094195	0.26345	0.76342	0.073097	0.066185	0.77291	0.90333	0.85056	0.029049	0.060988	0.46021	0.80444	0.054863	0.030367	0.63045	0.72225	0.31964	0.062818	0.65494	0.044724	0.65352	0.061499	0.49019	0.052625	0.23523	0.87577	0.15212	0.4575	0.11088	0.77727	0.40554	0.67478
Meth__cg06677140__MSX1	0.090008	0.070709	0.929	0.42789	0.64942	0.053606	0.83146	0.87344	0.16341	0.094186	0.072578	0.30675	0.85758	0.90007	0.5827	0.84751	0.076985	0.11198	0.30311	0.73661	0.72921	0.14692	0.89826	0.5848	0.11486	0.86694	0.085137	0.036591	0.038725	0.03777	0.062238	0.052736	0.11774	0.047651	0.047814	0.51565	0.32457
Meth__cg02784848__FLJ22688	0.086991	0.045203	0.07758	0.094762	0.076213	0.043264	0.05595	0.035106	0.058031	0.058999	0.85867	0.0649	0.37245	0.029844	0.058522	0.066187	0.22764	0.071034	0.039111	0.063511	0.064568	0.095059	0.084259	0.063739	0.082369	0.096275	0.11153	0.069113	0.051013	0.054653	0.070893	0.10845	0.082273	0.15043	0.045929	0.057169	0.051463
Meth__cg09584711__HPR	0.77051	0.089388	0.88126	0.71797	0.63843	0.52147	0.55725	0.91493	0.65498	0.07858	0.15506	0.47676	0.62168	0.0414	0.41822	0.27278	0.66265	0.10483	0.093784	0.095748	0.12054	0.044419	0.14775	0.070423	0.095369	0.19761	0.11937	0.063431	0.18472	0.15061	0.7899	0.042358	0.36089	0.08937	0.75208	0.35101	0.28362
Meth__cg16293088__NF2	0.056414	0.051903	0.082398	0.048775	0.064123	0.053973	0.05532	0.057548	0.051185	0.056121	0.056831	0.088646	0.063631	0.041832	0.069835	0.057489	0.050108	0.10494	0.048785	0.051783	0.061543	0.060626	0.11229	0.0532	0.073271	0.10142	0.073052	0.050389	0.036224	0.044357	0.049674	0.046848	0.05286	0.11122	0.059826	0.049232	0.055325
Meth__cg00728602__C6orf27	0.041176	0.021055	0.044038	0.50642	0.042292	0.46772	0.052567	0.032551	0.017423	0.31027	0.28674	0.028969	0.057646	0.12431	0.027004	0.044103	0.019905	0.03172	0.020783	0.10466	0.064861	0.090871	0.067717	0.63547	0.097423	0.74781	0.077064	0.016863	0.02022	0.029141	0.25084	0.037497	0.01598	0.061995	0.028333	0.56321	0.044319
Meth__cg18350458__EIF4EBP1	0.033124	0.57413	0.05099	0.046999	0.017513	0.025882	0.039434	0.029346	0.30235	0.039715	0.037883	0.053053	0.095788	0.015322	0.26294	0.035889	0.02963	0.15715	0.020221	0.02815	0.06474	0.036233	0.084746	0.035039	0.099478	0.079199	0.10092	0.029345	0.031304	0.02899	0.039673	0.036223	0.022021	0.091939	0.034118	0.026793	0.029439
Meth__cg09429185__ZNF286	0.025828	0.043045	0.13187	0.41319	0.016989	0.029436	0.025918	0.028083	0.11743	0.030392	0.026659	0.086336	0.090006	0.02299	0.084264	0.024733	0.019919	0.11676	0.025757	0.045228	0.035548	0.046458	0.54632	0.037472	0.033546	0.10111	0.025796	0.03025	0.043827	0.032096	0.021448	0.02954	0.10026	0.05184	0.031805	0.029209	0.021185
Meth__cg14213620__DFFB	0.033117	0.025013	0.053528	0.03573	0.022427	0.026544	0.034507	0.50905	0.027586	0.032142	0.035677	0.03014	0.060045	0.019268	0.024875	0.027141	0.028048	0.04737	0.020197	0.018446	0.045558	0.041858	0.044372	0.040375	0.077448	0.053104	0.024739	0.023014	0.020055	0.021855	0.027693	0.020165	0.019569	0.061007	0.041229	0.040391	0.041709
Meth__cg04388983__P2RY2	0.14557	0.057278	0.11754	0.042575	0.097409	0.9494	0.13256	0.39442	0.061794	0.066231	0.85873	0.20275	0.12077	0.045102	0.067568	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.86588	0.11598	0.086735	0.1464	0.15065	0.095495	0.10455	0.049822	0.91001	0.10889	0.048928	0.082451	0.21605	0.093489	0.092204	0.13243
Meth__cg10662787__LGTN	0.020649	0.01751	0.022864	0.33387	0.020456	0.76597	0.029886	0.018191	0.056888	0.025099	0.021579	0.028774	0.069191	0.014984	0.04731	0.032796	0.017621	0.02794	0.020131	0.015775	0.023455	0.026002	0.05993	0.025171	0.031842	0.034682	0.025721	0.021215	0.028285	0.024066	0.15867	0.025691	0.029298	0.095183	0.02241	0.024299	0.020591
Meth__cg26415633__KLK1	0.30214	0.032941	0.74921	0.84452	0.56845	0.13461	0.20517	0.86227	0.038336	0.32002	0.31383	0.79195	0.64356	0.022639	0.036506	0.43373	0.3614	0.051494	0.027902	0.55449	0.57178	0.17863	0.1106	0.2306	0.059011	0.20637	0.062562	0.37238	0.049292	0.070925	0.70783	0.093793	0.54378	0.23353	0.68988	0.13359	0.2081
Meth__cg07879727__WNT3	0.1148	0.052474	0.57425	0.55782	0.24624	0.90415	0.08437	0.36275	0.042752	0.068102	0.89032	0.66031	0.62996	0.041319	0.047063	0.49488	0.50763	0.090893	0.063213	0.27018	0.55562	0.88899	0.54853	0.29999	0.085743	0.86583	0.078588	0.44838	0.041954	0.063796	0.20933	0.027939	0.24238	0.05545	0.87737	0.13921	0.14641
Meth__cg09522147__KRT7	0.071048	0.069625	0.10731	0.062644	0.048602	0.94306	0.17369	0.055719	0.063485	0.93289	0.22515	0.042965	0.099001	0.10282	0.059664	0.055828	0.22209	0.12625	0.9048	0.93719	0.94583	0.93777	0.098049	0.072433	0.095283	0.10569	0.10386	0.60017	0.050924	0.051159	0.049664	0.054514	0.047205	0.68789	0.064975	0.928	0.91954
Meth__cg13960192__GNA11	0.05521	0.065949	0.18091	0.088401	0.80203	0.47691	0.071132	0.043494	0.044224	0.2403	0.041946	0.12844	0.1407	0.042048	0.055841	0.042155	0.89228	0.075806	0.031463	0.058211	0.18272	0.049377	0.08546	0.15302	0.090599	0.16207	0.055739	0.046507	0.037565	0.04785	0.4299	0.08783	0.092382	0.11606	0.047587	0.043645	0.058493
Meth__cg01798589__STAC	0.40775	0.055888	0.33598	0.73801	0.17076	0.1859	0.5078	0.18959	0.17414	0.25612	0.49614	0.3848	0.37017	0.76253	0.10344	0.40438	0.098271	0.15934	0.19036	0.27297	0.26719	0.17653	0.07462	0.26199	0.092414	0.20794	0.090772	0.042413	0.39363	0.092184	0.46842	0.081425	0.10829	0.065069	0.12448	0.77931	0.38727
Meth__cg07876586__PGRMC1	0.63535	0.034891	0.049013	0.044841	0.23675	0.036419	0.04172	0.36015	0.30775	0.6851	0.053259	0.023437	0.071414	0.039622	0.2782	0.31687	0.6523	0.1287	0.038342	0.040102	0.042748	0.085082	0.069308	0.049312	0.56424	0.52694	0.10979	0.6525	0.037663	0.15035	0.038865	0.035606	0.44815	0.14286	0.70684	0.26423	0.052589
Meth__cg06816106__SPDY1	0.062178	0.35728	0.93796	0.049432	0.038993	0.50374	0.52731	0.94323	0.037666	0.049243	0.50601	0.05957	0.65682	0.92734	0.038402	0.033891	0.043542	0.088035	0.63764	0.052957	0.050008	0.043476	0.87754	0.63851	0.16667	0.92679	0.066452	0.058762	0.047409	0.67159	0.049388	0.055058	0.58384	0.092049	0.049474	0.90264	0.92739
Meth__cg01968178__REEP1	0.035918	0.034781	0.32589	0.038688	0.032186	0.17988	0.049902	0.1076	0.042859	0.05595	0.17338	0.06864	0.12855	0.029539	0.049739	0.099982	0.089925	0.12993	0.047491	0.054623	0.045606	0.1244	0.59568	0.038283	0.085289	0.13097	0.05461	0.037492	0.073046	0.041651	0.030471	0.02979	0.080094	0.053427	0.037245	0.036759	0.038334
Meth__cg21081971__TRPC4	0.50825	0.043517	0.90128	0.50349	0.059865	0.033386	0.2046	0.91151	0.6903	0.066184	0.48096	0.87163	0.39908	0.1071	0.64922	0.846	0.1264	0.21642	0.25508	0.15932	0.50336	0.10642	0.13936	0.070343	0.24892	0.39469	0.1183	0.041845	0.34303	0.34292	0.55647	0.041122	0.85987	0.40881	0.094181	0.074425	0.26834
Meth__cg24884084__SPRR1B	0.26002	0.042383	0.72499	0.35597	0.18739	0.051433	0.090595	0.72339	0.23133	0.080472	0.062671	0.48203	0.47324	0.040528	0.20593	0.071565	0.062283	0.12855	0.059441	0.12311	0.14245	0.065592	0.095248	0.090493	0.11118	0.078917	0.061117	0.051745	0.27461	0.064665	0.74169	0.061209	0.055212	0.13448	0.3535	0.080445	0.080071
Meth__cg08097882__POU4F1	0.9762	0.031396	0.97809	0.9787	0.97753	0.027767	0.97849	0.038242	0.061332	0.98053	0.30202	0.061548	0.88453	0.98212	0.07075	0.030532	0.042748	0.176	0.35387	0.97662	0.96029	0.070794	0.95721	0.96899	0.36385	0.93363	0.50972	0.039343	0.12096	0.075376	0.97891	0.95083	0.98007	0.93953	0.98218	0.97318	0.97418
Meth__cg21934269__RPL39	0.6101	0.035922	0.028665	0.043674	0.37412	0.030115	0.038391	0.44459	0.55031	0.65107	0.039043	0.044578	0.042946	0.035165	0.48712	0.34335	0.55873	0.067916	0.035111	0.02475	0.028463	0.047278	0.087525	0.056457	0.1365	0.45986	0.080152	0.57222	0.038784	0.099526	0.040819	0.036021	0.2668	0.083699	0.61755	0.40361	0.036291
Meth__cg15272690__HSPC065	0.056936	0.051312	0.069625	0.065065	0.042613	0.43704	0.064427	0.10589	0.06162	0.0517	0.064937	0.044193	0.065223	0.038474	0.06119	0.056223	0.2597	0.14925	0.050375	0.05047	0.061447	0.050345	0.24119	0.048495	0.11723	0.12799	0.12834	0.047825	0.07368	0.065673	0.077598	0.048713	0.053762	0.14165	0.062003	0.052405	0.06068
Meth__cg26035633__IDH3G	0.53748	0.037724	0.064568	0.060025	0.35633	0.043745	0.051194	0.45845	0.037241	0.036467	0.050468	0.047269	0.071095	0.03592	0.053053	0.23319	0.52479	0.073813	0.027394	0.041052	0.042388	0.50091	0.067374	0.046656	0.1565	0.36233	0.073171	0.28616	0.032082	0.48678	0.041707	0.039359	0.23734	0.091803	0.55112	0.22088	0.043195
Meth__cg08132931__ADD2	0.57405	0.041512	0.52487	0.39783	0.038083	0.61366	0.70325	0.060746	0.038432	0.055316	0.076793	0.063322	0.61927	0.35167	0.046242	0.047636	0.041958	0.064777	0.062246	0.66354	0.55288	0.075227	0.39222	0.40567	0.10175	0.79733	0.065307	0.038033	0.03305	0.036807	0.67471	0.040585	0.27854	0.29422	0.45561	0.62045	0.66157
Meth__cg11879514__SLC16A6	0.064351	0.071244	0.12678	0.097892	0.10182	0.1377	0.075519	0.038267	0.099266	0.076362	0.10921	0.47283	0.55456	0.053415	0.12638	0.72931	0.080723	0.15104	0.11491	0.042772	0.057016	0.77128	0.82357	0.064658	0.15651	0.083727	0.1153	0.097356	0.077519	0.10085	0.067491	0.071481	0.098211	0.11185	0.085747	0.074879	0.051785
Meth__cg27401095__ZNF324	0.062033	0.045905	0.92247	0.65279	0.080484	0.83037	0.283	0.30539	0.055785	0.43728	0.13858	0.71926	0.36453	0.032279	0.049851	0.67813	0.06705	0.21791	0.041098	0.28662	0.082684	0.39545	0.81876	0.25418	0.026065	0.36796	0.087039	0.091137	0.54716	0.25399	0.31688	0.34763	0.42045	0.063046	0.35577	0.060893	0.056409
Meth__cg10878998__CYB5A	0.034182	0.01563	0.079174	0.047892	0.020655	0.046271	0.028704	0.071782	0.048379	0.074559	0.081347	0.22247	0.16319	0.059311	0.044415	0.080036	0.56404	0.13058	0.01289	0.039948	0.038046	0.24642	0.039758	0.037588	0.043598	0.062642	0.04783	0.052544	0.032525	0.027757	0.092914	0.015403	0.032309	0.049761	0.089017	0.045102	0.045148
Meth__cg24014661__MGC33600	0.14985	0.020029	0.32927	0.03335	0.026729	0.65762	0.12678	0.56044	0.03008	0.10227	0.88574	0.25082	0.20063	0.022393	0.033823	0.16599	0.56012	0.04595	0.031266	0.038266	0.11916	0.38216	0.92208	0.037904	0.048198	0.91651	0.060371	0.32822	0.66733	0.027794	0.031129	0.015051	0.91234	0.061458	0.04915	0.058147	0.041815
Meth__cg05868799__NCOA2	0.079954	0.75865	0.93402	0.58698	0.91121	0.7343	0.090865	0.090849	0.20922	0.82488	0.068348	0.4846	0.8971	0.11329	0.3189	0.72122	0.16837	0.17148	0.41917	0.071568	0.15457	0.11733	0.67304	0.092832	0.151	0.21226	0.61627	0.081792	0.10336	0.91811	0.083618	0.31778	0.33495	0.1767	0.7158	0.092082	0.14832
Meth__cg04211745__BTG1	0.040313	0.022966	0.037507	0.032515	0.029689	0.026974	0.032907	0.038241	0.035787	0.02601	0.0402	0.022177	0.081752	0.025769	0.031842	0.028331	0.44214	0.051964	0.023048	0.021667	0.038534	0.045264	0.070228	0.034509	0.050038	0.045924	0.032309	0.027497	0.028259	0.027733	0.026373	0.022841	0.017715	0.052223	0.036666	0.02905	0.031037
Meth__cg19803671__UBE2E2	0.044704	0.047818	0.047158	0.047616	0.045649	0.041877	0.067243	0.031202	0.050119	0.050028	0.047942	0.0659	0.13584	0.17982	0.054683	0.058934	0.049447	0.094689	0.042837	0.075934	0.048242	0.055016	0.1693	0.063115	0.095301	0.15636	0.129	0.047406	0.059094	0.060375	0.045061	0.058698	0.053603	0.064403	0.055558	0.061828	0.049619
Meth__cg26036443__EHD2	0.056504	0.04708	0.92188	0.90683	0.82286	0.045626	0.052403	0.1139	0.068352	0.18485	0.90394	0.30208	0.10675	0.038588	0.059523	0.068838	0.048639	0.28776	0.046894	0.045916	0.14278	0.07628	0.14294	0.69298	0.13265	0.087145	0.098769	0.051464	0.036489	0.056873	0.30518	0.094591	0.17823	0.11551	0.11252	0.060969	0.071972
Meth__cg08355944__SLC37A3	0.058393	0.067359	0.059758	0.12711	0.35251	0.047651	0.41482	0.040433	0.054383	0.10565	0.042742	0.056496	0.12987	0.072065	0.061758	0.044194	0.043421	0.092842	0.035493	0.20809	0.21838	0.061436	0.069736	0.20021	0.11499	0.25175	0.097029	0.035892	0.027137	0.035159	0.067025	0.068417	0.052139	0.12033	0.12724	0.18169	0.1227
Meth__cg12820608__RARG	0.046854	0.055307	0.051824	0.079045	0.035935	0.054852	0.040477	0.03391	0.03772	0.043484	0.051264	0.075094	0.087533	0.029699	0.043398	0.052913	0.04478	0.093343	0.047396	0.040794	0.046249	0.053234	0.095704	0.040581	0.074604	0.19589	0.076669	0.042676	0.039613	0.17626	0.091958	0.035479	0.03262	0.071503	0.05023	0.041146	0.041005
Meth__cg02975259__NCK1	0.024944	0.040254	0.044722	0.042237	0.016962	0.016569	0.030495	0.039684	0.030044	0.025002	0.030625	0.022021	0.054665	0.016403	0.020123	0.025413	0.02604	0.06092	0.016061	0.01714	0.030579	0.50148	0.12339	0.025767	0.043754	0.054656	0.047409	0.023712	0.019508	0.016615	0.026621	0.017404	0.017597	0.072563	0.027373	0.021688	0.028544
Meth__cg11278262__KRTCAP2	0.043048	0.8449	0.95883	0.63018	0.71834	0.045802	0.9618	0.02204	0.082555	0.34647	0.58895	0.34862	0.89904	0.97236	0.20744	0.89366	0.037604	0.36573	0.059146	0.80822	0.39545	0.61175	0.82567	0.92108	0.072405	0.94211	0.59195	0.044532	0.54472	0.12694	0.93802	0.44148	0.95963	0.097185	0.044984	0.49784	0.3566
Meth__cg01353347__IRAK1	0.65538	0.037818	0.061584	0.043707	0.57226	0.041336	0.063497	0.51432	0.043323	0.73944	0.059658	0.052713	0.1043	0.037546	0.048987	0.56952	0.61715	0.46739	0.034011	0.038294	0.064526	0.71843	0.11757	0.07634	0.52878	0.59333	0.068973	0.63883	0.051808	0.73461	0.032502	0.033922	0.4703	0.13588	0.69324	0.53697	0.04872
Meth__cg04215480__ZNF573	0.054355	0.043259	0.043642	0.052871	0.035328	0.047421	0.058763	0.30417	0.045955	0.047174	0.049631	0.040304	0.089556	0.051665	0.053052	0.044622	0.049069	0.093018	0.061787	0.046898	0.047946	0.049031	0.33192	0.050363	0.083553	0.08218	0.095555	0.053842	0.04632	0.04906	0.039217	0.038881	0.03947	0.049541	0.056757	0.055293	0.049833
Meth__cg06470943__SMAP1L	0.052197	0.049889	0.07298	0.26969	0.15697	0.15177	0.18732	0.28954	0.31729	0.064755	0.057397	0.26499	0.50648	0.1013	0.30881	0.14091	0.31526	0.090884	0.38203	0.45061	0.092395	0.047752	0.29169	0.41829	0.082195	0.10411	0.13646	0.033179	0.090749	0.36761	0.13047	0.19904	0.45524	0.24108	0.096411	0.29249	0.19901
Meth__cg12063359__KCNK15	0.094141	0.95077	0.96419	0.089799	0.023105	0.64883	0.044055	0.66757	0.021351	0.028822	0.42341	0.015679	0.93124	0.034001	0.32069	0.96323	0.18283	0.66535	0.13566	0.022651	0.066038	0.63698	0.61049	0.043522	0.039969	0.77796	0.5107	0.036454	0.070798	0.029544	0.087729	0.5148	0.94903	0.081173	0.029645	0.026159	0.035703
Meth__cg19921353__HLA-DPB1	0.26501	0.039591	0.42902	0.7603	0.29171	0.31357	0.30265	0.86879	0.85607	0.090205	0.70528	0.42308	0.22964	0.087562	0.75403	0.31285	0.43791	0.16054	0.065351	0.12064	0.12967	0.21073	0.17864	0.18569	0.088374	0.22606	0.10365	0.13998	0.06756	0.17374	0.75442	0.049309	0.45585	0.1711	0.10064	0.27645	0.37443
Meth__cg03973663__LYN	0.078525	0.061648	0.89329	0.084351	0.032846	0.86859	0.056897	0.3023	0.91793	0.034635	0.92582	0.67003	0.88329	0.086025	0.767	0.87148	0.9304	0.16543	0.81605	0.087465	0.079744	0.93678	0.15364	0.10029	0.18803	0.12821	0.074676	0.9126	0.42793	0.14908	0.045052	0.13734	0.29198	0.18533	0.05233	0.08799	0.12318
Meth__cg19669036__SNAP29	0.017918	0.019556	0.055653	0.021344	0.025859	0.037526	0.027585	0.10607	0.023765	0.025381	0.060621	0.11428	0.035795	0.017285	0.026732	0.042409	0.023086	0.039591	0.01627	0.01769	0.02	0.030767	0.17417	0.024745	0.031785	0.037789	0.029828	0.032908	0.029614	0.035527	0.034338	0.04365	0.01912	0.019147	0.019043	0.041272	0.028602
Meth__cg13084429__VWA2	0.065969	0.066077	0.86142	0.098901	0.060597	0.90433	0.093978	0.3681	0.084917	0.078803	0.30751	0.09552	0.36827	0.074335	0.081617	0.62306	0.080465	0.09725	0.18899	0.045272	0.070183	0.20035	0.88151	0.067477	0.097299	0.15017	0.11047	0.088647	0.10833	0.14915	0.19733	0.048411	0.7156	0.15128	0.064698	0.048228	0.078123
Meth__cg17926057__PSMD10	0.37465	0.087146	0.065148	0.083926	0.13458	0.047606	0.0918	0.36963	0.34149	0.058351	0.07136	0.10898	0.056519	0.077197	0.27227	0.13347	0.42402	0.10237	0.0554	0.047796	0.065163	0.063651	0.11716	0.087226	0.15945	0.21799	0.10719	0.37117	0.082033	0.28758	0.095664	0.054473	0.14717	0.097862	0.43687	0.090699	0.080417
Meth__cg06297145__NFXL1	0.060312	0.065239	0.064789	0.062356	0.040842	0.34523	0.063467	0.31602	0.057896	0.070435	0.0688	0.040503	0.1336	0.046714	0.060489	0.069778	0.053358	0.12335	0.098599	0.029313	0.068873	0.065849	0.15411	0.057537	0.096957	0.15414	0.090646	0.072449	0.084064	0.25811	0.11832	0.039501	0.087537	0.15296	0.059483	0.052094	0.060776
Meth__cg26363196__ST6GALNAC3	0.5464	0.1073	0.81785	0.57213	0.69168	0.098884	0.81136	0.2203	0.096126	0.089716	0.082186	0.19372	0.62337	0.76835	0.094742	0.50492	0.075792	0.45659	0.091922	0.8251	0.80588	0.10792	0.61396	0.80448	0.28573	0.79127	0.11082	0.20089	0.093981	0.061878	0.53811	0.57637	0.62514	0.23406	0.55357	0.81526	0.79825
Meth__cg13613748__VPS4B	0.042	0.10891	0.067403	0.056052	0.038523	0.043409	0.047545	0.049069	0.14877	0.049003	0.051594	0.10453	0.155	0.03762	0.14644	0.051692	0.033385	0.052142	0.025036	0.034068	0.065067	0.51053	0.11667	0.05778	0.090241	0.087999	0.17986	0.028822	0.067434	0.040154	0.076864	0.035232	0.28366	0.080556	0.045852	0.034326	0.046472
Meth__cg10936763__CDKN1A	0.056309	0.051553	0.055682	0.067608	0.058521	0.50943	0.05773	0.044614	0.043976	0.06623	0.10466	0.040887	0.12169	0.047354	0.050879	0.27966	0.049307	0.13064	0.044257	0.049788	0.054197	0.051589	0.10739	0.049151	0.095383	0.096578	0.079884	0.05005	0.03845	0.046014	0.12672	0.044966	0.38248	0.065611	0.054301	0.046271	0.05261
Meth__cg24990612__PDGFB	0.11243	0.58577	0.10874	0.12506	0.10725	0.13893	0.095553	0.067672	0.13374	0.10544	0.4056	0.25983	0.27109	0.066797	0.11719	0.48869	0.14323	0.14255	0.076171	0.11006	0.10848	0.48182	0.18189	0.082715	0.14507	0.14405	0.17032	0.091148	0.083415	0.075305	0.081872	0.072874	0.094405	0.14702	0.10188	0.10559	0.10427
Meth__cg13401831__TUBA8	0.089891	0.11574	0.12125	0.10081	0.058129	0.56257	0.14034	0.15308	0.050414	0.059648	0.085453	0.10738	0.87859	0.04026	0.061414	0.77545	0.088773	0.12582	0.051592	0.087269	0.13765	0.911	0.62084	0.097664	0.10319	0.12956	0.10158	0.38464	0.075783	0.083333	0.85905	0.053901	0.89552	0.10304	0.058723	0.099011	0.26088
Meth__cg24010952__BDKRB2	0.077811	0.073765	0.13529	0.067881	0.05544	0.36208	0.10181	0.80069	0.14712	0.068971	0.44664	0.32171	0.18265	0.088226	0.16101	0.14485	0.11867	0.14105	0.09375	0.061114	0.066623	0.073071	0.12126	0.081547	0.10788	0.12922	0.11333	0.11021	0.43109	0.4063	0.12025	0.071763	0.087113	0.12257	0.068866	0.072446	0.084506
Meth__cg20305726__DEFB126	0.84553	0.067179	0.22207	0.39896	0.53729	0.12902	0.13963	0.70556	0.86661	0.2429	0.1684	0.222	0.34411	0.10959	0.64192	0.18573	0.34381	0.12055	0.11242	0.16332	0.17747	0.082529	0.1618	0.19259	0.17525	0.1859	0.095123	0.13698	0.16958	0.12035	0.85177	0.073516	0.19027	0.11168	0.20602	0.20741	0.19035
Meth__cg09102409__NDRG1	0.21242	0.12436	0.38708	0.10188	0.075975	0.82728	0.14087	0.054133	0.14847	0.13908	0.0875	0.17034	0.23559	0.11747	0.095835	0.13938	0.2861	0.18287	0.082765	0.11706	0.12193	0.098994	0.15957	0.10859	0.18	0.10966	0.11735	0.15925	0.1154	0.12343	0.63288	0.076594	0.22054	0.16837	0.12727	0.14148	0.41853
