Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg15461516__CHST1	0.056819	0.04921	0.94665	0.15465	0.11691	0.88059	0.8871	0.51683	0.028381	0.10035	0.91691	0.13708	0.5936	0.043431	0.36393	0.23807	0.13908	0.14488	0.12283	0.36238	0.06476	0.86049	0.056831	0.18326	0.062754	0.054271	0.042842	0.090246	0.26273	0.036288	0.033003	0.67447	0.093454	0.35632	0.41852	0.35067
Meth__cg27032352__C21orf94	0.40069	0.073468	0.06773	0.6167	0.29524	0.12116	0.39229	0.39763	0.27981	0.29751	0.16216	0.2605	0.20523	0.23665	0.13492	0.20809	0.13134	0.12285	0.084989	0.10967	0.12854	0.11471	0.30802	0.17554	0.50315	0.29741	0.046252	0.098029	0.10968	0.58196	0.064728	0.10033	0.23805	0.12384	0.31018	0.23063
Meth__cg12995941__INSRR	0.48641	0.059086	0.59256	0.80315	0.54089	0.42039	0.14437	0.58616	0.075318	0.91853	0.84918	0.37561	0.83803	0.085143	0.60962	0.092103	0.11824	0.079821	0.89832	0.9517	0.95959	0.7752	0.76997	0.12469	0.60845	0.10137	0.080859	0.051302	0.090709	0.15853	0.058578	0.3229	0.10266	0.94709	0.57901	0.49274
Meth__cg22359217__FBXO4	0.040693	0.077998	0.036093	0.051488	0.032664	0.029586	0.043372	0.025736	0.02964	0.035576	0.025675	0.034313	0.53461	0.030717	0.032951	0.033581	0.052093	0.01921	0.027812	0.035114	0.04189	0.033685	0.088709	0.04003	0.082317	0.11277	0.026033	0.033725	0.022711	0.82941	0.029795	0.03685	0.073127	0.038719	0.041577	0.034887
Meth__cg20315951__OVOL1	0.078066	0.02094	0.056935	0.027334	0.036972	0.96575	0.026606	0.015053	0.033964	0.050839	0.034611	0.038121	0.10663	0.030853	0.37342	0.031388	0.079084	0.41661	0.027319	0.02902	0.95875	0.96055	0.050862	0.057386	0.049674	0.071795	0.030933	0.020715	0.081777	0.062334	0.026644	0.040985	0.045279	0.054359	0.035877	0.050191
Meth__cg23219720__FLJ32110	0.087043	0.075903	0.14543	0.084163	0.055836	0.19081	0.087075	0.34552	0.067732	0.087023	0.48213	0.72623	0.50854	0.19148	0.12004	0.10244	0.1269	0.075377	0.17464	0.37094	0.086444	0.83564	0.09174	0.092065	0.31934	0.17922	0.067942	0.065416	0.085601	0.052209	0.063344	0.42261	0.2042	0.1034	0.088491	0.078406
Meth__cg15636587__GK	0.4636	0.23795	0.045069	0.030359	0.21774	0.029469	0.032944	0.042314	0.52237	0.55135	0.077302	0.36466	0.53928	0.48164	0.02614	0.053194	0.39346	0.035158	0.023337	0.04129	0.17421	0.139	0.44518	0.52986	0.38338	0.4632	0.47203	0.035258	0.55407	0.61145	0.039064	0.052531	0.074679	0.39471	0.34877	0.040665
Meth__cg01726775__C1RL	0.033715	0.61205	0.036024	0.51692	0.44691	0.037004	0.83469	0.036875	0.028017	0.84225	0.031447	0.17154	0.051108	0.22415	0.038484	0.028107	0.058237	0.031359	0.87136	0.87706	0.80127	0.063158	0.84009	0.3116	0.86029	0.54072	0.4782	0.042026	0.038345	0.8457	0.53985	0.17678	0.11507	0.86975	0.353	0.09361
Meth__cg20070077__GADD45G	0.050047	0.058704	0.04248	0.043245	0.033135	0.94254	0.051551	0.074353	0.054223	0.033434	0.049035	0.037748	0.072132	0.025447	0.62843	0.066822	0.11897	0.28323	0.021862	0.050543	0.10586	0.51212	0.038018	0.043409	0.07106	0.058737	0.42171	0.21749	0.10498	0.046127	0.023758	0.01816	0.15608	0.027308	0.02236	0.028388
Meth__cg01655355__SLC5A5	0.27949	0.06467	0.40045	0.30092	0.40528	0.18487	0.17057	0.74151	0.029736	0.068632	0.52589	0.51692	0.46918	0.034425	0.41315	0.089636	0.060936	0.026614	0.12232	0.11068	0.70778	0.16371	0.12148	0.091823	0.41387	0.11588	0.14825	0.10617	0.066154	0.68556	0.026688	0.089795	0.064233	0.052179	0.28606	0.35365
Meth__cg25823578__PTGER2	0.089762	0.05354	0.94502	0.85727	0.11311	0.61724	0.33956	0.8466	0.0483	0.4929	0.84458	0.81435	0.79349	0.11844	0.94228	0.045986	0.056402	0.52365	0.92655	0.72142	0.18399	0.81805	0.84305	0.06477	0.251	0.08196	0.050728	0.037615	0.91751	0.58146	0.3563	0.51197	0.068906	0.050568	0.14639	0.28882
Meth__cg10570177__C9orf7	0.062507	0.051255	0.052923	0.066446	0.048376	0.1687	0.059548	0.093188	0.057727	0.059514	0.24832	0.061415	0.10063	0.063419	0.066316	0.049453	0.15241	0.072988	0.062621	0.056374	0.067249	0.2476	0.053414	0.10978	0.13708	0.14759	0.064636	0.066461	0.078556	0.048825	0.06462	0.056171	0.073829	0.083805	0.06225	0.055881
Meth__cg23896545__NOMO1	0.20598	0.036929	0.11218	0.11744	0.28695	0.47584	0.20499	0.28084	0.079509	0.06887	0.13351	0.2819	0.29165	0.075314	0.077157	0.18302	0.098021	0.65698	0.085852	0.056839	0.3337	0.33266	0.056821	0.27573	0.18395	0.066045	0.038908	0.078277	0.50261	0.22777	0.18966	0.10173	0.10024	0.56321	0.11422	0.066225
Meth__cg26240939__LOC57149	0.092752	0.11019	0.49467	0.18301	0.11714	0.78985	0.1298	0.45372	0.38478	0.10776	0.1484	0.53717	0.30401	0.28685	0.7491	0.61561	0.41639	0.70733	0.092926	0.08609	0.694	0.65211	0.13825	0.29624	0.15576	0.1511	0.69693	0.27541	0.64885	0.17173	0.099593	0.10719	0.18919	0.12514	0.17127	0.17521
Meth__cg04658354__BRCA1	0.050941	0.070924	0.063976	0.059564	0.039911	0.040109	0.049229	0.065009	0.092962	0.042277	0.062802	0.048246	0.096609	0.060558	0.038263	0.73517	0.11546	0.066066	0.036161	0.061974	0.056549	0.065921	0.063652	0.10474	0.17744	0.096461	0.047459	0.075053	0.087259	0.065162	0.054316	0.039676	0.067862	0.083834	0.07377	0.063555
Meth__cg08847636__ZNF442	0.042004	0.084032	0.2314	0.049902	0.029528	0.036807	0.050558	0.7684	0.030901	0.032665	0.23794	0.06067	0.13636	0.035152	0.52282	0.035754	0.057785	0.31177	0.22371	0.57871	0.045463	0.642	0.050534	0.073446	0.40959	0.084871	0.046949	0.27031	0.23319	0.023643	0.025897	0.60822	0.095905	0.043823	0.035053	0.22556
Meth__cg21353232__SEZ6L	0.68066	0.019926	0.78249	0.90699	0.85435	0.079869	0.1228	0.41431	0.024035	0.45243	0.12836	0.2332	0.13888	0.023372	0.42047	0.7473	0.08573	0.019244	0.11117	0.62399	0.60563	0.049462	0.58915	0.039147	0.080587	0.033469	0.37947	0.029323	0.016722	0.23692	0.51686	0.075953	0.05853	0.93098	0.60078	0.64864
Meth__cg06771126__HOP	0.068534	0.053374	0.11824	0.065886	0.054899	0.64613	0.075747	0.77335	0.082645	0.11475	0.86212	0.29557	0.20381	0.080456	0.80806	0.8677	0.13213	0.37394	0.076447	0.075432	0.63444	0.77298	0.078845	0.11586	0.16674	0.075488	0.21757	0.16549	0.84844	0.34346	0.04012	0.56496	0.2	0.11584	0.069915	0.078608
Meth__cg15003158__KENAE	0.053349	0.043698	0.074767	0.055494	0.038817	0.06385	0.048978	0.077116	0.055921	0.053854	0.044532	0.041211	0.0692	0.058488	0.05866	0.045519	0.080292	0.060681	0.044223	0.058818	0.10656	0.089004	0.060136	0.060678	0.19583	0.056568	0.056605	0.051441	0.045324	0.042343	0.0362	0.042638	0.067773	0.055546	0.054732	0.048386
Meth__cg04533591__RPL39	0.53908	0.056145	0.046337	0.074796	0.30351	0.032346	0.055363	0.40082	0.50846	0.35441	0.048798	0.1385	0.081902	0.44474	0.25523	0.53655	0.11927	0.065083	0.077707	0.058298	0.038226	0.06598	0.070911	0.24826	0.3814	0.075529	0.46518	0.05784	0.47453	0.069052	0.036569	0.2161	0.13139	0.56168	0.35955	0.044734
Meth__cg20450764__TSPAN7	0.098574	0.063522	0.12039	0.17163	0.11345	0.22891	0.12967	0.70481	0.090288	0.08985	0.08384	0.16717	0.24478	0.098345	0.17909	0.091391	0.11195	0.36964	0.38163	0.11269	0.14475	0.70863	0.2819	0.21934	0.16772	0.17672	0.68778	0.075783	0.25814	0.089872	0.077261	0.12535	0.23606	0.35318	0.081527	0.074401
Meth__cg16336120__RAMP3	0.080631	0.051521	0.61779	0.12402	0.070059	0.45946	0.12703	0.31624	0.051222	0.077686	0.49302	0.093712	0.39474	0.061607	0.21758	0.14473	0.11473	0.034564	0.18394	0.072022	0.45392	0.2416	0.070148	0.082139	0.39172	0.13631	0.067031	0.051461	0.049942	0.059572	0.046187	0.15169	0.079814	0.17551	0.068672	0.068197
Meth__cg24326142__CSF1	0.066463	0.84886	0.92286	0.72702	0.89482	0.051728	0.5669	0.2406	0.098183	0.88856	0.064521	0.079725	0.2783	0.14535	0.38078	0.040124	0.17625	0.074724	0.93323	0.53916	0.067052	0.11958	0.11275	0.10326	0.64692	0.55175	0.055472	0.049043	0.085661	0.71504	0.17372	0.92237	0.094158	0.6451	0.58576	0.91109
Meth__cg09197965__TUBA1	0.043133	0.044593	0.25205	0.052695	0.032588	0.13339	0.047072	0.1055	0.040482	0.051316	0.075599	0.064175	0.16451	0.04078	0.88945	0.02933	0.048608	0.036206	0.044282	0.049412	0.047515	0.080431	0.043292	0.092178	0.099136	0.080367	0.047384	0.036665	0.027641	0.12124	0.037008	0.40759	0.10526	0.045907	0.053112	0.050477
Meth__cg26937148__NR2F1	0.039281	0.037123	0.03417	0.04751	0.051068	0.033386	0.035635	0.042336	0.0496	0.055847	0.31453	0.060232	0.058459	0.037622	0.041475	0.043482	0.16458	0.044444	0.043639	0.035582	0.033376	0.04375	0.042781	0.13663	0.053298	0.10032	0.029291	0.041651	0.036331	0.027706	0.032372	0.17087	0.053168	0.047335	0.048157	0.035192
Meth__cg19166347__SFRP4	0.60755	0.041211	0.78574	0.56689	0.47213	0.17801	0.77285	0.78857	0.63566	0.1341	0.7796	0.24693	0.49293	0.49989	0.70286	0.65009	0.076777	0.88231	0.63904	0.29232	0.1519	0.47004	0.17987	0.081405	0.40817	0.052263	0.14352	0.072759	0.079299	0.14342	0.035732	0.19558	0.12112	0.62091	0.19488	0.36669
Meth__cg22571530__NFASC	0.61629	0.02595	0.89215	0.20876	0.081103	0.92251	0.60339	0.42722	0.048311	0.074413	0.034723	0.30418	0.93896	0.17182	0.035185	0.041405	0.064821	0.031273	0.70308	0.90835	0.26861	0.71989	0.13365	0.05318	0.90164	0.062632	0.042435	0.05824	0.056099	0.53416	0.065431	0.10246	0.65821	0.34809	0.67685	0.89437
Meth__cg11719297__RIPK4	0.11051	0.11478	0.09388	0.096402	0.06107	0.59899	0.12217	0.18862	0.050232	0.072066	0.12462	0.081253	0.10821	0.075619	0.054823	0.10091	0.12337	0.27949	0.06914	0.15466	0.10459	0.19261	0.09082	0.087148	0.15438	0.13072	0.075194	0.088402	0.090382	0.072435	0.054221	0.060583	0.17043	0.074312	0.071375	0.062064
Meth__cg13401831__TUBA8	0.089891	0.11574	0.12125	0.10081	0.058129	0.56257	0.14034	0.15308	0.050414	0.059648	0.085453	0.10738	0.87859	0.061414	0.77545	0.088773	0.12582	0.051592	0.087269	0.13765	0.911	0.62084	0.097664	0.10319	0.12956	0.10158	0.38464	0.075783	0.083333	0.85905	0.053901	0.89552	0.10304	0.058723	0.099011	0.26088
Meth__cg06957329__MRPS23	0.053352	0.045068	0.055398	0.45015	0.03467	0.034722	0.045281	0.03192	0.049948	0.031145	0.040243	0.042817	0.07208	0.045718	0.032613	0.037083	0.12542	0.031593	0.037337	0.04675	0.037154	0.10783	0.05072	0.10238	0.13268	0.078387	0.031944	0.045911	0.037909	0.052739	0.029328	0.044582	0.12252	0.044033	0.035862	0.035582
Meth__cg09722397__GRIN2C	0.090852	0.049802	0.25137	0.06943	0.05265	0.4502	0.058787	0.080698	0.041101	0.051693	0.57366	0.11014	0.25147	0.055742	0.05245	0.070937	0.12758	0.040317	0.96062	0.69061	0.13644	0.52959	0.062067	0.063472	0.54711	0.080473	0.038233	0.039967	0.11499	0.04342	0.048047	0.058174	0.11659	0.11676	0.048414	0.052375
Meth__cg14070162__PTRF	0.0855	0.27762	0.08891	0.94841	0.94611	0.062074	0.46719	0.06051	0.098137	0.55734	0.079545	0.10158	0.58804	0.09584	0.74082	0.061913	0.090011	0.08066	0.43357	0.47552	0.089991	0.10348	0.80192	0.13576	0.12882	0.48775	0.078004	0.068745	0.076582	0.70598	0.098634	0.82646	0.11525	0.6201	0.65135	0.80033
Meth__cg10981541__FAM57A	0.060126	0.55295	0.09662	0.36413	0.27348	0.070353	0.15834	0.085296	0.051105	0.49372	0.070695	0.081517	0.13524	0.1592	0.075785	0.053462	0.10117	0.062562	0.081615	0.072357	0.085074	0.086747	0.30372	0.10165	0.13714	0.17388	0.061224	0.061899	0.058605	0.16103	0.12763	0.057661	0.14745	0.10238	0.25613	0.17757
Meth__cg05086873__RIC8A	0.041894	0.033097	0.03287	0.042598	0.0363	0.027069	0.03578	0.029168	0.034157	0.52497	0.035624	0.042369	0.07292	0.040967	0.03071	0.029036	0.08125	0.02837	0.036753	0.047519	0.030355	0.11985	0.056461	0.067086	0.068461	0.041337	0.029714	0.025857	0.033877	0.40997	0.023519	0.039883	0.041167	0.031653	0.057787	0.058162
Meth__cg05846716__PCSK2	0.13175	0.023449	0.2498	0.066287	0.064383	0.074655	0.31453	0.089041	0.040976	0.051249	0.40316	0.69231	0.17054	0.045851	0.061774	0.034612	0.074372	0.033381	0.20158	0.12069	0.056183	0.14106	0.28619	0.047491	0.8648	0.046029	0.038593	0.024931	0.043982	0.033742	0.032	0.14054	0.16205	0.38673	0.10264	0.078771
Meth__cg11278262__KRTCAP2	0.043048	0.8449	0.95883	0.63018	0.71834	0.045802	0.9618	0.02204	0.082555	0.34647	0.58895	0.34862	0.89904	0.20744	0.89366	0.037604	0.36573	0.059146	0.80822	0.39545	0.61175	0.82567	0.92108	0.072405	0.94211	0.59195	0.044532	0.54472	0.12694	0.93802	0.44148	0.95963	0.097185	0.044984	0.49784	0.3566
Meth__cg04001668__GPR56	0.041001	0.037432	0.048415	0.033728	0.030449	0.95121	0.040688	0.030744	0.03643	0.042255	0.14736	0.043276	0.046972	0.04707	0.033097	0.95789	0.089771	0.93351	0.038054	0.048029	0.95315	0.93058	0.034646	0.059244	0.075675	0.049207	0.9299	0.033063	0.93144	0.040388	0.023502	0.028946	0.062234	0.044579	0.036278	0.043204
Meth__cg04444771__C10orf10	0.049124	0.080543	0.035194	0.033884	0.031894	0.58503	0.043196	0.422	0.3801	0.040331	0.087482	0.1177	0.06305	0.31408	0.35654	0.056718	0.050441	0.042652	0.038024	0.039169	0.84506	0.48206	0.036273	0.083599	0.048407	0.031978	0.85503	0.84182	0.15447	0.021963	0.10432	0.16001	0.054477	0.035515	0.035007	0.034544
Meth__cg09176853__MLLT7	0.44698	0.094976	0.041271	0.03991	0.2985	0.052035	0.046611	0.02631	0.35175	0.28728	0.13924	0.028602	0.1043	0.32348	0.41058	0.3964	0.19091	0.050753	0.049536	0.049749	0.11959	0.15768	0.047416	0.37143	0.30967	0.36278	0.042691	0.039016	0.48253	0.038763	0.040329	0.24301	0.078845	0.39273	0.35698	0.04533
Meth__cg23547429__SLC43A3	0.015846	0.03007	0.021707	0.5699	0.67022	0.24891	0.18976	0.01504	0.021196	0.11412	0.2199	0.022272	0.035018	0.032061	0.028379	0.02071	0.027173	0.021224	0.51436	0.68819	0.10566	0.033535	0.36659	0.045644	0.033182	0.047867	0.021132	0.02594	0.057202	0.58964	0.024524	0.042823	0.032138	0.021989	0.050141	0.15638
Meth__cg11747771__GLDC	0.97063	0.062312	0.96593	0.060334	0.036813	0.37399	0.53926	0.069004	0.043994	0.054896	0.96807	0.032925	0.37792	0.047523	0.043342	0.11543	0.16303	0.45054	0.95801	0.95738	0.10623	0.9496	0.34	0.064432	0.93215	0.071885	0.039028	0.046127	0.10011	0.047405	0.066555	0.031097	0.078672	0.042647	0.2828	0.56143
Meth__cg18273501__FAM26B	0.049582	0.045317	0.86736	0.10918	0.034184	0.8052	0.21469	0.034865	0.039578	0.042972	0.63049	0.3559	0.76174	0.20148	0.74436	0.050414	0.26157	0.038391	0.033766	0.049309	0.1569	0.76683	0.053818	0.05555	0.82157	0.13178	0.041952	0.03153	0.58419	0.03932	0.49452	0.043615	0.65162	0.040988	0.10422	0.046008
Meth__cg17416146__EIF4EBP3	0.05115	0.023416	0.97846	0.12963	0.028691	0.9683	0.031526	0.045903	0.043348	0.11252	0.040441	0.37514	0.083508	0.037964	0.046048	0.029724	0.06054	0.020282	0.80588	0.076777	0.70673	0.97223	0.48936	0.021311	0.44074	0.055373	0.020938	0.027728	0.94221	0.22402	0.43067	0.025902	0.78935	0.98082	0.95275	0.97145
Meth__cg11120551__CHD1L	0.039951	0.059117	0.065292	0.053246	0.05155	0.55393	0.036666	0.4563	0.179	0.050657	0.44983	0.41311	0.23806	0.18118	0.32312	0.22957	0.23681	0.094992	0.075375	0.040437	0.63684	0.56994	0.064353	0.1313	0.060335	0.10331	0.23722	0.070744	0.35371	0.050652	0.05289	0.15739	0.095276	0.052946	0.041293	0.050127
Meth__cg20143092__CD44	0.16043	0.13835	0.2978	0.73874	0.76383	0.13215	0.91294	0.077751	0.71146	0.088204	0.085008	0.3599	0.23973	0.76338	0.074611	0.062924	0.18547	0.07369	0.58463	0.15737	0.10082	0.11951	0.15348	0.094381	0.74589	0.10348	0.063107	0.09857	0.056797	0.94037	0.18214	0.75992	0.055487	0.51858	0.24624	0.86917
Meth__cg00605270__SMPDL3B	0.033395	0.018038	0.34514	0.030471	0.046383	0.043337	0.04376	0.019998	0.027614	0.028082	0.031292	0.12532	0.03827	0.029063	0.020765	0.029281	0.03944	0.068518	0.031234	0.041399	0.046525	0.11633	0.023867	0.05919	0.049136	0.051819	0.031786	0.02643	0.027495	0.064644	0.021301	0.022481	0.022918	0.086948	0.026108	0.087415
Meth__cg09938681__ZNF688	0.056874	0.033363	0.04423	0.044164	0.029079	0.035818	0.035722	0.050965	0.032784	0.037543	0.038728	0.030592	0.106	0.030073	0.039232	0.032706	0.065095	0.037657	0.021754	0.047152	0.039248	0.10116	0.043521	0.10669	0.063286	0.10466	0.0285	0.028204	0.028538	0.029789	0.022059	0.029219	0.047793	0.036456	0.030497	0.048178
Meth__cg09437522__GNAS	0.025973	0.0093064	0.17219	0.021717	0.019727	0.93471	0.026768	0.024996	0.028118	0.016952	0.022925	0.021692	0.02981	0.020105	0.090773	0.4106	0.034796	0.10833	0.01134	0.013943	0.52074	0.93211	0.02187	0.048504	0.041815	0.034373	0.048922	0.03812	0.25625	0.016562	0.013722	0.011324	0.049074	0.016555	0.026895	0.038832
Meth__cg18070061__DUSP4	0.021645	0.021646	0.029298	0.029703	0.017932	0.027862	0.030815	0.019184	0.0089809	0.020288	0.60896	0.027794	0.033289	0.016183	0.018523	0.01195	0.039301	0.025823	0.025557	0.022526	0.022763	0.080664	0.024675	0.029681	0.039405	0.023226	0.017952	0.012035	0.014885	0.010202	0.021077	0.01504	0.030199	0.021323	0.022956	0.023116
Meth__cg08376864__HRASLS	0.092958	0.064994	0.15253	0.088594	0.084001	0.30878	0.094387	0.13454	0.10557	0.071155	0.14948	0.12155	0.1581	0.096364	0.088638	0.086404	0.19755	0.1268	0.91762	0.88774	0.090648	0.41286	0.10755	0.12202	0.13675	0.13017	0.16535	0.090982	0.39263	0.096207	0.1253	0.063407	0.13232	0.079158	0.094307	0.070664
Meth__cg20506783__ARHGAP22	0.080574	0.045203	0.085122	0.27397	0.042998	0.6082	0.50588	0.078055	0.098136	0.046647	0.080696	0.13337	0.87171	0.078667	0.084636	0.036039	0.06193	0.040576	0.16199	0.11726	0.10373	0.06978	0.067502	0.053701	0.60789	0.063365	0.051066	0.040711	0.048281	0.101	0.043471	0.056718	0.081991	0.058315	0.067382	0.87971
Meth__cg04251363__ST3GAL6	0.045003	0.057533	0.050093	0.044295	0.0329	0.076319	0.65211	0.032695	0.045546	0.034476	0.047927	0.026205	0.11785	0.037977	0.032687	0.037823	0.072133	0.024691	0.060281	0.043043	0.049578	0.050552	0.030341	0.056459	0.83887	0.060896	0.02464	0.02913	0.034404	0.0896	0.026263	0.25334	0.065134	0.051784	0.041736	0.031418
Meth__cg22991148__C21orf29	0.045399	0.027071	0.8777	0.044419	0.12027	0.42334	0.047781	0.35434	0.060796	0.036676	0.28565	0.65782	0.84747	0.049157	0.66623	0.48416	0.078905	0.030234	0.027654	0.053877	0.90206	0.2033	0.21647	0.11994	0.079675	0.063774	0.029261	0.045797	0.031569	0.2473	0.055985	0.88729	0.074194	0.5826	0.1001	0.056929
Meth__cg26399113__OGT	0.75029	0.22138	0.081361	0.075449	0.050091	0.04628	0.072069	0.13095	0.4093	0.090454	0.049703	0.086197	0.1538	0.38362	0.43609	0.60587	0.33544	0.082255	0.094747	0.069502	0.05102	0.11796	0.072969	0.17276	0.60702	0.10142	0.05832	0.054368	0.55607	0.062382	0.049113	0.41489	0.14436	0.35041	0.3063	0.07437
Meth__cg11065385__B4GALNT3	0.021913	0.042264	0.90718	0.086399	0.033125	0.95205	0.028177	0.045366	0.024061	0.023575	0.030575	0.061224	0.18053	0.029743	0.074944	0.078844	0.043921	0.35204	0.041028	0.054018	0.039235	0.84555	0.047002	0.037733	0.083704	0.066879	0.03715	0.17562	0.28008	0.017907	0.049014	0.27106	0.050144	0.039707	0.039722	0.28333
Meth__cg11166823__AGPAT3	0.047134	0.036793	0.052598	0.044944	0.030516	0.061989	0.050345	0.0579	0.026993	0.035332	0.2286	0.021399	0.065558	0.027567	0.040657	0.036732	0.092819	0.021806	0.039827	0.051611	0.044778	0.10986	0.035285	0.044684	0.091991	0.073247	0.042752	0.030057	0.021628	0.026469	0.026772	0.036428	0.093424	0.045943	0.031422	0.033092
Meth__cg23303782__GRK5	0.050515	0.059057	0.093973	0.064213	0.065475	0.041561	0.086919	0.046134	0.04305	0.05201	0.064051	0.06196	0.17762	0.052912	0.041374	0.038739	0.069946	0.039315	0.06612	0.052857	0.051149	0.060179	0.053762	0.12388	0.36012	0.071559	0.069387	0.046007	0.054953	0.051236	0.042418	0.2537	0.071945	0.050132	0.086927	0.052772
Meth__cg02275294__SOAT1	0.18572	0.20036	0.84685	0.046988	0.025009	0.06067	0.023731	0.86618	0.047688	0.035039	0.76254	0.28239	0.80829	0.042114	0.74322	0.59172	0.087812	0.035246	0.033738	0.028062	0.04167	0.05145	0.03059	0.039302	0.033721	0.057858	0.039448	0.28378	0.076616	0.36252	0.12424	0.38249	0.053059	0.047422	0.12034	0.089245
Meth__cg23179321__RPP38	0.053071	0.041087	0.059426	0.059121	0.029334	0.10356	0.050146	0.13568	0.038607	0.040754	0.042691	0.1149	0.20882	0.052913	0.041632	0.040593	0.1018	0.040694	0.03579	0.044814	0.040574	0.31619	0.046655	0.087756	0.096225	0.1494	0.091726	0.040626	0.36043	0.027854	0.075277	0.040123	0.11476	0.042325	0.054943	0.040629
Meth__cg20199629__SAMD14	0.043655	0.039597	0.45152	0.09677	0.032741	0.48238	0.057136	0.11097	0.033905	0.03618	0.93426	0.32103	0.58247	0.048079	0.93027	0.039611	0.11535	0.036253	0.041425	0.04426	0.06657	0.094324	0.057293	0.064407	0.10338	0.079663	0.050732	0.058307	0.04458	0.049765	0.04049	0.92764	0.1347	0.056334	0.12616	0.044355
Meth__cg19275050__HAS2	0.43354	0.019343	0.80462	0.26316	0.129	0.10065	0.10116	0.10606	0.11744	0.07956	0.35488	0.41107	0.63309	0.094167	0.46275	0.073354	0.11915	0.081527	0.30371	0.37045	0.080453	0.23492	0.12137	0.14373	0.45524	0.03687	0.094503	0.15629	0.16642	0.32228	0.068182	0.28856	0.18362	0.22275	0.15558	0.22738
Meth__cg14809191__FOXQ1	0.43554	0.041688	0.95204	0.048513	0.042815	0.78409	0.057789	0.90328	0.17658	0.046956	0.60458	0.12965	0.16284	0.15093	0.95088	0.18302	0.37168	0.65249	0.047426	0.045708	0.33481	0.49407	0.047219	0.037415	0.13975	0.049048	0.039517	0.03655	0.87237	0.32613	0.037594	0.65894	0.070691	0.038386	0.052617	0.076307
SNP__LOC643473	-0.26	-0.178	-0.209	-0.352	-0.211	-0.07	0.064	0.078	0.129	-0.141	0.04	-0.036	-0.541	-0.29	-0.094	0.287	-0.184	-6.439	-0.006	-0.191	0.002	-0.159	-0.186	0.2	0.211	-0.383	-0.676	0.188	0.002	-0.053	-0.293	-0.142	-0.139	-0.296	-0.159	0.024
Meth__cg08124030__TM4SF1	0.094851	0.11456	0.44344	0.24251	0.10174	0.055282	0.15708	0.056399	0.098716	0.088239	0.065786	0.054996	0.12076	0.095326	0.070286	0.046814	0.16034	0.071211	0.95084	0.93904	0.071996	0.098395	0.92625	0.1153	0.13813	0.4426	0.04858	0.055241	0.081668	0.89899	0.049328	0.33643	0.28333	0.90603	0.49976	0.92407
Meth__cg24715106__AQP11	0.036414	0.026425	0.028986	0.03535	0.02283	0.043631	0.031186	0.073206	0.027021	0.027488	0.032559	0.51229	0.06707	0.035016	0.032279	0.035258	0.071672	0.56327	0.026032	0.027388	0.43287	0.42934	0.033145	0.044033	0.062956	0.069298	0.030842	0.031177	0.16202	0.023192	0.026931	0.082368	0.066581	0.037298	0.030369	0.031632
Meth__cg07655627__NUDT12	0.20726	0.087437	0.10572	0.40602	0.050415	0.06154	0.075496	0.098987	0.10337	0.078108	0.084921	0.0986	0.37937	0.1046	0.085436	0.15479	0.16699	0.085072	0.08541	0.081707	0.085844	0.058708	0.081719	0.1215	0.10199	0.14704	0.062574	0.89449	0.17299	0.71505	0.04278	0.065604	0.2402	0.075009	0.57543	0.35172
SNP__POU6F2	0.01	0.649	0.2	0.468	0.372	-2.998	0.082	-0.437	0.427	0.256	-0.078	0.092	0.559	0.197	-0.399	-0.026	0.566	0.253	0.141	-0.291	0.406	0.104	0.17	0.191	-0.085	0.578	0.431	-0.201	-0.027	0.546	-1.934	0.126	0.315	0.335	0.558	0.36
Meth__cg02148711__ATRX	0.59868	0.04127	0.12042	0.05956	0.25479	0.038053	0.05975	0.47677	0.46243	0.66728	0.071099	0.0655	0.065831	0.33414	0.52015	0.40862	0.28707	0.048064	0.10156	0.049882	0.029832	0.16096	0.056411	0.42226	0.33269	0.3536	0.071868	0.049535	0.66179	0.061594	0.035217	0.31698	0.17209	0.58708	0.37117	0.049741
Meth__cg01603095__SLC2A13	0.16005	0.026137	0.48466	0.61139	0.057297	0.34234	0.053094	0.95996	0.045578	0.033978	0.41319	0.090379	0.84551	0.04904	0.94088	0.057641	0.12462	0.044791	0.033416	0.04875	0.80873	0.13293	0.32089	0.069216	0.79863	0.048015	0.40957	0.39145	0.021087	0.60173	0.031159	0.1064	0.056769	0.040329	0.26527	0.067807
Meth__cg04245402__C19orf21	0.033274	0.028392	0.044926	0.03281	0.0434	0.96162	0.028215	0.027473	0.035513	0.87944	0.19839	0.09484	0.046489	0.034799	0.34035	0.97317	0.092414	0.96715	0.027015	0.048047	0.95174	0.12566	0.038448	0.078617	0.34167	0.038792	0.69939	0.031802	0.97037	0.032284	0.029179	0.020819	0.12456	0.035772	0.058892	0.044523
